date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-04-10,745024,Strikeout,strikeout,True,669397,674003,Nick Allen,Cody Bradford,0,183653d8-e50f-4007-92ea-d60a5061b412,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,,,,39.0,106.0,109.0,,0.049,0.292,,8.51,0.62,81.4,,84.2,,,,0.0,0.0,0.571,0.278,0.333,0.35,91.0,100.0,87.0,,,,38.0,107.0,93.0,0.494,0.011,,4.59,-4.35,,90.4,86.3,,0.1,0.175,0.24,,,,0.143,0.143,0.077,102.0,115.0,109.0,0.154,2.09,75.7,,,,,,,,,,,,,,,,,,
2024-04-10,745024,Pop Out,field_out,True,669397,674003,Nick Allen,Cody Bradford,0,ed4bb1a8-3cc3-4086-8ac0-d3c541139964,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,,,,39.0,106.0,109.0,,0.049,0.292,,8.51,0.62,81.4,,84.2,,,,0.0,0.0,0.571,0.278,0.333,0.35,91.0,100.0,87.0,,,,38.0,107.0,93.0,0.494,0.011,,4.59,-4.35,,90.4,86.3,,0.1,0.175,0.24,,,,0.143,0.143,0.077,102.0,115.0,109.0,0.154,2.09,75.7,,,,,,,,,,,,,,,,,,
2024-04-10,745024,Lineout,field_out,True,669397,674003,Nick Allen,Cody Bradford,0,3aec930b-8a63-4f54-85bc-4aee97c40579,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,,,,39.0,106.0,109.0,,0.049,0.292,,8.51,0.62,81.4,,84.2,,,,0.0,0.0,0.571,0.278,0.333,0.35,91.0,100.0,87.0,,,,38.0,107.0,93.0,0.494,0.011,,4.59,-4.35,,90.4,86.3,,0.1,0.175,0.24,,,,0.143,0.143,0.077,102.0,115.0,109.0,0.154,2.09,75.7,,,,,,,,,,,,,,,,,,
2024-04-12,745679,Lineout,field_out,True,669397,663623,Nick Allen,Jake Irvin,0,fed46bda-2ee3-4660-a7ad-a6c6fd4e04b8,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,0.178,0.004,0.022,-0.13,2.31,-1.04,88.0,93.4,86.3,0.311,0.456,0.119,,,,,,,84.0,106.0,99.0,,,,77.0,103.0,94.0,0.355,0.09,,0.64,-0.24,,94.1,89.9,,0.208,0.364,0.231,0.275,0.525,0.216,0.199,0.363,0.263,111.0,106.0,106.0,0.35,0.76,81.0,,,,,,,,,,,,,,,,,,
2024-04-12,745679,Groundout,field_out,True,669397,663623,Nick Allen,Jake Irvin,0,a3e57de3-a7c0-42f8-9038-13b5b09dd5f3,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,0.178,0.004,0.022,-0.13,2.31,-1.04,88.0,93.4,86.3,0.311,0.456,0.119,,,,,,,84.0,106.0,99.0,,,,77.0,103.0,94.0,0.355,0.09,,0.64,-0.24,,94.1,89.9,,0.208,0.364,0.231,0.275,0.525,0.216,0.199,0.363,0.263,111.0,106.0,106.0,0.35,0.76,81.0,,,,,,,,,,,,,,,,,,
2024-04-12,745679,Groundout,field_out,True,669397,676395,Nick Allen,Robert Garcia,0,6ce39e50-e5cb-4d9f-85d6-1a55ca30557c,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.68,2.52,32.2,105.0,105.0,104.0,0.755,12.95,3.03,8.82,0.83,1.7,0.301,0.422,0.229,0.265,0.439,85.0,105.0,97.0,,,,107.0,114.0,118.0,,0.175,0.264,,-0.82,1.41,87.4,,84.8,,,,0.269,0.462,0.294,0.235,0.235,0.366,114.0,103.0,104.0,,,,,,,0.562,,,0.35,,,94.4,,,0.25,0.397,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Strikeout,strikeout,True,669397,669022,Nick Allen,MacKenzie Gore,0,d30fbb5f-897c-41b5-bd27-5e3f77f5d7e3,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,,,,93.0,87.0,91.0,,0.161,0.092,,-0.7,-1.82,85.9,,91.0,,,,0.429,0.714,0.25,0.321,0.607,0.512,130.0,99.0,105.0,,,,,,,0.549,,,0.21,,,96.4,,,0.284,0.408,0.239,,,,0.217,0.265,0.356,107.0,104.0,105.0,0.198,0.66,83.3,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Strikeout,strikeout,True,669397,669022,Nick Allen,MacKenzie Gore,0,317ea350-7689-483b-8ed9-31cd613aabca,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,,,,93.0,87.0,91.0,,0.161,0.092,,-0.7,-1.82,85.9,,91.0,,,,0.429,0.714,0.25,0.321,0.607,0.512,130.0,99.0,105.0,,,,,,,0.549,,,0.21,,,96.4,,,0.284,0.408,0.239,,,,0.217,0.265,0.356,107.0,104.0,105.0,0.198,0.66,83.3,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Single,single,False,669397,676395,Nick Allen,Robert Garcia,0,d00f608a-3682-46e6-8897-94aafb2aedf0,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.68,2.52,32.2,105.0,105.0,104.0,0.755,12.95,3.03,8.82,0.83,1.7,0.301,0.422,0.229,0.265,0.439,85.0,105.0,97.0,,,,107.0,114.0,118.0,,0.175,0.264,,-0.82,1.41,87.4,,84.8,,,,0.269,0.462,0.294,0.235,0.235,0.366,114.0,103.0,104.0,,,,,,,0.562,,,0.35,,,94.4,,,0.25,0.397,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Lineout,field_out,True,669397,640448,Nick Allen,Kyle Finnegan,0,3814b829-60c6-4e6c-9877-487912a9ba80,640448.0,kylefinnegan,Finnegan,Right,Kyle Finnegan,WSN,2.43,4.27,40.2,106.0,101.0,102.0,0.78,9.3,3.1,6.2,1.33,1.22,0.29,0.346,0.168,0.374,0.513,,,,,,,110.0,108.0,110.0,,0.057,,,1.89,,,,85.3,,,,0.125,0.125,0.438,,,,99.0,107.0,102.0,,,,,,,0.686,,,1.45,,,97.2,,,0.2,0.316,0.197,,,,,,,,,,,,,104.0,104.0,102.0,0.257,-0.04,89.0,0.182,0.432,0.337,,,,,,,,,
2024-04-17,745671,Flyout,field_out,True,669397,571927,Nick Allen,Steven Matz,0,d5e361d7-7e58-4153-974f-a55bef46ab91,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Bunt Pop Out,field_out,True,669397,571927,Nick Allen,Steven Matz,0,93a894c7-e5d6-4e9a-b075-c881e1d96655,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Single,single,False,669397,681676,Nick Allen,Ryan Fernandez,0,1539075a-d896-4ab3-9517-305cfcafb616,681676.0,ryanfernandez,Fernandez,Right,Ryan Fernandez,STL,2.08,3.27,43.1,99.0,99.0,99.0,0.711,8.93,3.53,6.85,0.42,1.6,0.191,0.452,0.087,0.261,0.394,,,,88.0,94.0,92.0,109.0,105.0,107.0,0.348,0.462,,1.31,2.1,,,95.2,86.9,0.241,0.259,0.214,0.153,0.222,0.408,,,,109.0,91.0,86.0,,,,96.0,99.0,95.0,0.025,0.165,,-2.54,-0.43,,95.4,89.9,,0.5,0.5,0.286,0.28,0.44,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Walk,walk,False,669397,669461,Nick Allen,Matthew Liberatore,0,2b36a339-1aab-48c3-b6d0-fb2f65beee44,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,78.0,103.0,99.0,130.0,102.0,107.0,0.196,0.302,0.063,-2.85,3.84,-0.49,87.7,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.143,0.571,0.227,66.0,96.0,87.0,,,,101.0,111.0,110.0,0.26,0.106,,0.24,-1.7,,94.4,91.9,,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,128.0,97.0,102.0,0.073,0.19,77.8,,,,,,,,,,,,,,,,,,
2024-04-19,746650,Walk,walk,False,669397,663474,Nick Allen,Triston McKenzie,1,393a648c-308b-4e27-8b31-63e42546d41e,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,,,,106.0,87.0,90.0,,0.21,,,1.46,,,,85.4,,,,0.143,0.143,0.376,,,,98.0,86.0,87.0,,,,,,,0.524,,,-2.21,,,91.1,,,0.303,0.652,0.103,,,,0.176,0.341,0.373,97.0,102.0,100.0,0.266,-0.18,77.7,,,,,,,,,,,,,,,,,,
2024-04-19,746650,Strikeout,strikeout,True,669397,663474,Nick Allen,Triston McKenzie,0,4416265c-232a-419c-a8f4-ff84ae66ad29,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,,,,106.0,87.0,90.0,,0.21,,,1.46,,,,85.4,,,,0.143,0.143,0.376,,,,98.0,86.0,87.0,,,,,,,0.524,,,-2.21,,,91.1,,,0.303,0.652,0.103,,,,0.176,0.341,0.373,97.0,102.0,100.0,0.266,-0.18,77.7,,,,,,,,,,,,,,,,,,
2024-04-19,746650,Groundout,field_out,True,669397,595881,Nick Allen,Tyler Beede,0,63943a4e-8cf8-48cf-a07e-a60ac2027578,595881.0,tylerbeede,Beede,Right,Tyler Beede,CLE,8.36,4.67,14.0,95.0,76.0,92.0,0.712,11.57,5.79,10.29,1.29,1.33,0.158,0.553,0.184,0.211,0.362,,,,60.0,75.0,68.0,,,,0.075,,,4.23,,,,91.1,,0.0,0.0,0.143,,,,,,,58.0,99.0,90.0,,,,,,,0.294,,,-3.38,,,93.7,,,0.4,0.8,0.156,,,,0.25,0.333,0.36,91.0,100.0,101.0,0.234,-0.54,77.5,89.0,98.0,97.0,0.396,-2.0,86.2,0.292,0.458,0.37,,,,,,,,,
2024-04-19,746650,Pop Out,field_out,True,669397,605130,Nick Allen,Scott Barlow,0,592824e4-5cc2-4d76-a254-4557d0ddf8ca,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,98.0,93.0,93.0,124.0,86.0,90.0,0.099,0.489,,-2.08,1.33,,,91.7,81.2,0.5,0.667,0.316,0.141,0.203,0.424,,,,80.0,89.0,83.0,,,,,,,0.202,,,-0.48,,,91.7,,,0.36,0.52,0.204,,,,0.175,0.425,0.444,149.0,103.0,108.0,0.209,-1.56,77.5,,,,,,,,,,,,,,,,,,
2024-04-20,746651,Strikeout,strikeout,True,669397,671106,Nick Allen,Logan Allen,0,7a48d015-e4cb-43fb-ba6d-17a56d3c132c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,,0.183,0.183,,-2.18,-1.11,81.6,,78.6,,,,0.263,0.509,0.355,0.254,0.479,0.278,61.0,98.0,88.0,,,,92.0,99.0,97.0,0.483,0.15,,-1.5,0.37,,91.2,85.4,,0.329,0.593,0.159,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746651,Groundout,field_out,True,669397,671106,Nick Allen,Logan Allen,0,3aa24475-5c2e-4cb7-a721-0bcc9fc2f9b4,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,,0.183,0.183,,-2.18,-1.11,81.6,,78.6,,,,0.263,0.509,0.355,0.254,0.479,0.278,61.0,98.0,88.0,,,,92.0,99.0,97.0,0.483,0.15,,-1.5,0.37,,91.2,85.4,,0.329,0.593,0.159,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746652,Strikeout,strikeout,True,669397,676440,Nick Allen,Tanner Bibee,0,aace0e02-afdd-493e-8698-aeea1cffd6c6,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,,,,116.0,104.0,112.0,0.001,0.27,0.171,-3.42,1.69,1.17,82.4,92.5,86.2,,,,0.128,0.223,0.355,0.212,0.353,0.276,94.0,103.0,99.0,,,,,,,0.44,,,-1.35,,,94.6,,,0.305,0.524,0.214,,,,0.186,0.4,0.241,119.0,111.0,113.0,0.118,-0.54,81.5,,,,,,,,,,,,,,,,,,
2024-04-21,746652,Field Error,field_error,False,669397,676440,Nick Allen,Tanner Bibee,0,de45c169-eaf7-4c4a-bbb2-f393b46812e4,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,,,,116.0,104.0,112.0,0.001,0.27,0.171,-3.42,1.69,1.17,82.4,92.5,86.2,,,,0.128,0.223,0.355,0.212,0.353,0.276,94.0,103.0,99.0,,,,,,,0.44,,,-1.35,,,94.6,,,0.305,0.524,0.214,,,,0.186,0.4,0.241,119.0,111.0,113.0,0.118,-0.54,81.5,,,,,,,,,,,,,,,,,,
2024-04-21,746652,Single,single,False,669397,682120,Nick Allen,Tim Herrin,0,4d89d708-52a8-46c4-b222-90ca1bddb9a1,682120.0,timherrin,Herrin,Left,Tim Herrin,CLE,1.45,3.36,37.1,96.0,105.0,98.0,0.72,9.4,4.34,4.58,0.24,1.41,0.148,0.455,0.193,0.273,0.411,,,,106.0,106.0,112.0,116.0,95.0,100.0,0.098,0.249,,5.35,0.48,,,94.0,87.6,0.0,0.0,0.115,0.238,0.381,0.338,,,,97.0,93.0,88.0,,,,,,,0.254,,,1.69,,,95.4,,,0.176,0.206,0.171,,,,0.138,0.224,0.385,105.0,96.0,99.0,0.398,1.95,81.5,,,,,,,,,,,,,,,,,,
2024-04-21,746652,Walk,walk,False,669397,661403,Nick Allen,Emmanuel Clase,0,b623855a-4929-4bd2-9202-7e449a7a1f65,661403.0,emmanuelclase,"Clase, E",Right,Emmanuel Clase,CLE,0.81,2.81,44.1,106.0,146.0,113.0,0.763,7.92,1.02,5.08,0.2,2.36,0.246,0.347,0.161,0.237,0.448,,,,,,,142.0,115.0,129.0,,0.185,,,1.3,,,,90.4,,,,0.171,0.2,0.313,,,,123.0,123.0,53.0,,,,148.0,104.0,110.0,0.005,0.81,,0.15,3.05,,99.8,99.3,,,,,0.16,0.227,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745757,Groundout,field_out,True,669397,607074,Nick Allen,Carlos Rodón,0,04067e0d-1427-4b16-83c3-8651e23fb44f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,,,,143.0,103.0,112.0,,0.265,0.114,,-1.56,1.54,85.3,,86.8,,,,0.237,0.43,0.388,0.171,0.195,0.49,116.0,99.0,103.0,,,,100.0,83.0,83.0,0.496,0.056,,0.17,-3.1,,95.5,91.8,,0.261,0.531,0.202,0.353,0.647,0.255,0.333,0.4,0.35,103.0,80.0,88.0,0.07,-1.37,81.0,,,,,,,,,,,,,,,,,,
2024-04-22,745757,Single,single,False,669397,607074,Nick Allen,Carlos Rodón,0,9baf9a1c-5648-441d-b848-7d80704c0255,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,,,,143.0,103.0,112.0,,0.265,0.114,,-1.56,1.54,85.3,,86.8,,,,0.237,0.43,0.388,0.171,0.195,0.49,116.0,99.0,103.0,,,,100.0,83.0,83.0,0.496,0.056,,0.17,-3.1,,95.5,91.8,,0.261,0.531,0.202,0.353,0.647,0.255,0.333,0.4,0.35,103.0,80.0,88.0,0.07,-1.37,81.0,,,,,,,,,,,,,,,,,,
2024-04-22,745757,Strikeout,strikeout,True,669397,641656,Nick Allen,Ian Hamilton,0,e68d7083-3e23-4c3b-b97d-53db708d5d7b,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,NYY,4.55,4.1,29.2,101.0,117.0,101.0,0.668,9.1,4.25,10.01,0.3,1.39,0.281,0.371,0.135,0.202,0.401,,,,90.0,96.0,93.0,144.0,108.0,109.0,0.247,0.53,,-3.02,-0.09,,,95.6,88.4,0.5,0.615,0.122,0.254,0.343,0.454,,,,86.0,98.0,96.0,,,,,,,0.224,,,1.11,,,96.3,,,0.136,0.273,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745757,Sac Bunt,sac_bunt,True,669397,676760,Nick Allen,Ron Marinaccio,1,93595f3a-94f7-4a2f-b294-62c7a30de926,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,,,,113.0,97.0,104.0,,0.158,0.338,,2.33,-3.92,82.1,,80.2,,,,0.091,0.364,0.273,0.348,0.696,0.306,86.0,94.0,91.0,,,,,,,0.505,,,3.14,,,93.4,,,0.1,0.133,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745754,Single,single,False,669397,573186,Nick Allen,Marcus Stroman,0,b5ec4fc2-48b3-4e56-891a-4b79e5c5b942,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.177,,-0.02,-0.84,,,89.9,85.5,0.285,0.469,0.14,0.204,0.296,0.292,,,,49.0,95.0,83.0,,,,107.0,98.0,97.0,0.034,0.192,,-4.6,0.65,,89.9,88.0,,0.5,0.7,0.333,0.222,0.472,0.192,0.0,0.0,0.429,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,,,,
2024-04-23,745754,Strikeout,strikeout,True,669397,573186,Nick Allen,Marcus Stroman,0,ecf14ea8-f649-42af-952f-e0f132476193,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.177,,-0.02,-0.84,,,89.9,85.5,0.285,0.469,0.14,0.204,0.296,0.292,,,,49.0,95.0,83.0,,,,107.0,98.0,97.0,0.034,0.192,,-4.6,0.65,,89.9,88.0,,0.5,0.7,0.333,0.222,0.472,0.192,0.0,0.0,0.429,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,,,,
2024-04-24,745753,Groundout,field_out,True,669397,657376,Nick Allen,Clarke Schmidt,0,1153e4cc-49d2-4d9a-b51b-5c74328ecc86,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,0.215,0.239,0.009,-0.42,1.58,-13.06,87.1,94.2,85.3,0.233,0.488,0.212,0.196,0.283,0.319,0.667,1.0,0.0,,,,152.0,100.0,112.0,106.0,106.0,103.0,,0.356,0.181,,0.6,0.69,,92.4,83.9,,,,0.256,0.372,0.325,0.146,0.22,0.346,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745753,Pop Out,field_out,True,669397,657376,Nick Allen,Clarke Schmidt,0,d3b5a736-7d22-4975-a6df-ecc2aaca48cd,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,0.215,0.239,0.009,-0.42,1.58,-13.06,87.1,94.2,85.3,0.233,0.488,0.212,0.196,0.283,0.319,0.667,1.0,0.0,,,,152.0,100.0,112.0,106.0,106.0,103.0,,0.356,0.181,,0.6,0.69,,92.4,83.9,,,,0.256,0.372,0.325,0.146,0.22,0.346,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745753,Groundout,field_out,True,669397,596133,Nick Allen,Luke Weaver,0,e231758b-e665-4004-8b6f-4308cd910cf0,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,2.47,3.59,54.2,99.0,121.0,105.0,0.726,9.55,2.14,5.1,0.99,0.83,0.243,0.375,0.14,0.279,0.37,107.0,103.0,104.0,,,,,,,,,0.264,,,1.5,88.4,,,,,,,,,0.138,0.241,0.44,137.0,99.0,106.0,119.0,75.0,96.0,108.0,98.0,103.0,0.444,0.28,0.012,1.14,1.38,2.43,95.4,91.2,83.3,0.171,0.3,0.28,0.18,0.443,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Home Run,home_run,False,669397,641482,Nick Allen,Nestor Cortes,0,4278191d-0057-4c94-bab9-839e2f992209,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Pop Out,field_out,True,669397,641482,Nick Allen,Nestor Cortes,0,c0f08664-674b-4558-ae02-a1cde253deb2,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Groundout,field_out,True,669397,641482,Nick Allen,Nestor Cortes,0,41cb89eb-1680-452c-a175-401ca673fd2e,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
