date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-05-11,745096,Single,single,False,542932,641793,Jon Berti,Zack Littell,0,32c71bd4-413e-4473-a3b2-30bb646e0bd0,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,,,,,,,0.375,0.5,0.085,,,,,,,0.309,0.485,0.147,,,,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
2024-05-11,745096,Flyout,field_out,True,542932,664208,Jon Berti,Phil Maton,0,95792f96-1e7f-47c6-b413-62eb98b71469,664208.0,philmaton,"Maton, P",Right,Phil Maton,- - -,4.46,5.22,38.1,95.0,102.0,102.0,0.732,8.45,4.23,7.28,1.64,1.23,0.135,0.548,0.154,0.365,0.404,,,,99.0,92.0,106.0,,,,42.0,104.0,96.0,151.0,93.0,103.0,81.0,96.0,96.0,0.06,,0.349,0.32,0.272,,,1.7,3.81,-1.93,-1.67,,,88.3,,87.2,81.6,74.2,,,,0.186,0.209,0.301,,,,0.163,0.349,0.391,0.333,1.333,0.111,,,,,,,0.125,0.125,0.211,,,,,,,,,,,,,,,,,,
2024-05-12,745092,Groundout,field_out,True,542932,641302,Jon Berti,Tyler Alexander,0,0e756606-f965-476c-8189-e28ae93a8c72,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,,0.158,-1.79,-0.32,1.15,-0.41,,-2.47,89.0,84.4,80.9,88.9,76.5,,0.283,0.604,0.241,0.257,0.529,0.206,0.308,0.513,0.186,,,,0.31,0.5,0.128,,,,,,,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
2024-05-12,745092,Flyout,field_out,True,542932,641302,Jon Berti,Tyler Alexander,0,9f24e689-60d3-40f5-8c38-d0e506cf9ce1,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,,0.158,-1.79,-0.32,1.15,-0.41,,-2.47,89.0,84.4,80.9,88.9,76.5,,0.283,0.604,0.241,0.257,0.529,0.206,0.308,0.513,0.186,,,,0.31,0.5,0.128,,,,,,,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
2024-05-12,745092,Lineout,field_out,True,542932,641302,Jon Berti,Tyler Alexander,0,bd4c2857-d7a3-4677-8255-7e1091ef7605,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,,0.158,-1.79,-0.32,1.15,-0.41,,-2.47,89.0,84.4,80.9,88.9,76.5,,0.283,0.604,0.241,0.257,0.529,0.206,0.308,0.513,0.186,,,,0.31,0.5,0.128,,,,,,,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
2024-05-12,745092,Strikeout,strikeout,True,542932,542888,Jon Berti,Shawn Armstrong,0,a165ef2a-7a7d-4563-bfa8-29c0243cdedd,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,,,,,,,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,,,0.53,-0.4,-2.52,-4.27,,,93.2,90.1,,93.6,83.3,,0.21,0.387,0.336,0.25,0.5,0.212,,,,,,,0.286,0.571,0.25,,,,,,,0.424,0.492,0.09,,,,,,,,,,,,,,,,,,
2024-05-16,745907,Groundout,field_out,True,542932,657746,Jon Berti,Joe Ryan,0,57bc6872-ced3-49c4-9c0e-e464e9b5e65b,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,,,,0.051,0.485,,0.235,,,1.28,,-1.2,0.03,,,94.1,,,93.2,83.6,,0.198,0.381,0.275,,,,,,,,,,0.333,0.606,0.222,,,,,,,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,
2024-05-16,745907,Groundout,field_out,True,542932,657746,Jon Berti,Joe Ryan,0,7b1a93c6-eb85-49b4-bc0c-eaf1c93b101f,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,,,,0.051,0.485,,0.235,,,1.28,,-1.2,0.03,,,94.1,,,93.2,83.6,,0.198,0.381,0.275,,,,,,,,,,0.333,0.606,0.222,,,,,,,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,
2024-05-16,745907,Single,single,False,542932,573204,Jon Berti,Caleb Thielbar,1,f7922395-404a-421b-b199-1e39f083549f,573204.0,calebthielbar,Thielbar,Left,Caleb Thielbar,MIN,5.64,5.19,22.1,103.0,102.0,101.0,0.765,9.67,4.84,10.88,1.21,0.73,0.167,0.444,0.167,0.278,0.432,,,,109.0,106.0,109.0,81.0,102.0,95.0,,,,126.0,104.0,107.0,,,,,0.446,,0.315,0.239,,-1.71,,,-0.89,-0.82,,93.3,,,,80.9,74.0,0.333,0.471,0.171,,,,,,,0.167,0.333,0.412,0.28,0.48,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,745907,Lineout,field_out,True,542932,595345,Jon Berti,Steven Okert,0,1f39be8a-7bc6-404c-94dd-0d132abcf033,595345.0,stevenokert,Okert,Left,Steven Okert,MIN,3.86,3.64,28.0,95.0,99.0,99.0,0.763,8.68,3.54,8.36,0.96,0.74,0.317,0.317,0.244,0.207,0.448,56.0,101.0,92.0,,,,72.0,98.0,90.0,73.0,101.0,97.0,116.0,93.0,103.0,,,,0.091,0.252,,0.597,,0.06,-3.65,,-0.01,1.62,,0.4,92.8,,88.4,92.8,80.7,,0.414,0.655,0.077,,,,0.3,0.4,0.333,,,,0.133,0.267,0.323,,,,,,,0.3,0.4,0.063,,,,,,,,,,,,,,,,,,
2024-05-18,745744,Field Error,field_error,False,542932,641745,Jon Berti,Brad Keller,0,a13e197b-a264-4c1c-adbb-c96a1d3a39bd,641745.0,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.13,4.57,33.1,102.0,97.0,103.0,0.81,6.48,2.97,9.45,1.62,1.34,0.239,0.416,0.168,0.31,0.426,96.0,103.0,101.0,89.0,90.0,102.0,77.0,102.0,98.0,73.0,86.0,87.0,118.0,105.0,109.0,,,,0.029,0.374,,0.416,0.022,0.16,-1.0,,-8.19,-0.72,-7.7,1.04,93.6,,88.6,92.5,85.8,81.3,0.279,0.426,0.12,,,,0.071,0.071,0.378,0.5,1.0,0.25,0.255,0.491,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745744,Groundout,field_out,True,542932,641745,Jon Berti,Brad Keller,0,45ec7030-a441-4d43-bb51-aade2bcf3918,641745.0,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.13,4.57,33.1,102.0,97.0,103.0,0.81,6.48,2.97,9.45,1.62,1.34,0.239,0.416,0.168,0.31,0.426,96.0,103.0,101.0,89.0,90.0,102.0,77.0,102.0,98.0,73.0,86.0,87.0,118.0,105.0,109.0,,,,0.029,0.374,,0.416,0.022,0.16,-1.0,,-8.19,-0.72,-7.7,1.04,93.6,,88.6,92.5,85.8,81.3,0.279,0.426,0.12,,,,0.071,0.071,0.378,0.5,1.0,0.25,0.255,0.491,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745744,Walk,walk,False,542932,647336,Jon Berti,Michael Soroka,0,ad453cab-4430-4df4-8ef7-58b93433dcc7,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,,,,93.0,97.0,94.0,77.0,93.0,89.0,102.0,99.0,97.0,,,,0.229,0.306,,0.36,,0.105,-0.14,,-1.48,0.1,,-3.67,93.3,,82.1,92.3,81.9,,0.206,0.382,0.177,,,,0.333,0.667,0.132,,,,0.185,0.348,0.408,,,,,,,0.289,0.518,0.08,,,,,,,,,,,,,,,,,,
2024-05-18,745744,Walk,walk,False,542932,647336,Jon Berti,Michael Soroka,0,40876481-532f-4281-b50a-4615b110efe2,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,,,,93.0,97.0,94.0,77.0,93.0,89.0,102.0,99.0,97.0,,,,0.229,0.306,,0.36,,0.105,-0.14,,-1.48,0.1,,-3.67,93.3,,82.1,92.3,81.9,,0.206,0.382,0.177,,,,0.333,0.667,0.132,,,,0.185,0.348,0.408,,,,,,,0.289,0.518,0.08,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Strikeout,strikeout,True,542932,623167,Jon Berti,Chris Flexen,0,df79ea79-610b-4055-a9bf-80efc4b2ec73,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Home Run,home_run,False,542932,623167,Jon Berti,Chris Flexen,1,50f07339-5adb-427c-a1fd-f0c198e60418,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Single,single,False,542932,621051,Jon Berti,Steven Wilson,0,6275383c-348a-4e1d-915f-8d4df61f96bd,621051.0,stevenwilson,"Wilson, S",Right,Steven Wilson,CHW,3.46,4.42,26.0,93.0,114.0,98.0,0.79,9.0,5.88,6.23,1.38,0.51,0.282,0.493,0.31,0.268,0.415,108.0,83.0,95.0,,,,104.0,91.0,92.0,,,,126.0,96.0,103.0,43.0,69.0,67.0,,0.411,0.013,0.472,,0.104,-0.48,-1.41,,-0.09,,-0.37,93.4,86.6,81.5,,82.7,,0.205,0.385,0.147,,,,0.143,0.143,0.267,,,,0.196,0.413,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,745746,Flyout,field_out,True,542932,669302,Jon Berti,Logan Gilbert,0,e18c7f96-8464-4496-a1ef-56ff4cca53fa,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,0.085,,1.7,0.97,-0.93,1.89,1.7,,96.2,92.2,,94.9,88.2,83.0,0.208,0.369,0.19,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.205,0.358,0.35,,,,,,,,,,,,,109.0,96.0,100.0,0.136,1.26,84.1,0.082,0.164,0.468,,,,,,
2024-05-20,745746,Grounded Into DP,grounded_into_double_play,True,542932,669302,Jon Berti,Logan Gilbert,1,bfdb6a62-d3d9-47f8-8a61-25113d10aaed,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,0.085,,1.7,0.97,-0.93,1.89,1.7,,96.2,92.2,,94.9,88.2,83.0,0.208,0.369,0.19,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.205,0.358,0.35,,,,,,,,,,,,,109.0,96.0,100.0,0.136,1.26,84.1,0.082,0.164,0.468,,,,,,
2024-05-20,745746,Lineout,field_out,True,542932,669302,Jon Berti,Logan Gilbert,0,505301ac-6657-43ff-a562-ecead620fc2a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,0.085,,1.7,0.97,-0.93,1.89,1.7,,96.2,92.2,,94.9,88.2,83.0,0.208,0.369,0.19,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.205,0.358,0.35,,,,,,,,,,,,,109.0,96.0,100.0,0.136,1.26,84.1,0.082,0.164,0.468,,,,,,
2024-05-20,745746,Single,single,False,542932,660825,Jon Berti,Eduard Bazardo,1,f55bebf0-ebe5-45b4-beec-6ae41df98da6,660825.0,eduardbazardo,Bazardo,Right,Eduard Bazardo,SEA,6.62,2.9,17.2,99.0,109.0,101.0,0.728,10.7,4.08,5.6,1.02,1.83,0.1,0.5,0.075,0.3,0.362,,,,,,,87.0,91.0,90.0,96.0,95.0,91.0,127.0,105.0,112.0,,,,0.198,0.276,,0.447,,,-0.31,,1.73,1.24,,,94.4,,,94.1,83.0,,0.25,0.5,0.257,,,,,,,,,,0.207,0.31,0.328,,,,,,,0.091,0.182,0.111,,,,116.0,101.0,102.0,0.078,2.36,90.9,0.125,0.125,0.545,,,,,,
2024-05-24,745415,Strikeout,strikeout,True,542932,506433,Jon Berti,Yu Darvish,0,68d9fbe7-8c23-456c-b3dd-87676c5fafbb,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,84.0,107.0,100.0,0.154,0.22,0.056,0.358,0.064,,0.42,3.56,-1.23,1.23,-2.94,,94.0,90.7,,93.4,84.6,73.3,0.192,0.346,0.17,0.0,0.0,0.36,,,,0.182,0.318,0.368,0.2,0.3,0.186,91.0,112.0,110.0,0.065,2.79,78.5,0.308,0.538,0.132,,,,107.0,104.0,106.0,0.082,0.42,87.5,0.182,0.409,0.385,,,,,,
2024-05-24,745415,Single,single,False,542932,506433,Jon Berti,Yu Darvish,0,d966acaa-7560-4e5a-8f58-231162f7ae55,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,84.0,107.0,100.0,0.154,0.22,0.056,0.358,0.064,,0.42,3.56,-1.23,1.23,-2.94,,94.0,90.7,,93.4,84.6,73.3,0.192,0.346,0.17,0.0,0.0,0.36,,,,0.182,0.318,0.368,0.2,0.3,0.186,91.0,112.0,110.0,0.065,2.79,78.5,0.308,0.538,0.132,,,,107.0,104.0,106.0,0.082,0.42,87.5,0.182,0.409,0.385,,,,,,
2024-05-24,745415,Strikeout,strikeout,True,542932,506433,Jon Berti,Yu Darvish,0,e21e08fe-142f-416b-b052-5c5d25990216,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,84.0,107.0,100.0,0.154,0.22,0.056,0.358,0.064,,0.42,3.56,-1.23,1.23,-2.94,,94.0,90.7,,93.4,84.6,73.3,0.192,0.346,0.17,0.0,0.0,0.36,,,,0.182,0.318,0.368,0.2,0.3,0.186,91.0,112.0,110.0,0.065,2.79,78.5,0.308,0.538,0.132,,,,107.0,104.0,106.0,0.082,0.42,87.5,0.182,0.409,0.385,,,,,,
2024-05-24,745415,Groundout,field_out,True,542932,666745,Jon Berti,Jhony Brito,0,8598b7a7-f2e3-4e7e-bc10-c4386d0cfaaf,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,,,,76.0,99.0,90.0,98.0,99.0,99.0,94.0,89.0,97.0,,,,0.242,0.265,,0.119,,0.351,0.62,,-1.03,-2.91,,1.47,96.3,,89.8,96.2,86.0,,0.216,0.405,0.164,,,,0.234,0.328,0.271,0.333,0.333,0.0,0.6,0.6,0.143,123.0,82.0,110.0,0.023,-0.28,81.4,0.375,0.458,0.088,,,,,,,,,,,,,,,,,,
2024-09-17,745205,Field Error,field_error,False,542932,646242,Jon Berti,Jhonathan Díaz,0,431929b0-676d-41cc-ba99-a07d832d116d,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Díaz,SEA,4.66,3.89,9.2,99.0,75.0,92.0,0.872,7.45,2.79,13.03,1.86,1.07,0.194,0.333,0.111,0.278,0.446,72.0,95.0,71.0,93.0,106.0,117.0,61.0,96.0,84.0,66.0,102.0,88.0,94.0,102.0,107.0,,,,0.199,0.313,,0.211,0.12,0.157,-1.33,,-1.41,-2.48,-5.38,-3.41,90.2,,81.1,88.3,78.6,73.1,0.214,0.643,0.111,,,,0.167,0.167,0.091,0.5,1.25,0.167,0.308,0.385,0.353,,,,,,,0.571,0.714,0.059,,,,,,,,,,,,,,,,,,
2024-09-21,745610,Strikeout,strikeout,True,542932,676664,Jon Berti,JP Sears,1,5b3ec7b3-f5d1-4d9c-8030-369a404bebf1,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,,,,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,,0.337,,0.193,-0.68,,1.38,-0.3,,0.01,91.9,,84.0,90.0,78.9,,0.23,0.467,0.259,,,,0.293,0.407,0.185,,,,0.259,0.593,0.235,,,,,,,0.278,0.389,0.111,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Single,single,False,542932,676664,Jon Berti,JP Sears,0,3981006a-407b-4284-ab4e-172a76c0e898,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,,,,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,,0.337,,0.193,-0.68,,1.38,-0.3,,0.01,91.9,,84.0,90.0,78.9,,0.23,0.467,0.259,,,,0.293,0.407,0.185,,,,0.259,0.593,0.235,,,,,,,0.278,0.389,0.111,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Single,single,False,542932,676664,Jon Berti,JP Sears,0,dd6406b1-3e91-46b5-b266-4c924fc66391,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,,,,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,,0.337,,0.193,-0.68,,1.38,-0.3,,0.01,91.9,,84.0,90.0,78.9,,0.23,0.467,0.259,,,,0.293,0.407,0.185,,,,0.259,0.593,0.235,,,,,,,0.278,0.389,0.111,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Forceout,force_out,True,542932,656232,Jon Berti,Brandon Bielak,1,e8dbc821-7a3f-40af-9845-2889b92274c0,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,5.16,6.7,29.2,94.0,82.0,91.0,0.867,4.25,3.94,11.83,1.52,0.98,0.18,0.432,0.099,0.306,0.398,108.0,97.0,99.0,66.0,87.0,87.0,78.0,83.0,76.0,70.0,100.0,88.0,75.0,103.0,104.0,,,,0.241,0.229,,0.151,0.1,0.278,-0.9,,-1.61,-2.74,-4.02,0.17,91.9,,87.4,92.1,82.8,80.8,0.333,0.407,0.104,,,,0.27,0.432,0.222,0.429,0.857,0.118,0.278,0.611,0.241,,,,,,,0.333,0.583,0.149,,,,,,,,,,,,,,,,,,
2024-09-21,745610,Hit By Pitch,hit_by_pitch,False,542932,663687,Jon Berti,Hogan Harris,0,401f277c-c205-41d3-8ebd-ca18b86fd132,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.99,5.35,69.1,97.0,85.0,95.0,0.815,7.14,4.15,8.44,0.91,0.91,0.229,0.371,0.127,0.322,0.468,118.0,94.0,100.0,60.0,101.0,105.0,82.0,96.0,89.0,,,,87.0,100.0,102.0,,,,,0.562,,0.119,0.153,0.166,0.21,,,-3.23,-0.7,1.0,92.9,,81.1,,78.8,72.5,0.27,0.423,0.158,,,,0.158,0.184,0.253,0.256,0.326,0.342,0.282,0.641,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745685,Flyout,field_out,True,542932,681347,Jon Berti,Mike Burrows,0,9b19c6f0-9026-4489-b30f-13f53c9b476e,681347.0,mikeburrows,Burrows,Right,Mike Burrows,PIT,2.7,7.25,3.1,96.0,108.0,97.0,0.879,5.4,8.1,5.4,2.7,1.0,0.111,0.556,0.222,0.556,0.426,143.0,101.0,99.0,101.0,104.0,114.0,94.0,91.0,89.0,,,,98.0,99.0,112.0,,,,,0.544,,0.088,0.103,0.265,1.48,,,4.6,-19.37,-0.25,94.5,,85.6,,87.2,78.5,0.167,0.167,0.13,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745685,Walk,walk,False,542932,681347,Jon Berti,Mike Burrows,0,75330429-1d29-43b2-b36e-90b1dbd188a3,681347.0,mikeburrows,Burrows,Right,Mike Burrows,PIT,2.7,7.25,3.1,96.0,108.0,97.0,0.879,5.4,8.1,5.4,2.7,1.0,0.111,0.556,0.222,0.556,0.426,143.0,101.0,99.0,101.0,104.0,114.0,94.0,91.0,89.0,,,,98.0,99.0,112.0,,,,,0.544,,0.088,0.103,0.265,1.48,,,4.6,-19.37,-0.25,94.5,,85.6,,87.2,78.5,0.167,0.167,0.13,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745685,Flyout,field_out,True,542932,621366,Jon Berti,Ryan Borucki,0,d1e6744b-1e77-4c84-a7fa-30aa5cac13a6,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,PIT,7.36,7.08,11.0,97.0,97.0,103.0,0.667,10.64,3.27,11.45,1.64,1.88,0.242,0.364,0.091,0.364,0.402,80.0,100.0,96.0,,,,,,,100.0,97.0,100.0,111.0,97.0,109.0,,,,0.247,,,0.626,,0.126,,,-4.4,-0.75,,-2.53,,,84.7,94.0,87.4,,,,,,,,0.25,0.25,0.143,,,,0.355,0.516,0.344,,,,,,,0.286,0.857,0.333,,,,,,,,,,,,,0.0,0.0,0.75,,,
2024-09-28,745685,Single,single,False,542932,656222,Jon Berti,Jalen Beeks,1,101f631c-1eaa-43c2-a92f-1d2fceeb6583,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,- - -,4.5,3.78,70.0,94.0,78.0,89.0,0.795,7.07,3.47,9.9,0.77,1.23,0.264,0.383,0.185,0.282,0.404,82.0,90.0,89.0,88.0,116.0,122.0,73.0,96.0,89.0,,,,,,,87.0,96.0,91.0,0.002,0.554,0.177,0.003,0.01,0.254,0.54,-0.6,-0.45,0.61,0.89,-1.16,94.5,84.9,88.9,89.3,82.9,74.8,0.287,0.382,0.161,0.273,0.485,0.239,0.267,0.367,0.421,0.2,0.2,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,0.001,-2.42
