date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2024-09-30,747064,Strikeout,strikeout,True,682668,656550,Luisangel Acuña,Grant Holmes,0,f862f418-39a9-4338-b729-439d12ad6204,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.56,3.44,68.1,100.0,98.0,101.0,0.694,9.22,1.98,8.69,0.92,1.13,0.272,0.359,0.149,0.323,0.425,59.0,91.0,86.0,105.0,105.0,108.0,81.0,100.0,92.0,,,,94.0,89.0,90.0,,0.373,0.082,0.217,0.012,1.54,-3.71,,0.86,-1.32,94.6,92.6,91.3,,84.0,,,,0.238,0.366,0.203,0.467,0.867,0.15,0.228,0.316,0.425,,,,118.0,101.0,111.0,0.316,0.71,86.5,,,,0.25,0.33,0.418,,,,,,,,,,,,,,,,,,,,,
2024-09-30,747064,Flyout,field_out,True,682668,656550,Luisangel Acuña,Grant Holmes,0,63b78c9e-6231-4a4c-890a-a3b7f21cf613,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.56,3.44,68.1,100.0,98.0,101.0,0.694,9.22,1.98,8.69,0.92,1.13,0.272,0.359,0.149,0.323,0.425,59.0,91.0,86.0,105.0,105.0,108.0,81.0,100.0,92.0,,,,94.0,89.0,90.0,,0.373,0.082,0.217,0.012,1.54,-3.71,,0.86,-1.32,94.6,92.6,91.3,,84.0,,,,0.238,0.366,0.203,0.467,0.867,0.15,0.228,0.316,0.425,,,,118.0,101.0,111.0,0.316,0.71,86.5,,,,0.25,0.33,0.418,,,,,,,,,,,,,,,,,,,,,
2024-09-30,747064,Pop Out,field_out,True,682668,678226,Luisangel Acuña,Daysbel Hernández,0,d900c59a-16e2-4ba9-a9a6-551f643f330b,678226.0,daysbelhernandez,"Hernández, D",Right,Daysbel Hernández,ATL,2.5,2.4,18.0,100.0,132.0,106.0,0.696,13.0,5.0,5.0,0.0,0.81,0.243,0.324,0.194,0.222,0.376,,,,,,,112.0,93.0,96.0,105.0,118.0,105.0,,,,0.048,0.409,,,,1.1,,2.41,,,97.4,,,98.2,,,,,0.182,0.227,0.286,,,,,,,0.25,0.25,0.1,149.0,103.0,114.0,0.542,1.92,89.0,,,,0.135,0.135,0.424,,,,,,,,,,,,,,,,,,,,,
2024-09-30,747064,Groundout,field_out,True,682668,641729,Luisangel Acuña,Joe Jiménez,0,efa9afae-5576-47c3-bf32-e1e1764f8307,641729.0,joejimenez,"Jiménez, J",Right,Joe Jiménez,ATL,2.62,2.48,68.2,104.0,100.0,105.0,0.698,10.75,3.01,5.9,0.26,0.99,0.208,0.458,0.138,0.311,0.444,65.0,112.0,111.0,,,,98.0,101.0,104.0,,,,,,,,0.462,,,0.042,1.48,,,,2.63,94.5,,89.0,,,0.176,0.176,0.192,0.216,0.261,0.268,,,,,,,,,,106.0,107.0,106.0,0.496,1.74,84.6,,,,0.15,0.233,0.396,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745931,Strikeout,strikeout,True,682668,668964,Luisangel Acuña,Tobias Myers,0,0b569429-e94c-4de6-9cf7-4fa5712e2d38,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.083,0.083,0.444,0.239,0.436,0.192,0.33,0.495,0.119,0.421,0.579,0.194,0.0,0.0,0.0,92.0,106.0,103.0,0.21,1.43,85.5,,,,0.198,0.255,0.248,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745931,Lineout,field_out,True,682668,668964,Luisangel Acuña,Tobias Myers,0,cdf21394-cbcb-4ee7-8bcd-833e8e817495,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.083,0.083,0.444,0.239,0.436,0.192,0.33,0.495,0.119,0.421,0.579,0.194,0.0,0.0,0.0,92.0,106.0,103.0,0.21,1.43,85.5,,,,0.198,0.255,0.248,,,,,,,,,,,,,,,,,,,,,
2024-09-28,745931,Flyout,field_out,True,682668,683232,Luisangel Acuña,Nick Mears,0,bfc59c7a-e953-4ebe-a7dc-c7bcb9a4f8a8,683232.0,nickmears,Mears,Right,Nick Mears,- - -,5.93,3.29,57.2,100.0,131.0,108.0,0.739,11.71,3.75,9.52,1.09,1.02,0.261,0.357,0.159,0.363,0.443,,,,125.0,99.0,108.0,141.0,100.0,109.0,,,,,,,,0.602,,0.172,,0.62,,,-3.48,,96.7,,,,81.5,,,,0.24,0.4,0.2,,,,0.37,0.522,0.325,,,,110.0,102.0,107.0,0.226,0.15,86.5,,,,0.246,0.368,0.505,,,,,,,,,,,,,,,,,,,,,
2024-10-05,775318,Strikeout,strikeout,True,682668,621383,Luisangel Acuña,Tanner Banks,1,1378c100-0915-4600-a946-534ea6c592bd,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.41,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,,,,0.084,0.31,,0.149,0.129,0.31,,0.59,1.27,-1.88,93.5,,86.3,92.1,82.1,0.279,0.512,0.159,0.207,0.305,0.282,,,,0.196,0.261,0.279,0.292,0.292,0.326,109.0,95.0,93.0,0.327,-0.07,87.9,,,,0.293,0.415,0.258,,,,,,,,,,,,,,,,,,,,,
2024-10-08,775316,Strikeout,strikeout,True,682668,608032,Luisangel Acuña,Carlos Estévez,0,ecc821f8-636d-4792-afbb-e0d9e9e2efde,608032.0,carlosestevez,Estévez,Right,Carlos Estévez,- - -,2.45,3.19,55.0,104.0,112.0,106.0,0.759,8.18,1.96,6.22,0.82,0.66,0.275,0.329,0.141,0.336,0.496,81.0,100.0,96.0,132.0,80.0,97.0,108.0,105.0,105.0,,,,,,,,0.611,,0.004,0.104,1.58,,,2.18,2.33,96.8,,89.4,,83.2,0.143,0.19,0.37,0.198,0.313,0.23,,,,,,,,,,130.0,103.0,111.0,0.281,1.36,89.4,,,,0.196,0.37,0.268,,,,,,,,,,,,,,,,,,,,,
2024-10-13,775307,Pop Out,field_out,True,682668,676508,Luisangel Acuña,Ben Casparius,0,e817ecab-a3b7-499a-946d-7542fecb8bda,676508.0,bencasparius,Casparius,Right,Ben Casparius,LAD,2.16,3.56,8.1,101.0,109.0,101.0,0.653,12.96,4.32,9.72,0.0,0.56,0.286,0.429,0.095,0.429,0.494,,,,125.0,91.0,90.0,89.0,103.0,99.0,,,,140.0,108.0,123.0,,0.487,0.038,0.115,,-0.79,6.84,,1.2,,95.5,91.0,,,79.8,,,,0.294,0.353,0.333,,,,,,,,,,129.0,100.0,106.0,0.359,1.24,84.3,,,,0.286,0.357,0.37,,,,,,,,,,,,,,,,,,,,,
