date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,KC%,wFA/C,wCU/C,wKC/C,vFA,vCU,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2024/06/13,7:10 PM.,BOS,PHI,away,Partly Cloudy.,79,656557,C,4,0,1,0,0,0,0,0,0,2,3,.183,.269,.200,.469,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,-0.95,0.67,0.54,,87.1,,93.5,83.2,0.2,0.4,0.235,,,,0.27,0.325,0.142,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.357,0.302,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,
2024/06/11,7:11 PM.,BOS,PHI,away,Partly Cloudy.,70,676710,C,4,0,1,0,0,0,0,1,0,2,2,.179,.270,.196,.466,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.32,0.185,,0.55,,-0.56,,87.5,,,80.8,0.216,0.418,0.265,,,,,,,,,,,,,109.0,109.0,112.0,0.337,,0.072,-0.43,,1.14,92.6,,77.3,0.255,0.5,0.198,0.143,0.171,0.219,0.222,0.437,0.263,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,,98.0,97.0,99.0
2024/06/09,3:10 PM.,NYM,PHI,home,Cloudy.,61,500779,PR,0,0,0,0,0,0,0,0,0,0,0,.173,.271,.192,.463,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,76.0,97.0,91.0,,,,,,,0.304,,,0.193,,0.82,,0.5,,85.7,90.8,,,,,,,,0.249,0.431,0.131,0.203,0.26,0.367,110.0,100.0,99.0,70.0,92.0,85.0,0.225,0.278,,-0.32,-0.04,,90.7,77.7,,0.227,0.427,0.169,0.265,0.444,0.264,,,,,,,,,,,,,0.195,0.366,0.284,,,
2024/06/05,4:06 PM.,MIL,PHI,home,Partly Cloudy.,84,676879,C,1,1,0,0,0,0,0,0,2,0,0,.173,.271,.192,.463,676879,aaronashby,Ashby,Left,Aaron Ashby,MIL,2.86,3.05,28.1,100.0,91.0,102.0,0.75,10.48,3.18,6.35,0.64,2.44,0.263,0.461,0.066,0.342,0.417,84.0,96.0,102.0,58.0,102.0,101.0,121.0,97.0,102.0,,,,0.455,,0.137,0.201,,0.12,2.63,-1.16,,88.8,96.2,83.2,,,,0.111,0.167,0.438,0.24,0.34,0.122,0.217,0.478,0.37,160.0,100.0,106.0,0.0,115.0,107.0,0.014,0.193,,6.74,2.77,,96.7,82.2,,,,,0.071,0.071,0.429,,,,,,,,,,,,,,,,,,
2024/06/02,7:10 PM.,STL,PHI,home,Partly Cloudy.,80,458681,C,4,1,1,1,0,0,1,0,0,1,3,.176,.250,.196,.446,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.223,0.013,0.063,-1.03,-0.46,-1.62,-2.47,88.1,84.8,91.2,82.0,0.317,0.426,0.262,,,,0.284,0.469,0.11,0.292,0.292,0.225,112.0,96.0,99.0,85.0,102.0,97.0,0.472,0.062,,0.87,-1.98,,92.3,80.4,,0.199,0.393,0.287,0.211,0.342,0.203,0.25,0.25,0.0,,,,,,,,,,,,,,,
2024/05/29,12:46 PM.,SF,PHI,away,Sunny.,65,690986,C,4,1,2,0,0,0,0,0,1,0,2,.170,.250,.170,.420,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,,,,93.0,107.0,97.0,,,,,,0.003,0.197,,,-11.71,-1.64,,84.8,,88.2,,,,0.333,0.667,0.5,,,,0.287,0.435,0.215,84.0,95.0,95.0,98.0,100.0,92.0,0.577,0.223,,0.2,-0.22,,92.5,80.6,,0.249,0.425,0.23,,,,,,,,,,,,,,,,0.274,0.452,0.277,,,
2024/05/25,7:10 PM.,COL,PHI,away,Overcast.,68,641712,C,4,1,2,0,0,0,1,1,0,0,0,.140,.213,.140,.353,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,84.0,94.0,93.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.327,0.005,0.244,0.1,-18.69,-0.07,-0.31,-4.94,86.9,83.5,90.4,84.1,,,,0.289,0.361,0.318,0.306,0.448,0.076,0.379,0.69,0.146,103.0,97.0,100.0,64.0,89.0,76.0,0.153,0.172,,-2.2,0.48,,89.9,80.3,,0.302,0.509,0.079,0.13,0.217,0.33,,,,,,,,,,,,,,,,,,
2024/05/19,1:35 PM.,WSH,PHI,home,Sunny.,74,592866,C,4,0,0,0,0,0,0,0,0,2,4,.103,.186,.103,.289,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,70.0,102.0,91.0,90.0,101.0,94.0,100.0,99.0,93.0,,,,0.121,,0.347,0.168,,1.1,0.78,-0.36,,82.8,87.7,78.7,,,,0.296,0.407,0.059,0.261,0.391,0.214,0.25,0.341,0.225,,,,63.0,110.0,96.0,0.364,,,2.46,,,88.9,,,0.196,0.271,0.178,,,,0.135,0.162,0.459,,,,,,,,,,,,,,,
2024/05/15,6:40 PM.,NYM,PHI,home,Cloudy.,61,664192,C,1,0,0,0,0,0,0,0,0,0,0,.114,.205,.114,.319,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,5.23,6.05,10.1,91.0,75.0,83.0,0.873,6.1,6.97,6.97,0.87,1.08,0.387,0.387,0.0,0.29,0.458,,,,89.0,89.0,82.0,,,,63.0,122.0,107.0,0.458,0.263,,0.006,-0.46,-1.19,,-3.81,90.0,81.9,89.8,,0.222,0.333,0.154,,,,0.25,0.458,0.108,,,,51.0,81.0,77.0,,,,,0.274,,,0.69,,,76.6,,,,,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,
2024/05/14,1:11 PM.,NYM,PHI,away,Cloudy.,71,676130,C,4,0,0,0,0,0,0,0,0,2,1,.118,.211,.118,.329,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,83.0,81.0,79.0,100.0,88.0,94.0,,,,0.23,,0.235,0.22,,1.41,1.14,0.06,,87.1,93.5,84.0,,,,0.192,0.346,0.426,0.179,0.304,0.161,0.156,0.312,0.426,,,,107.0,93.0,94.0,0.315,,,2.14,,,94.2,,,0.157,0.2,0.319,,,,0.176,0.235,0.262,,,,,,,,,,,,,,,
2024/05/13,7:11 PM.,NYM,PHI,away,Partly Cloudy.,61,640455,C,4,0,1,0,0,0,1,1,0,0,3,.133,.235,.133,.368,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.071,0.251,0.118,0.97,1.36,0.37,-1.19,88.4,85.3,92.3,79.5,0.222,0.25,0.179,0.174,0.435,0.32,0.201,0.333,0.21,0.25,0.438,0.254,,,,88.0,103.0,99.0,0.113,,,1.13,,,92.3,,,0.167,0.295,0.311,,,,0.193,0.311,0.388,,,,,,,,,,,,,,,
2024/05/12,1:41 PM.,MIA,PHI,away,Roof Closed.,72,666129,C,4,0,0,0,0,0,0,0,0,2,0,.115,.233,.115,.348,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.43,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,85.0,101.0,93.0,121.0,95.0,100.0,98.0,105.0,95.0,0.333,0.092,0.265,0.124,1.99,0.95,-0.3,-6.31,86.4,83.1,90.0,82.8,0.313,0.438,0.161,0.211,0.316,0.286,0.226,0.34,0.136,0.4,0.75,0.304,74.0,106.0,101.0,57.0,103.0,94.0,0.141,0.044,,0.36,-1.66,,90.7,77.4,,0.263,0.316,0.219,0.4,1.0,0.154,,,,,,,,,,,,,,,,,,
2024/05/11,4:10 PM.,MIA,PHI,away,Roof Closed.,72,666200,C,0,0,0,0,0,0,0,0,0,0,0,.136,.269,.136,.405,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,88.0,97.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,,0.292,0.229,,-0.77,0.14,1.58,,86.3,94.6,83.5,,,,0.2,0.347,0.48,0.381,0.571,0.125,0.207,0.328,0.407,31.0,40.0,52.0,98.0,100.0,95.0,0.394,0.002,,-0.64,-3.5,,95.2,81.6,,0.28,0.484,0.111,,,,,,,,,,,,,,,,,,,,,
2024/05/07,6:42 PM.,TOR,PHI,home,Partly Cloudy.,78,621244,C,2,1,0,0,0,0,0,0,2,2,0,.136,.269,.136,.405,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,0.337,0.035,,0.16,-1.83,1.02,,0.88,91.4,84.8,93.4,,0.36,0.48,0.123,,,,0.268,0.366,0.125,0.171,0.364,0.269,111.0,102.0,106.0,82.0,99.0,92.0,0.183,0.286,,-1.26,0.28,,94.1,83.2,,0.305,0.558,0.189,,,,,,,,,,,,,,,,0.188,0.404,0.31,,,
2024/05/04,7:15 PM.,SF,PHI,home,Rain.,51,676775,C,1,0,0,0,0,0,0,0,0,0,0,.150,.227,.150,.377,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,,,,91.0,97.0,93.0,127.0,98.0,106.0,,,,0.192,,0.139,,,-2.92,-1.39,,,,94.8,87.9,,,,0.321,0.607,0.356,0.41,0.692,0.066,,,,,,,89.0,101.0,95.0,0.263,,,-0.92,,,95.7,,,0.214,0.5,0.272,,,,,,,131.0,97.0,113.0,0.405,0.24,88.9,0.215,0.355,0.282,,,,,,
2024/04/29,6:39 PM.,LAA,PHI,away,Clear.,71,656288,C,3,0,1,0,0,0,0,0,1,0,1,.158,.238,.158,.396,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,0.01,,0.24,0.267,,-6.83,-0.91,0.48,,88.6,93.0,87.7,,,,0.284,0.444,0.331,0.429,0.857,0.0,0.259,0.387,0.288,75.0,96.0,96.0,73.0,94.0,86.0,0.376,0.107,,-0.85,-0.86,,93.4,80.6,,0.251,0.529,0.147,0.271,0.438,0.241,,,,,,,,,,,,,,,,,,
2024/04/24,6:41 PM.,CIN,PHI,away,Partly Cloudy.,57,666157,C,4,0,0,0,0,0,0,0,0,1,5,.125,.176,.125,.301,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,111.0,97.0,93.0,,,,,,,0.133,,,0.164,,0.99,,-0.21,,88.1,94.1,,,,,,,,0.234,0.453,0.183,0.232,0.39,0.259,90.0,94.0,100.0,119.0,103.0,97.0,0.43,0.273,,0.11,-0.75,,94.1,81.7,,0.241,0.407,0.23,0.217,0.302,0.429,,,,,,,,,,,,,,,,,,
2024/04/13,4:06 PM.,PIT,PHI,home,Partly Cloudy.,60,594835,C,4,0,0,0,0,0,0,0,0,0,0,.167,.231,.167,.398,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.238,,0.255,0.9,-0.44,,-1.32,85.7,80.2,90.0,,0.286,0.429,0.123,,,,0.313,0.5,0.0,0.298,0.447,0.31,74.0,103.0,91.0,64.0,103.0,90.0,0.315,0.101,,-1.03,-2.22,,89.7,79.0,,0.324,0.459,0.136,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,
2024/04/09,6:46 PM.,STL,PHI,away,Cloudy.,68,543243,C,1,0,0,0,0,0,0,0,0,1,1,.250,.333,.250,.583,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.178,0.201,0.064,0.19,1.64,0.94,-2.25,87.7,88.3,92.7,84.8,0.287,0.494,0.308,,,,0.2,0.385,0.208,0.357,0.714,0.328,119.0,96.0,97.0,107.0,97.0,101.0,0.239,0.139,0.0,-0.05,0.7,-2.42,92.4,80.0,75.4,0.333,0.567,0.182,0.21,0.452,0.331,0.142,0.205,0.444,,,,,,,,,,,,,,,
2024/04/08,6:46 PM.,STL,PHI,away,Clear.,76,571945,C,4,1,1,0,0,0,0,1,0,1,0,.286,.375,.286,.661,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,,0.283,0.085,,1.42,-1.19,-4.2,,85.6,92.4,85.7,,,,0.301,0.506,0.164,0.237,0.382,0.108,0.394,0.742,0.159,94.0,109.0,106.0,65.0,107.0,98.0,0.279,0.116,0.005,0.23,-1.97,4.24,93.2,76.6,69.6,0.287,0.446,0.178,0.267,0.52,0.231,0.273,0.545,0.275,,,,,,,,,,,,,,,
2024/04/02,6:41 PM.,CIN,PHI,home,Drizzle.,46,668933,C,3,0,1,0,0,0,0,0,1,1,2,.333,.500,.333,.833,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.57,-2.72,1.37,-3.78,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.372,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
