date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/05/04,6:10 PM.,LAA,CLE,home,Overcast.,73,672282,LF,1,0,0,0,0,0,0,0,0,0,0,.250,.271,.382,.653,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,0.468,0.244,0.142,-0.56,,-0.44,-1.18,93.8,84.7,,86.2,0.278,0.508,0.253,,,,0.351,0.544,0.319,,,,0.22,0.39,0.368,89.0,100.0,103.0,,,,,0.146,,-3.5,,75.0,,,,0.37,0.804,0.216,,,,,,,,,,,,,,,,,,,,,
2024/05/03,7:11 PM.,LAA,CLE,home,Overcast.,67,667755,3B,4,0,1,0,0,0,0,0,0,3,1,.254,.275,.388,.663,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,0.464,0.146,0.055,,-2.05,2.22,0.02,,98.8,,97.7,91.5,0.356,0.622,0.103,,,,,,,0.214,0.26,0.167,0.143,0.214,0.463,,,,,,,,,,,,,,,,0.226,0.376,0.402,,98.0,96.0,108.0,120.0,100.0,112.0,0.081,0.254,,0.8,-0.42,,92.7,86.4,0.15,0.3,0.329,,,
2024/05/02,7:10 PM.,HOU,CLE,away,Roof Closed.,73,681293,CF,4,0,1,1,0,0,0,0,0,2,0,.254,.277,.397,.674,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.086,-1.33,,0.99,-2.52,94.1,85.5,,80.8,0.303,0.528,0.198,0.113,0.226,0.386,0.395,0.512,0.378,,,,,,,118.0,98.0,104.0,66.0,98.0,96.0,0.196,0.2,0.57,0.8,88.2,78.4,0.248,0.444,0.228,0.171,0.282,0.424,,,,,,,,,,,,,,,,,,,,,
2024/05/01,7:11 PM.,HOU,CLE,away,Roof Closed.,73,434378,CF,0,1,0,0,0,0,0,0,0,0,0,.254,.279,.390,.669,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,0.487,0.193,0.101,-0.59,,0.66,-0.58,93.5,84.0,,86.7,0.299,0.497,0.202,,,,0.235,0.353,0.253,,,,0.195,0.322,0.215,110.0,101.0,97.0,,,,,0.219,,-1.46,,77.6,,,,0.34,0.56,0.22,,,,,,,,,,,,,,,,,,,,,
2024/04/30,7:10 PM.,HOU,CLE,away,Roof Closed.,73,686613,PH,1,0,0,0,0,0,0,0,0,0,1,.254,.279,.390,.669,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,0.126,0.16,0.92,1.7,0.95,96.0,88.4,95.6,89.1,0.244,0.413,0.288,,,,0.221,0.26,0.296,0.275,0.321,0.161,0.2,0.2,0.236,,,,90.0,103.0,101.0,0.17,,0.14,,92.4,,0.23,0.363,0.216,0.237,0.421,0.305,,127.0,100.0,106.0,,,,,0.125,,,-0.79,,,82.9,,,,,,
2024/04/27,7:20 PM.,ATL,CLE,away,Partly Cloudy.,73,450203,SS,4,1,0,0,0,0,0,0,0,1,2,.259,.283,.397,.680,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.11,-1.4,0.39,,-1.38,94.1,85.0,93.5,,0.281,0.517,0.193,,,,0.292,0.6,0.333,0.333,0.433,0.07,,,,122.0,98.0,108.0,73.0,92.0,86.0,0.078,0.424,-0.75,0.78,88.5,81.5,0.286,0.571,0.149,0.2,0.309,0.342,,,,,,,,,,,,,,,,,,,,,
2024/04/26,7:20 PM.,ATL,CLE,away,Cloudy.,78,519242,1B,4,0,1,0,0,0,0,1,0,0,2,.278,.304,.426,.730,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,0.147,-0.12,-1.99,2.16,2.97,94.8,87.1,94.2,78.6,0.281,0.443,0.241,,,,0.159,0.195,0.236,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/25,1:10 PM.,BOS,CLE,home,Partly Cloudy.,47,502624,3B,3,1,0,0,0,0,0,1,0,0,1,.280,.308,.440,.748,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.4,4.49,58.1,100.0,106.0,99.0,0.779,6.48,3.24,8.49,1.85,0.61,0.239,0.388,0.197,0.287,0.414,120.0,105.0,110.0,76.0,94.0,83.0,80.0,88.0,78.0,121.0,98.0,100.0,0.017,0.149,0.152,0.304,-3.8,3.37,0.48,0.94,93.6,83.9,92.7,80.5,0.367,0.6,0.222,0.186,0.326,0.253,0.176,0.351,0.278,0.0,0.0,0.143,,,,89.0,96.0,89.0,103.0,100.0,98.0,0.339,0.04,-1.19,1.35,88.8,78.9,0.319,0.611,0.201,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,OAK,CLE,home,Cloudy.,44,548389,3B,4,0,1,0,0,0,1,0,0,1,1,.298,.313,.468,.781,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,0.142,0.303,0.134,0.176,-0.05,-0.67,-1.89,-1.87,91.7,82.7,90.2,84.7,0.244,0.422,0.175,,,,0.333,0.52,0.241,0.39,0.441,0.078,0.328,0.5,0.157,,,,80.0,107.0,92.0,0.159,,0.67,,87.5,,0.245,0.367,0.156,0.364,0.455,0.179,,89.0,105.0,106.0,,,,,0.086,,,-1.1,,,76.3,,,,,,
2024/04/20,6:10 PM.,OAK,CLE,home,Partly Cloudy.,47,622072,2B,4,0,2,0,0,0,0,0,0,1,2,.302,.318,.488,.806,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,82.0,99.0,93.0,74.0,94.0,90.0,0.462,,0.315,0.224,,-1.92,-0.4,-2.67,,84.5,90.5,81.4,,,,,,,0.4,0.6,0.161,0.351,0.635,0.199,0.205,0.25,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,7:10 PM.,OAK,CLE,home,Partly Cloudy.,55,671212,3B,0,0,0,0,0,0,0,0,0,0,0,.282,.300,.487,.787,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,,,,108.0,85.0,86.0,,,,140.0,103.0,117.0,,0.59,0.373,,-0.77,,0.1,,97.7,,,87.7,0.27,0.39,0.253,0.4,0.8,0.25,,,,,,,0.164,0.224,0.379,110.0,75.0,87.0,,,,,0.037,,0.56,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/18,1:36 PM.,BOS,CLE,away,Cloudy.,48,657514,3B,4,1,0,0,0,0,0,0,0,2,2,.282,.300,.487,.787,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,4.06,3.88,51.0,97.0,92.0,93.0,0.802,9.88,3.88,8.82,1.06,1.37,0.225,0.401,0.162,0.31,0.489,,,,,,,84.0,103.0,93.0,82.0,98.0,98.0,0.466,,0.071,,,0.17,1.71,,,,91.4,84.2,,,,,,,,,,0.29,0.47,0.17,0.25,0.375,0.25,92.0,93.0,97.0,132.0,88.0,81.0,0.112,0.352,-0.74,-0.62,86.8,78.9,0.364,0.455,0.086,0.197,0.316,0.312,,,,,,,,,,,,,,,,,,,,,
2024/04/17,7:11 PM.,BOS,CLE,away,Cloudy.,51,656557,CF,3,0,1,0,0,0,0,0,0,2,0,.314,.333,.543,.876,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,0.67,0.54,,,,93.5,83.2,,,,0.23,0.357,0.302,,,,0.27,0.325,0.142,,,,,,,95.0,93.0,93.0,0.015,,-0.95,,87.1,,0.2,0.4,0.235,,,,,,,,116.0,103.0,109.0,0.248,,,1.74,,,88.4,,0.195,0.265,0.208,,,
2024/04/16,7:11 PM.,BOS,CLE,away,Partly Cloudy.,64,676477,1B,6,0,2,1,0,0,2,0,0,3,2,.313,.333,.563,.896,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,101.0,97.0,91.0,143.0,108.0,112.0,0.227,,0.296,0.283,,-0.25,2.3,1.81,,84.4,93.4,82.4,,,,0.0,0.0,0.125,0.174,0.217,0.204,0.333,0.4,0.167,0.091,0.091,0.103,,,,77.0,96.0,93.0,0.193,,-1.84,,86.6,,0.308,0.692,0.207,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/15,11:13 AM.,BOS,CLE,away,Partly Cloudy.,60,676710,3B,4,1,3,1,1,0,1,0,0,1,0,.308,.333,.577,.910,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,,0.337,0.185,,-0.43,,-0.56,,92.6,,,80.8,0.255,0.5,0.198,0.222,0.437,0.263,,,,,,,,,,,,,114.0,104.0,104.0,0.32,,0.55,,87.5,,0.216,0.418,0.265,0.143,0.171,0.219,,98.0,97.0,99.0,87.0,102.0,106.0,0.086,0.072,,0.47,1.14,,82.4,77.3,0.192,0.26,0.404,,,
2024/04/14,1:40 PM.,NYY,CLE,home,Sunny.,71,641482,RF,3,2,2,0,0,1,1,0,1,0,0,.227,.261,.409,.670,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,0.097,0.25,1.37,-1.27,-0.89,92.1,83.6,90.3,78.2,0.235,0.443,0.215,0.284,0.511,0.25,0.226,0.369,0.326,0.143,0.143,0.316,0.364,0.727,0.167,,,,109.0,100.0,102.0,0.28,,1.32,,87.5,,0.249,0.378,0.251,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/13,6:11 PM.,NYY,CLE,home,Clear.,56,547001,3B,3,0,1,1,0,0,0,0,0,1,2,.158,.158,.211,.369,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,78.0,95.0,92.0,78.0,103.0,93.0,133.0,92.0,101.0,0.247,0.284,0.172,0.198,0.76,2.57,1.24,1.71,93.3,86.9,92.6,81.2,0.176,0.176,0.195,0.214,0.214,0.185,0.188,0.188,0.2,0.194,0.387,0.063,,,,100.0,107.0,100.0,,,,,0.099,,-1.44,,78.3,,,,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,
2024/04/09,6:10 PM.,CWS,CLE,home,Cloudy.,75,647336,SS,3,0,0,0,0,0,0,0,0,1,2,.125,.125,.125,.250,647336,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.59,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,96.0,98.0,95.0,77.0,92.0,88.0,103.0,98.0,96.0,0.212,0.325,0.366,0.097,0.28,-1.33,0.39,-3.52,93.5,82.1,92.3,81.9,0.195,0.354,0.21,,,,0.321,0.643,0.13,0.289,0.518,0.087,0.168,0.317,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/03,1:11 PM.,SEA,CLE,away,Partly Cloudy.,52,669923,2B,4,0,0,0,0,0,0,0,0,1,3,.154,.154,.154,.308,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,0.46,1.5,1.28,,96.0,,96.0,87.2,0.221,0.458,0.291,,,,,,,0.263,0.354,0.105,0.226,0.316,0.271,,,,97.0,99.0,93.0,0.004,,0.79,,92.3,,,,,0.333,0.439,0.286,73.9,114.0,110.0,113.0,109.0,100.0,108.0,0.102,0.082,0.0,-2.05,-1.95,-3.5,86.0,83.4,0.253,0.413,0.295,,,
2024/03/31,1:07 PM.,OAK,CLE,away,Partly Cloudy.,58,621112,SS,4,0,0,0,0,0,1,0,0,0,4,.222,.222,.222,.444,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.181,-2.3,-4.04,1.35,1.56,91.9,85.7,91.2,81.3,0.286,0.694,0.125,,,,0.164,0.236,0.347,0.478,0.674,0.095,0.163,0.245,0.284,91.0,107.0,106.0,105.0,106.0,99.0,0.22,0.101,-0.19,2.06,89.1,79.4,0.299,0.493,0.244,0.125,0.208,0.25,,,,,,,,,,,,,,,,,,,,,
2024/03/30,1:07 PM.,OAK,CLE,away,Cloudy.,60,676664,3B,5,2,2,0,0,0,2,1,0,1,4,.400,.400,.400,.800,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.23,0.476,0.256,0.239,0.381,0.213,0.297,0.428,0.188,0.276,0.395,0.104,0.23,0.525,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
