date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2024/07/07,1:36 PM.,PIT,NYM,away,Clear.,87,682847,C,1,0,0,0,0,0,0,0,0,1,2,.310,.356,.595,.951,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,,0.268,,0.009,1.02,,1.13,-0.41,,0.21,95.9,,90.6,94.9,85.8,,0.187,0.331,0.208,,,,0.237,0.374,0.129,,,,,,,,,,0.203,0.392,0.31,,,,,,,90.0,100.0,94.0,0.197,0.71,91.0,0.273,0.416,0.168,,,
2024/07/06,4:08 PM.,PIT,NYM,away,Partly Cloudy.,86,663559,C,4,1,3,1,0,0,3,0,0,0,0,.317,.364,.610,.974,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.006,0.216,0.152,,0.38,-7.04,1.23,0.27,-1.24,,91.8,86.9,,92.0,86.1,77.7,0.255,0.41,0.166,,,,0.26,0.448,0.157,,,,0.305,0.61,0.207,0.333,1.333,0.125,0.245,0.304,0.287,,,,,,,,,,,,,,,,43.0,95.0,70.0
2024/07/03,6:45 PM.,WSH,NYM,away,Partly Cloudy.,86,680730,C,4,0,0,0,0,0,0,0,0,0,0,.270,.325,.568,.893,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,0.486,0.191,0.098,0.225,,0.07,-0.6,,-0.73,0.47,,92.5,85.6,,,84.5,80.5,0.276,0.425,0.12,,,,,,,,,,0.252,0.36,0.263,0.233,0.4,0.372,0.238,0.429,0.364,,,,,,,,,,,,,,,,89.0,94.0,94.0
2024/07/02,6:45 PM.,WSH,NYM,away,Clear.,83,687792,DH,4,0,1,1,0,0,0,0,0,2,1,.303,.361,.636,.997,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,0.542,,0.179,,0.245,0.86,,,-0.96,,-0.19,93.5,,83.5,,86.1,,0.222,0.317,0.305,,,,,,,0.224,0.388,0.26,0.2,0.2,0.533,,,,0.229,0.429,0.275,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,,,,,,,
2024/06/30,1:40 PM.,HOU,NYM,home,Cloudy.,82,681869,C,4,1,0,0,0,0,0,0,1,0,2,.310,.375,.655,1.030,681869,shawndubin,Dubin,Right,Shawn Dubin,HOU,4.17,3.97,45.1,93.0,115.0,94.0,0.765,9.73,5.16,8.93,0.6,1.4,0.208,0.392,0.123,0.346,0.404,124.0,96.0,100.0,110.0,93.0,99.0,104.0,92.0,91.0,,,,156.0,86.0,102.0,,0.439,,0.093,0.159,0.152,0.94,,,-1.19,-1.05,-1.47,95.0,,88.3,,83.1,81.3,0.188,0.217,0.184,0.222,0.333,0.419,,,,0.267,0.533,0.321,0.313,0.375,0.359,,,,,,,,,,,,,121.0,92.0,89.0,0.158,-2.02,89.0,0.37,0.63,0.226,,,
2024/06/26,7:10 PM.,NYY,NYM,home,Partly Cloudy.,83,661563,C,1,0,1,0,0,0,0,0,0,0,0,.360,.407,.760,1.167,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,108.0,94.0,105.0,,0.488,,0.259,,0.253,0.06,,,1.37,,0.37,96.6,,91.6,,87.5,,0.205,0.395,0.285,,,,,,,0.179,0.282,0.269,,,,,,,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,
2024/06/17,7:08 PM.,TEX,NYM,away,Roof Closed.,74,592351,DH,2,0,1,0,0,0,0,0,0,0,1,.333,.385,.750,1.135,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,,0.439,0.046,0.071,-0.71,,,0.77,-0.7,-1.39,94.9,,88.7,,88.6,78.9,0.311,0.443,0.15,,,,,,,0.257,0.543,0.19,0.333,0.333,0.267,,,,0.213,0.344,0.334,,,,,,,,,,,,,,,,,,
2024/06/16,1:42 PM.,SD,NYM,home,Sunny.,77,656302,C,4,2,2,0,0,1,1,0,0,1,2,.318,.375,.773,1.148,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,,0.471,,0.009,0.22,,,1.98,,-4.13,96.9,,69.7,,87.2,,0.235,0.39,0.203,0.2,0.267,0.385,,,,0.25,1.0,0.2,0.28,0.44,0.286,,,,0.159,0.257,0.447,105.0,95.0,102.0,0.079,-0.95,82.3,113.0,89.0,90.0,0.006,-5.11,91.8,0.25,1.0,0.0,,,
2024/06/13,7:10 PM.,MIA,NYM,home,Clear.,77,682610,C,2,0,0,0,0,0,0,0,0,0,1,.278,.350,.667,1.017,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,0.228,0.269,,0.198,,0.093,-3.28,,-0.99,-2.57,,-2.82,95.4,,89.3,94.9,85.7,,0.325,0.714,0.175,,,,0.27,0.554,0.109,0.27,0.595,0.306,,,,,,,0.261,0.536,0.328,,,,,,,89.0,96.0,90.0,0.212,-0.08,89.8,0.229,0.471,0.313,,,
2024/06/09,3:10 PM.,PHI,NYM,away,Cloudy.,61,592836,C,3,1,1,0,0,0,0,0,1,0,3,.313,.389,.750,1.139,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,0.275,0.126,0.219,0.178,0.108,,-2.65,-4.16,-2.96,2.03,1.99,,91.5,86.7,,91.1,85.1,74.7,0.346,0.615,0.232,0.157,0.314,0.28,0.378,0.684,0.082,,,,0.172,0.31,0.149,0.38,0.652,0.163,,,,,,,,,,95.0,91.0,87.0,0.094,-4.99,87.3,0.435,1.087,0.093,108.0,101.0,106.0
2024/06/08,6:11 PM.,PHI,NYM,home,Partly Cloudy.,66,624133,C,3,0,1,0,0,0,0,0,0,1,2,.308,.357,.846,1.203,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,0.315,0.195,,0.001,0.205,0.163,0.67,,0.84,-4.62,1.02,-0.63,91.8,,80.0,90.8,81.3,74.4,0.224,0.327,0.18,,,,0.27,0.381,0.101,0.229,0.323,0.35,0.189,0.342,0.339,,,,,,,,,,,,,101.0,98.0,93.0,0.121,-1.68,86.5,0.302,0.642,0.162,,,
2024/06/05,5:30 PM.,WSH,NYM,away,Cloudy.,76,571578,C,4,2,2,0,0,2,2,0,0,0,2,.300,.364,1.000,1.364,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.076,,0.343,0.016,0.034,-1.46,,-1.9,0.41,-2.3,-5.53,91.3,,81.0,91.5,80.0,70.0,0.311,0.578,0.133,,,,0.339,0.567,0.091,0.409,0.773,0.279,0.5,1.25,0.526,,,,0.216,0.335,0.354,,,,0.001,4.71,63.2,76.0,107.0,98.0,0.192,-0.37,85.7,0.301,0.434,0.223,,,
2024/06/04,6:45 PM.,WSH,NYM,away,Partly Cloudy.,81,687792,C,0,0,0,0,0,0,0,0,0,0,0,.167,.286,.333,.619,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,0.542,,0.179,,0.245,0.86,,,-0.96,,-0.19,93.5,,83.5,,86.1,,0.222,0.317,0.305,,,,,,,0.224,0.388,0.26,0.2,0.2,0.533,,,,0.229,0.429,0.275,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,,,,,,,
2024/06/03,6:45 PM.,WSH,NYM,away,Partly Cloudy.,84,669022,C,4,0,1,1,0,0,2,0,0,3,3,.167,.286,.333,.619,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.281,0.418,0.226,0.333,0.5,0.417,,,,0.28,0.48,0.512,0.218,0.296,0.34,,,,0.255,0.422,0.323,,,,,,,,,,,,,,,,,,
2024/06/02,1:41 PM.,AZ,NYM,home,Sunny.,81,694297,C,2,1,0,0,0,0,0,0,1,0,0,.000,.333,.000,.333,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.295,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
