date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C
2024/06/30,1:10 PM.,COL,CWS,home,Sunny.,66,607536,LF,4,1,2,0,0,0,0,0,0,1,1,.240,.315,.390,.705,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,0.245,0.202,0.227,0.137,-1.51,-1.33,-1.11,-1.64,91.6,86.1,91.4,86.9,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,0.31,0.556,0.074,,,,,,,,,,,,,,,,,,,0.194,0.276,0.42,,,,,,,,,,,,,0.188,0.07,83.5,128.0,102.0,107.0,,,
2024/06/29,1:10 PM.,COL,CWS,home,Sunny.,87,615698,DH,0,1,0,0,0,0,0,0,0,0,0,.229,.308,.385,.693,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,79.0,95.0,89.0,,,,0.402,,,0.018,,-2.0,,1.81,,84.9,93.8,,,,,,,,0.222,0.222,0.167,0.35,0.596,0.184,76.0,96.0,93.0,0.135,-0.41,87.8,0.296,0.507,0.203,,,,98.0,101.0,104.0,0.126,-0.77,79.6,0.25,0.531,0.282,,,,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,
2024/06/27,3:10 PM.,ATL,CWS,home,Sunny.,70,519242,LF,2,0,0,0,0,0,0,0,1,1,0,.229,.308,.385,.693,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,0.147,-0.12,-1.99,2.16,2.97,94.8,87.1,94.2,78.6,0.171,0.236,0.427,0.281,0.443,0.241,0.159,0.195,0.236,0.327,0.551,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,7:10 PM.,LAD,CWS,home,Partly Cloudy.,80,694813,RF,1,0,0,0,0,0,0,0,0,0,0,.223,.298,.383,.681,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,0.226,0.247,0.165,0.266,0.1,-0.69,0.96,0.82,94.9,87.5,95.3,88.7,0.239,0.326,0.355,0.246,0.41,0.162,0.178,0.356,0.372,0.314,0.504,0.136,80.0,101.0,94.0,0.053,0.49,92.3,0.32,0.48,0.183,0.182,0.182,0.133,93.0,102.0,102.0,0.042,1.45,83.3,0.267,0.333,0.167,,,,,,,,,,,,,,,,,,,,,
2024/06/24,7:10 PM.,LAD,CWS,home,Clear.,80,572020,LF,2,0,0,0,0,0,0,0,0,1,0,.237,.311,.398,.709,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,69.0,98.0,86.0,64.0,107.0,97.0,,,,0.05,0.551,,0.066,-0.21,-1.01,,-2.12,93.2,82.6,92.8,,,,,0.264,0.431,0.144,0.25,0.375,0.326,0.308,0.423,0.091,82.0,95.0,83.0,0.031,-3.38,84.0,0.308,0.769,0.13,,,,,,,,,,0.2,0.3,0.362,,,,,,,,,,,,,0.303,0.57,80.8,82.0,98.0,97.0,,,
2024/06/23,1:40 PM.,DET,CWS,away,Partly Cloudy.,84,681857,CF,1,0,1,0,0,0,0,0,0,0,0,.242,.317,.407,.724,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.234,0.278,0.223,-0.39,1.85,2.08,-0.05,94.2,86.5,94.2,84.8,0.143,0.194,0.455,0.277,0.386,0.101,0.222,0.344,0.429,0.284,0.385,0.076,,,,,,,,,,,,,92.0,91.0,90.0,0.06,-3.32,79.0,0.304,0.652,0.295,,,,,,,,,,,,,,,,,,,,,
2024/06/21,6:40 PM.,DET,CWS,away,Clear.,85,656427,RF,0,0,0,0,0,0,0,0,0,0,0,.233,.310,.400,.710,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,0.027,0.5,-5.05,0.02,-0.55,93.3,85.7,90.6,84.7,0.222,0.455,0.363,0.245,0.401,0.238,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,0.164,0.219,0.436,,,,,,,,,,,,,0.218,2.19,77.4,101.0,103.0,107.0,,,
2024/06/19,7:10 PM.,HOU,CWS,home,Partly Cloudy.,90,686613,PH,1,0,0,0,0,0,0,0,0,1,0,.233,.310,.400,.710,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,0.126,0.16,0.92,1.7,0.95,96.0,88.4,95.6,89.1,0.2,0.2,0.236,0.244,0.413,0.288,0.221,0.26,0.296,0.275,0.321,0.161,90.0,103.0,101.0,0.17,0.14,92.4,0.23,0.363,0.216,,,,,,,,,,0.237,0.421,0.305,,,,,,,,,,,,,0.125,-0.79,82.9,127.0,100.0,106.0,,,
2024/06/18,7:10 PM.,HOU,CWS,home,Partly Cloudy.,88,664285,DH,1,1,0,0,0,0,0,0,1,0,0,.236,.313,.404,.717,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.175,-4.64,1.46,-0.2,0.62,94.5,89.9,94.1,85.1,0.233,0.467,0.383,0.4,1.0,0.273,0.226,0.278,0.354,0.276,0.399,0.116,,,,,,,,,,,,,129.0,96.0,108.0,0.313,1.59,79.7,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:10 PM.,AZ,CWS,away,Roof Closed.,78,656756,LF,3,0,0,0,0,0,0,0,1,1,1,.239,.309,.409,.718,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,0.308,0.173,0.018,0.193,-0.02,-2.11,3.84,-1.92,92.1,83.1,91.8,84.2,0.0,0.0,0.5,0.284,0.375,0.184,0.321,0.593,0.386,0.374,0.577,0.159,,,,,,,,,,,,,106.0,102.0,107.0,0.307,-0.83,79.2,0.27,0.453,0.353,,,,,,,,,,,,,,,,,,,,,
2024/06/15,7:10 PM.,AZ,CWS,away,Roof Closed.,77,543518,LF,5,0,1,0,0,0,0,0,0,3,2,.247,.312,.424,.736,543518,scottmcgough,McGough,Right,Scott McGough,ARI,7.44,5.9,32.2,96.0,90.0,94.0,0.761,6.89,5.79,9.37,1.65,1.0,0.262,0.301,0.126,0.398,0.421,,,,101.0,98.0,97.0,92.0,110.0,95.0,116.0,108.0,111.0,0.041,0.491,0.142,,-3.01,6.86,-0.21,,93.2,,93.5,87.1,0.286,0.524,0.156,0.361,0.721,0.174,,,,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,66.0,94.0,87.0,0.324,0.03,85.1,0.158,0.289,0.427,0.002,5.02,78.6,,,,,,
2024/06/14,6:40 PM.,AZ,CWS,away,Roof Closed.,79,669194,PH,1,0,0,0,0,0,0,0,0,1,1,.250,.318,.438,.756,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.099,0.64,,-0.66,-2.35,95.2,83.0,,83.8,0.226,0.34,0.156,0.249,0.418,0.195,0.302,0.587,0.203,,,,78.0,107.0,96.0,0.184,-0.85,91.2,0.317,0.508,0.154,0.4,0.733,0.167,91.0,94.0,94.0,0.057,1.81,77.8,0.138,0.207,0.148,,,,,,,,,,,,,,,,,,,,,
2024/06/12,6:41 PM.,SEA,CWS,away,Partly Cloudy.,63,682243,LF,3,0,0,0,0,0,0,0,0,2,1,.253,.322,.443,.765,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.243,0.568,0.261,0.184,0.348,0.266,,,,0.248,0.358,0.092,93.0,80.0,85.0,0.023,0.14,92.1,0.25,0.333,0.207,0.24,0.4,0.188,,,,,,,0.231,0.308,0.378,,,,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,0.044,-0.4,85.0,92.0,104.0,111.0,,,
2024/06/11,6:40 PM.,SEA,CWS,away,Partly Cloudy.,61,646242,LF,5,0,0,0,0,0,0,0,0,1,3,.263,.333,.461,.794,646242,jhonathandiaz,"Diaz, J",Left,Jhonathan Díaz,SEA,4.66,3.86,9.2,99.0,74.0,92.0,0.872,7.45,2.79,13.03,1.86,1.07,0.194,0.333,0.111,0.278,0.446,73.0,95.0,71.0,61.0,96.0,84.0,66.0,102.0,88.0,94.0,102.0,107.0,0.199,0.313,0.211,0.157,-1.34,-1.41,-2.5,-3.42,90.2,81.1,88.3,78.6,0.308,0.385,0.353,0.214,0.643,0.111,0.167,0.167,0.091,0.571,0.714,0.059,,,,,,,,,,,,,91.0,105.0,117.0,0.12,-5.38,73.1,0.5,1.25,0.167,,,,,,,,,,,,,,,,,,,,,
2024/06/10,6:40 PM.,SEA,CWS,away,Partly Cloudy.,64,669302,LF,5,1,1,0,0,1,1,0,0,3,2,.282,.354,.493,.847,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,,1.41,0.32,1.72,,96.6,,95.5,88.4,0.21,0.375,0.368,0.204,0.383,0.193,,,,0.286,0.286,0.05,116.0,104.0,103.0,0.106,0.14,92.3,0.247,0.483,0.272,,,,124.0,99.0,107.0,0.118,0.81,83.2,0.181,0.301,0.354,,,,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,
2024/06/09,1:11 PM.,BOS,CWS,home,Sunny.,78,677161,LF,4,0,2,1,0,0,0,1,0,1,0,.288,.365,.470,.835,677161,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,3.97,4.25,56.2,100.0,110.0,104.0,0.743,9.69,4.29,6.99,1.59,1.37,0.212,0.417,0.159,0.265,0.422,122.0,103.0,109.0,107.0,96.0,93.0,,,,131.0,102.0,115.0,,0.301,0.272,0.209,-1.3,,2.07,-0.3,96.5,83.6,,82.2,,,,0.25,0.344,0.23,0.163,0.465,0.326,,,,78.0,101.0,102.0,0.218,-0.23,91.1,0.277,0.574,0.219,0.138,0.224,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/08,3:10 PM.,BOS,CWS,home,Cloudy.,77,678394,LF,4,1,0,0,0,0,0,0,1,0,1,.274,.357,.452,.809,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,0.269,0.25,-0.24,-0.58,0.15,95.6,87.6,95.7,86.8,0.268,0.401,0.343,0.12,0.16,0.218,0.177,0.354,0.369,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/07,7:10 PM.,BOS,CWS,home,Cloudy.,73,681867,LF,4,0,0,0,0,0,0,0,0,1,0,.293,.369,.483,.852,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,0.297,,0.288,0.261,,0.48,-1.92,0.55,,84.4,89.1,77.1,0.429,0.857,0.154,,,,0.256,0.338,0.171,0.33,0.511,0.073,79.0,103.0,93.0,0.154,0.64,86.4,0.163,0.306,0.294,0.287,0.479,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/05,7:05 PM.,CHC,CWS,away,Clear.,80,592791,LF,4,1,2,0,0,1,1,0,1,0,3,.315,.393,.519,.912,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,0.155,0.043,-0.27,1.47,0.65,-2.45,92.3,86.0,92.5,80.4,,,,0.287,0.497,0.147,0.273,0.576,0.148,0.219,0.297,0.085,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,0.183,0.296,0.317,104.0,111.0,113.0,0.147,-1.04,79.5,0.232,0.424,0.23,,,,,,,,,,,,,,,,,,,,,
2024/06/04,7:05 PM.,CHC,CWS,away,Cloudy.,75,684007,LF,5,0,1,1,0,0,0,0,0,2,0,.300,.375,.460,.835,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.039,0.36,0.77,0.14,0.48,91.7,81.6,88.7,81.6,,,,0.229,0.47,0.176,0.194,0.226,0.333,0.25,0.333,0.37,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,0.267,0.311,0.347,70.0,96.0,97.0,0.032,-0.59,72.7,0.444,0.556,0.0,,,,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,0.0,-76.55,53.9,,,,,,
2024/06/02,1:10 PM.,MIL,CWS,away,Partly Cloudy.,74,642547,DH,4,1,1,0,0,0,0,0,0,1,2,.311,.392,.467,.859,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.175,0.05,,-0.09,0.84,94.3,87.7,,81.4,0.203,0.384,0.41,0.239,0.424,0.252,0.218,0.291,0.369,,,,,,,,,,,,,,,,104.0,106.0,110.0,0.07,0.36,78.1,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,,,,
2024/06/01,3:10 PM.,MIL,CWS,away,Roof Closed.,71,688107,RF,4,1,2,0,0,0,0,0,0,0,0,.317,.404,.488,.892,688107,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.91,28.0,102.0,97.0,98.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,124.0,100.0,110.0,0.246,0.198,0.321,0.143,1.74,2.44,1.14,1.33,93.3,87.9,92.5,80.6,,,,0.219,0.219,0.149,0.333,0.4,0.172,0.214,0.214,0.173,66.0,105.0,97.0,0.093,-6.67,88.4,0.6,0.9,0.2,0.19,0.333,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/31,7:11 PM.,MIL,CWS,away,Roof Closed.,74,668964,RF,4,0,1,1,0,0,2,0,0,1,2,.297,.395,.486,.881,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.114,0.58,11.28,1.43,1.18,92.9,81.1,91.5,85.5,0.198,0.255,0.248,0.239,0.436,0.194,0.083,0.083,0.444,0.0,0.0,0.0,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,73.0,99.0,104.0,0.041,-3.19,77.8,0.421,0.579,0.194,,,,,,,,,,,,,,,,,,,,,
2024/05/29,6:41 PM.,TOR,CWS,home,Clear.,60,666201,LF,4,0,1,0,0,0,0,0,0,0,0,.303,.410,.485,.895,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,82.0,98.0,103.0,89.0,92.0,87.0,77.0,92.0,83.0,93.0,100.0,99.0,0.272,0.275,0.305,0.148,-0.19,1.91,-0.36,-1.14,93.4,87.5,93.5,81.0,0.219,0.438,0.3,0.143,0.19,0.341,0.267,0.867,0.297,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/28,7:20 PM.,TOR,CWS,home,Rain.,61,592332,RF,4,1,1,0,0,0,0,0,0,0,1,.310,.429,.517,.946,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,,93.3,82.7,0.268,0.439,0.266,0.277,0.466,0.175,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,
2024/05/27,1:11 PM.,TOR,CWS,home,Cloudy.,66,605135,RF,4,0,2,1,0,0,0,0,0,0,1,.320,.452,.560,1.012,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,0.407,0.045,0.118,0.053,-1.6,-0.08,-0.88,-2.29,92.6,84.5,92.5,77.2,0.375,0.781,0.096,0.242,0.394,0.25,0.321,0.607,0.158,0.327,0.423,0.128,79.0,101.0,91.0,0.197,0.44,89.6,0.188,0.316,0.268,0.154,0.231,0.458,101.0,91.0,102.0,0.137,-0.09,71.0,0.221,0.351,0.292,,,,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,,,,
2024/05/26,2:50 PM.,BAL,CWS,home,Overcast.,62,680694,LF,3,0,0,0,0,0,0,0,1,1,2,.286,.444,.524,.968,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,0.399,0.131,0.298,,-1.17,1.65,1.35,,94.5,,95.3,88.2,0.171,0.244,0.337,0.364,0.545,0.273,,,,0.157,0.229,0.196,,,,,,,,,,,,,124.0,104.0,110.0,0.172,-0.48,84.1,0.227,0.5,0.283,,,,,,,,,,,,,,,,,,,,,
2024/05/25,1:10 PM.,BAL,CWS,home,Sunny.,68,544150,RF,4,0,0,0,0,0,0,0,0,2,1,.333,.478,.611,1.089,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,,0.5,,0.172,-0.36,,,-0.5,94.8,86.1,,,,,,0.276,0.469,0.228,0.274,0.434,0.228,,,,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,,94.0,99.0,98.0,0.132,0.41,79.0,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,
2024/05/24,7:21 PM.,BAL,CWS,home,Cloudy.,73,669203,RF,3,0,2,1,0,0,0,0,1,0,1,.429,.579,.786,1.365,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.11,,-0.5,0.7,0.2,,89.2,97.0,87.2,0.196,0.268,0.463,,,,0.194,0.339,0.377,0.235,0.412,0.157,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,0.125,0.5,0.457,109.0,101.0,106.0,0.215,0.44,80.3,0.2,0.326,0.378,,,,,,,,,,,,,,,,,,,,,
2024/05/23,6:41 PM.,BAL,CWS,home,Clear.,73,680570,RF,1,1,0,0,0,0,0,0,1,1,0,.364,.533,.727,1.260,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.21,-0.38,5.3,-0.96,1.63,96.1,83.1,96.1,86.5,0.25,0.563,0.361,0.291,0.413,0.269,0.161,0.306,0.348,0.167,0.333,0.294,,,,,,,,,,,,,114.0,103.0,107.0,0.155,0.29,81.3,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,,
2024/05/21,7:06 PM.,TOR,CWS,away,Clear.,76,579328,RF,3,0,1,0,0,0,2,1,1,1,3,.400,.538,.800,1.338,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.111,-0.08,,1.31,-0.15,95.5,86.7,,88.3,0.21,0.28,0.297,0.274,0.505,0.28,0.194,0.25,0.358,,,,,,,,,,,,,,,,99.0,105.0,105.0,0.183,0.02,82.4,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,
2024/05/20,3:07 PM.,TOR,CWS,away,Partly Cloudy.,74,621244,RF,0,0,0,0,0,0,0,1,1,0,0,.429,.556,1.000,1.556,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,0.337,0.183,,0.16,-1.26,1.02,,0.88,94.1,84.8,93.4,,,,,0.305,0.558,0.189,0.171,0.364,0.269,0.268,0.366,0.125,84.0,108.0,99.0,0.035,-1.83,91.4,0.36,0.48,0.123,,,,111.0,102.0,106.0,0.286,0.28,83.2,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,,,,
2024/05/19,1:38 PM.,NYY,CWS,away,Partly Cloudy.,70,607074,LF,3,1,2,0,0,1,1,0,1,1,2,.429,.500,1.000,1.500,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.129,0.05,,-0.4,1.44,95.4,85.5,,86.8,0.199,0.361,0.393,0.262,0.514,0.214,0.188,0.247,0.495,,,,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,103.0,86.0,93.0,0.083,-1.32,81.0,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,
2024/05/17,7:06 PM.,NYY,CWS,away,Cloudy.,69,641482,RF,4,0,1,1,0,0,0,0,0,2,2,.250,.250,.500,.750,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,0.097,0.25,1.37,-1.27,-0.89,92.1,83.6,90.3,78.2,0.364,0.727,0.167,0.235,0.443,0.215,0.226,0.369,0.326,0.143,0.143,0.316,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
