date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/05/26,1:07 PM.,HOU,OAK,home,Sunny.,67,669854,DH,3,0,0,0,0,0,0,0,0,2,2,.327,.422,.545,.967,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.094,0.221,-0.42,,2.24,2.55,-0.16,93.4,85.2,,86.4,80.1,0.232,0.497,0.192,,,,0.188,0.356,0.343,0.18,0.284,0.333,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/25,1:08 PM.,HOU,OAK,home,Cloudy.,57,681293,C,2,0,1,0,0,0,0,0,1,1,1,.346,.443,.577,1.020,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,0.086,-1.33,,0.99,0.8,-2.52,94.1,85.5,,80.8,78.4,0.303,0.528,0.198,0.248,0.444,0.228,0.395,0.512,0.378,,,,0.171,0.282,0.424,66.0,98.0,96.0,,,,0.196,,0.57,,88.2,,0.113,0.226,0.386,,,,,,,,,,,,,,,,,,
2024/05/23,12:37 PM.,COL,OAK,home,Sunny.,65,663372,C,4,1,3,2,0,0,0,0,2,0,0,.340,.431,.580,1.011,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,0.128,0.37,0.254,0.101,0.147,0.63,-0.45,-0.87,1.28,-1.02,94.6,85.2,94.2,87.4,79.2,0.24,0.376,0.177,,,,0.299,0.485,0.394,0.355,0.523,0.226,0.164,0.26,0.248,,,,,,,,,,,,,0.156,0.375,0.35,0.299,0.403,0.159,,,,,,,,,,,,,,,
2024/05/22,6:40 PM.,COL,OAK,home,Clear.,64,596295,PH,0,0,0,0,0,0,0,0,1,0,0,.304,.385,.522,.907,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,,0.205,-1.23,-42.96,-0.17,,-0.15,90.4,81.1,90.1,83.8,,0.305,0.6,0.096,,,,0.28,0.409,0.273,0.274,0.513,0.22,0.22,0.368,0.269,,,,,,,,,,,,,,,,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,
2024/05/19,1:11 PM.,KC,OAK,away,Sunny.,85,663903,C,4,0,0,0,0,0,0,0,0,2,3,.304,.373,.522,.895,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,0.413,0.113,0.455,,0.019,-2.09,0.77,0.0,,-5.71,91.6,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.429,0.5,0.111,0.207,0.361,0.354,,,,,,,,,,,,,,,,0.327,0.571,0.35,0.267,0.389,0.127,,,,,,,,,,,,,,,
2024/05/18,6:10 PM.,KC,OAK,away,Clear.,87,607625,PH,1,0,1,0,0,0,0,0,0,0,0,.333,.404,.571,.975,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.262,0.069,0.7,0.65,-0.67,1.44,0.08,92.2,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.228,0.228,0.23,0.208,0.333,0.291,0.213,0.387,0.2,0.178,0.271,0.339,97.0,103.0,103.0,93.0,107.0,106.0,0.082,0.026,2.86,0.07,90.1,85.7,0.375,0.75,0.109,0.274,0.381,0.129,0.105,0.421,0.351,,,,,,,0.215,0.28,0.285,,,
2024/05/16,7:11 PM.,HOU,OAK,away,Roof Closed.,73,664299,C,4,0,0,0,0,0,0,0,0,2,2,.317,.391,.561,.952,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,,,,101.0,88.0,89.0,,,,113.0,93.0,99.0,,0.393,0.295,,0.268,-1.3,,0.38,,1.39,91.7,81.2,,77.5,,0.256,0.535,0.27,,,,0.194,0.306,0.276,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,81.0,95.0,97.0,0.044,-5.23,75.2,,,,,,
2024/05/14,7:10 PM.,HOU,OAK,away,Roof Closed.,73,669854,DH,3,0,1,0,0,0,0,0,0,2,0,.351,.429,.622,1.051,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.094,0.221,-0.42,,2.24,2.55,-0.16,93.4,85.2,,86.4,80.1,0.232,0.497,0.192,,,,0.188,0.356,0.343,0.18,0.284,0.333,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/11,6:41 PM.,SEA,OAK,away,Clear.,76,682243,C,3,0,0,0,0,0,0,0,0,2,2,.353,.436,.647,1.083,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,,1.53,1.55,-0.21,,,95.2,,94.7,84.5,,0.184,0.348,0.266,0.25,0.333,0.207,,,,0.243,0.568,0.261,0.231,0.308,0.378,93.0,80.0,85.0,95.0,107.0,111.0,0.023,0.171,0.14,1.51,92.1,84.4,0.24,0.4,0.188,0.248,0.358,0.092,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,,,,,,
2024/05/10,6:40 PM.,SEA,OAK,away,Clear.,77,693433,C,1,1,1,0,0,0,0,0,0,0,0,.387,.472,.710,1.182,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,,,,0.186,0.373,0.207,0.265,0.529,0.241,,,,,,,,,,,,,,,,0.1,0.1,0.417,0.234,0.315,0.097,,,,,,,,,,,,,,,
2024/05/08,3:35 PM.,TEX,OAK,home,Clear.,79,683004,C,2,0,0,0,0,0,0,0,0,1,1,.367,.457,.700,1.157,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,106.0,77.0,85.0,90.0,95.0,100.0,133.0,98.0,105.0,,,,118.0,104.0,109.0,,0.519,0.291,0.114,0.058,-2.71,,-0.99,0.97,1.36,96.4,89.5,,86.8,81.4,0.35,0.625,0.289,,,,0.125,0.125,0.357,0.286,0.429,0.218,0.118,0.294,0.387,58.0,65.0,57.0,,,,0.018,,-13.12,,91.1,,,,,,,,,,,,,,,,,,,,,,
2024/05/07,12:37 PM.,TEX,OAK,home,Sunny.,62,570632,C,4,3,2,1,0,1,1,0,1,1,0,.393,.485,.750,1.235,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,,,,88.0,97.0,93.0,91.0,99.0,96.0,76.0,99.0,98.0,0.409,0.063,0.341,,0.187,-2.67,0.74,-0.19,,-0.66,96.4,88.7,96.0,87.0,,0.385,0.769,0.167,,,,0.2,0.471,0.321,0.242,0.363,0.331,,,,,,,,,,,,,,,,,,,0.271,0.372,0.121,,,,,,,,,,,,,,,
2024/05/05,1:07 PM.,MIA,OAK,home,Partly Cloudy.,59,664350,C,3,0,1,0,0,0,1,0,1,0,1,.375,.464,.625,1.089,664350,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.11,35.2,101.0,82.0,96.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.109,0.305,0.464,93.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,0.048,0.298,,,0.314,-1.21,-4.7,,,1.58,93.8,85.4,92.7,,,0.267,0.433,0.104,0.375,0.518,0.114,0.22,0.22,0.17,,,,,,,58.0,108.0,100.0,,,,0.34,,-1.57,,83.6,,,,,0.5,1.333,0.167,,,,,,,,,,,,,,,
2024/05/04,4:30 PM.,MIA,OAK,home,Cloudy.,56,669432,DH,1,1,1,0,0,0,0,0,0,0,0,.381,.458,.667,1.125,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,,,,0.295,0.396,0.238,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,0.292,0.492,0.1,,,,,,,,,,,,,,,
2024/05/01,12:37 PM.,PIT,OAK,home,Sunny.,71,682990,C,4,0,2,0,0,0,1,0,0,0,1,.350,.435,.650,1.085,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.4,0.4,0.186,,,,0.161,0.194,0.212,0.246,0.443,0.254,0.375,0.5,0.438,,,,,,,,,,,,,,,,0.29,0.493,0.132,,,,,,,,,,,,,,,
2024/04/28,1:37 PM.,BAL,OAK,away,Sunny.,78,544150,C,4,1,2,0,0,1,2,0,0,2,0,.313,.421,.688,1.109,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,,,,0.5,,0.132,0.172,-0.36,,,0.41,-0.5,94.8,86.1,,,79.0,0.276,0.469,0.228,0.24,0.365,0.308,0.274,0.434,0.228,,,,0.174,0.348,0.252,74.0,99.0,92.0,,,,0.195,,0.73,,86.3,,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,CLE,OAK,away,Cloudy.,44,676440,C,2,0,0,0,0,0,0,0,0,1,2,.250,.400,.500,.900,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,0.18,-0.69,-1.41,1.74,-0.9,0.13,94.6,82.5,93.9,86.2,81.3,0.282,0.476,0.213,0.141,0.225,0.368,0.238,0.431,0.291,0.196,0.411,0.299,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/16,6:40 PM.,STL,OAK,home,Partly Cloudy.,68,458681,C,3,1,2,0,0,1,2,0,0,0,0,.300,.462,.600,1.062,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,0.167,0.472,0.013,0.062,0.063,0.87,-0.46,-1.62,-1.98,-2.47,92.3,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.292,0.292,0.225,,,,0.211,0.342,0.203,91.0,101.0,94.0,,,,0.223,,-1.03,,88.1,,0.25,0.25,0.0,0.284,0.469,0.11,,,,,,,,,,,,,,,
2024/04/11,1:38 PM.,TEX,OAK,away,Roof Closed.,74,592351,C,3,0,1,0,0,0,0,0,0,1,1,.143,.400,.143,.543,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,,,,0.257,0.543,0.19,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/03,12:37 PM.,BOS,OAK,home,Cloudy.,56,601713,C,2,0,0,0,0,0,0,0,1,0,0,.000,.429,.000,.429,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,155.0,103.0,111.0,,0.486,0.291,0.163,,0.73,,-0.1,0.61,,93.9,,,82.6,80.0,0.239,0.399,0.218,0.394,0.879,0.211,,,,0.143,0.393,0.326,0.167,0.4,0.206,104.0,96.0,82.0,,,,0.059,,-4.63,,88.3,,0.224,0.436,0.35,,,,,,,,,,,,,,,,,,
2024/04/01,6:40 PM.,BOS,OAK,home,Clear.,64,656557,C,0,0,0,0,0,0,0,0,0,0,0,.000,.500,.000,.500,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,0.2,0.4,0.235,,,,,,,,,,95.0,93.0,93.0,116.0,103.0,109.0,0.015,0.248,-0.95,1.74,87.1,88.4,0.23,0.357,0.302,0.27,0.325,0.142,0.195,0.265,0.208,,,,,,,,,,,,
2024/03/30,1:07 PM.,CLE,OAK,home,Cloudy.,60,676440,C,2,1,0,0,0,0,1,0,2,2,1,.000,.500,.000,.500,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,0.18,-0.69,-1.41,1.74,-0.9,0.13,94.6,82.5,93.9,86.2,81.3,0.282,0.476,0.213,0.141,0.225,0.368,0.238,0.431,0.291,0.196,0.411,0.299,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
