date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C
2024/08/16,7:12 PM.,CIN,KC,away,Partly Cloudy.,80,607259,DH,4,1,2,1,0,0,1,0,0,0,2,.305,.352,.424,.776,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,118.0,113.0,116.0,107.0,102.0,105.0,91.0,110.0,109.0,105.0,110.0,110.0,96.0,108.0,104.0,0.224,0.203,0.061,0.119,0.216,0.73,1.32,-0.55,-1.69,1.79,92.6,89.1,80.1,84.9,80.8,0.219,0.351,0.212,0.186,0.286,0.416,0.281,0.43,0.12,0.233,0.4,0.364,0.342,0.605,0.247,80.0,106.0,97.0,0.176,0.88,92.0,0.24,0.375,0.09,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,12:10 PM.,MIN,KC,away,Partly Cloudy.,77,686973,C,4,0,2,0,0,0,0,0,0,0,1,.301,.350,.418,.768,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,93.0,93.0,97.0,,,,107.0,105.0,105.0,,,,91.0,93.0,92.0,0.425,0.277,,,0.104,-0.34,-3.42,,,-0.65,96.3,90.1,89.4,,,0.306,0.553,0.242,0.294,0.294,0.105,0.333,0.603,0.246,,,,0.293,0.366,0.288,94.0,107.0,102.0,0.038,-5.1,93.8,0.5,0.875,0.059,,,,108.0,93.0,99.0,0.155,-1.27,84.6,,,,,,,,,,,,,,,
2024/08/13,6:41 PM.,MIN,KC,away,Partly Cloudy.,81,805673,C,4,0,1,0,0,0,0,0,0,0,0,.298,.348,.417,.765,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.222,0.333,0.313,0.345,0.655,0.182,0.308,0.462,0.376,0.4,0.667,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/12,6:42 PM.,MIN,KC,away,Clear.,81,641154,C,0,0,0,0,0,0,0,0,0,0,0,.299,.349,.420,.769,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,,,,0.407,,0.219,0.1,0.201,1.65,,-0.84,-1.28,-0.14,95.0,,88.5,84.5,82.4,0.208,0.352,0.259,0.281,0.359,0.249,,,,,,,0.23,0.446,0.341,97.0,107.0,107.0,0.073,-2.77,94.5,0.426,0.639,0.142,0.239,0.436,0.331,,,,,,,,,,,,,,,,,,,,,
2024/08/10,6:11 PM.,STL,KC,home,Clear.,77,669467,C,3,0,1,0,0,0,1,0,1,0,2,.299,.349,.420,.769,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,111.0,105.0,110.0,,,,0.512,,0.172,,,1.34,,-0.64,,,94.5,,,87.5,,0.23,0.297,0.162,,,,,,,0.294,0.435,0.282,0.157,0.257,0.345,85.0,98.0,89.0,0.19,-0.25,94.8,0.265,0.373,0.132,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,,,,,,,,,,
2024/08/07,7:10 PM.,BOS,KC,home,Clear.,83,676710,C,4,0,0,0,0,0,0,0,0,0,4,.298,.347,.421,.768,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,100.0,99.0,102.0,114.0,104.0,104.0,0.337,0.32,0.185,,,-0.43,0.55,-0.56,,,92.6,87.5,,80.8,,0.255,0.5,0.198,,,,0.216,0.418,0.265,,,,0.143,0.171,0.219,,,,,,,,,,0.222,0.437,0.263,98.0,97.0,99.0,0.072,1.14,77.3,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,
2024/08/05,7:10 PM.,BOS,KC,home,Clear.,95,572020,DH,4,0,1,0,0,0,1,1,0,2,2,.304,.352,.429,.781,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,,,,69.0,98.0,86.0,,,,82.0,95.0,83.0,0.551,0.031,,,0.066,-0.21,-3.38,,,-2.12,93.2,84.0,82.6,,,0.264,0.431,0.144,0.25,0.375,0.326,0.308,0.769,0.13,,,,0.2,0.3,0.362,64.0,107.0,97.0,0.05,-1.01,92.8,0.308,0.423,0.091,,,,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,,,,,,,,,,
2024/08/04,1:40 PM.,DET,KC,away,Sunny.,86,656412,C,4,0,1,0,0,0,0,0,0,1,0,.305,.354,.432,.786,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,108.0,102.0,108.0,,,,91.0,94.0,89.0,115.0,106.0,110.0,,,,0.352,,0.396,,0.199,-0.58,,0.89,,-0.86,94.0,,89.1,83.2,,0.218,0.437,0.247,0.286,0.405,0.268,,,,0.171,0.314,0.43,,,,80.0,93.0,90.0,0.054,-4.02,93.5,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,6:35 PM.,DET,KC,away,Clear.,90,663947,DH,5,0,0,0,0,0,0,0,0,1,2,.306,.356,.435,.791,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,113.0,97.0,105.0,85.0,105.0,101.0,0.152,0.273,0.155,0.015,0.189,4.5,1.85,1.73,1.83,0.4,92.1,87.6,83.6,80.6,79.2,0.105,0.14,0.257,0.25,0.382,0.289,0.194,0.292,0.253,,,,,,,77.0,105.0,97.0,0.216,2.61,91.5,0.156,0.338,0.094,0.13,0.174,0.379,,,,,,,,,,,,,,,,,,,,,
2024/08/02,6:40 PM.,DET,KC,away,Partly Cloudy.,80,669373,C,3,0,2,0,0,0,1,0,1,0,0,.313,.364,.445,.809,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,0.271,1.84,,0.78,,1.13,96.8,,86.3,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,,,,0.169,0.364,0.346,0.158,0.316,0.175,95.0,105.0,104.0,0.205,1.25,96.6,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,
2024/08/01,6:40 PM.,DET,KC,away,Partly Cloudy.,87,672456,DH,4,0,2,0,0,0,1,0,0,0,2,.308,.357,.442,.799,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,110.0,99.0,104.0,,,,0.421,,0.28,,0.109,-0.19,,0.02,,-2.78,94.8,,86.0,83.5,,0.27,0.486,0.18,0.289,0.474,0.329,,,,0.235,0.391,0.259,0.269,0.615,0.224,90.0,101.0,97.0,0.078,1.09,94.1,0.32,0.32,0.038,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,,,,
2024/07/31,1:10 PM.,CWS,KC,away,Cloudy.,86,689672,C,5,1,4,0,0,1,3,0,0,0,0,.304,.354,.441,.795,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,89.0,106.0,103.0,,,,63.0,95.0,82.0,99.0,99.0,102.0,83.0,94.0,88.0,0.322,0.139,0.184,,0.355,-1.43,-0.44,-1.97,,1.65,91.0,86.3,81.6,81.2,,0.245,0.566,0.077,0.164,0.311,0.379,0.182,0.409,0.071,0.333,0.5,0.28,,,,,,,,,,,,,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,CWS,KC,away,Partly Cloudy.,84,686563,PH,0,0,0,0,0,0,0,0,1,0,0,.291,.344,.417,.761,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,,,,73.0,104.0,97.0,117.0,100.0,107.0,79.0,101.0,93.0,0.123,0.192,0.218,,0.187,-1.13,0.39,-1.39,,-0.22,94.3,90.2,85.7,81.9,,0.25,0.411,0.252,0.248,0.394,0.269,0.263,0.45,0.191,,,,,,,86.0,100.0,93.0,0.28,0.44,93.3,0.287,0.449,0.132,0.255,0.489,0.282,,,,,,,,,,,,,,,,,,,,,
2024/07/29,7:11 PM.,CWS,KC,away,Cloudy.,79,623167,DH,5,0,1,0,0,0,0,0,0,0,1,.291,.341,.417,.758,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,47.0,101.0,90.0,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,-2.65,0.43,-1.32,91.3,87.4,81.3,80.0,72.0,0.261,0.473,0.132,0.257,0.436,0.379,0.319,0.536,0.218,0.361,0.475,0.271,0.246,0.393,0.308,74.0,108.0,87.0,0.002,2.01,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/28,1:10 PM.,CHC,KC,home,Partly Cloudy.,88,665871,C,4,1,1,0,0,1,1,0,0,1,0,.294,.344,.423,.767,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.158,0.216,0.107,0.116,0.046,-0.91,-0.73,-1.54,-0.4,-1.65,91.5,87.9,83.7,80.1,76.8,0.319,0.472,0.201,0.296,0.296,0.125,0.315,0.583,0.142,0.364,0.636,0.368,0.178,0.329,0.3,75.0,101.0,92.0,0.357,0.51,91.4,0.236,0.373,0.111,0.174,0.37,0.341,,,,,,,,,,,,,,,,,,,,,
2024/07/27,6:10 PM.,CHC,KC,home,Cloudy.,73,684007,C,3,1,1,1,0,0,0,0,0,0,0,.295,.346,.411,.757,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,103.0,105.0,104.0,50.0,107.0,96.0,0.52,0.005,0.077,0.032,0.039,0.36,-6.3,0.14,-0.59,0.48,91.7,89.8,81.6,81.6,72.7,0.229,0.47,0.176,0.194,0.226,0.333,0.333,1.333,0.143,,,,0.444,0.556,0.0,76.0,102.0,91.0,0.021,0.77,88.7,0.25,0.333,0.37,0.267,0.311,0.347,,,,0.0,-76.55,53.9,,,,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,
2024/07/24,7:11 PM.,AZ,KC,home,Partly Cloudy.,90,669194,DH,4,1,1,0,0,0,0,0,0,2,1,.294,.343,.406,.749,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,78.0,107.0,96.0,0.557,0.184,0.103,0.057,0.099,0.64,-0.85,-0.66,1.81,-2.35,95.2,91.2,83.0,83.8,77.8,0.249,0.418,0.195,0.302,0.587,0.203,0.317,0.508,0.154,0.226,0.34,0.156,0.138,0.207,0.148,,,,,,,,,,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
2024/07/23,7:10 PM.,AZ,KC,home,Cloudy.,86,656756,C,4,0,2,0,0,0,0,0,0,1,1,.295,.345,.410,.755,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,66.0,98.0,89.0,104.0,95.0,90.0,,,,0.173,,0.018,0.307,0.193,-0.02,,3.84,-0.83,-1.92,92.1,,83.1,84.2,79.2,0.284,0.375,0.184,0.321,0.593,0.386,,,,0.0,0.0,0.5,0.27,0.453,0.353,89.0,95.0,93.0,0.308,-2.11,91.8,0.374,0.577,0.159,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:11 PM.,CWS,KC,home,Partly Cloudy.,77,689672,C,0,0,0,0,0,0,0,0,0,0,0,.291,.342,.408,.750,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,89.0,106.0,103.0,,,,63.0,95.0,82.0,99.0,99.0,102.0,83.0,94.0,88.0,0.322,0.139,0.184,,0.355,-1.43,-0.44,-1.97,,1.65,91.0,86.3,81.6,81.2,,0.245,0.566,0.077,0.164,0.311,0.379,0.182,0.409,0.071,0.333,0.5,0.28,,,,,,,,,,,,,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:10 PM.,CWS,KC,home,Clear.,82,623167,DH,4,0,1,0,0,0,1,0,0,2,2,.291,.342,.408,.750,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,47.0,101.0,90.0,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,-2.65,0.43,-1.32,91.3,87.4,81.3,80.0,72.0,0.261,0.473,0.132,0.257,0.436,0.379,0.319,0.536,0.218,0.361,0.475,0.271,0.246,0.393,0.308,74.0,108.0,87.0,0.002,2.01,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/14,1:37 PM.,BOS,KC,away,Partly Cloudy.,91,678394,C,3,0,1,0,0,0,1,0,1,0,1,.291,.344,.411,.755,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,114.0,98.0,110.0,,,,0.048,,0.28,,0.269,0.25,,-0.58,,0.15,95.6,,87.6,86.8,,0.12,0.16,0.218,0.177,0.354,0.369,,,,0.268,0.401,0.343,,,,103.0,100.0,101.0,0.403,-0.24,95.7,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/13,4:13 PM.,BOS,KC,away,Partly Cloudy.,80,676710,C,3,0,0,0,0,0,0,0,0,1,1,.291,.340,.413,.753,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,100.0,99.0,102.0,114.0,104.0,104.0,0.337,0.32,0.185,,,-0.43,0.55,-0.56,,,92.6,87.5,,80.8,,0.255,0.5,0.198,,,,0.216,0.418,0.265,,,,0.143,0.171,0.219,,,,,,,,,,0.222,0.437,0.263,98.0,97.0,99.0,0.072,1.14,77.3,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,
2024/07/12,7:10 PM.,BOS,KC,away,Partly Cloudy.,82,681867,C,0,0,0,0,0,0,0,0,0,0,0,.296,.346,.420,.766,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,,,,110.0,95.0,99.0,79.0,103.0,93.0,,0.154,0.288,,0.261,,0.64,-1.92,,0.55,,86.4,84.4,77.1,,,,,0.256,0.338,0.171,0.163,0.306,0.294,0.429,0.857,0.154,,,,102.0,108.0,100.0,0.297,0.48,89.1,0.33,0.511,0.073,0.287,0.479,0.207,,,,,,,,,,,,,,,,,,,,,
2024/07/10,6:48 PM.,STL,KC,away,Partly Cloudy.,84,700669,C,4,0,0,0,0,0,0,0,0,1,1,.296,.346,.420,.766,700669,gordongraceffo,Graceffo,Right,Gordon Graceffo,STL,4.7,4.97,7.2,94.0,83.0,90.0,0.804,7.04,2.35,8.22,1.17,0.9,0.13,0.565,0.174,0.304,0.467,90.0,102.0,104.0,99.0,94.0,94.0,61.0,93.0,80.0,109.0,88.0,92.0,,,,0.41,,0.19,0.152,0.248,-1.86,,-4.72,4.75,2.27,93.6,,84.6,86.4,81.3,0.273,0.727,0.167,0.143,0.286,0.278,,,,0.5,0.667,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/10,12:47 PM.,STL,KC,away,Sunny.,83,669467,DH,4,1,1,0,0,0,0,0,0,1,2,.303,.354,.430,.784,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,111.0,105.0,110.0,,,,0.512,,0.172,,,1.34,,-0.64,,,94.5,,,87.5,,0.23,0.297,0.162,,,,,,,0.294,0.435,0.282,0.157,0.257,0.345,85.0,98.0,89.0,0.19,-0.25,94.8,0.265,0.373,0.132,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,,,,,,,,,,
2024/07/07,1:09 PM.,COL,KC,away,Partly Cloudy.,76,685299,C,3,1,1,0,0,0,2,0,0,2,0,.304,.356,.435,.791,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,83.0,118.0,93.0,74.0,108.0,100.0,100.0,111.0,102.0,,,,0.488,,0.267,0.044,0.191,-1.03,,-2.41,-15.33,-4.31,92.0,,83.9,85.2,80.4,0.338,0.574,0.119,0.371,0.743,0.234,,,,0.324,0.618,0.284,0.545,1.091,0.2,101.0,114.0,106.0,0.01,6.83,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/06,7:09 PM.,COL,KC,away,Partly Cloudy.,89,596295,DH,3,0,1,0,0,0,0,0,1,0,0,.304,.358,.437,.795,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,91.0,103.0,102.0,,,,0.404,,0.167,,0.205,-1.23,,-0.17,,-0.15,90.4,,81.1,83.8,,0.305,0.6,0.096,0.28,0.409,0.273,,,,0.274,0.513,0.22,0.22,0.368,0.269,51.0,110.0,96.0,0.001,-42.96,90.1,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,,,,,,,,,,
2024/07/05,6:10 PM.,COL,KC,away,Partly Cloudy.,79,607536,C,3,1,3,0,0,0,0,0,1,0,0,.303,.355,.439,.794,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,65.0,103.0,101.0,,,,0.202,,0.227,,0.137,-1.51,,-1.11,,-1.64,91.6,,86.1,86.9,,0.322,0.522,0.067,0.333,0.647,0.161,,,,0.316,0.589,0.162,0.194,0.276,0.42,83.0,106.0,99.0,0.245,-1.33,91.4,0.31,0.556,0.074,,,,128.0,102.0,107.0,0.188,0.07,83.5,,,,,,,,,,,,,,,
2024/07/04,7:10 PM.,TB,KC,home,Clear.,83,621107,C,3,1,1,0,0,0,0,0,0,0,1,.289,.339,.428,.767,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,85.0,105.0,98.0,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.46,-1.27,0.21,92.4,88.2,85.6,79.7,78.8,0.236,0.418,0.248,0.188,0.354,0.105,0.214,0.345,0.223,,,,0.291,0.472,0.333,91.0,109.0,105.0,0.282,0.0,91.7,0.293,0.404,0.133,0.236,0.473,0.203,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:11 PM.,CLE,KC,home,Sunny.,78,671106,C,3,1,1,1,0,0,0,0,1,1,1,.289,.335,.430,.765,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,60.0,98.0,88.0,89.0,98.0,86.0,91.0,97.0,96.0,0.484,0.146,0.187,,0.183,-1.54,-0.03,-2.55,,-0.92,91.2,85.3,81.7,78.6,,0.342,0.609,0.147,0.237,0.438,0.269,0.245,0.491,0.202,,,,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,,,,
2024/06/28,7:11 PM.,CLE,KC,home,Partly Cloudy.,87,663474,C,3,0,0,0,0,0,1,0,0,1,1,.288,.331,.425,.756,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,,,,0.524,,0.21,0.266,,-2.18,,1.48,-0.16,,91.1,,,85.4,77.7,0.303,0.652,0.103,,,,,,,0.143,0.143,0.376,0.176,0.341,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,1:10 PM.,MIA,KC,home,Partly Cloudy.,79,678368,C,4,0,2,1,0,0,2,0,0,1,1,.294,.340,.434,.774,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,93.0,94.0,94.0,54.0,102.0,84.0,100.0,105.0,104.0,67.0,98.0,91.0,0.374,0.253,0.103,0.125,0.144,-0.41,1.23,0.03,-3.5,-3.12,89.2,82.8,81.1,77.7,73.7,0.247,0.454,0.133,0.326,0.488,0.296,0.205,0.438,0.163,,,,0.333,0.741,0.283,,,,,,,,,,0.233,0.433,0.286,,,,,,,,,,,,,,,,,,,,,
2024/06/22,3:07 PM.,TEX,KC,away,Roof Closed.,74,592351,C,3,0,0,0,0,0,0,0,0,0,0,.288,.336,.424,.760,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,,,,0.444,,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,,88.7,88.6,78.9,0.311,0.443,0.15,0.257,0.543,0.19,,,,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/21,7:08 PM.,TEX,KC,away,Roof Closed.,74,543135,DH,4,0,0,0,0,0,0,0,0,1,0,.294,.342,.434,.776,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,114.0,102.0,102.0,91.0,108.0,99.0,0.374,0.148,0.033,0.137,,0.83,-1.41,-0.69,-0.79,,95.4,91.4,,86.3,76.7,0.212,0.335,0.178,,,,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,,,,,,,,,,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,
