date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/05/25,4:10 PM.,KC,TB,home,Dome.,72,663903,1B,3,1,2,1,0,1,1,0,0,0,1,.242,.324,.394,.718,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,,,,63.0,96.0,86.0,106.0,99.0,102.0,,,,0.113,,0.455,,-2.09,,0.0,,91.6,,82.9,,0.326,0.609,0.197,0.327,0.571,0.35,,,,,,,0.207,0.361,0.354,70.0,101.0,91.0,,,,0.413,,,0.77,,92.2,0.267,0.389,0.127,,,,80.0,77.0,69.0,0.019,-5.71,88.1,0.429,0.5,0.111,,,,,,,,,
2024/05/24,6:51 PM.,KC,TB,home,Dome.,72,607625,DH,4,0,0,0,0,0,1,0,0,1,2,.200,.294,.233,.527,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,97.0,103.0,103.0,0.24,0.082,0.135,0.262,0.7,2.86,-0.67,1.44,92.2,90.1,85.2,79.4,0.234,0.392,0.176,0.375,0.75,0.109,0.178,0.271,0.339,0.228,0.228,0.23,0.213,0.387,0.2,68.0,101.0,92.0,93.0,107.0,106.0,0.185,0.026,0.07,0.65,85.7,92.1,0.274,0.381,0.129,0.105,0.421,0.351,93.0,100.0,98.0,0.069,0.08,87.4,0.208,0.333,0.291,0.215,0.28,0.285,,,,,,
2024/05/22,6:50 PM.,BOS,TB,home,Dome.,72,678394,DH,3,1,1,1,0,0,0,0,1,2,1,.231,.333,.269,.602,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,,,,74.0,108.0,101.0,114.0,98.0,110.0,,,,0.048,,0.28,,0.25,,-0.58,,95.6,,86.8,,0.12,0.16,0.218,,,,,,,,,,0.268,0.401,0.343,103.0,100.0,101.0,,,,0.403,,,-0.24,,95.7,0.309,0.44,0.111,,,,88.0,99.0,97.0,0.269,0.15,87.6,0.177,0.354,0.369,,,,,,,,,
2024/05/21,6:50 PM.,BOS,TB,home,Dome.,72,681867,1B,2,0,1,0,0,0,0,0,0,0,0,.217,.308,.217,.525,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,,,,,,,110.0,95.0,99.0,79.0,103.0,93.0,,0.154,0.288,,,0.64,-1.92,,,86.4,77.1,,,,,0.287,0.479,0.207,,,,0.163,0.306,0.294,0.429,0.857,0.154,102.0,108.0,100.0,,,,0.297,,,0.48,,89.1,0.33,0.511,0.073,,,,99.0,103.0,102.0,0.261,0.55,84.4,0.256,0.338,0.171,,,,,,,,,
2024/05/20,6:50 PM.,BOS,TB,home,Dome.,72,656557,DH,2,0,0,0,0,0,0,0,1,0,0,.190,.292,.190,.482,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,95.0,93.0,93.0,,0.015,0.414,,,-0.95,0.54,,,87.1,83.2,,,,,0.23,0.357,0.302,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.74,0.67,88.4,93.5,0.27,0.325,0.142,0.195,0.265,0.208,,,,,,,,,,,,,,,,,,
2024/05/19,1:38 PM.,TOR,TB,away,Sunny.,60,666201,DH,4,1,1,0,0,0,0,0,0,1,1,.211,.286,.211,.497,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,,,,89.0,92.0,87.0,93.0,100.0,99.0,,,,0.275,,0.305,,-0.19,,-0.36,,93.4,,81.0,,0.143,0.19,0.341,,,,,,,,,,0.219,0.438,0.3,77.0,92.0,83.0,,,,0.272,,,1.91,,93.5,0.136,0.136,0.191,,,,82.0,98.0,103.0,0.148,-1.14,87.5,0.267,0.867,0.297,,,,,,,,,
2024/05/18,3:08 PM.,TOR,TB,away,Partly Cloudy.,61,592332,DH,2,0,0,0,0,0,0,0,0,0,1,.200,.294,.200,.494,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,88.0,90.0,95.0,,,,0.528,,0.084,,0.43,,-1.21,,93.9,,82.7,,0.277,0.466,0.175,,,,,,,,,,0.268,0.439,0.266,90.0,102.0,94.0,88.0,108.0,106.0,0.054,0.334,0.51,-3.21,86.0,93.3,0.316,0.579,0.117,0.169,0.262,0.335,,,,,,,,,,,,,,,,,,
2024/05/17,7:08 PM.,TOR,TB,away,Roof Closed.,68,605135,DH,4,0,1,0,0,0,0,0,0,1,0,.231,.333,.231,.564,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,101.0,91.0,102.0,64.0,103.0,94.0,120.0,96.0,106.0,79.0,101.0,91.0,0.045,0.197,0.118,0.137,-1.6,0.44,-0.88,-0.09,92.6,89.6,77.2,71.0,0.242,0.394,0.25,0.154,0.231,0.458,0.221,0.351,0.292,0.188,0.316,0.268,0.375,0.781,0.096,96.0,101.0,97.0,87.0,90.0,86.0,0.407,0.043,-2.64,-0.08,84.1,92.5,0.327,0.423,0.128,0.303,0.364,0.167,75.0,87.0,84.0,0.053,-2.29,84.5,0.321,0.607,0.158,,,,,,,,,
2024/05/16,7:10 PM.,BOS,TB,away,Partly Cloudy.,60,681867,1B,4,2,2,0,0,0,0,0,1,1,1,.222,.364,.222,.586,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,,,,,,,110.0,95.0,99.0,79.0,103.0,93.0,,0.154,0.288,,,0.64,-1.92,,,86.4,77.1,,,,,0.287,0.479,0.207,,,,0.163,0.306,0.294,0.429,0.857,0.154,102.0,108.0,100.0,,,,0.297,,,0.48,,89.1,0.33,0.511,0.073,,,,99.0,103.0,102.0,0.261,0.55,84.4,0.256,0.338,0.171,,,,,,,,,
2024/05/15,7:12 PM.,BOS,TB,away,Overcast.,67,656557,2B,3,1,0,0,0,0,0,0,1,1,2,.000,.167,.000,.167,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,95.0,93.0,93.0,,0.015,0.414,,,-0.95,0.54,,,87.1,83.2,,,,,0.23,0.357,0.302,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.74,0.67,88.4,93.5,0.27,0.325,0.142,0.195,0.265,0.208,,,,,,,,,,,,,,,,,,
2024/05/14,7:11 PM.,BOS,TB,away,Clear.,69,601713,3B,2,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
