date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/06/08,4:05 PM.,ATL,WSH,home,Partly Cloudy.,83,450203,1B,4,0,0,0,0,0,0,0,0,3,3,.157,.278,.321,.599,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,,,,0.099,0.289,0.078,,,-1.4,-0.75,,0.39,,94.1,88.5,,93.5,,0.281,0.517,0.193,0.333,0.433,0.07,0.286,0.571,0.149,,,,,,,122.0,98.0,108.0,0.424,0.78,81.5,0.2,0.309,0.342,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,,,,,,,,,,,,
2024/06/07,6:45 PM.,ATL,WSH,home,Partly Cloudy.,82,519242,1B,0,0,0,0,0,0,0,0,0,0,0,.162,.286,.331,.617,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,,0.403,-0.12,,,-1.99,2.16,94.8,,,94.2,78.6,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,0.171,0.236,0.427,,,,,,,,,,64.0,107.0,98.0,0.147,2.97,87.1,0.159,0.195,0.236,,,,,,,,,,,,,,,
2024/06/06,6:45 PM.,ATL,WSH,home,Partly Cloudy.,84,625643,1B,2,0,0,0,0,0,0,0,1,1,1,.162,.286,.331,.617,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,,,,0.552,,,0.294,1.19,,,,1.45,95.5,,,,85.0,0.266,0.369,0.165,,,,,,,,,,0.168,0.257,0.443,84.0,99.0,104.0,0.116,1.61,77.0,0.151,0.264,0.364,75.0,110.0,105.0,0.038,-3.58,86.1,0.263,0.737,0.349,,,,,,,,,,,,,,,
2024/06/05,5:30 PM.,NYM,WSH,home,Cloudy.,76,622663,1B,2,0,1,0,0,0,1,0,0,0,0,.164,.285,.336,.621,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,,,,0.248,0.355,0.081,,0.242,0.15,1.05,,1.24,0.26,96.2,92.6,,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.2,0.3,0.26,,,,0.263,0.342,0.284,,,,,,,,,,87.0,95.0,95.0,0.075,-3.63,86.1,0.358,0.66,0.186,0.139,0.238,0.386,,,,,,,,,,,,
2024/06/04,6:45 PM.,NYM,WSH,home,Partly Cloudy.,81,656849,1B,4,0,1,0,0,0,1,0,0,1,2,.159,.284,.333,.617,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.39,,,1.83,-1.81,93.1,,,91.9,85.1,0.22,0.266,0.287,0.253,0.36,0.16,,,,,,,0.287,0.447,0.339,83.0,102.0,100.0,0.076,0.11,79.1,0.207,0.345,0.259,97.0,90.0,93.0,0.164,0.03,84.7,0.211,0.324,0.271,,,,,,,,,,,,,,,
2024/06/03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,656731,1B,3,1,1,0,0,1,2,0,1,1,1,.156,.285,.336,.621,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.098,0.467,0.136,0.073,0.132,0.29,-1.19,-1.25,3.24,-0.85,95.7,90.1,84.7,94.6,85.1,0.228,0.35,0.292,0.206,0.206,0.184,0.326,0.565,0.27,0.143,0.393,0.429,0.233,0.302,0.291,91.0,77.0,82.0,0.078,-0.37,78.0,0.188,0.313,0.333,130.0,94.0,112.0,0.015,-4.39,87.2,0.5,0.5,0.111,0.25,1.0,0.167,,,,,,,,,,,,
2024/06/02,1:41 PM.,CLE,WSH,away,Overcast.,68,471911,1B,3,1,1,0,0,0,0,0,1,1,1,.151,.279,.311,.590,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,,,,0.165,0.26,,,0.278,-0.84,,,-1.96,-0.96,91.6,,,91.1,83.5,0.337,0.554,0.146,0.304,0.609,0.13,,,,,,,0.284,0.52,0.288,103.0,103.0,105.0,0.067,1.49,80.4,0.053,0.158,0.213,101.0,108.0,105.0,0.23,-1.09,86.8,0.241,0.472,0.282,0.25,0.313,0.357,,,,,,,,,,,,
2024/06/01,4:10 PM.,CLE,WSH,away,Partly Cloudy.,80,594902,LF,0,0,0,0,0,0,0,0,1,0,0,.147,.272,.310,.582,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,,,,0.29,0.314,,,0.218,-0.21,,,0.56,-0.01,89.9,,,90.4,79.4,0.268,0.504,0.166,0.227,0.392,0.133,,,,,,,0.238,0.476,0.419,43.0,106.0,93.0,0.088,-0.11,76.9,0.206,0.365,0.18,75.0,108.0,95.0,0.091,-0.79,83.9,0.279,0.382,0.185,0.231,0.413,0.241,,,,,,,,,,,,
2024/05/31,7:11 PM.,CLE,WSH,away,Clear.,69,676440,1B,3,0,0,0,0,0,0,0,0,2,1,.147,.267,.310,.577,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,,,,0.003,0.434,,,0.278,-0.69,,,-1.41,1.74,94.6,,,93.9,86.2,0.282,0.476,0.213,,,,0.141,0.225,0.368,,,,0.196,0.411,0.299,119.0,109.0,112.0,0.105,-0.9,81.3,0.208,0.458,0.184,82.0,100.0,108.0,0.18,0.13,82.5,0.238,0.431,0.291,,,,,,,,,,,,,,,
2024/05/30,7:21 PM.,ATL,WSH,away,Clear.,79,678061,1B,0,0,0,0,0,0,0,0,0,0,0,.150,.273,.319,.592,678061,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,5.01,22.1,94.0,101.0,92.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,97.0,97.0,93.0,,,,,,,98.0,81.0,74.0,54.0,116.0,119.0,,0.446,0.039,0.044,,-4.98,0.04,-9.99,,,95.2,90.1,89.4,,,0.407,0.704,0.217,,,,,,,0.75,1.0,0.167,,,,109.0,90.0,93.0,0.47,1.98,82.0,0.118,0.206,0.506,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/29,7:21 PM.,ATL,WSH,away,Partly Cloudy.,80,680885,1B,4,1,2,1,0,0,0,0,0,2,4,.150,.273,.319,.592,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,84.0,107.0,109.0,0.068,0.291,0.168,0.128,0.199,0.27,0.53,1.96,-0.12,0.61,96.1,92.9,84.5,95.1,87.3,0.24,0.448,0.205,0.231,0.385,0.078,0.27,0.5,0.199,0.147,0.235,0.463,0.225,0.333,0.279,101.0,104.0,108.0,0.146,0.29,80.6,0.236,0.436,0.409,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/27,4:12 PM.,ATL,WSH,away,Partly Cloudy.,83,450203,1B,4,0,1,0,0,0,0,0,0,3,3,.138,.266,.303,.569,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,,,,0.099,0.289,0.078,,,-1.4,-0.75,,0.39,,94.1,88.5,,93.5,,0.281,0.517,0.193,0.333,0.433,0.07,0.286,0.571,0.149,,,,,,,122.0,98.0,108.0,0.424,0.78,81.5,0.2,0.309,0.342,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,,,,,,,,,,,,
2024/05/26,1:35 PM.,SEA,WSH,home,Partly Cloudy.,84,693433,1B,4,1,1,0,0,1,1,0,0,1,3,.133,.266,.305,.571,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,,,,0.23,0.489,,,0.187,1.44,,,1.85,1.23,94.8,,,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,,,,,,,0.265,0.529,0.241,,,,,,,,,,91.0,104.0,100.0,0.094,0.0,89.6,0.186,0.373,0.207,0.1,0.1,0.417,,,,,,,,,,,,
2024/05/25,4:05 PM.,SEA,WSH,home,Partly Cloudy.,88,669302,1B,3,0,1,0,0,0,1,0,0,0,2,.129,.267,.277,.544,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,1.41,0.14,1.18,0.32,1.72,96.6,92.3,84.5,95.5,88.4,0.204,0.383,0.193,0.286,0.286,0.05,0.247,0.483,0.272,0.101,0.162,0.506,0.21,0.375,0.368,124.0,99.0,107.0,0.118,0.81,83.2,0.181,0.301,0.354,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/24,6:45 PM.,SEA,WSH,home,Partly Cloudy.,82,669923,1B,3,0,0,0,0,0,0,0,0,0,2,.122,.265,.276,.541,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,109.0,100.0,108.0,0.236,0.339,0.004,0.102,0.237,0.46,0.79,-2.05,1.5,1.28,96.0,92.3,86.0,96.0,87.2,0.221,0.458,0.291,0.263,0.354,0.105,,,,0.253,0.413,0.295,0.226,0.316,0.271,,,,,,,0.333,0.439,0.286,,,,,,,,,,,,,114.0,110.0,113.0,0.082,-1.95,83.4,,,,73.9,0.0,-3.5
2024/05/22,1:05 PM.,MIN,WSH,home,Sunny.,85,680573,1B,4,0,0,0,0,0,0,0,0,2,6,.126,.272,.284,.556,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,,,,0.403,,,0.312,0.82,,,,0.76,93.1,,,,86.4,0.258,0.356,0.219,,,,,,,,,,0.214,0.313,0.239,106.0,103.0,102.0,0.093,1.68,76.1,0.186,0.326,0.221,103.0,106.0,113.0,0.193,-3.33,82.8,0.311,0.622,0.205,,,,,,,,,,,,,,,
2024/05/21,6:45 PM.,MIN,WSH,home,Partly Cloudy.,83,657746,1B,3,0,0,0,0,0,0,0,0,3,2,.132,.282,.297,.579,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,94.0,110.0,105.0,110.0,108.0,105.0,108.0,103.0,112.0,,,,101.0,103.0,94.0,0.06,0.485,,0.221,0.234,1.38,,0.2,-0.77,-0.09,94.0,,88.6,92.9,83.1,0.194,0.379,0.275,0.345,0.483,0.094,,,,0.202,0.387,0.258,0.343,0.6,0.216,,,,,,,,,,,,,,,,,,,0.207,0.37,0.337,,,,,,,,,,,,
2024/05/20,6:45 PM.,MIN,WSH,home,Partly Cloudy.,78,641154,1B,3,2,1,0,0,0,0,0,1,1,0,.136,.290,.307,.597,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,,,,0.073,0.407,,,0.219,1.65,,,-2.77,-0.84,95.0,,,94.5,84.5,0.208,0.352,0.259,0.426,0.639,0.142,,,,,,,,,,92.0,103.0,108.0,0.1,-1.28,82.4,0.23,0.446,0.341,95.0,104.0,105.0,0.201,-0.14,88.5,0.281,0.359,0.249,0.239,0.436,0.331,,,,,,,,,,,,
2024/05/19,1:35 PM.,PHI,WSH,away,Sunny.,74,605400,1B,4,1,1,0,0,0,0,0,0,1,3,.129,.282,.306,.588,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,,,,0.204,0.278,0.092,,,0.81,-2.57,,-0.34,,92.5,87.5,,91.5,,0.168,0.318,0.224,0.313,0.475,0.136,0.389,0.796,0.178,,,,,,,,,,,,,0.221,0.381,0.37,78.0,102.0,91.0,0.096,-1.67,85.7,0.279,0.426,0.135,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,
2024/05/18,6:31 PM.,PHI,WSH,away,Rain.,63,650911,1B,3,0,0,0,0,0,0,0,0,1,1,.123,.283,.309,.592,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,,,,0.473,,0.001,,0.169,,2.59,,-0.55,0.65,,86.5,,94.5,84.4,,,,0.345,0.481,0.131,,,,,,,0.219,0.368,0.308,,,,,,,,,,97.0,105.0,116.0,0.357,1.56,85.1,0.177,0.22,0.348,,,,,,,,,,,,,,,
2024/05/17,6:40 PM.,PHI,WSH,away,Partly Cloudy.,68,554430,1B,4,0,1,1,0,0,0,0,0,3,0,.128,.284,.321,.605,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.88,-0.23,1.47,2.68,1.04,95.3,91.1,86.1,94.6,84.9,0.209,0.395,0.296,0.189,0.259,0.142,0.226,0.371,0.183,0.137,0.196,0.402,,,,110.0,101.0,107.0,0.1,-0.98,81.8,0.205,0.397,0.387,,,,,,,,,,0.152,0.273,0.335,,,,,,,,,,,,
2024/04/26,7:10 PM.,MIA,WSH,away,Partly Cloudy.,79,687424,DH,4,0,0,0,0,0,0,0,0,3,1,.122,.286,.311,.597,687424,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,5.68,3.62,19.0,99.0,98.0,101.0,0.718,5.21,3.32,9.95,0.47,0.8,0.125,0.516,0.203,0.359,0.391,,,,96.0,97.0,95.0,101.0,102.0,106.0,69.0,85.0,81.0,,,,0.343,,0.037,,0.62,,0.93,,2.14,-1.21,,91.1,,93.0,85.2,,,,0.167,0.25,0.083,,,,,,,0.333,0.51,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/25,4:05 PM.,LAD,WSH,home,Cloudy.,61,808967,RF,3,0,0,0,0,0,0,0,1,3,1,.129,.299,.329,.628,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,91.0,97.0,91.0,121.0,112.0,119.0,0.029,0.404,0.061,0.242,0.033,0.77,0.28,0.25,-1.65,0.53,95.5,91.5,90.2,94.9,86.3,0.262,0.413,0.176,0.364,0.545,0.13,0.35,0.55,0.2,0.17,0.266,0.386,0.158,0.211,0.357,109.0,103.0,112.0,0.231,1.14,78.0,0.214,0.371,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/24,6:45 PM.,LAD,WSH,home,Partly Cloudy.,71,689017,RF,4,0,0,0,0,0,0,0,0,3,2,.134,.301,.343,.644,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,,,,0.463,,,0.23,0.2,,,,1.46,93.5,,,,85.1,0.228,0.526,0.203,,,,,,,,,,0.183,0.296,0.278,77.0,92.0,89.0,0.162,-1.55,79.6,0.333,0.485,0.206,73.0,91.0,90.0,0.145,-0.24,84.2,0.182,0.364,0.271,,,,,,,,,,,,,,,
2024/04/23,6:45 PM.,LAD,WSH,home,Clear.,71,572020,PH,0,0,0,0,0,0,0,0,1,0,0,.143,.316,.365,.681,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,69.0,98.0,86.0,64.0,107.0,97.0,,,,82.0,95.0,83.0,,,,0.05,0.551,0.031,,,-0.21,-3.38,,-1.01,,93.2,84.0,,92.8,,0.264,0.431,0.144,0.308,0.423,0.091,0.308,0.769,0.13,,,,,,,,,,,,,0.2,0.3,0.362,72.0,95.0,95.0,0.066,-2.12,82.6,0.25,0.375,0.326,,,,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,
2024/04/20,4:05 PM.,HOU,WSH,home,Sunny.,71,669854,1B,3,1,1,1,0,0,0,0,2,2,1,.143,.308,.365,.673,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,,,,0.383,,,0.302,-0.42,,,,2.24,93.4,,,,86.4,0.232,0.497,0.192,,,,,,,,,,0.18,0.284,0.333,75.0,96.0,100.0,0.094,2.55,80.1,0.071,0.071,0.376,119.0,104.0,108.0,0.221,-0.16,85.2,0.188,0.356,0.343,,,,,,,,,,,,,,,
2024/04/19,6:45 PM.,HOU,WSH,home,Overcast.,56,434378,LF,1,0,0,0,0,0,0,0,0,1,1,.133,.288,.350,.638,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,116.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,,,,0.487,,,0.193,-0.59,,,,0.66,93.5,,,,86.7,0.299,0.497,0.202,,,,,,,,,,0.195,0.322,0.215,110.0,101.0,97.0,0.219,-1.46,77.6,0.34,0.56,0.22,115.0,101.0,104.0,0.101,-0.58,84.0,0.235,0.353,0.253,,,,,,,,,,,,,,,
2024/04/17,12:10 PM.,LAD,WSH,away,Partly Cloudy.,75,689017,DH,2,0,0,0,0,0,0,0,1,2,2,.136,.292,.356,.648,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,,,,0.463,,,0.23,0.2,,,,1.46,93.5,,,,85.1,0.228,0.526,0.203,,,,,,,,,,0.183,0.296,0.278,77.0,92.0,89.0,0.162,-1.55,79.6,0.333,0.485,0.206,73.0,91.0,90.0,0.145,-0.24,84.2,0.182,0.364,0.271,,,,,,,,,,,,,,,
2024/04/16,7:10 PM.,LAD,WSH,away,Clear.,68,669165,1B,4,0,0,0,0,0,0,0,0,3,2,.140,.279,.368,.647,669165,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.78,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,60.0,103.0,91.0,52.0,105.0,79.0,67.0,75.0,27.0,,,,,,,0.046,0.379,,,0.011,3.13,,,-3.96,5.8,94.8,,,96.5,87.7,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,80.0,80.0,70.0,0.023,-28.52,80.9,,,,109.0,94.0,96.0,0.54,0.01,85.8,0.333,0.467,0.313,,,,,,,,,,,,,,,
2024/04/15,7:10 PM.,LAD,WSH,away,Clear.,62,607192,1B,3,1,1,1,0,0,1,0,1,1,0,.151,.297,.396,.693,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,,,,0.087,0.45,,,0.277,1.04,,,0.75,1.15,96.3,,,96.6,90.0,0.215,0.421,0.213,0.233,0.395,0.171,,,,,,,0.2,0.333,0.404,139.0,97.0,110.0,0.186,1.93,83.7,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/14,1:07 PM.,OAK,WSH,away,Cloudy.,57,622072,1B,4,0,0,0,0,0,0,0,1,4,2,.140,.283,.380,.663,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,,,,82.0,99.0,93.0,74.0,94.0,90.0,,,,,,,0.462,,,,0.315,,,,-1.92,-0.4,,,,90.5,81.4,,,,0.351,0.635,0.199,,,,,,,0.205,0.25,0.288,,,,,,,,,,42.0,103.0,97.0,0.224,-2.67,84.5,0.4,0.6,0.161,,,,,,,,,,,,,,,
2024/04/13,1:07 PM.,OAK,WSH,away,Overcast.,53,671212,1B,4,0,0,0,0,0,0,0,0,3,2,.152,.291,.413,.704,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,108.0,85.0,86.0,,,,140.0,103.0,117.0,,,,,,,,0.59,,,0.373,-0.77,,,,0.1,97.7,,,,87.7,0.27,0.39,0.253,,,,,,,,,,0.164,0.224,0.379,110.0,75.0,87.0,0.037,0.56,80.4,,,,,,,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,
2024/04/12,6:40 PM.,OAK,WSH,away,Cloudy.,60,621112,1B,3,0,0,0,0,0,0,0,1,2,1,.167,.314,.452,.766,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,,,,0.136,0.195,0.22,,0.167,-2.3,-0.19,,-4.04,1.35,91.9,89.1,,91.2,81.3,0.286,0.694,0.125,0.478,0.674,0.095,0.299,0.493,0.244,,,,0.163,0.245,0.284,91.0,107.0,106.0,0.101,2.06,79.4,0.125,0.208,0.25,83.0,110.0,106.0,0.181,1.56,85.7,0.164,0.236,0.347,,,,,,,,,,,,,,,
2024/04/10,12:46 PM.,SF,WSH,away,Partly Cloudy.,65,663855,1B,3,1,1,0,0,1,1,0,1,1,0,.179,.319,.487,.806,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,79.0,85.0,79.0,95.0,95.0,94.0,125.0,93.0,101.0,,,,121.0,92.0,106.0,0.515,0.054,,0.191,0.241,-3.85,,-0.41,-0.02,-0.1,95.4,,84.3,94.5,81.1,0.238,0.381,0.31,0.341,0.498,0.111,,,,0.181,0.287,0.408,,,,,,,,,,,,,,,,,,,,,,0.152,0.329,0.376,,,,,,,,,,,,
2024/04/09,6:45 PM.,SF,WSH,away,Clear.,63,690986,DH,3,0,0,0,0,0,0,0,0,1,0,.167,.302,.417,.719,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,98.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,,,,0.577,,,0.003,0.2,,,,-11.71,92.5,,,,88.2,0.249,0.425,0.23,,,,,,,,,,0.333,0.667,0.5,84.0,95.0,95.0,0.223,-0.22,80.6,,,,70.0,96.0,88.0,0.197,-1.64,84.8,0.287,0.435,0.215,,,,,,,,,,0.274,0.452,0.277,,,
