date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/05/25,4:10 PM.,KC,TB,home,Dome.,72,663903,LF,2,1,1,0,0,0,1,0,0,0,0,.266,.284,.308,.592,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,,,,0.413,0.113,,,0.019,-2.09,,0.77,,-5.71,91.6,,88.1,92.2,,0.267,0.389,0.127,,,,0.429,0.5,0.111,0.326,0.609,0.197,,,,106.0,99.0,102.0,,,,,0.455,,0.0,,82.9,,,,0.327,0.571,0.35,,,,0.207,0.361,0.354,,,,,,,,,,,,
2024/05/18,3:08 PM.,TOR,TB,away,Partly Cloudy.,61,592332,DH,3,1,0,0,0,0,0,1,0,0,3,.262,.281,.305,.586,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,99.0,105.0,105.0,90.0,102.0,94.0,,,,0.054,0.528,,,,0.43,,-3.21,,,93.9,,,93.3,,0.316,0.579,0.117,,,,,,,0.277,0.466,0.175,,,,88.0,90.0,95.0,88.0,108.0,106.0,0.334,0.084,0.51,-1.21,86.0,82.7,,,,,,,0.169,0.262,0.335,0.268,0.439,0.266,,,,,,,,,,,,
2024/05/16,7:10 PM.,BOS,TB,away,Partly Cloudy.,60,681867,PH,1,0,0,0,0,0,0,0,0,0,1,.268,.287,.312,.599,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,,,,102.0,108.0,100.0,79.0,103.0,93.0,0.297,,0.154,,0.261,,0.64,0.48,,0.55,,86.4,84.4,89.1,,0.33,0.511,0.073,,,,0.256,0.338,0.171,,,,0.163,0.306,0.294,110.0,95.0,99.0,,,,,0.288,,-1.92,,77.1,,,,0.287,0.479,0.207,,,,0.429,0.857,0.154,,,,,,,,,,,,
2024/05/14,7:11 PM.,BOS,TB,away,Clear.,69,601713,PH,1,0,0,0,0,0,0,0,0,1,1,.270,.289,.314,.603,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,104.0,96.0,82.0,,0.486,0.059,0.163,,0.73,-4.63,,0.61,,93.9,88.3,,,80.0,,,,,,,,,,0.239,0.399,0.218,0.394,0.879,0.211,155.0,103.0,111.0,,,,,0.291,,-0.1,,82.6,0.167,0.4,0.206,0.224,0.436,0.35,,,,0.143,0.393,0.326,,,,,,,,,,,,
2024/05/13,7:12 PM.,BOS,TB,away,Partly Cloudy.,64,676710,DH,2,1,0,0,0,0,0,0,1,2,0,.272,.291,.316,.607,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,114.0,104.0,104.0,,0.337,0.32,,,-0.43,0.55,,,,92.6,87.5,,,,,,,,,,,,,0.255,0.5,0.198,0.216,0.418,0.265,100.0,99.0,102.0,87.0,102.0,106.0,0.086,0.185,0.47,-0.56,82.4,80.8,0.143,0.171,0.219,0.222,0.437,0.263,0.192,0.26,0.404,,,,98.0,97.0,99.0,0.072,1.14,77.3,,,,,,
2024/05/11,4:10 PM.,NYY,TB,home,Dome.,72,641482,DH,4,0,0,0,0,0,0,0,0,1,3,.276,.290,.321,.611,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,109.0,100.0,102.0,0.014,0.442,0.28,,0.097,0.25,1.32,1.37,,-0.89,92.1,87.5,83.6,90.3,,0.143,0.143,0.316,,,,0.226,0.369,0.326,0.235,0.443,0.215,0.249,0.378,0.251,99.0,98.0,101.0,,,,,0.168,,-1.27,,78.2,,,,0.284,0.511,0.25,,,,0.364,0.727,0.167,,,,,,,,,,,,
2024/05/10,6:50 PM.,NYY,TB,home,Dome.,72,657376,DH,3,0,0,0,0,0,0,0,0,1,1,.285,.299,.331,.630,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,,,,83.0,94.0,85.0,106.0,102.0,100.0,0.21,,0.35,,0.006,,0.53,-0.75,,-13.05,,92.4,87.1,94.3,,0.267,0.483,0.203,,,,0.667,1.0,0.0,,,,0.256,0.38,0.322,136.0,94.0,102.0,,,,,0.252,,1.21,,85.2,0.143,0.19,0.33,0.21,0.323,0.297,,,,,,,150.0,102.0,113.0,0.182,0.89,83.8,,,,,,
2024/05/08,6:50 PM.,CWS,TB,home,Dome.,72,623167,DH,4,0,2,0,0,0,0,0,0,0,0,.291,.305,.339,.644,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,47.0,101.0,90.0,0.002,0.37,0.261,0.122,0.157,-0.64,-0.75,2.01,0.43,-1.32,91.3,87.4,81.3,91.4,72.0,,,,,,,0.257,0.436,0.379,0.261,0.473,0.132,0.319,0.536,0.218,148.0,102.0,103.0,,,,,0.087,,-2.65,,80.0,0.246,0.393,0.308,,,,,,,0.361,0.475,0.271,,,,,,,,,,,,
2024/05/07,6:50 PM.,CWS,TB,home,Dome.,72,647336,DH,4,0,1,0,0,0,1,0,0,1,1,.285,.299,.333,.632,647336,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.59,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,,,,96.0,98.0,95.0,77.0,92.0,88.0,,,,0.212,0.325,,,0.097,0.28,,-1.33,,-3.52,93.5,,82.1,92.3,,0.289,0.518,0.087,,,,0.321,0.643,0.13,0.195,0.354,0.21,,,,103.0,98.0,96.0,,,,,0.366,,0.39,,81.9,,,,,,,,,,0.168,0.317,0.417,,,,,,,,,,,,
2024/05/06,6:50 PM.,CWS,TB,home,Dome.,72,605182,DH,4,3,4,1,0,0,1,1,0,0,0,.286,.301,.336,.637,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.18,16.0,99.0,87.0,99.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,48.0,101.0,95.0,0.056,0.399,0.116,0.026,0.211,1.8,-8.49,-8.62,1.2,0.0,93.3,84.0,86.0,93.3,76.2,0.5,2.0,0.1,,,,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,111.0,87.0,99.0,,,,,0.191,,-6.55,,78.6,,,,,,,,,,0.636,0.818,0.227,,,,,,,,,,,,
2024/05/05,1:40 PM.,NYM,TB,home,Dome.,72,622663,RF,1,0,0,0,0,0,0,0,0,0,1,.261,.277,.304,.581,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,92.0,91.0,89.0,0.248,0.355,0.081,,0.075,0.15,1.05,1.24,,-3.63,96.2,92.6,86.1,95.6,,0.278,0.414,0.122,,,,0.358,0.66,0.186,0.243,0.392,0.218,0.2,0.3,0.26,143.0,100.0,111.0,,,,,0.242,,0.26,,85.6,,,,0.139,0.238,0.386,,,,0.263,0.342,0.284,,,,,,,,,,,,
2024/05/04,7:15 PM.,NYM,TB,home,Dome.,72,681035,DH,3,0,0,0,0,0,0,0,0,2,2,.263,.280,.307,.587,681035,christianscott,Scott,Right,Christian Scott,NYM,4.56,4.4,47.1,97.0,97.0,101.0,0.794,7.42,2.28,8.56,1.52,0.64,0.273,0.357,0.182,0.322,0.456,,,,,,,84.0,103.0,102.0,,,,,,,,0.529,,,,0.28,,,,,94.2,,,,,,,,,,,,,,0.265,0.388,0.22,,,,115.0,91.0,99.0,100.0,93.0,101.0,0.104,0.367,-0.95,-0.38,84.8,85.2,,,,0.194,0.516,0.235,0.222,0.444,0.156,0.273,0.485,0.222,,,,,,,,,,,,
2024/05/03,6:50 PM.,NYM,TB,home,Dome.,72,500779,RF,5,1,3,0,0,0,0,0,0,1,1,.270,.287,.315,.602,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.131,0.195,0.366,0.284,0.203,0.26,0.367,0.227,0.427,0.169,,,,,,,,,,,,,,,,0.265,0.444,0.264,,,,,,,,,,,,,,,,,,,,,
2024/04/30,6:40 PM.,MIL,TB,away,Roof Closed.,67,642547,DH,3,0,1,0,0,0,0,0,0,2,1,.255,.273,.302,.575,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,112.0,99.0,101.0,,,,,,,,0.539,,0.07,0.175,0.05,,,0.36,0.84,94.3,,87.7,,78.1,,,,,,,0.218,0.291,0.369,0.239,0.424,0.252,,,,98.0,99.0,105.0,,,,,0.217,,-0.09,,81.4,0.182,0.341,0.372,,,,,,,0.203,0.384,0.41,,,,,,,,,,,,
2024/04/29,6:40 PM.,MIL,TB,away,Roof Closed.,67,669060,PH,1,0,0,0,0,0,0,0,0,1,0,.252,.264,.301,.565,669060,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.04,5.35,104.2,105.0,93.0,98.0,0.818,7.05,2.67,8.77,1.72,0.88,0.252,0.369,0.157,0.375,0.453,54.0,96.0,85.0,106.0,107.0,106.0,85.0,113.0,105.0,92.0,106.0,96.0,98.0,101.0,95.0,0.32,0.15,0.349,0.139,0.042,-3.09,1.16,1.31,-3.29,-0.91,93.6,88.8,88.0,93.1,80.4,0.236,0.368,0.134,,,,0.182,0.273,0.174,0.288,0.493,0.229,0.23,0.361,0.263,,,,,,,,,,,,,0.309,0.709,0.229,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:10 PM.,CWS,TB,away,Cloudy.,69,607200,RF,4,0,1,1,0,0,1,0,0,1,2,.255,.267,.304,.571,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,78.0,104.0,97.0,0.308,0.003,0.323,,0.164,-6.18,0.43,0.59,,-0.54,92.9,89.9,87.7,93.0,,0.25,0.358,0.202,,,,0.228,0.351,0.165,0.5,0.5,0.0,0.262,0.47,0.232,126.0,101.0,106.0,,,,,0.202,,1.28,,83.5,,,,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,
2024/04/26,6:41 PM.,CWS,TB,away,Cloudy.,53,623167,DH,4,1,1,0,0,0,0,0,1,0,3,.255,.267,.296,.563,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,47.0,101.0,90.0,0.002,0.37,0.261,0.122,0.157,-0.64,-0.75,2.01,0.43,-1.32,91.3,87.4,81.3,91.4,72.0,,,,,,,0.257,0.436,0.379,0.261,0.473,0.132,0.319,0.536,0.218,148.0,102.0,103.0,,,,,0.087,,-2.65,,80.0,0.246,0.393,0.308,,,,,,,0.361,0.475,0.271,,,,,,,,,,,,
2024/04/24,6:50 PM.,DET,TB,home,Dome.,72,656427,DH,4,1,1,0,0,0,0,0,0,2,2,.255,.260,.298,.558,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,,,,0.023,0.441,,,0.027,0.5,,-5.05,,-0.55,93.3,,85.7,90.6,,0.6,1.2,0.4,,,,0.111,0.333,0.111,0.245,0.401,0.238,,,,95.0,102.0,102.0,,,,,0.29,,0.02,,84.7,0.164,0.219,0.436,,,,,,,0.222,0.455,0.363,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/04/23,6:50 PM.,DET,TB,home,Dome.,72,628317,DH,4,0,2,0,0,0,0,1,0,1,1,.256,.261,.300,.561,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,65.0,94.0,79.0,0.072,0.225,0.016,0.016,,-2.6,1.08,-0.02,-4.36,,90.8,84.8,,90.4,76.4,0.294,0.324,0.133,,,,,,,0.359,0.667,0.13,0.333,0.333,0.391,101.0,95.0,98.0,110.0,105.0,110.0,0.312,0.359,-0.22,-0.34,83.9,81.4,0.5,0.75,0.0,0.241,0.379,0.207,0.217,0.42,0.303,0.31,0.569,0.268,,,,,,,,,,,,
2024/04/22,6:50 PM.,DET,TB,home,Dome.,72,669373,DH,4,0,0,0,0,0,0,0,0,2,2,.244,.250,.291,.541,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,,,,0.205,0.332,,,0.271,1.84,,1.25,,1.13,96.8,,86.3,96.6,,0.207,0.305,0.16,,,,0.216,0.322,0.461,0.197,0.286,0.277,,,,111.0,99.0,103.0,,,,,0.149,,0.78,,88.7,0.158,0.316,0.175,,,,,,,0.169,0.364,0.346,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/04/21,1:39 PM.,NYY,TB,away,Overcast.,49,661563,PH,1,0,0,0,0,0,0,0,0,0,1,.256,.262,.305,.567,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,,,,,0.488,,,0.253,0.06,,,,0.37,96.6,,91.6,,,,,,,,,0.179,0.282,0.269,0.205,0.395,0.285,,,,108.0,94.0,105.0,,,,,0.259,,1.37,,87.5,,,,,,,,,,0.171,0.312,0.315,,,,,,,,,,,,
2024/04/20,1:08 PM.,NYY,TB,away,Partly Cloudy.,60,641482,DH,4,0,1,0,0,0,0,0,0,1,0,.259,.265,.309,.574,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,109.0,100.0,102.0,0.014,0.442,0.28,,0.097,0.25,1.32,1.37,,-0.89,92.1,87.5,83.6,90.3,,0.143,0.143,0.316,,,,0.226,0.369,0.326,0.235,0.443,0.215,0.249,0.378,0.251,99.0,98.0,101.0,,,,,0.168,,-1.27,,78.2,,,,0.284,0.511,0.25,,,,0.364,0.727,0.167,,,,,,,,,,,,
2024/04/19,7:09 PM.,NYY,TB,away,Overcast.,51,657376,DH,4,0,2,0,0,0,0,1,0,1,2,.260,.266,.312,.578,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,,,,83.0,94.0,85.0,106.0,102.0,100.0,0.21,,0.35,,0.006,,0.53,-0.75,,-13.05,,92.4,87.1,94.3,,0.267,0.483,0.203,,,,0.667,1.0,0.0,,,,0.256,0.38,0.322,136.0,94.0,102.0,,,,,0.252,,1.21,,85.2,0.143,0.19,0.33,0.21,0.323,0.297,,,,,,,150.0,102.0,113.0,0.182,0.89,83.8,,,,,,
2024/04/18,1:10 PM.,LAA,TB,home,Dome.,72,656288,RF,2,0,0,0,0,0,1,0,0,1,2,.247,.253,.301,.554,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,73.0,94.0,86.0,76.0,89.0,78.0,,,,0.01,0.376,,0.107,0.267,-0.85,,-6.83,-0.86,0.48,93.4,,88.6,93.0,80.6,0.429,0.857,0.0,,,,0.259,0.387,0.288,0.251,0.529,0.147,,,,107.0,100.0,110.0,,,,,0.24,,-0.91,,87.7,0.271,0.438,0.241,,,,,,,0.284,0.444,0.331,,,,,,,,,,,,
2024/04/17,6:51 PM.,LAA,TB,home,Dome.,72,672282,DH,4,0,1,0,0,0,0,0,0,1,1,.254,.264,.310,.574,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,89.0,100.0,103.0,86.0,96.0,92.0,,,,,,,,0.468,,0.146,0.142,-0.56,,,-3.5,-1.18,93.8,,84.7,,75.0,,,,,,,0.351,0.544,0.319,0.278,0.508,0.253,,,,117.0,106.0,114.0,,,,,0.244,,-0.44,,86.2,0.37,0.804,0.216,,,,,,,0.22,0.39,0.368,,,,,,,,,,,,
2024/04/16,6:50 PM.,LAA,TB,home,Dome.,72,667755,DH,5,1,1,0,0,0,1,0,1,0,3,.254,.265,.313,.578,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,,,,96.0,92.0,86.0,95.0,95.0,96.0,,,,0.464,0.146,,,,-2.05,,2.22,,,98.8,,,97.7,,0.214,0.26,0.167,,,,,,,0.356,0.622,0.103,,,,117.0,92.0,99.0,120.0,100.0,112.0,0.081,0.055,0.8,0.02,92.7,91.5,0.226,0.376,0.402,,,,0.15,0.3,0.329,0.143,0.214,0.463,98.0,96.0,108.0,0.254,-0.42,86.4,,,,,,
2024/04/15,6:50 PM.,LAA,TB,home,Dome.,72,663776,DH,4,1,1,0,0,1,3,0,0,0,2,.258,.258,.323,.581,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,,,,0.174,0.16,,0.09,0.283,-2.18,,-1.81,2.03,0.73,93.7,,82.9,93.7,76.3,0.413,0.565,0.142,,,,0.208,0.292,0.39,0.381,0.524,0.16,,,,150.0,98.0,105.0,,,,,0.293,,0.27,,86.8,0.118,0.118,0.279,0.235,0.471,0.281,,,,0.265,0.434,0.243,,,,,,,,,,,,
2024/04/14,2:05 PM.,SF,TB,home,Dome.,72,605483,DH,4,1,1,0,0,0,0,0,0,0,1,.259,.259,.276,.535,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,,,,,0.464,,0.26,0.176,1.16,,,2.25,0.95,95.9,,85.5,,81.1,,,,,,,0.236,0.319,0.476,0.2,0.303,0.244,,,,106.0,87.0,91.0,,,,,0.101,,0.11,,88.7,0.111,0.183,0.498,,,,,,,0.167,0.267,0.446,,,,,,,,,,,,
2024/04/13,4:10 PM.,SF,TB,home,Dome.,72,657277,DH,3,0,0,0,0,0,0,0,0,0,1,.259,.259,.278,.537,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,52.0,95.0,88.0,0.399,0.053,0.026,,0.309,0.2,4.3,1.32,,-0.13,92.6,91.0,87.4,92.6,,0.268,0.338,0.144,,,,0.275,0.411,0.216,0.179,0.231,0.329,0.077,0.077,0.265,126.0,104.0,114.0,,,,,0.212,,0.16,,83.8,,,,0.239,0.331,0.268,,,,,,,,,,,,,,,,,,
2024/04/12,6:50 PM.,SF,TB,home,Dome.,72,676775,DH,4,2,3,0,0,0,0,1,0,1,1,.275,.275,.294,.569,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,,,,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,0.192,0.263,,,,-0.92,,-2.92,,,95.7,,,94.8,,0.41,0.692,0.066,,,,,,,0.214,0.5,0.272,,,,127.0,98.0,106.0,131.0,97.0,113.0,0.405,0.139,0.24,-1.39,88.9,87.9,,,,,,,0.215,0.355,0.282,0.321,0.607,0.356,,,,,,,,,,,,
2024/04/09,6:38 PM.,LAA,TB,away,Clear.,77,663776,DH,5,0,1,0,0,0,1,0,0,1,1,.234,.234,.255,.489,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,,,,0.174,0.16,,0.09,0.283,-2.18,,-1.81,2.03,0.73,93.7,,82.9,93.7,76.3,0.413,0.565,0.142,,,,0.208,0.292,0.39,0.381,0.524,0.16,,,,150.0,98.0,105.0,,,,,0.293,,0.27,,86.8,0.118,0.118,0.279,0.235,0.471,0.281,,,,0.265,0.434,0.243,,,,,,,,,,,,
2024/04/08,6:38 PM.,LAA,TB,away,Clear.,70,542881,DH,4,1,1,0,0,0,0,0,0,0,0,.238,.238,.262,.500,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,99.0,100.0,96.0,0.033,0.396,0.185,0.001,0.371,-0.73,-0.41,-3.87,-3.14,1.32,89.4,84.3,78.9,88.1,71.6,0.261,0.696,0.152,,,,0.185,0.259,0.396,0.272,0.494,0.183,0.264,0.455,0.247,80.0,141.0,142.0,,,,,0.013,,-0.06,,81.3,,,,,,,,,,0.0,0.0,0.357,,,,,,,,,,,,
2024/04/07,1:10 PM.,COL,TB,away,Sunny.,52,641712,RF,4,0,0,0,0,0,0,0,0,0,1,.237,.237,.263,.500,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,84.0,94.0,93.0,103.0,97.0,100.0,64.0,89.0,76.0,71.0,96.0,86.0,,,,0.327,0.153,0.005,0.172,0.1,-2.2,-18.69,-0.07,0.48,-4.94,89.9,86.9,83.5,90.4,80.3,0.306,0.448,0.076,,,,0.379,0.69,0.146,0.302,0.509,0.079,,,,99.0,96.0,97.0,,,,,0.244,,-0.31,,84.1,0.13,0.217,0.33,,,,,,,0.289,0.361,0.318,,,,,,,,,,,,
2024/04/06,6:11 PM.,COL,TB,away,Cloudy.,46,663372,DH,4,2,2,1,0,0,1,0,0,0,0,.265,.265,.294,.559,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,,,,0.128,0.37,,0.101,0.147,0.63,,-0.45,1.28,-1.02,94.6,,85.2,94.2,79.2,0.299,0.403,0.159,,,,0.299,0.485,0.394,0.24,0.376,0.177,,,,109.0,99.0,104.0,,,,,0.254,,-0.87,,87.4,0.164,0.26,0.248,0.156,0.375,0.35,,,,0.355,0.523,0.226,,,,,,,,,,,,
