date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,FO%,wFO/C,vFO
2024/08/11,1:10 PM.,PHI,AZ,home,Roof Closed.,78,650911,DH,5,0,1,0,0,0,1,0,0,2,3,.273,.333,.433,.766,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,,,,,,,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/08,6:40 PM.,PHI,AZ,home,Roof Closed.,78,663465,RF,3,0,1,0,0,0,0,0,1,0,2,.275,.337,.440,.777,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,85.0,96.0,101.0,56.0,100.0,93.0,38.0,115.0,101.0,,,,69.0,102.0,100.0,0.06,0.401,0.174,,0.122,0.243,-1.8,-2.26,-8.18,,1.27,1.97,90.0,84.4,82.0,90.3,,71.7,0.333,0.611,0.162,0.2,0.467,0.217,0.75,1.5,0.0,0.263,0.316,0.234,,,,,,,0.375,0.625,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,1:11 PM.,CLE,AZ,away,Partly Cloudy.,76,594902,PH,1,0,0,0,0,0,0,0,0,1,1,.269,.330,.417,.747,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,,0.218,0.088,0.091,-0.21,,0.56,-0.01,-0.11,-0.79,89.9,,83.9,90.4,79.4,76.9,0.268,0.504,0.166,0.206,0.365,0.18,0.227,0.392,0.133,0.279,0.382,0.185,0.238,0.476,0.419,0.231,0.413,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,4:30 PM.,CLE,AZ,away,Cloudy.,75,471911,LF,4,1,2,1,0,1,1,0,0,0,1,.274,.333,.441,.774,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,0.165,0.26,,0.278,0.067,0.23,-0.84,,-1.96,-0.96,1.49,-1.09,91.6,,86.8,91.1,83.5,80.4,0.337,0.554,0.146,0.053,0.158,0.213,0.304,0.609,0.13,0.241,0.472,0.282,0.284,0.52,0.288,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/05,6:40 PM.,CLE,AZ,away,Partly Cloudy.,81,671106,RF,3,0,1,0,0,0,0,0,0,1,1,.270,.332,.420,.752,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,60.0,98.0,88.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.484,0.146,0.187,,0.183,-1.54,-0.03,,-2.55,,-0.92,91.2,85.3,81.7,,78.6,,0.342,0.609,0.147,,,,,,,0.237,0.438,0.269,,,,0.273,0.576,0.333,0.245,0.491,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,6:43 PM.,PIT,AZ,away,Cloudy.,77,656605,DH,1,0,0,0,0,0,0,0,0,1,0,.269,.332,.421,.753,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,96.0,99.0,98.0,0.22,0.304,0.122,0.25,0.096,0.008,0.3,-1.0,-0.26,-1.04,-0.11,-12.5,94.4,90.4,89.8,93.4,84.7,78.4,0.257,0.4,0.24,0.233,0.442,0.293,0.266,0.405,0.125,0.667,1.333,0.0,0.338,0.636,0.248,0.204,0.331,0.25,0.272,0.593,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,12:41 PM.,WSH,AZ,home,Roof Closed.,78,669022,LF,3,1,1,1,0,0,0,0,1,0,1,.271,.333,.424,.757,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,,,,0.28,0.48,0.512,0.255,0.422,0.323,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,6:40 PM.,WSH,AZ,home,Roof Closed.,78,571578,DH,5,1,1,1,0,0,1,0,0,0,0,.269,.330,.419,.749,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.016,0.034,-1.46,-0.37,-1.9,0.41,-2.3,-5.53,91.3,85.7,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.5,1.25,0.526,0.339,0.567,0.091,0.409,0.773,0.279,0.216,0.335,0.354,,,,0.301,0.434,0.223,,,,0.001,4.71,63.2,,,,,,,,,,,,,,,,,,,,,
2024/07/29,6:41 PM.,WSH,AZ,home,Roof Closed.,78,680730,DH,2,0,0,0,0,0,0,0,1,0,1,.272,.333,.420,.753,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,0.486,,0.098,0.225,,0.07,,,-0.73,0.47,,92.5,,,,84.5,80.5,0.276,0.425,0.12,0.252,0.36,0.263,,,,,,,0.238,0.429,0.364,,,,,,,,,,,,,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,
2024/07/27,5:30 PM.,PIT,AZ,home,Roof Closed.,78,594835,DH,3,0,0,0,0,0,0,0,0,1,4,.275,.333,.425,.758,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.315,0.238,,0.101,0.255,-1.03,0.9,-0.44,,-2.22,-1.32,89.7,85.7,80.2,90.0,,79.0,0.324,0.459,0.136,0.353,0.647,0.176,0.313,0.5,0.0,0.298,0.447,0.31,,,,,,,0.286,0.429,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/22,7:10 PM.,KC,AZ,away,Partly Cloudy.,82,666142,DH,2,0,0,0,0,0,0,0,1,0,2,.280,.339,.433,.772,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.213,0.361,0.231,0.14,0.256,0.352,,,,0.183,0.28,0.478,0.21,0.305,0.337,,,,0.348,0.455,0.228,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:20 PM.,CHC,AZ,away,Partly Cloudy.,83,684007,RF,3,0,1,0,0,0,0,0,1,2,0,.284,.339,.439,.778,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,0.021,0.52,0.005,0.077,0.032,0.039,0.36,-6.3,0.77,0.14,-0.59,0.48,91.7,89.8,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.444,0.556,0.0,0.25,0.333,0.37,0.194,0.226,0.333,,,,0.267,0.311,0.347,0.333,1.333,0.143,,,,0.0,-76.55,53.9,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,,,,,,,,,
2024/07/19,1:20 PM.,CHC,AZ,away,Sunny.,76,657006,DH,5,0,2,0,0,0,1,0,0,2,2,.283,.335,.441,.776,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.022,0.033,0.38,,0.43,1.81,2.76,0.32,91.6,,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.0,0.0,0.2,0.292,0.458,0.182,0.222,0.222,0.172,0.16,0.243,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/14,1:12 PM.,TOR,AZ,home,Roof Closed.,77,579328,RF,3,1,1,0,0,0,1,0,0,0,0,.279,.333,.442,.775,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,0.471,,0.235,0.183,0.111,-0.08,,,1.31,0.02,-0.15,95.5,,86.7,,88.3,82.4,0.274,0.505,0.28,0.264,0.395,0.274,,,,0.194,0.25,0.358,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/12,6:40 PM.,TOR,AZ,home,Roof Closed.,78,684320,LF,4,1,1,0,1,0,0,0,0,2,4,.278,.333,.444,.777,684320,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,4.0,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,,,,97.0,95.0,100.0,86.0,93.0,87.0,84.0,94.0,92.0,120.0,104.0,111.0,,,,0.108,0.409,,0.282,0.105,,-0.12,,2.98,0.67,-2.85,,93.9,,,93.4,84.6,78.3,0.255,0.439,0.22,0.348,0.739,0.25,0.167,0.167,0.149,,,,0.213,0.36,0.335,,,,,,,,,,,,,85.0,102.0,102.0,0.096,-1.17,88.9,0.194,0.306,0.215,,,,,,,,,,,,
2024/07/11,6:40 PM.,ATL,AZ,home,Roof Closed.,78,608331,LF,4,0,1,0,0,0,0,0,0,1,4,.279,.335,.436,.771,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.265,0.299,0.137,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:40 PM.,ATL,AZ,home,Dome.,78,519242,LF,4,0,0,0,0,0,0,0,0,2,1,.279,.338,.441,.779,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.281,0.443,0.241,,,,0.327,0.551,0.133,0.159,0.195,0.236,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:10 PM.,SD,AZ,away,Sunny.,75,656302,DH,2,0,0,0,0,0,0,0,0,0,2,.288,.347,.455,.802,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.435,0.006,0.471,,0.009,0.22,-5.11,,1.98,,-4.13,96.9,91.8,69.7,,87.2,,0.235,0.39,0.203,0.28,0.44,0.286,,,,0.25,1.0,0.2,0.159,0.257,0.447,0.2,0.267,0.385,0.25,1.0,0.0,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,,,,,,,,,,,,,
2024/07/06,6:41 PM.,SD,AZ,away,Clear.,73,663362,DH,0,1,0,0,0,0,0,0,1,0,0,.292,.352,.462,.814,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,,,,0.303,0.404,0.067,,,,,,,0.227,0.454,0.201,0.231,0.385,0.144,,,,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275,,,
2024/07/05,6:41 PM.,SD,AZ,away,Clear.,70,681190,PH,1,1,1,0,0,1,2,0,0,0,0,.292,.347,.462,.809,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,124.0,101.0,106.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.197,0.124,-0.56,2.22,-1.91,-0.16,-0.45,-3.49,94.3,90.2,88.6,94.2,82.4,82.2,0.301,0.462,0.222,0.234,0.422,0.239,0.429,0.571,0.106,0.365,0.615,0.122,,,,0.229,0.396,0.247,0.228,0.351,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/04,6:10 PM.,LAD,AZ,away,Clear.,76,689017,DH,1,1,1,0,0,0,0,0,0,0,0,.287,.343,.434,.777,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,0.463,,0.23,0.162,0.145,0.2,,,1.46,-1.55,-0.24,93.5,,84.2,,85.1,79.6,0.228,0.526,0.203,0.333,0.485,0.206,,,,0.182,0.364,0.271,0.183,0.296,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/03,7:10 PM.,LAD,AZ,away,Clear.,74,694813,DH,2,0,0,0,0,0,0,0,0,0,5,.281,.338,.430,.768,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,80.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.1,0.49,-0.69,0.96,1.45,0.82,94.9,92.3,87.5,95.3,88.7,83.3,0.246,0.41,0.162,0.267,0.333,0.167,0.314,0.504,0.136,0.178,0.356,0.372,0.239,0.326,0.355,0.182,0.182,0.133,0.32,0.48,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:10 PM.,OAK,AZ,home,Roof Closed.,78,665622,PH,0,0,0,0,0,0,0,0,0,0,0,.286,.343,.437,.780,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,103.0,88.0,87.0,107.0,101.0,104.0,100.0,98.0,95.0,108.0,97.0,97.0,111.0,90.0,95.0,,,,0.143,0.425,,0.251,0.101,0.079,0.46,,-2.88,-0.28,-0.19,-2.61,95.9,,89.6,95.9,85.8,81.2,0.238,0.365,0.122,0.154,0.308,0.433,0.429,0.667,0.118,0.353,0.529,0.067,0.262,0.357,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/29,1:10 PM.,OAK,AZ,home,Roof Closed.,78,663687,RF,3,0,0,0,0,0,0,0,0,1,6,.286,.338,.437,.775,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,59.0,102.0,106.0,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,0.563,,0.115,0.157,0.165,0.33,,,-3.23,-0.41,1.22,92.9,,81.1,,78.8,72.4,0.261,0.408,0.169,0.244,0.311,0.338,,,,0.15,0.175,0.247,0.282,0.641,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/28,6:40 PM.,OAK,AZ,home,Roof Closed.,79,676664,RF,3,0,1,1,0,0,1,0,0,0,0,.293,.346,.447,.793,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,,0.192,-0.8,,1.37,-0.1,,-0.21,91.9,,84.0,90.0,78.9,,0.23,0.476,0.256,,,,0.276,0.395,0.104,0.297,0.428,0.188,0.23,0.525,0.259,0.239,0.381,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/27,12:40 PM.,MIN,AZ,home,Roof Closed.,78,701581,RF,1,0,0,0,0,0,0,0,0,1,2,.292,.346,.442,.788,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,,,,0.402,,0.318,,0.28,-0.79,,,1.48,,-1.14,94.7,,88.4,,86.1,,0.304,0.544,0.194,,,,,,,0.237,0.463,0.394,0.207,0.315,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/23,11:36 AM.,PHI,AZ,away,Partly Cloudy.,91,650911,RF,3,0,1,0,0,0,0,0,0,1,0,.294,.348,.445,.793,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,,,,,,,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/22,4:05 PM.,PHI,AZ,away,Partly Cloudy.,97,554430,RF,3,0,0,0,0,0,0,0,0,2,2,.293,.349,.448,.797,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.416,0.093,0.125,0.1,,0.88,-0.23,2.68,1.04,-0.98,,95.3,91.1,,94.6,84.9,81.8,0.209,0.395,0.296,0.205,0.397,0.387,0.189,0.259,0.142,,,,,,,0.152,0.273,0.335,0.226,0.371,0.183,,,,,,,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,,,,
2024/06/21,7:06 PM.,PHI,AZ,away,Clear.,93,592836,RF,1,0,0,0,0,0,0,0,0,1,0,.301,.357,.460,.817,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,95.0,91.0,87.0,0.275,0.126,0.094,0.178,0.108,,-2.65,-4.99,-2.96,2.03,1.99,,91.5,87.3,,91.1,85.1,74.7,0.346,0.615,0.232,0.172,0.31,0.149,0.378,0.684,0.082,,,,,,,0.157,0.314,0.28,0.435,1.087,0.093,,,,,,,108.0,101.0,106.0,0.219,-4.16,86.7,0.38,0.652,0.163,,,,,,,,,,,,
2024/06/20,1:05 PM.,WSH,AZ,away,Partly Cloudy.,84,669022,RF,4,0,2,1,0,0,2,0,0,0,1,.304,.360,.464,.824,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,,,,0.28,0.48,0.512,0.255,0.422,0.323,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/19,4:05 PM.,WSH,AZ,away,Partly Cloudy.,88,571578,RF,2,0,0,0,0,0,0,0,1,0,0,.296,.355,.454,.809,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.016,0.034,-1.46,-0.37,-1.9,0.41,-2.3,-5.53,91.3,85.7,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.5,1.25,0.526,0.339,0.567,0.091,0.409,0.773,0.279,0.216,0.335,0.354,,,,0.301,0.434,0.223,,,,0.001,4.71,63.2,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:10 PM.,CWS,AZ,home,Roof Closed.,78,689672,RF,3,1,0,0,0,0,1,0,1,0,2,.302,.356,.462,.818,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,89.0,106.0,103.0,,,,63.0,95.0,82.0,,,,99.0,99.0,102.0,83.0,94.0,88.0,,0.322,0.139,0.184,,0.355,-1.43,-0.44,,-1.97,,1.65,91.0,86.3,81.6,,81.2,,0.245,0.566,0.077,,,,,,,0.164,0.311,0.379,0.333,0.5,0.28,0.0,0.0,0.25,0.182,0.409,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/14,6:40 PM.,CWS,AZ,home,Roof Closed.,79,623167,RF,4,1,1,1,0,0,0,0,0,0,1,.311,.360,.476,.836,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,0.261,0.473,0.132,0.246,0.393,0.308,,,,0.257,0.436,0.379,0.361,0.475,0.271,,,,0.319,0.536,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
