date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
2024/07/21,1:20 PM.,CHC,AZ,away,Partly Cloudy.,83,684007,C,3,0,0,0,0,0,0,0,0,2,0,.318,.400,.364,.764,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,81.0,106.0,100.0,0.021,0.52,0.005,0.306,0.077,0.032,0.36,-6.3,1.39,0.77,0.14,-0.59,91.7,89.8,82.9,88.7,81.6,72.7,0.229,0.47,0.176,0.25,0.333,0.37,0.267,0.311,0.347,0.444,0.556,0.0,0.333,1.333,0.143,0.204,0.283,0.431,82.0,105.0,104.0,0.039,0.48,81.6,0.194,0.226,0.333,,,,,,,,,,,,,0.0,-76.55,53.9,,,
2024/07/13,7:10 PM.,TOR,AZ,home,Roof Closed.,78,621244,C,4,2,3,0,0,0,1,0,1,1,1,.368,.455,.421,.876,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,,,,0.337,0.183,0.035,,,0.286,-1.26,-1.83,,1.02,,0.28,94.1,91.4,,93.4,,83.2,0.305,0.558,0.189,0.268,0.366,0.125,,,,,,,0.36,0.48,0.123,,,,86.0,104.0,101.0,0.16,0.88,84.8,0.171,0.364,0.269,,,,,,,,,,0.188,0.404,0.31,,,,,,
2024/07/10,6:40 PM.,ATL,AZ,home,Roof Closed.,78,450203,C,3,0,1,0,0,0,1,0,0,1,0,.267,.353,.333,.686,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,,,,0.099,0.289,0.078,,,0.424,-1.4,-0.75,,0.39,,0.78,94.1,88.5,,93.5,,81.5,0.281,0.517,0.193,0.333,0.433,0.07,,,,0.2,0.309,0.342,0.286,0.571,0.149,,,,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,,,,,,,,,,,,,,,
2024/07/06,6:41 PM.,SD,AZ,away,Clear.,73,663362,C,2,1,1,1,0,0,1,0,1,0,1,.250,.357,.333,.690,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,,,,0.144,0.19,0.086,,0.198,,-0.77,1.88,,0.64,0.5,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,0.303,0.404,0.067,0.227,0.454,0.201,,,,0.231,0.385,0.144,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275,,,,,,,,,
2024/07/05,6:41 PM.,SD,AZ,away,Clear.,70,681190,C,0,0,0,0,0,0,0,0,0,0,0,.200,.273,.200,.473,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,124.0,101.0,106.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,,,,0.157,0.285,0.137,,0.1,0.197,-0.56,2.22,,-1.91,-0.16,-0.45,94.3,90.2,,94.2,82.4,82.2,0.301,0.462,0.222,0.429,0.571,0.106,0.229,0.396,0.247,0.234,0.422,0.239,0.228,0.351,0.169,,,,96.0,99.0,96.0,0.124,-3.49,88.6,0.365,0.615,0.122,,,,,,,,,,,,,,,,,,
2024/06/30,1:10 PM.,OAK,AZ,home,Roof Closed.,78,665622,C,0,0,0,0,0,0,0,0,0,0,0,.200,.273,.200,.473,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,107.0,101.0,104.0,100.0,98.0,95.0,108.0,97.0,97.0,111.0,90.0,95.0,,,,,,,0.143,0.425,,,0.251,0.101,0.46,,,-2.88,-0.28,-0.19,95.9,,,95.9,85.8,81.2,0.238,0.365,0.122,0.429,0.667,0.118,,,,0.154,0.308,0.433,,,,,,,103.0,88.0,87.0,0.079,-2.61,89.6,0.353,0.529,0.067,0.262,0.357,0.308,,,,,,,,,,,,,,,
2024/06/29,1:10 PM.,OAK,AZ,home,Roof Closed.,78,663687,C,3,1,1,0,0,0,0,0,1,0,1,.200,.273,.200,.473,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,59.0,102.0,106.0,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,,,,0.563,,,0.115,0.157,0.33,,,,-3.23,-0.41,92.9,,,,78.8,72.4,0.261,0.408,0.169,,,,,,,0.244,0.311,0.338,,,,,,,118.0,95.0,101.0,0.165,1.22,81.1,0.15,0.175,0.247,0.282,0.641,0.211,,,,,,,,,,,,,,,
2024/06/28,6:40 PM.,OAK,AZ,home,Roof Closed.,79,676664,C,1,0,0,0,0,0,0,0,0,1,0,.143,.143,.143,.286,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,,,,0.106,0.363,,,0.339,,-0.8,,,1.37,-0.1,,91.9,,,90.0,78.9,,0.23,0.476,0.256,0.276,0.395,0.104,0.239,0.381,0.213,,,,,,,,,,84.0,94.0,83.0,0.192,-0.21,84.0,0.297,0.428,0.188,0.23,0.525,0.259,,,,,,,,,,,,,,,
2024/06/27,12:40 PM.,MIN,AZ,home,Roof Closed.,78,701581,C,3,0,1,0,0,0,1,0,0,0,1,.167,.167,.167,.334,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,,,,,,,0.402,,,0.318,,-0.79,,,,1.48,,94.7,,,,86.1,,0.304,0.544,0.194,,,,,,,,,,,,,,,,72.0,105.0,105.0,0.28,-1.14,88.4,0.237,0.463,0.394,0.207,0.315,0.291,,,,,,,,,,,,,,,
2024/06/23,11:36 AM.,PHI,AZ,away,Partly Cloudy.,91,650911,C,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,,,,0.473,,0.001,,0.169,,,2.59,,-0.55,0.65,,,86.5,,94.5,84.4,,,,,0.345,0.481,0.131,,,,,,,,,,,,,97.0,105.0,116.0,0.357,1.56,85.1,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,
2024/06/22,4:05 PM.,PHI,AZ,away,Partly Cloudy.,97,554430,C,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,
