date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/07/30,6:45 PM.,OAK,SF,home,Partly Cloudy.,63,676664,CF,2,0,0,0,0,0,1,0,1,1,2,.255,.293,.455,.748,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,,0.192,-0.8,,1.37,-0.1,,-0.21,91.9,,84.0,90.0,78.9,,0.276,0.395,0.104,,,,0.23,0.476,0.256,0.297,0.428,0.188,,,,,,,,,,,,,0.239,0.381,0.213,0.23,0.525,0.259,,,,,,,,,,,,
2024/07/28,1:05 PM.,COL,SF,home,Sunny.,64,596295,CF,4,2,2,0,1,0,1,0,0,1,2,.264,.291,.472,.763,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,0.001,0.404,,0.167,,0.205,-1.23,,-42.96,-0.17,,-0.15,90.4,,81.1,90.1,83.8,,,,,0.22,0.368,0.269,0.305,0.6,0.096,0.28,0.409,0.273,,,,,,,,,,,,,,,,0.274,0.513,0.22,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,
2024/07/27,4:06 PM.,COL,SF,home,Overcast.,62,663372,DH,0,1,0,0,0,0,0,0,0,0,0,.245,.275,.429,.704,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,0.128,0.37,,0.254,0.101,0.147,0.63,,-0.45,-0.87,1.28,-1.02,94.6,,85.2,94.2,87.4,79.2,0.299,0.403,0.159,0.164,0.26,0.248,0.24,0.376,0.177,0.299,0.485,0.394,,,,,,,,,,,,,0.156,0.375,0.35,0.355,0.523,0.226,,,,,,,,,,,,
2024/07/26,7:15 PM.,COL,SF,home,Overcast.,60,607536,LF,4,0,1,0,0,0,0,0,0,1,3,.245,.275,.429,.704,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,,0.137,-1.51,,-1.33,-1.11,,-1.64,91.6,,86.1,91.4,86.9,,0.31,0.556,0.074,0.194,0.276,0.42,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,0.316,0.589,0.162,128.0,102.0,107.0,0.188,0.07,83.5,,,,,,
2024/07/25,1:10 PM.,LAD,SF,away,Sunny.,89,477132,LF,2,0,0,0,0,0,0,0,0,0,1,.244,.277,.444,.721,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,0.006,0.351,,0.437,0.163,0.022,-2.61,,-2.44,-0.11,0.67,3.89,89.9,,84.2,90.2,86.0,72.1,,,,0.174,0.348,0.317,0.429,0.514,0.078,,,,,,,61.0,72.0,74.0,0.022,-4.62,82.9,0.333,0.333,0.375,,,,0.281,0.421,0.264,,,,,,,,,,,,
2024/07/19,7:09 PM.,BAL,TEX,home,Roof Closed.,74,669203,CF,1,0,0,0,0,0,0,0,0,1,0,.256,.289,.465,.754,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.215,0.11,,1.37,-0.5,0.7,0.44,0.2,,95.3,89.2,97.0,87.2,80.3,0.235,0.412,0.157,0.2,0.326,0.378,,,,0.194,0.339,0.377,0.251,0.362,0.19,,,,,,,,,,0.125,0.5,0.457,0.196,0.268,0.463,,,,,,,,,,,,
2024/07/12,7:10 PM.,HOU,TEX,away,Roof Closed.,73,686613,PH,1,0,0,0,0,0,0,0,0,1,0,.262,.295,.476,.771,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,,0.126,0.16,0.14,0.92,1.7,,0.95,96.0,92.4,88.4,95.6,89.1,,0.275,0.321,0.161,0.237,0.421,0.305,0.244,0.413,0.288,0.221,0.26,0.296,0.23,0.363,0.216,,,,,,,,,,,,,0.2,0.2,0.236,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,
2024/07/09,6:38 PM.,LAA,TEX,away,Clear.,81,672710,RF,4,1,2,0,0,0,0,0,0,1,1,.268,.302,.488,.790,672710,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.35,4.94,68.1,98.0,100.0,98.0,0.807,7.38,4.08,8.3,1.45,1.1,0.232,0.42,0.164,0.353,0.452,78.0,92.0,93.0,88.0,97.0,101.0,93.0,100.0,96.0,95.0,93.0,81.0,118.0,102.0,107.0,,,,0.101,0.376,,0.324,0.094,0.105,1.22,,-1.42,-1.41,1.14,-1.83,94.7,,89.0,94.5,84.5,77.9,0.37,0.407,0.08,0.167,0.25,0.393,0.231,0.346,0.16,0.235,0.441,0.231,,,,,,,,,,,,,0.1,0.25,0.302,0.274,0.645,0.258,,,,,,,,,,,,
2024/07/07,1:37 PM.,TB,TEX,home,Roof Closed.,74,641793,DH,5,0,1,0,0,0,1,0,0,1,5,.243,.282,.486,.768,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,,0.399,,,0.58,,-0.6,0.45,,,92.4,,,91.6,85.7,,0.265,0.439,0.141,,,,0.245,0.358,0.191,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,0.257,0.427,0.227,,,,,,,,,,,,
2024/07/05,7:07 PM.,TB,TEX,home,Roof Closed.,74,669358,RF,3,0,1,0,0,0,0,0,0,1,0,.250,.294,.531,.825,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,,,,0.479,,0.213,0.205,0.103,0.81,,,-0.08,1.71,2.88,95.6,,88.1,,87.3,83.6,,,,0.169,0.247,0.311,0.252,0.37,0.221,0.115,0.115,0.276,,,,,,,,,,,,,,,,0.164,0.4,0.222,,,,,,,,,,,,
2024/07/03,7:07 PM.,SD,TEX,home,Roof Closed.,74,800049,RF,2,0,0,0,0,0,0,0,0,2,0,.241,.290,.552,.842,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,79.0,84.0,84.0,112.0,103.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,123.0,98.0,108.0,,,,0.041,0.392,,0.337,0.127,0.103,-3.03,,-4.79,1.16,-2.5,-2.61,94.6,,89.9,93.9,86.8,80.7,0.429,0.429,0.083,0.364,0.818,0.083,0.333,0.667,0.134,0.429,0.571,0.35,,,,,,,,,,,,,,,,0.216,0.333,0.25,,,,,,,,,,,,
2024/07/02,7:08 PM.,SD,TEX,home,Roof Closed.,74,656302,DH,4,0,0,0,0,0,0,0,0,1,3,.259,.310,.593,.903,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.435,0.006,0.471,,0.009,0.22,-5.11,,1.98,,-4.13,96.9,91.8,69.7,,87.2,,,,,0.28,0.44,0.286,0.235,0.39,0.203,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,0.2,0.267,0.385,0.159,0.257,0.447,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,
2024/06/30,7:10 PM.,BAL,TEX,away,Partly Cloudy.,93,608344,CF,4,2,2,0,0,2,3,0,1,0,0,.304,.360,.696,1.056,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,75.0,101.0,89.0,85.0,121.0,119.0,86.0,102.0,91.0,0.2,0.264,0.109,0.041,0.252,0.134,-1.16,-0.64,-0.49,-3.18,-0.38,-1.52,91.9,85.9,84.9,91.5,78.1,77.3,0.307,0.485,0.088,0.283,0.424,0.189,0.296,0.592,0.163,0.282,0.474,0.243,0.327,0.551,0.181,,,,,,,,,,,,,0.25,0.438,0.196,,,,,,,,,,,,
2024/06/29,7:16 PM.,BAL,TEX,away,Partly Cloudy.,90,700249,CF,2,1,1,0,0,1,1,0,0,0,1,.263,.300,.421,.721,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,0.084,0.407,0.075,0.13,0.196,0.109,0.56,-3.12,0.86,-0.43,-2.26,-2.05,92.4,88.3,86.1,91.5,82.6,76.3,0.2,0.24,0.103,0.333,0.517,0.269,0.223,0.379,0.185,0.25,0.542,0.235,0.333,0.81,0.288,,,,,,,,,,0.232,0.411,0.276,,,,,,,,,,,,,,,
2024/06/27,6:35 PM.,BAL,TEX,away,Partly Cloudy.,88,669203,LF,4,0,1,0,0,0,0,0,0,2,3,.235,.278,.235,.513,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.215,0.11,,1.37,-0.5,0.7,0.44,0.2,,95.3,89.2,97.0,87.2,80.3,0.235,0.412,0.157,0.2,0.326,0.378,,,,0.194,0.339,0.377,0.251,0.362,0.19,,,,,,,,,,0.125,0.5,0.457,0.196,0.268,0.463,,,,,,,,,,,,
2024/06/26,1:10 PM.,MIL,TEX,away,Partly Cloudy.,83,572971,CF,4,0,1,0,0,0,0,1,0,2,3,.231,.286,.231,.517,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.71,-2.99,1.97,,2.23,,84.6,81.1,88.1,78.6,,0.422,0.667,0.152,,,,,,,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/02,1:40 PM.,MIA,TEX,away,Roof Closed.,72,669432,LF,0,0,0,0,0,0,0,0,0,0,0,.222,.300,.222,.522,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.292,0.492,0.1,,,,0.252,0.467,0.234,0.295,0.396,0.238,,,,,,,,,,,,,,,,0.312,0.506,0.259,,,,,,,,,,,,
2024/05/26,1:11 PM.,MIN,TEX,away,Overcast.,68,641154,RF,1,0,0,0,0,0,0,0,0,0,0,.222,.300,.222,.522,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,0.407,,0.219,0.1,0.201,1.65,,-2.77,-0.84,-1.28,-0.14,95.0,,88.5,94.5,84.5,82.4,0.426,0.639,0.142,0.23,0.446,0.341,0.208,0.352,0.259,0.281,0.359,0.249,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,,,,,,,,,,
2024/05/23,1:45 PM.,PHI,TEX,away,Cloudy.,80,554430,RF,1,0,0,0,0,0,0,0,0,1,1,.250,.333,.250,.583,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.416,0.093,0.125,0.1,,0.88,-0.23,2.68,1.04,-0.98,,95.3,91.1,,94.6,84.9,81.8,0.189,0.259,0.142,0.205,0.397,0.387,0.209,0.395,0.296,,,,0.226,0.371,0.183,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,0.152,0.273,0.335,,,,,,,,,,,,,,,
2024/05/22,6:40 PM.,PHI,TEX,away,Partly Cloudy.,83,592836,RF,4,0,0,0,0,0,0,0,0,1,2,.286,.375,.286,.661,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,95.0,91.0,87.0,0.275,0.126,0.094,0.178,0.108,,-2.65,-4.99,-2.96,2.03,1.99,,91.5,87.3,,91.1,85.1,74.7,0.378,0.684,0.082,0.172,0.31,0.149,0.346,0.615,0.232,,,,0.435,1.087,0.093,108.0,101.0,106.0,0.219,-4.16,86.7,0.38,0.652,0.163,0.157,0.314,0.28,,,,,,,,,,,,,,,
2024/05/21,6:41 PM.,PHI,TEX,away,Partly Cloudy.,81,624133,RF,3,1,2,0,0,0,0,1,1,0,0,.667,.750,.667,1.417,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,93.0,0.315,0.195,0.121,0.001,0.205,0.163,0.67,-1.68,0.84,-4.62,1.02,-0.63,91.8,86.5,80.0,90.8,81.3,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,0.302,0.642,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
