date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FO%,wFO/C,vFO,SV_ba,SV_slg,SV_whiff
2024/09/11,7:10 PM.,CHC,LAD,home,Clear.,70,696136,CF,5,2,2,0,0,2,4,0,0,1,2,.300,.321,.500,.821,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.18,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,0.131,0.448,0.087,0.258,-0.12,-3.86,-4.44,1.18,92.6,82.2,91.7,84.2,0.264,0.425,0.163,0.419,0.677,0.161,0.17,0.358,0.419,,,,0.444,0.889,0.217,,,,78.0,103.0,88.0,,,,0.014,,,-9.26,,,87.5,,,,,,0.667,1.167,0.154,0.667,0.667,0.0,93.0,92.0,90.0,0.061,-5.0,78.4,,,,,,
2024/09/10,7:10 PM.,CHC,LAD,home,Clear.,75,684007,CF,4,2,2,0,0,2,2,0,0,0,0,.293,.316,.427,.743,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.039,0.36,0.77,0.14,0.48,91.7,81.6,88.7,81.6,0.229,0.47,0.176,0.25,0.333,0.37,0.194,0.226,0.333,0.267,0.311,0.347,,,,,,,50.0,107.0,96.0,81.0,106.0,100.0,0.005,0.306,0.0,-6.3,1.39,-76.55,89.8,82.9,53.9,0.204,0.283,0.431,0.444,0.556,0.0,0.333,1.333,0.143,70.0,96.0,97.0,0.032,-0.59,72.7,,,,,,
2024/09/09,7:10 PM.,CHC,LAD,home,Clear.,94,543294,CF,4,0,2,0,0,0,0,1,0,1,0,.282,.307,.338,.645,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,0.355,0.127,,0.387,-1.51,-0.77,,-0.72,87.7,80.9,87.6,,0.237,0.553,0.209,0.333,0.493,0.106,0.267,0.409,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.3,0.244,,,,87.0,109.0,108.0,0.131,0.52,74.3,,,,,,
2024/09/08,1:10 PM.,CLE,LAD,home,Sunny.,103,676440,SS,3,0,1,0,0,0,0,0,1,1,2,.269,.296,.328,.624,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.18,-0.69,-1.41,1.74,0.13,94.6,82.5,93.9,86.2,0.282,0.476,0.213,,,,0.238,0.431,0.291,,,,0.196,0.411,0.299,,,,,,,,,,,,,,,,,,,,,,0.208,0.458,0.184,0.141,0.225,0.368,119.0,109.0,112.0,0.105,-0.9,81.3,,,,,,
2024/09/07,6:09 PM.,CLE,LAD,home,Partly Cloudy.,92,668909,CF,4,1,2,1,0,0,2,1,0,0,1,.266,.284,.328,.612,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,,0.515,0.113,0.054,0.08,,-0.16,-3.82,96.6,89.2,,88.6,0.286,0.421,0.22,,,,0.417,0.833,0.148,,,,0.258,0.387,0.242,,,,98.0,99.0,94.0,,,,0.12,,,0.56,,,91.6,,,,,,0.155,0.31,0.304,0.205,0.333,0.341,121.0,101.0,105.0,0.198,-0.01,79.5,,,,,,
2024/09/06,7:10 PM.,CLE,LAD,home,Clear.,87,571510,CF,4,0,0,0,0,0,0,0,0,0,0,.250,.270,.300,.570,571510,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.1,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,66.0,100.0,91.0,78.0,101.0,90.0,74.0,101.0,98.0,0.102,0.383,0.173,0.262,1.47,-2.47,1.14,0.04,92.0,80.9,91.8,79.5,0.15,0.25,0.246,0.32,0.64,0.071,0.261,0.37,0.352,,,,0.148,0.222,0.449,,,,,,,,,,,,,,,,,,,,,,0.167,0.25,0.474,,,,85.0,100.0,98.0,0.081,1.41,74.1,,,,,,
2024/09/04,6:40 PM.,LAA,LAD,away,Clear.,93,656288,SS,3,0,1,0,0,0,0,0,1,1,1,.268,.288,.321,.609,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.376,0.24,0.267,-0.85,-6.83,-0.91,0.48,93.4,88.6,93.0,87.7,0.251,0.529,0.147,0.429,0.857,0.0,0.259,0.387,0.288,,,,0.284,0.444,0.331,,,,,,,,,,,,,,,,,,,,,,0.271,0.438,0.241,,,,75.0,96.0,96.0,0.107,-0.86,80.6,,,,,,
2024/09/03,6:39 PM.,LAA,LAD,away,Clear.,82,672282,SS,4,1,0,0,0,0,0,0,0,3,0,.264,.273,.321,.594,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,0.468,0.244,0.142,-0.56,,-0.44,-1.18,93.8,84.7,,86.2,0.278,0.508,0.253,,,,0.351,0.544,0.319,,,,0.22,0.39,0.368,,,,,,,,,,,,,,,,,,,,,,0.37,0.804,0.216,,,,89.0,100.0,103.0,0.146,-3.5,75.0,,,,,,
2024/09/02,1:10 PM.,AZ,LAD,away,Roof Closed.,76,593958,CF,5,0,1,0,0,0,1,0,0,1,2,.286,.294,.347,.641,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,0.076,0.44,0.066,0.225,-0.04,-3.84,-0.19,-0.27,92.0,86.7,91.6,83.9,0.257,0.486,0.268,0.318,0.455,0.182,0.269,0.385,0.256,,,,0.167,0.417,0.095,,,,77.0,105.0,97.0,,,,0.193,,,-1.76,,,88.8,,,,,,,,,0.333,0.595,0.133,,,,,,,,,,,,
2024/09/01,1:10 PM.,AZ,LAD,away,Roof Closed.,78,694297,SS,4,1,2,0,0,0,1,0,0,1,1,.295,.304,.364,.668,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.273,0.112,0.37,-0.09,-0.12,0.84,93.8,87.5,93.7,84.8,0.265,0.466,0.224,0.286,0.365,0.119,0.25,0.289,0.312,0.215,0.455,0.362,,,,,,,,,,,,,,0.006,,,0.45,,,89.6,,0.2,0.8,0.0,0.429,0.571,0.295,,,,106.0,102.0,104.0,0.053,-1.37,80.8,,,,,,
2024/08/31,5:10 PM.,AZ,LAD,away,Roof Closed.,78,518876,CF,3,0,2,0,0,0,2,1,0,0,0,.275,.286,.350,.636,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,0.147,0.197,0.118,0.21,-0.76,-3.28,-0.18,4.47,91.9,88.4,92.3,85.6,0.26,0.54,0.204,0.378,0.644,0.086,0.099,0.099,0.315,,,,0.273,0.455,0.394,,,,95.0,103.0,98.0,,,,0.252,,,0.01,,,90.3,,,,,,0.25,0.55,0.205,0.276,0.5,0.109,116.0,108.0,107.0,0.077,-1.78,82.2,,,,,,
2024/08/30,6:41 PM.,AZ,LAD,away,Roof Closed.,78,668678,CF,4,1,1,0,0,0,0,0,0,1,3,.243,.256,.324,.580,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.463,0.087,0.14,-0.55,-1.02,-0.56,0.43,93.7,86.6,94.7,87.0,0.28,0.46,0.133,,,,0.27,0.382,0.265,,,,0.31,0.476,0.337,107.0,108.0,112.0,89.0,87.0,79.0,,,,0.031,,0.277,-0.78,,2.29,90.3,,81.0,,,,0.148,0.23,0.392,0.25,0.625,0.36,,,,,,,,,,,,
2024/08/29,7:09 PM.,BAL,LAD,home,Clear.,71,700249,CF,4,0,2,0,0,0,1,1,0,0,2,.242,.257,.333,.590,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.109,0.56,0.86,-0.43,-2.05,92.4,86.1,91.5,82.6,0.223,0.379,0.185,0.2,0.24,0.103,0.25,0.542,0.235,0.232,0.411,0.276,,,,,,,97.0,94.0,94.0,,,,0.075,,,-3.12,,,88.3,,,,,,0.333,0.517,0.269,0.333,0.81,0.288,93.0,101.0,104.0,0.196,-2.26,76.3,,,,,,
2024/08/28,7:10 PM.,BAL,LAD,home,Clear.,70,669203,CF,3,0,0,0,0,0,0,0,0,0,0,.207,.233,.310,.543,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.11,,-0.5,0.7,0.2,,89.2,97.0,87.2,,,,0.235,0.412,0.157,0.194,0.339,0.377,0.125,0.5,0.457,0.196,0.268,0.463,,,,125.0,105.0,108.0,,,,0.45,,,1.37,,,95.3,,,,,,0.2,0.326,0.378,0.251,0.362,0.19,109.0,101.0,106.0,0.215,0.44,80.3,,,,,,
2024/08/27,7:10 PM.,BAL,LAD,home,Clear.,75,608344,CF,4,1,1,0,1,0,0,0,0,1,0,.231,.259,.346,.605,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,75.0,101.0,89.0,85.0,121.0,119.0,0.2,0.264,0.041,0.134,-1.16,-0.49,-3.18,-1.52,91.9,84.9,91.5,78.1,0.296,0.592,0.163,0.307,0.485,0.088,0.282,0.474,0.243,,,,0.25,0.438,0.196,,,,86.0,102.0,91.0,,,,0.109,,,-0.64,,,85.9,,,,,,0.283,0.424,0.189,0.327,0.551,0.181,102.0,98.0,102.0,0.252,-0.38,77.3,,,,,,
2024/08/25,1:10 PM.,TB,LAD,home,Sunny.,83,682052,SS,3,0,1,0,0,0,0,0,1,0,2,.227,.261,.273,.534,682052,jacoblopez,"Lopez, Ja",Left,Jacob Lopez,TBR,5.23,3.59,10.1,89.0,86.0,86.0,0.768,6.97,6.1,4.35,1.74,0.3,0.345,0.379,0.172,0.31,0.393,80.0,83.0,88.0,93.0,101.0,109.0,,,,80.0,94.0,89.0,,0.421,0.376,0.073,-1.78,,3.45,-1.14,90.6,83.0,,77.9,0.231,0.538,0.125,,,,,,,,,,0.053,0.053,0.355,,,,91.0,99.0,91.0,,,,0.129,,,-3.45,,,87.0,,,,,,,,,0.25,1.0,0.1,,,,,,,,,,,,
2024/08/24,6:10 PM.,TB,LAD,home,Clear.,76,671737,CF,4,0,0,0,0,0,0,0,0,0,2,.211,.211,.263,.474,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,129.0,97.0,102.0,,,,,,,,0.417,,,-0.04,,,,96.4,,,,0.269,0.5,0.21,,,,,,,,,,,,,,,,91.0,100.0,98.0,123.0,102.0,114.0,0.225,0.269,,1.02,0.47,,90.9,90.9,,0.213,0.32,0.33,0.241,0.483,0.346,0.205,0.357,0.324,100.0,91.0,93.0,0.089,-1.5,79.1,,,,,,
2024/08/23,7:10 PM.,TB,LAD,home,Clear.,73,641302,CF,4,2,2,0,0,0,0,0,0,1,1,.267,.267,.333,.600,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.1,4.68,107.2,106.0,94.0,104.0,0.815,7.52,2.01,9.2,1.92,0.62,0.28,0.372,0.155,0.351,0.441,102.0,103.0,103.0,85.0,110.0,103.0,61.0,113.0,105.0,114.0,107.0,109.0,0.131,0.223,0.191,0.137,-0.2,-1.02,1.43,-2.94,89.6,81.3,89.7,77.8,0.232,0.495,0.244,0.288,0.492,0.109,0.339,0.5,0.181,0.227,0.364,0.188,,,,,,,98.0,101.0,99.0,,,,0.318,,,-0.5,,,85.0,,,,,,,,,0.265,0.549,0.216,,,,,,,,,,,,
2024/08/21,7:11 PM.,SEA,LAD,home,Clear.,79,669302,SS,4,0,0,0,0,0,0,0,0,2,2,.182,.182,.273,.455,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,,1.41,0.32,1.72,,96.6,,95.5,88.4,0.204,0.383,0.193,0.286,0.286,0.05,,,,,,,0.21,0.375,0.368,,,,116.0,104.0,103.0,99.0,96.0,104.0,0.106,0.134,,0.14,1.18,,92.3,84.5,,0.101,0.162,0.506,0.181,0.301,0.354,0.247,0.483,0.272,124.0,99.0,107.0,0.118,0.81,83.2,,,,,,
2024/08/20,7:10 PM.,SEA,LAD,home,Clear.,82,682243,SS,4,1,1,1,0,0,0,0,0,2,3,.286,.286,.429,.715,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.184,0.348,0.266,0.248,0.358,0.092,,,,0.24,0.4,0.188,0.243,0.568,0.261,92.0,104.0,111.0,93.0,80.0,85.0,95.0,107.0,111.0,0.023,0.171,0.044,0.14,1.51,-0.4,92.1,84.4,85.0,0.148,0.225,0.29,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,,,,
2024/08/19,7:10 PM.,SEA,LAD,home,Clear.,80,693433,CF,3,0,1,0,0,0,0,1,0,0,0,.333,.333,.333,.666,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
