date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023-06-06,7:05 PM.,OAK,PIT,home,Partly Cloudy.,76,621076,SS,5,1,1,1,0,0,0,0,0,1,2,0.264,0.319,0.455,0.774,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,84.0,108.0,109.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.307,0.061,0.078,-2.81,-0.35,-1.04,-2.75,83.3,92.0,80.8,75.9,0.412,0.529,0.143,0.368,0.737,0.18,0.444,0.778,0.235,0.263,0.4,0.316,76.0,100.0,91.0,0.414,,0.35,,92.3,,0.202,0.384,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,7:06 PM.,OAK,PIT,home,Clear.,73,676664,SS,0,0,0,0,0,0,0,0,0,0,0,0.267,0.325,0.457,0.782,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,,,,93.0,102.0,106.0,0.001,0.346,,0.151,0.63,-0.06,,0.36,84.1,92.1,81.4,,,,,0.277,0.438,0.225,,,,0.21,0.395,0.283,93.0,102.0,96.0,0.501,,-0.84,,93.1,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,11:37 AM.,STL,PIT,home,Partly Cloudy.,73,571945,SS,4,0,0,0,0,0,0,0,0,1,2,0.267,0.325,0.457,0.782,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.198,0.054,-1.61,0.62,-0.92,2.68,84.4,92.7,86.4,75.9,0.34,0.54,0.085,0.182,0.382,0.085,0.261,0.387,0.198,0.245,0.375,0.2239999999999999,74.0,112.0,99.0,0.26,0.002,-0.19,-0.89,93.3,68.1,0.29,0.495,0.1889999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,4:05 PM.,STL,PIT,home,Partly Cloudy.,90,656756,SS,3,0,2,0,0,0,0,0,0,1,0,0.277,0.336,0.475,0.811,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,91.0,99.0,91.0,,,,0.426,,0.222,0.229,1.22,,0.84,0.2,83.5,93.3,,80.5,0.255,0.374,0.141,0.239,0.405,0.392,0.191,0.357,0.371,,,,75.0,95.0,84.0,0.106,,-0.68,,93.4,,0.333,0.5,0.195,,,,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,
2023-06-02,7:06 PM.,STL,PIT,home,Partly Cloudy.,90,656427,SS,5,1,1,1,0,0,0,1,0,1,1,0.265,0.327,0.469,0.796,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.246,,0.033,-2.28,-1.15,,0.86,85.3,90.1,84.2,,0.333,0.333,0.1,0.154,0.154,0.083,0.204,0.372,0.402,0.339,0.558,0.265,98.0,99.0,98.0,0.417,0.194,-0.44,0.23,93.1,76.2,0.29,0.411,0.208,93.0,102.0,108.0,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,,,,,,,,,,,,,,,,,,
2023-05-31,12:45 PM.,SF,PIT,away,Cloudy.,60,622072,SS,1,0,0,0,0,0,0,0,0,1,1,0.269,0.333,0.473,0.806,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,,0.292,0.12,-0.8,,-0.33,85.2,91.5,82.4,,0.234,0.433,0.242,0.273,0.388,0.154,,,,0.288,0.441,0.25,,,,,0.001,,-5.8,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,6:46 PM.,SF,PIT,away,Clear.,60,605154,SS,4,0,0,0,0,0,0,0,0,1,3,0.272,0.337,0.478,0.815,605154,johnbrebbia,Brebbia,Right,John Brebbia,SFG,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,114.0,-42.0,-5.0,,,,,,,108.0,107.0,107.0,,0.539,,0.003,,-0.13,,6.56,89.2,,82.8,,,,,,,,,,,0.227,0.511,0.256,107.0,104.0,104.0,0.458,,1.09,,94.5,,0.2,0.236,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,2:07 PM.,SF,PIT,away,Partly Cloudy.,64,543101,SS,4,0,3,2,0,0,0,0,0,0,0,0.284,0.351,0.5,0.851,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,90.0,106.0,99.0,101.0,97.0,101.0,0.277,0.448,,0.098,-0.66,0.88,,-1.71,86.4,93.1,87.4,,0.283,0.5,0.1119999999999999,0.344,0.5,0.15,0.16,0.28,0.278,0.257,0.429,0.2689999999999999,86.0,88.0,84.0,0.126,0.05,-1.8,-0.59,93.1,82.2,0.306,0.528,0.132,106.0,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-28,1:11 PM.,SEA,PIT,away,Cloudy.,56,594835,SS,1,0,0,0,0,0,0,0,0,0,1,0.262,0.333,0.464,0.797,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,,,,,,,0.002,,0.242,0.302,6.42,,1.1,1.36,79.9,88.8,,79.3,,,,0.222,0.358,0.295,0.294,0.353,0.135,,,,78.0,104.0,96.0,0.366,,-1.28,,89.0,,0.333,0.556,0.124,,,,92.0,104.0,90.0,0.088,-2.98,85.9,0.389,0.667,0.176,,,,,,,,,,,,,,,,,,
2023-05-27,1:11 PM.,SEA,PIT,away,Partly Cloudy.,60,622491,SS,4,0,1,1,0,0,0,0,0,1,1,0.265,0.337,0.47,0.807,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.221,,0.156,0.6,-0.12,,-1.6,88.3,95.9,85.7,,0.239,0.337,0.136,0.28,0.42,0.325,,,,0.234,0.455,0.3779999999999999,95.0,104.0,100.0,0.444,,1.31,,96.3,,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,7:11 PM.,SEA,PIT,away,Clear.,77,669923,SS,5,1,2,1,0,1,1,1,0,1,1,0.266,0.341,0.468,0.809,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.197,,0.018,0.43,1.03,,-5.31,86.6,95.8,86.3,,0.261,0.383,0.131,0.5,0.9,0.125,0.265,0.458,0.159,0.264,0.377,0.22,97.0,111.0,105.0,0.394,0.115,1.34,0.35,96.1,81.8,0.234,0.392,0.28,,,,,,,,,,,,,95.0,103.0,110.0,0.061,1.07,84.9,0.143,0.286,0.357,,,,75.1,0.001,0.26,,,
2023-05-23,6:36 PM.,TEX,PIT,home,Partly Cloudy.,77,543135,SS,3,0,0,0,0,0,0,0,0,0,0,0.257,0.337,0.419,0.756,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,,,,101.0,113.0,109.0,,0.04,0.135,,,-3.23,0.86,,,,83.9,76.0,,,,,,,0.2,0.22,0.417,0.303,0.606,0.1369999999999999,92.0,97.0,93.0,0.372,,0.41,,95.1,,0.234,0.423,0.183,,,,86.0,98.0,92.0,0.176,1.33,90.6,0.238,0.417,0.198,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,,,,
2023-05-22,6:36 PM.,TEX,PIT,home,Partly Cloudy.,77,641540,SS,3,1,2,0,0,1,4,1,1,0,1,0.268,0.35,0.437,0.787,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.234,0.016,0.156,1.37,0.14,-3.56,-0.87,85.7,91.0,82.1,78.1,0.246,0.354,0.08,0.301,0.478,0.258,0.25,0.25,0.5,0.212,0.364,0.345,71.0,96.0,85.0,0.032,0.032,-3.75,-0.43,90.5,77.5,0.294,0.765,0.235,,,,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,,,,,,,,,,,,,,,
2023-05-21,1:36 PM.,AZ,PIT,home,Sunny.,71,518876,SS,3,0,1,1,0,0,2,0,0,0,0,0.25,0.329,0.382,0.711,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.055,0.11,0.231,0.83,-0.64,-0.45,2.43,88.7,92.4,85.5,82.1,0.261,0.378,0.163,0.18,0.234,0.32,0.268,0.411,0.256,0.217,0.391,0.413,78.0,104.0,97.0,0.301,,0.04,,92.2,,0.224,0.489,0.259,,,,87.0,101.0,99.0,0.181,0.88,90.8,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,
2023-05-20,4:07 PM.,AZ,PIT,home,Overcast.,62,694297,SS,3,0,0,0,0,0,0,0,0,1,1,0.246,0.329,0.369,0.698,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,106.0,89.0,97.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.27,0.055,0.122,-0.03,1.21,-1.24,-3.66,86.7,93.1,83.8,78.8,0.313,0.563,0.188,0.4,0.711,0.33,0.294,0.529,0.294,0.18,0.323,0.337,97.0,105.0,102.0,0.454,,-1.63,,93.6,,0.327,0.654,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,6:37 PM.,AZ,PIT,home,Cloudy.,74,668678,2B,4,2,1,0,0,0,0,0,1,0,2,0.258,0.343,0.387,0.73,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.045,,0.139,-3.38,0.34,,1.05,86.8,93.0,87.4,,0.286,0.714,0.125,0.21,0.336,0.314,0.21,0.344,0.405,0.25,0.389,0.265,104.0,104.0,106.0,0.491,0.227,1.59,0.46,93.6,82.5,0.238,0.36,0.192,121.0,104.0,112.0,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,
2023-05-17,1:10 PM.,DET,PIT,away,Sunny.,53,593958,2B,0,0,0,0,0,0,0,0,0,0,0,0.259,0.338,0.397,0.735,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,84.0,117.0,107.0,103.0,107.0,106.0,0.093,0.072,,0.189,1.11,3.12,,0.71,85.9,92.4,84.5,,0.165,0.228,0.135,0.233,0.292,0.317,,,,0.089,0.178,0.395,73.0,101.0,91.0,0.454,,0.65,,92.2,,0.278,0.431,0.222,,,,90.0,101.0,98.0,0.192,0.51,88.8,0.2,0.471,0.1939999999999999,,,,,,,,,,,,,,,,,,
2023-05-16,6:40 PM.,DET,PIT,away,Overcast.,78,547179,SS,4,0,1,0,0,0,0,0,0,1,2,0.259,0.338,0.397,0.735,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.297,0.011,0.216,0.73,0.34,-4.26,0.26,84.5,93.7,84.7,82.3,0.333,0.4,0.038,0.186,0.403,0.314,0.667,1.667,0.182,0.293,0.61,0.214,98.0,100.0,97.0,0.347,,1.17,,94.3,,0.211,0.333,0.171,,,,89.0,75.0,71.0,0.009,-7.35,90.8,0.6,1.2,0.1669999999999999,,,,,,,,,,,,,,,,,,
2023-05-14,1:35 PM.,BAL,PIT,away,Partly Cloudy.,75,502043,SS,2,0,1,0,0,0,0,0,0,0,2,0.259,0.344,0.407,0.751,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.184,0.084,0.17,-0.08,2.01,0.01,-0.29,85.5,91.9,81.6,79.5,0.289,0.459,0.11,0.288,0.453,0.291,0.279,0.419,0.4039999999999999,0.147,0.228,0.471,78.0,96.0,89.0,0.134,,-0.69,,92.1,,0.287,0.55,0.156,,,,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,
2023-05-13,7:06 PM.,BAL,PIT,away,Overcast.,67,669330,SS,1,0,1,1,0,0,0,0,0,0,0,0.25,0.339,0.404,0.743,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,,,,88.0,108.0,103.0,,0.164,0.078,0.185,,1.18,0.41,0.43,85.4,,84.0,74.1,,,,0.196,0.382,0.3279999999999999,0.217,0.348,0.184,0.149,0.23,0.28,84.0,102.0,99.0,0.377,,0.59,,92.5,,0.2,0.467,0.266,,,,85.0,100.0,96.0,0.195,0.67,88.7,0.212,0.537,0.193,,,,,,,,,,,,,,,,,,
2023-05-12,7:06 PM.,BAL,PIT,away,Partly Cloudy.,82,680694,SS,2,0,0,0,0,0,0,0,0,1,1,0.235,0.328,0.373,0.701,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.313,0.173,0.083,1.53,1.77,3.99,-0.36,90.8,95.0,88.1,84.8,0.23,0.367,0.15,0.259,0.37,0.114,0.142,0.165,0.356,0.168,0.272,0.364,101.0,96.0,96.0,0.224,,-1.0,,94.5,,0.366,0.602,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,12:35 PM.,COL,PIT,home,Cloudy.,66,622608,SS,2,1,1,0,0,1,1,0,0,0,1,0.245,0.339,0.388,0.727,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.167,0.458,0.125,0.375,0.475,61.0,112.0,85.0,102.0,75.0,75.0,73.0,101.0,94.0,97.0,97.0,97.0,0.117,0.275,0.017,0.158,2.08,-1.95,0.51,1.79,87.1,92.4,85.7,78.8,0.25,0.25,0.0,0.2,0.2,0.4,,,,0.286,0.429,0.083,80.0,104.0,92.0,0.433,,-3.39,,94.4,,0.25,1.0,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,6:37 PM.,COL,PIT,home,Clear.,72,657756,2B,4,0,1,0,0,0,0,0,0,1,5,0.234,0.333,0.319,0.652,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,,,,93.0,104.0,102.0,,0.305,0.018,0.133,,-2.41,-8.0,0.41,80.6,,85.3,78.7,,,,0.204,0.265,0.2269999999999999,0.5,0.6,0.231,0.313,0.616,0.262,74.0,104.0,93.0,0.544,,-1.53,,92.6,,0.338,0.605,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,3:10 PM.,TOR,PIT,home,Cloudy.,60,579328,SS,0,0,0,0,0,0,0,0,0,0,0,0.233,0.34,0.326,0.666,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,,,,101.0,105.0,108.0,,0.259,0.193,0.097,,1.11,0.24,-1.83,88.7,,88.7,83.1,,,,0.254,0.508,0.193,0.284,0.463,0.307,0.225,0.396,0.302,117.0,99.0,102.0,0.451,,0.05,,95.1,,0.27,0.412,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,6:36 PM.,TOR,PIT,home,Partly Cloudy.,72,621244,SS,4,0,0,0,0,0,0,0,0,1,0,0.233,0.34,0.326,0.666,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,92.0,104.0,99.0,,,,0.315,,0.296,0.185,0.61,,0.31,-0.38,84.1,93.8,,82.6,0.255,0.398,0.131,0.245,0.409,0.33,,,,,,,96.0,103.0,99.0,0.204,,0.72,,94.3,,0.254,0.456,0.276,,,,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023-05-05,6:36 PM.,TOR,PIT,home,Partly Cloudy.,67,605135,SS,2,0,1,0,0,0,0,0,1,0,0,0.256,0.37,0.359,0.729,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,106.0,93.0,102.0,0.393,0.136,0.126,0.065,2.11,-0.72,0.67,1.71,84.1,91.9,75.6,70.7,0.22,0.336,0.144,0.189,0.351,0.1009999999999999,0.192,0.295,0.318,0.227,0.636,0.191,74.0,106.0,98.0,0.093,,-3.9,,92.4,,0.333,0.652,0.206,,,,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,,,,
2023-05-04,1:10 PM.,TB,PIT,away,Dome.,72,621107,SS,3,1,0,0,0,0,0,0,0,2,0,0.243,0.349,0.351,0.7,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,100.0,110.0,107.0,98.0,107.0,105.0,122.0,120.0,127.0,0.319,0.044,0.263,0.051,1.09,0.79,1.27,-0.61,86.4,92.2,80.0,79.1,0.259,0.315,0.129,0.192,0.308,0.283,0.185,0.339,0.349,0.6,0.6,0.5,83.0,123.0,112.0,0.062,,2.53,,92.9,,0.104,0.208,0.32,,,,100.0,106.0,102.0,0.261,-0.01,88.5,0.307,0.588,0.1669999999999999,,,,,,,,,,,,,,,,,,
2023-05-02,6:41 PM.,TB,PIT,away,Dome.,72,642770,2B,1,0,0,0,0,0,0,0,0,0,0,0.265,0.359,0.382,0.741,642770,javyguerra,Guerra,Right,Javy Guerra,- - -,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.356,0.412,,,,,,,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.318,,,-0.96,-1.26,,,,97.4,86.2,,0.333,0.5,0.071,,,,,,,0.4,0.7,0.267,126.0,85.0,90.0,0.351,,0.83,,97.8,,0.179,0.214,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-30,4:01 PM.,WSH,PIT,away,Overcast.,62,680686,SS,4,0,2,0,0,0,1,0,0,0,1,0.273,0.368,0.394,0.762,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,93.0,101.0,90.0,84.0,92.0,96.0,0.176,0.299,0.161,0.016,0.15,-0.07,0.24,0.6,88.6,93.1,85.1,82.2,0.313,0.385,0.138,0.286,0.357,0.1,0.221,0.358,0.349,0.163,0.233,0.429,82.0,91.0,83.0,0.166,,-1.21,,93.5,,0.291,0.557,0.2019999999999999,,,,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,
2023-04-29,1:06 PM.,WSH,PIT,away,Overcast.,60,571578,2B,1,0,0,0,0,0,0,0,0,0,1,0.269,0.367,0.423,0.79,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,86.0,102.0,93.0,84.0,99.0,100.0,0.417,0.35,,0.064,-0.89,-0.51,,-2.07,81.2,92.1,80.5,,0.32,0.463,0.074,0.29,0.645,0.4,,,,0.233,0.461,0.397,65.0,103.0,88.0,0.169,,-0.69,,91.8,,0.327,0.541,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,6:05 PM.,WSH,PIT,away,Cloudy.,69,641771,SS,3,1,0,0,0,0,0,0,1,0,2,0.241,0.353,0.379,0.732,641771,chadkuhl,Kuhl,Right,Chad Kuhl,WSN,8.45,8.79,38.1,93.0,102.0,94.0,0.749,7.28,6.57,11.03,1.88,0.72,0.232,0.432,0.104,0.392,0.405,80.0,84.0,84.0,,,,98.0,85.0,85.0,111.0,100.0,103.0,0.351,0.435,,0.043,-3.38,0.21,,-3.85,87.0,94.0,85.5,,0.459,0.703,0.17,0.5,0.75,0.125,0.375,0.75,0.222,0.235,0.482,0.346,79.0,83.0,78.0,0.075,0.096,-2.3,-4.37,92.2,78.7,0.25,0.375,0.095,105.0,100.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,12:36 PM.,LAD,PIT,home,Sunny.,60,628711,2B,4,1,1,0,0,0,0,0,0,0,0,0.28,0.357,0.44,0.797,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,,,,,,,,,0.3,0.157,,,0.84,-3.03,86.1,,,79.2,,,,0.296,0.593,0.299,,,,,,,90.0,101.0,98.0,0.451,,0.02,,92.7,,0.267,0.503,0.218,,,,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,,,,,,,,,,0.233,0.457,0.2289999999999999,,,,,,
2023-04-26,6:36 PM.,LAD,PIT,home,Clear.,61,664062,2B,0,1,0,0,0,0,0,0,0,0,0,0.286,0.375,0.476,0.851,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,,,,90.0,103.0,108.0,,0.183,0.151,,,-0.82,-2.12,,,,86.8,80.9,,,,,,,0.313,0.656,0.209,0.268,0.439,0.253,80.0,99.0,91.0,0.395,,1.42,,92.4,,0.221,0.436,0.157,,,,,,,,,,,,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.315,0.27,,,,,,,,,
