date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023-06-11,1:36 PM.,ATL,WSH,away,Overcast.,73,693821,LF,4,0,1,0,0,0,0,0,0,1,0,0.259,0.305,0.426,0.731,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,0.137,-1.13,,0.01,0.97,1.3,90.7,,85.0,89.5,82.7,0.286,0.495,0.1939999999999999,,,,0.21,0.393,0.337,0.188,0.235,0.236,,,,,,,,,,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:22 PM.,ATL,WSH,away,Clear.,83,700363,LF,3,0,1,0,0,0,0,0,0,0,1,0.26,0.309,0.44,0.749,700363,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,ATL,4.26,3.79,25.1,93.0,88.0,91.0,0.801,7.11,3.91,6.04,2.49,0.68,0.274,0.425,0.164,0.329,0.394,74.0,105.0,106.0,90.0,95.0,90.0,,,,91.0,80.0,83.0,,,,,0.54,,0.233,0.106,0.48,,,-0.4,4.57,94.5,,86.1,,84.9,0.196,0.482,0.12,,,,0.133,0.333,0.351,0.0,0.0,0.5,84.0,96.0,96.0,0.121,-3.2,76.8,0.364,0.636,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,7:05 PM.,AZ,WSH,home,Partly Cloudy.,77,605200,LF,3,0,0,0,0,0,0,0,0,1,3,0.255,0.308,0.447,0.755,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,73.0,93.0,88.0,0.325,0.226,0.113,0.027,0.248,-0.05,0.13,-1.5,-1.83,-1.19,89.3,87.5,80.7,89.6,80.8,0.21,0.355,0.181,0.3,0.3,0.145,0.25,0.5,0.1669999999999999,0.275,0.477,0.372,89.0,99.0,100.0,0.061,-0.55,77.0,0.188,0.5,0.2,0.381,0.552,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,7:05 PM.,AZ,WSH,home,Cloudy.,80,674072,LF,2,0,0,0,0,0,0,0,0,1,2,0.273,0.327,0.477,0.804,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,,,,0.49,,0.127,0.193,-0.88,,,2.53,-0.09,90.7,,84.0,,83.1,0.292,0.523,0.155,,,,0.158,0.281,0.287,0.278,0.444,0.331,95.0,101.0,102.0,0.191,0.71,79.1,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,4:05 PM.,PHI,WSH,home,Cloudy.,79,621381,LF,2,0,1,0,0,0,0,0,0,0,1,0.286,0.34,0.5,0.84,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,86.5,93.2,83.1,0.186,0.371,0.311,0.296,0.556,0.25,0.133,0.256,0.3429999999999999,,,,,,,,,,,,,0.344,0.459,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,7:06 PM.,PHI,WSH,home,Partly Cloudy.,90,554430,LF,3,0,1,0,0,0,1,0,0,0,1,0.275,0.333,0.5,0.833,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.144,0.123,0.004,1.69,-0.63,1.62,0.36,-6.22,95.8,90.9,90.8,95.2,84.4,0.199,0.333,0.314,0.27,0.426,0.228,0.198,0.36,0.392,,,,116.0,105.0,114.0,0.115,-1.61,81.4,0.264,0.473,0.33,0.252,0.308,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,1:10 PM.,LAD,WSH,away,Cloudy.,65,592789,LF,3,0,0,0,0,0,0,0,1,1,3,0.27,0.341,0.514,0.855,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,0.261,0.181,0.126,0.067,0.222,0.68,-0.49,-1.16,-2.33,-2.71,92.2,89.5,87.3,92.3,85.0,0.208,0.354,0.182,0.333,0.489,0.1889999999999999,0.24,0.72,0.083,0.286,0.571,0.218,95.0,104.0,107.0,0.141,-0.93,77.9,0.233,0.512,0.22,0.363,0.593,0.138,,,,43.0,87.0,84.0,0.003,,1.25,,87.7,,,,,,,,,,,,,,,,
2023-05-30,7:10 PM.,LAD,WSH,away,Partly Cloudy.,64,664062,DH,4,0,0,0,0,0,0,0,0,1,3,0.294,0.351,0.559,0.91,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,,,,90.0,103.0,108.0,,,,,0.395,,0.183,,1.42,,,-0.82,,92.4,,,,86.8,0.221,0.436,0.157,,,,0.268,0.439,0.253,,,,107.0,83.0,90.0,0.151,-2.12,80.9,0.313,0.656,0.209,,,,,,,120.0,98.0,106.0,0.272,,0.21,,83.0,,0.181,0.315,0.27,,,,,,,,,,,,
2023-05-29,6:10 PM.,LAD,WSH,away,Partly Cloudy.,66,676272,LF,3,0,1,1,0,0,0,0,1,0,1,0.333,0.394,0.633,1.027,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,0.192,0.289,,0.174,0.16,1.2,,1.75,-1.0,0.6,99.0,,88.2,98.8,89.7,0.258,0.367,0.206,,,,0.5,0.75,0.25,0.133,0.307,0.3989999999999999,115.0,100.0,110.0,0.185,1.25,80.6,0.184,0.303,0.36,0.258,0.382,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,3:10 PM.,KC,WSH,away,Sunny.,78,663903,LF,4,1,2,1,0,0,1,0,0,1,3,0.333,0.379,0.63,1.009,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,,,,0.51,0.002,,0.426,0.063,-2.24,,-1.24,0.01,-0.3,90.9,,87.7,92.1,84.0,,,,,,,0.0,0.0,0.6,0.265,0.353,0.104,,,,,,,,,,0.339,0.555,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,7:10 PM.,KC,WSH,away,Clear.,79,543475,LF,3,1,1,0,0,1,3,0,1,0,1,0.304,0.36,0.609,0.969,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.109,1.11,-0.94,-0.01,-1.31,-1.66,91.2,86.8,85.5,90.5,80.2,0.227,0.444,0.154,0.314,0.725,0.19,0.28,0.543,0.249,0.26,0.481,0.257,95.0,97.0,99.0,0.131,-1.6,79.4,0.238,0.476,0.2189999999999999,0.248,0.457,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,4:05 PM.,SD,WSH,home,Sunny.,70,605483,LF,1,1,1,0,0,0,1,0,0,0,0,0.3,0.333,0.5,0.833,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.184,0.07,,,0.68,2.65,95.5,,86.7,,88.4,0.255,0.389,0.195,,,,0.123,0.26,0.536,0.185,0.266,0.4679999999999999,106.0,102.0,110.0,0.198,2.55,81.0,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,7:05 PM.,SD,WSH,home,Partly Cloudy.,70,506433,LF,4,0,1,0,0,0,0,0,0,1,3,0.263,0.3,0.474,0.774,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,93.0,95.0,99.0,0.186,0.167,0.089,0.363,0.001,-1.74,2.4,0.46,-0.68,-1.35,94.7,90.9,82.3,94.3,84.0,0.253,0.538,0.159,0.2,0.32,0.196,0.432,0.703,0.244,,,,97.0,94.0,104.0,0.051,1.37,72.3,0.13,0.203,0.391,0.319,0.418,0.157,105.0,111.0,112.0,95.0,104.0,100.0,0.077,0.066,1.21,3.06,89.2,79.3,0.167,0.217,0.4,,,,,,,,,,,,
2023-05-20,4:05 PM.,DET,WSH,home,Partly Cloudy.,78,656412,LF,3,1,1,1,0,0,0,0,0,1,0,0.267,0.313,0.533,0.846,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,87.0,104.0,96.0,,,,103.0,105.0,108.0,,,,,0.485,,0.381,0.133,0.89,,,0.65,-0.75,92.9,,85.9,,82.3,0.2,0.438,0.124,,,,0.192,0.364,0.413,0.222,0.417,0.1689999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,7:05 PM.,DET,WSH,home,Partly Cloudy.,72,571510,LF,1,0,0,0,0,0,0,0,0,1,1,0.25,0.308,0.5,0.808,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,0.07,0.386,,0.284,0.186,-0.64,,2.52,0.57,0.56,91.4,,80.2,90.8,79.6,0.281,0.509,0.295,,,,0.203,0.338,0.305,0.245,0.367,0.389,90.0,87.0,92.0,0.074,-2.52,73.8,0.4,1.0,0.182,0.207,0.207,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18,1:10 PM.,MIA,WSH,away,Roof Closed.,72,691587,DH,4,0,1,0,0,0,1,0,0,1,0,0.273,0.333,0.545,0.878,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.454,,0.308,0.098,-0.47,,,0.99,0.99,97.5,,89.7,,86.4,0.289,0.585,0.187,,,,0.183,0.365,0.477,0.045,0.045,0.462,91.0,95.0,99.0,0.14,1.89,81.2,0.098,0.171,0.5429999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,6:41 PM.,MIA,WSH,away,Roof Closed.,72,665795,DH,4,2,2,0,0,1,2,0,0,0,2,0.286,0.375,0.714,1.089,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,,,,0.093,0.279,,0.081,0.314,0.19,,-0.3,-0.71,1.29,96.2,,92.9,96.1,88.2,0.211,0.366,0.191,,,,0.222,0.444,0.306,0.186,0.3,0.363,109.0,102.0,103.0,0.234,-0.37,84.6,0.24,0.38,0.38,0.28,0.44,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,4:05 PM.,ATL,WSH,home,Partly Cloudy.,73,675911,LF,2,0,0,0,0,0,0,0,1,2,1,0.0,0.25,0.0,0.25,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,0.073,0.4,,,1.67,0.97,97.2,,87.0,,85.6,0.256,0.431,0.287,,,,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,1:06 PM.,ATL,WSH,home,Sunny.,45,608331,LF,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,,,,0.117,0.332,0.044,0.11,0.165,0.71,1.44,-0.71,-0.19,1.75,94.0,87.5,86.2,93.5,83.6,0.291,0.418,0.177,0.091,0.364,0.19,0.4,0.9,0.275,0.232,0.286,0.377,114.0,98.0,106.0,0.231,2.64,74.2,0.109,0.109,0.391,0.302,0.395,0.2319999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,12:04 PM.,NYY,WSH,home,Partly Cloudy.,55,641482,DH,1,0,0,0,0,0,1,0,0,0,0,0.196,0.25,0.255,0.505,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.288,0.158,0.028,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,83.4,89.3,76.9,0.213,0.352,0.249,0.26,0.545,0.206,0.2,0.2,0.429,0.5,0.6,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
