date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,KN%,wSI/C,wKC/C,wKN/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba,ST_slg,ST_whiff
2024-04-12,7:12 PM.,BOS,LAA,away,Partly Cloudy.,54,656557,CF,5,1,1,0,0,0,0,0,0,2,5,0.306,0.382,0.735,1.117,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,,0.414,,,0.54,,,,83.2,,,,,,,,,,,,,,,,,,,95.0,93.0,93.0,116.0,103.0,109.0,0.015,0.248,-0.95,1.74,87.1,88.4,0.195,0.265,0.208,0.2,0.4,0.235,,93.0,102.0,97.0,0.324,,,0.67,,,93.5,,0.27,0.325,0.142,,,,,,,0.23,0.357,0.302
2024-04-10,1:08 PM.,TB,LAA,home,Sunny.,80,641793,DH,3,0,2,1,0,0,0,0,1,0,0,0.318,0.4,0.795,1.195,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,102.0,99.0,98.0,0.221,0.399,,0.58,0.45,,92.4,,85.7,0.245,0.358,0.191,,,,0.257,0.427,0.227,,,,,,,,,,,,,104.0,106.0,112.0,,0.232,,-0.84,,83.0,0.258,0.423,0.344,,,,,67.0,103.0,91.0,0.148,,,-0.6,,,91.6,,0.265,0.439,0.141,,,,,,,0.406,0.594,0.115
2024-04-09,6:38 PM.,TB,LAA,home,Clear.,77,650644,CF,4,1,1,0,0,1,2,0,0,0,1,0.293,0.37,0.78,1.15,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,152.0,101.0,112.0,0.099,0.163,,-1.7,-1.03,,92.0,,80.5,0.294,0.49,0.095,,,,0.25,0.375,0.438,104.0,104.0,109.0,0.156,-1.36,77.1,0.25,0.479,0.275,91.0,100.0,101.0,57.0,96.0,102.0,0.322,0.02,1.08,-4.86,88.1,85.6,0.375,0.625,0.261,0.232,0.394,0.233,,71.0,93.0,83.0,0.24,,,0.06,,,92.6,,0.241,0.421,0.158,,,,,,,0.267,0.467,0.272
2024-04-08,6:38 PM.,TB,LAA,home,Clear.,70,621107,CF,5,2,3,0,1,1,2,0,0,0,2,0.297,0.381,0.757,1.138,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,122.0,107.0,113.0,0.09,0.097,0.061,-0.64,0.46,0.21,92.4,85.6,79.7,0.236,0.418,0.248,0.188,0.354,0.105,,,,108.0,112.0,108.0,0.188,-1.27,78.8,0.291,0.472,0.333,85.0,105.0,98.0,,,,0.282,,1.54,,88.2,,,,,0.214,0.345,0.223,,91.0,109.0,105.0,0.282,,,0.0,,,91.7,,0.293,0.404,0.133,,,,,,,0.236,0.473,0.203
2024-04-07,1:08 PM.,BOS,LAA,home,Partly Cloudy.,66,656557,CF,2,1,1,0,0,1,1,1,1,0,0,0.25,0.351,0.625,0.976,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,,0.414,,,0.54,,,,83.2,,,,,,,,,,,,,,,,,,,95.0,93.0,93.0,116.0,103.0,109.0,0.015,0.248,-0.95,1.74,87.1,88.4,0.195,0.265,0.208,0.2,0.4,0.235,,93.0,102.0,97.0,0.324,,,0.67,,,93.5,,0.27,0.325,0.142,,,,,,,0.23,0.357,0.302
2024-04-06,6:38 PM.,BOS,LAA,home,Clear.,61,676477,CF,3,0,0,0,0,0,0,0,1,1,5,0.233,0.303,0.533,0.836,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,143.0,108.0,112.0,,0.296,0.283,,2.3,1.81,,84.4,82.4,,,,0.174,0.217,0.204,0.091,0.091,0.103,,,,,,,,,,77.0,96.0,93.0,,,,0.193,,-1.84,,86.6,,,,,0.308,0.692,0.207,,101.0,97.0,91.0,0.227,,,-0.25,,,93.4,,0.333,0.4,0.167,,,,,,,0.0,0.0,0.125
2024-04-05,7:06 PM.,BOS,LAA,home,Partly Cloudy.,54,676710,CF,5,0,1,0,0,0,0,0,0,1,3,0.259,0.31,0.593,0.903,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,100.0,99.0,102.0,0.337,0.185,,-0.43,-0.56,,92.6,,80.8,0.255,0.5,0.198,,,,,,,,,,,,,0.143,0.171,0.219,114.0,104.0,104.0,87.0,102.0,106.0,0.32,0.086,0.55,0.47,87.5,82.4,0.192,0.26,0.404,0.216,0.418,0.265,,,,,,0.072,,,1.14,,,77.3,,,,,,,98.0,97.0,99.0,0.222,0.437,0.263
2024-04-03,1:10 PM.,MIA,LAA,away,Roof Closed.,72,640462,DH,4,1,1,0,0,0,0,0,1,0,3,0.273,0.333,0.682,1.015,640462,ajpuk,Puk,Left,A.J. Puk,- - -,3.15,2.72,71.1,103.0,115.0,106.0,0.709,11.1,3.53,6.43,0.63,0.9,0.227,0.381,0.216,0.278,0.462,118.0,111.0,110.0,125.0,105.0,108.0,102.0,103.0,110.0,0.429,0.38,0.014,2.5,0.1,-1.95,95.6,90.3,83.8,0.145,0.197,0.314,0.4,0.4,0.4,0.161,0.306,0.478,,,,,,,,,,,,,115.0,103.0,113.0,,0.026,,-4.04,,84.4,0.444,0.667,0.111,,,,,109.0,95.0,96.0,0.151,,,-0.18,,,94.7,,0.286,0.457,0.13,,,,,,,0.235,0.559,0.265
2024-04-02,6:41 PM.,MIA,LAA,away,Partly Cloudy.,79,666200,CF,4,0,1,0,0,0,0,1,0,0,0,0.278,0.316,0.778,1.094,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,88.0,97.0,95.0,98.0,100.0,95.0,97.0,98.0,108.0,0.394,0.292,0.229,-0.64,0.14,1.58,95.2,86.3,83.5,0.28,0.484,0.111,0.207,0.328,0.407,0.2,0.347,0.48,31.0,40.0,52.0,0.002,-3.5,81.6,,,,,,,,,,,,,,,,,,,,,,,87.0,90.0,88.0,0.083,,,-0.77,,,94.6,,0.381,0.571,0.125,,,,,,,,,
2024-04-01,6:42 PM.,MIA,LAA,away,Partly Cloudy.,77,676974,CF,4,2,2,0,0,2,2,0,1,1,1,0.286,0.333,0.929,1.262,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,83.0,97.0,94.0,119.0,103.0,115.0,0.394,0.407,0.179,-2.29,-0.21,-2.48,94.1,86.7,88.2,0.33,0.648,0.139,0.233,0.6,0.235,0.24,0.471,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,92.0,82.0,0.021,,,-1.39,,,92.7,,,,,,,,,,,,,
2024-03-31,1:37 PM.,BAL,LAA,away,Cloudy.,65,669330,CF,4,0,0,0,0,0,0,0,0,3,1,0.2,0.2,0.5,0.7,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.64,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,116.0,93.0,99.0,96.0,124.0,99.0,91.0,0.344,0.104,0.189,-2.83,-6.34,2.88,92.5,85.8,84.3,0.32,0.72,0.196,0.143,0.143,0.28,0.5,0.833,0.286,99.0,105.0,99.0,0.185,1.94,76.1,0.2,0.2,0.417,105.0,106.0,96.0,,,,0.178,,-1.33,,88.1,,,,,0.333,0.667,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,4:07 PM.,BAL,LAA,away,Cloudy.,68,680570,CF,3,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.833,1.166,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,113.0,102.0,106.0,118.0,101.0,108.0,0.465,0.158,0.21,-0.38,-0.96,1.63,96.1,83.1,86.5,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,114.0,103.0,107.0,0.155,0.29,81.3,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,133.0,102.0,111.0,0.012,,,5.3,,,96.1,,0.167,0.333,0.294,,,,,,,,,
2024-03-28,3:14 PM.,BAL,LAA,away,Cloudy.,54,669203,CF,3,1,1,0,0,1,1,0,0,1,1,0.333,0.333,1.333,1.666,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,0.146,0.11,,0.7,0.2,,89.2,87.2,,,,0.194,0.339,0.377,0.196,0.268,0.463,109.0,101.0,106.0,0.215,0.44,80.3,0.2,0.326,0.378,125.0,105.0,108.0,,,,0.45,,1.37,,95.3,,,,,0.251,0.362,0.19,,104.0,95.0,89.0,0.078,,,-0.5,,,97.0,,0.235,0.412,0.157,,,,,,,0.125,0.5,0.457
