date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-30,1:08 PM.,LAA,DET,away,Partly Cloudy.,87,542881,SS,4,0,0,0,0,0,0,0,0,2,1,0.129,0.229,0.129,0.358,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,80.0,141.0,142.0,0.396,0.013,0.001,0.371,-0.73,-0.06,-3.14,1.32,89.4,78.9,81.3,71.6,0.272,0.494,0.183,0.185,0.259,0.396,0.0,0.0,0.357,,,,66.0,95.0,83.0,99.0,100.0,96.0,0.033,0.185,-0.41,-3.87,84.3,88.1,0.261,0.696,0.152,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,,,,
2024-06-28,6:38 PM.,LAA,DET,away,Clear.,76,668676,SS,3,1,1,0,0,0,0,0,0,2,1,0.148,0.258,0.148,0.406,668676,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.44,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,55.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.74,-1.46,-5.16,0.77,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.111,0.111,0.19,0.25,0.5,0.423,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,1:10 PM.,PHI,DET,home,Cloudy.,80,605513,SS,1,0,0,0,0,0,0,0,1,0,0,0.167,0.286,0.167,0.453,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,127.0,97.0,102.0,0.348,0.385,0.09,0.053,-0.44,1.98,2.0,1.35,92.0,87.7,83.9,78.8,0.28,0.453,0.162,0.0,0.0,0.167,0.071,0.071,0.4,0.067,0.067,0.594,88.0,99.0,93.0,,,,0.123,,,-1.59,,93.2,0.238,0.667,0.111,,,,,,,,,,,,,,,,,,,0.145,0.226,0.308,,,
2024-06-25,6:40 PM.,PHI,DET,home,Partly Cloudy.,84,624133,SS,2,1,1,0,0,0,0,2,1,0,2,0.13,0.231,0.13,0.361,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,0.195,0.001,0.205,0.163,0.67,-4.62,1.02,-0.63,91.8,80.0,81.3,74.4,0.224,0.327,0.18,0.229,0.323,0.35,,,,0.189,0.342,0.339,87.0,106.0,104.0,101.0,98.0,93.0,0.315,0.121,-1.68,0.84,86.5,90.8,0.27,0.381,0.101,0.302,0.642,0.162,,,,,,,,,,,,,,,,,,,,,
2024-06-23,1:40 PM.,CWS,DET,home,Partly Cloudy.,84,686563,3B,1,0,0,0,0,0,0,0,0,1,2,0.095,0.174,0.095,0.269,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,,,,73.0,104.0,97.0,117.0,100.0,107.0,0.123,0.218,,0.187,-1.13,-1.39,,-0.22,94.3,85.7,81.9,,0.25,0.411,0.252,0.248,0.394,0.269,,,,,,,86.0,100.0,93.0,79.0,101.0,93.0,0.28,0.192,0.39,0.44,90.2,93.3,0.287,0.449,0.132,0.263,0.45,0.191,,,,,,,,,,,,,,,,0.255,0.489,0.282,,,
2024-06-22,1:12 PM.,CWS,DET,home,Partly Cloudy.,91,689672,SS,3,0,0,0,0,0,0,0,0,2,1,0.1,0.182,0.1,0.282,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,89.0,106.0,103.0,,,,63.0,95.0,82.0,99.0,99.0,102.0,0.322,0.184,,0.355,-1.43,-1.97,,1.65,91.0,81.6,81.2,,0.245,0.566,0.077,0.164,0.311,0.379,0.333,0.5,0.28,,,,,,,83.0,94.0,88.0,,0.139,-0.44,,86.3,,,,,0.182,0.409,0.071,,,,,,,,,,,,,,,,0.0,0.0,0.25,,,
2024-06-21,6:40 PM.,CWS,DET,home,Clear.,85,607200,SS,3,0,0,0,0,0,0,0,0,1,0,0.118,0.211,0.118,0.329,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,126.0,101.0,106.0,0.003,0.202,,0.164,-6.18,1.28,,-0.54,92.9,87.7,83.5,,0.5,0.5,0.0,0.228,0.351,0.165,,,,,,,76.0,105.0,93.0,78.0,104.0,97.0,0.308,0.323,0.43,0.59,89.9,93.0,0.25,0.358,0.202,0.262,0.47,0.232,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,
2024-06-19,12:21 PM.,ATL,DET,away,Partly Cloudy.,80,625643,SS,2,0,0,0,0,0,0,0,0,0,0,0.143,0.25,0.143,0.393,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.263,0.737,0.349,0.168,0.257,0.443,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-17,7:20 PM.,ATL,DET,away,Partly Cloudy.,89,608331,SS,3,0,0,0,0,0,0,0,0,1,0,0.167,0.286,0.167,0.453,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,0.327,0.115,0.21,0.136,0.63,0.5,1.39,1.7,93.9,85.7,82.1,74.6,0.266,0.36,0.182,0.196,0.283,0.251,0.22,0.293,0.297,0.154,0.285,0.371,90.0,98.0,94.0,93.0,96.0,94.0,0.158,0.054,-1.33,1.47,88.5,93.6,0.265,0.299,0.137,0.286,0.476,0.286,,,,,,,,,,,,,,,,0.167,0.2,0.358,,,
2024-06-15,3:10 PM.,HOU,DET,away,Roof Closed.,73,681293,SS,1,0,0,0,0,0,0,0,1,1,0,0.222,0.364,0.222,0.586,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,117.0,93.0,101.0,0.41,0.108,0.2,0.086,-1.33,0.99,0.8,-2.52,94.1,85.5,80.8,78.4,0.303,0.528,0.198,0.395,0.512,0.378,,,,0.171,0.282,0.424,,,,66.0,98.0,96.0,,0.196,0.57,,88.2,,,,,0.248,0.444,0.228,,,,,,,,,,,,,,,,0.113,0.226,0.386,,,
2024-06-14,7:10 PM.,HOU,DET,away,Roof Closed.,73,686613,SS,2,0,0,0,0,0,0,0,0,1,0,0.25,0.333,0.25,0.583,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,110.0,103.0,107.0,0.347,0.051,,0.126,0.16,1.7,,0.95,96.0,88.4,89.1,,0.244,0.413,0.288,0.221,0.26,0.296,0.2,0.2,0.236,0.237,0.421,0.305,93.0,102.0,98.0,90.0,103.0,101.0,0.182,0.17,0.14,0.92,92.4,95.6,0.275,0.321,0.161,0.23,0.363,0.216,127.0,100.0,106.0,,,,,0.125,,-0.79,,82.9,,,,,,,,,
2024-06-13,1:09 PM.,WSH,DET,home,Sunny.,85,571578,SS,4,2,2,0,0,0,0,0,0,0,0,0.333,0.429,0.333,0.762,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,88.0,97.0,97.0,0.076,0.343,0.016,0.034,-1.46,0.41,-2.3,-5.53,91.3,81.0,80.0,70.0,0.311,0.578,0.133,0.409,0.773,0.279,0.216,0.335,0.354,0.5,1.25,0.526,71.0,103.0,92.0,76.0,107.0,98.0,0.338,0.192,-0.37,-1.9,85.7,91.5,0.339,0.567,0.091,0.301,0.434,0.223,,,,,,,,0.001,,4.71,,63.2,,,,,,,,,
2024-06-12,6:40 PM.,WSH,DET,home,Clear.,84,663623,SS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,110.0,115.0,117.0,0.379,0.003,0.313,0.035,0.44,-14.34,0.24,1.34,93.9,88.4,85.9,81.1,0.204,0.381,0.235,0.125,0.125,0.349,,,,0.226,0.42,0.251,97.0,102.0,102.0,78.0,102.0,93.0,0.205,0.065,0.06,-0.64,89.9,93.3,0.325,0.497,0.149,0.283,0.522,0.204,,,,,,,,,,,,,,,,,,,,,
2024-06-11,6:42 PM.,WSH,DET,home,Partly Cloudy.,72,680730,SS,2,1,0,0,0,0,0,0,1,1,2,0.0,0.333,0.0,0.333,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,0.486,0.098,0.225,,0.07,-0.73,0.47,,92.5,,84.5,80.5,0.276,0.425,0.12,,,,0.238,0.429,0.364,0.252,0.36,0.263,,,,,,,,,,,,,,,,,,,,,,89.0,94.0,94.0,0.191,,-0.6,,85.6,,0.233,0.4,0.372,,,,,,
