date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC
2024-08-15,6:41 PM.,WSH,PHI,home,Partly Cloudy.,84,680730,1B,5,3,4,1,1,1,1,0,0,1,2,0.342,0.35,0.684,1.034,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,0.486,0.098,0.225,,0.07,-0.73,0.47,,92.5,,84.5,80.5,0.276,0.425,0.12,0.252,0.36,0.263,0.238,0.429,0.364,,,,,,,,,,,,,,,,,,,,,,,,,89.0,94.0,94.0,0.191,-0.6,85.6,,,,0.233,0.4,0.372,,,
2024-08-08,6:40 PM.,AZ,PHI,away,Roof Closed.,78,656756,LF,4,1,2,1,0,0,1,0,0,2,3,0.273,0.286,0.485,0.771,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,66.0,98.0,89.0,104.0,95.0,90.0,0.173,0.018,0.307,0.193,-0.02,3.84,-0.83,-1.92,92.1,83.1,84.2,79.2,0.284,0.375,0.184,0.27,0.453,0.353,0.0,0.0,0.5,0.321,0.593,0.386,89.0,95.0,93.0,0.308,-2.11,91.8,0.374,0.577,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,6:41 PM.,SEA,PHI,away,Clear.,77,693433,LF,1,0,1,0,0,0,1,0,0,0,0,0.241,0.258,0.448,0.706,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,113.0,101.0,107.0,0.489,0.187,,0.094,1.44,1.23,,0.0,94.8,89.6,84.2,,0.218,0.355,0.273,,,,0.265,0.529,0.241,0.186,0.373,0.207,116.0,109.0,109.0,0.23,1.85,94.7,0.234,0.315,0.097,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,,,,
2024-07-31,12:38 PM.,NYY,PHI,home,Partly Cloudy.,87,641482,2B,2,1,1,0,0,1,1,0,0,1,0,0.214,0.233,0.429,0.662,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,99.0,98.0,101.0,0.442,0.168,,0.097,0.25,-1.27,,-0.89,92.1,83.6,78.2,,0.235,0.443,0.215,,,,0.364,0.727,0.167,0.226,0.369,0.326,86.0,116.0,113.0,0.014,1.37,90.3,0.143,0.143,0.316,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,,,,,,,,,,0.284,0.511,0.25,,,,,,
2024-07-30,6:42 PM.,NYY,PHI,home,Partly Cloudy.,83,701542,PH,1,0,0,0,0,0,0,0,0,1,1,0.192,0.214,0.308,0.522,701542,willwarren,"Warren, W",Right,Will Warren,NYY,10.32,4.52,22.2,99.0,102.0,104.0,0.756,11.51,3.97,13.1,1.99,0.86,0.174,0.406,0.116,0.362,0.376,90.0,101.0,107.0,,,,92.0,102.0,101.0,126.0,88.0,98.0,0.306,0.264,,0.122,1.94,-2.61,,-6.86,93.8,86.3,83.1,,0.074,0.222,0.246,,,,,,,0.545,1.0,0.32,93.0,104.0,108.0,0.264,-4.69,93.1,0.485,0.818,0.164,112.0,117.0,129.0,0.044,-5.11,86.4,0.5,0.5,0.333,,,,,,,,,,0.3,0.6,0.371,,,,,,
2024-07-29,6:41 PM.,NYY,PHI,home,Partly Cloudy.,86,661563,PH,1,0,0,0,0,0,0,0,0,0,0,0.2,0.222,0.32,0.542,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,,0.253,0.06,1.37,,0.37,96.6,91.6,87.5,,0.205,0.395,0.285,,,,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,6:42 PM.,CLE,PHI,home,Partly Cloudy.,83,594902,LF,2,0,0,0,0,0,0,0,0,1,2,0.208,0.231,0.333,0.564,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,105.0,102.0,101.0,0.314,0.218,0.088,0.091,-0.21,-0.01,-0.11,-0.79,89.9,83.9,79.4,76.9,0.268,0.504,0.166,0.206,0.365,0.18,0.238,0.476,0.419,0.279,0.382,0.185,57.0,108.0,94.0,0.29,0.56,90.4,0.227,0.392,0.133,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241,,,,,,
2024-07-23,6:41 PM.,MIN,PHI,away,Partly Cloudy.,75,680573,LF,1,0,0,0,0,0,0,0,0,0,1,0.227,0.25,0.364,0.614,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,0.403,0.312,0.093,0.193,0.82,0.76,1.68,-3.33,93.1,82.8,86.4,76.1,0.258,0.356,0.219,0.186,0.326,0.221,0.214,0.313,0.239,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,8:11 PM.,MIN,PHI,away,Overcast.,75,641927,LF,3,0,0,0,0,0,0,0,0,1,1,0.238,0.261,0.381,0.642,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,0.381,0.118,0.011,0.294,-0.01,2.03,4.57,1.98,91.7,83.4,80.3,76.0,0.258,0.506,0.222,0.0,0.0,0.375,0.095,0.162,0.307,0.154,0.285,0.395,,,,,,,,,,84.0,104.0,100.0,0.195,-0.86,86.2,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,
2024-07-21,1:37 PM.,PIT,PHI,away,Sunny.,83,594835,LF,4,0,1,0,0,0,1,0,0,1,2,0.278,0.3,0.444,0.744,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,,,,0.315,,0.101,0.255,-1.03,,-2.22,-1.32,89.7,80.2,,79.0,0.324,0.459,0.136,0.353,0.647,0.176,,,,0.298,0.447,0.31,64.0,110.0,92.0,0.092,-0.44,90.0,0.313,0.5,0.0,80.0,99.0,93.0,0.238,0.9,85.7,0.286,0.429,0.123,,,,,,,,,,,,,,,,,,
2024-07-20,6:42 PM.,PIT,PHI,away,Partly Cloudy.,85,682847,LF,1,0,0,0,0,0,0,0,0,1,0,0.286,0.333,0.5,0.833,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,121.0,102.0,109.0,0.268,0.268,,0.009,1.02,-0.41,,0.21,95.9,90.6,85.8,,0.187,0.331,0.208,,,,0.203,0.392,0.31,,,,105.0,97.0,95.0,0.258,1.13,94.9,0.237,0.374,0.129,90.0,100.0,94.0,0.197,0.71,91.0,0.273,0.416,0.168,,,,,,,,,,,,,,,,,,
2024-07-19,6:42 PM.,PIT,PHI,away,Clear.,84,527048,LF,5,1,3,0,0,1,2,0,0,0,5,0.308,0.357,0.538,0.895,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,0.053,0.0,0.141,0.227,-8.23,-51.06,0.62,-1.27,91.3,83.4,82.8,77.9,0.458,0.917,0.043,0.246,0.354,0.29,,,,0.28,0.448,0.341,78.0,101.0,93.0,0.358,0.57,90.7,0.275,0.383,0.097,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,,,,,,,
2024-07-14,1:36 PM.,OAK,PHI,home,Partly Cloudy.,94,683155,1B,1,0,0,0,0,0,0,0,0,0,0,0.125,0.222,0.125,0.347,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,,,,80.0,106.0,99.0,114.0,113.0,117.0,0.517,0.332,,0.111,0.08,-0.2,,-2.46,92.4,84.8,79.6,,0.257,0.469,0.175,,,,0.261,0.435,0.223,0.357,0.738,0.204,61.0,93.0,83.0,0.034,-1.55,90.8,0.263,0.579,0.147,111.0,89.0,91.0,0.007,-13.81,86.4,,,,,,,,,,,,,0.217,0.367,0.216,,,,,,
2024-07-12,6:42 PM.,OAK,PHI,home,Drizzle.,78,663687,2B,3,1,1,0,0,0,0,1,1,0,0,0.143,0.25,0.143,0.393,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,59.0,102.0,106.0,81.0,97.0,89.0,87.0,100.0,102.0,0.563,0.115,0.157,0.165,0.33,-3.23,-0.41,1.22,92.9,81.1,78.8,72.4,0.261,0.408,0.169,0.244,0.311,0.338,0.282,0.641,0.211,0.15,0.175,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,7:10 PM.,BOS,PHI,away,Partly Cloudy.,79,656557,PH,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,116.0,98.0,108.0,,0.414,,,,0.54,,,,,83.2,,,,,,,,,,,,,,93.0,102.0,97.0,0.324,0.67,93.5,0.27,0.325,0.142,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.23,0.357,0.302,0.195,0.265,0.208,,,
2024-06-09,3:10 PM.,NYM,PHI,home,Cloudy.,61,500779,2B,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,,,,0.225,,0.278,0.193,-0.32,,-0.04,0.5,90.7,85.7,,77.7,0.227,0.427,0.169,0.265,0.444,0.264,,,,0.203,0.26,0.367,76.0,97.0,91.0,0.304,0.82,90.8,0.249,0.431,0.131,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,
