date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-07-06,1:08 PM.,BOS,NYY,home,Partly Cloudy.,86,670174,1B,5,3,3,0,0,3,7,0,0,1,4,0.294,0.383,0.588,0.971,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,101.0,96.0,99.0,,,,72.0,117.0,106.0,94.0,101.0,95.0,0.051,0.352,,0.128,0.47,-0.21,,-2.35,95.1,90.4,91.5,,0.167,0.167,0.29,0.356,0.467,0.094,0.253,0.495,0.233,,,,105.0,102.0,101.0,124.0,107.0,112.0,0.336,0.133,-0.16,0.49,95.1,85.2,,,,0.306,0.454,0.177,0.167,0.222,0.316,,,,,,,,,,,,,,,,,,
2024-07-05,7:08 PM.,BOS,NYY,home,Partly Cloudy.,83,656557,1B,4,0,1,0,0,0,0,0,1,0,2,0.261,0.364,0.391,0.755,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,95.0,93.0,93.0,,0.015,,,,-0.95,,,,87.1,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,0.414,0.67,0.54,93.5,83.2,0.23,0.357,0.302,0.27,0.325,0.142,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,
2024-07-04,1:13 PM.,CIN,NYY,home,Partly Cloudy.,83,593423,1B,5,1,1,0,0,1,1,0,0,2,2,0.262,0.36,0.405,0.765,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,109.0,95.0,95.0,0.332,0.187,,,-0.02,-1.4,,,95.6,90.4,,,0.206,0.367,0.231,,,,0.326,0.609,0.223,,,,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.107,1.13,-1.94,94.8,85.4,,,,0.248,0.407,0.113,0.288,0.577,0.325,,,,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,
2024-07-03,7:09 PM.,CIN,NYY,home,Clear.,77,671096,1B,0,0,0,0,0,0,0,0,1,0,0,0.27,0.378,0.351,0.729,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,0.535,,0.116,0.163,-0.26,,-1.56,0.23,92.8,,84.8,80.8,0.254,0.451,0.194,0.214,0.429,0.273,,,,0.327,0.653,0.179,,,,125.0,106.0,112.0,,0.186,,0.49,,82.9,0.189,0.307,0.287,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,7:10 PM.,CIN,NYY,home,Partly Cloudy.,79,668933,1B,4,0,1,1,0,0,2,0,0,1,0,0.27,0.364,0.351,0.715,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,,,,125.0,99.0,92.0,,0.479,,0.03,,-1.57,,-3.78,,95.6,90.5,,,,,0.333,0.333,0.2,0.329,0.52,0.161,,,,71.0,100.0,83.0,119.0,98.0,109.0,0.172,0.319,-2.72,1.37,94.8,88.4,,,,0.333,0.5,0.119,0.145,0.217,0.372,,,,,,,,,,,,,,,,,,
2024-06-30,1:39 PM.,TOR,NYY,away,Cloudy.,64,592332,1B,3,2,1,1,0,0,1,0,2,0,1,0.273,0.375,0.333,0.708,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,99.0,105.0,105.0,,,,0.528,,,,0.43,,,,93.9,,,,0.277,0.466,0.175,,,,,,,,,,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.084,-3.21,-1.21,93.3,82.7,,,,0.316,0.579,0.117,0.268,0.439,0.266,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,
2024-06-29,3:08 PM.,TOR,NYY,away,Roof Closed.,68,605135,1B,4,0,2,1,0,0,0,0,0,0,1,0.267,0.343,0.3,0.643,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,79.0,101.0,91.0,0.045,0.197,0.137,0.053,-1.6,0.44,-0.09,-2.29,92.6,89.6,84.5,71.0,0.242,0.394,0.25,0.321,0.607,0.158,0.188,0.316,0.268,0.221,0.351,0.292,96.0,101.0,97.0,120.0,96.0,106.0,0.407,0.118,-0.08,-0.88,92.5,77.2,0.154,0.231,0.458,0.327,0.423,0.128,0.375,0.781,0.096,,,,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,
2024-06-28,7:08 PM.,TOR,NYY,away,Roof Closed.,68,579328,C,0,0,0,0,0,0,0,0,0,0,0,0.231,0.323,0.231,0.554,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,0.471,,0.183,0.111,-0.08,,0.02,-0.15,95.5,,86.7,82.4,0.274,0.505,0.28,0.194,0.25,0.358,,,,0.264,0.395,0.274,,,,111.0,100.0,106.0,,0.235,,1.31,,88.3,,,,,,,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,
2024-06-27,7:08 PM.,TOR,NYY,away,Clear.,70,621244,1B,3,0,0,0,0,0,0,0,1,1,2,0.231,0.323,0.231,0.554,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,84.0,108.0,99.0,0.183,0.035,0.286,0.16,-1.26,-1.83,0.28,0.88,94.1,91.4,84.8,83.2,0.305,0.558,0.189,0.171,0.364,0.269,0.36,0.48,0.123,,,,85.0,103.0,95.0,,,,0.337,,1.02,,93.4,,,,,0.268,0.366,0.125,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,
2024-06-26,7:10 PM.,NYM,NYY,away,Partly Cloudy.,83,640455,1B,4,0,0,0,0,0,0,0,0,1,3,0.261,0.333,0.261,0.594,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,84.0,88.0,85.0,0.113,0.071,,0.118,1.13,0.97,,-1.19,92.3,88.4,85.3,,0.167,0.295,0.311,0.25,0.438,0.254,0.222,0.25,0.179,,,,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.251,1.36,0.37,92.3,79.5,0.193,0.311,0.388,0.201,0.333,0.21,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
2024-06-25,7:11 PM.,NYM,NYY,away,Clear.,84,656849,1B,2,1,1,0,0,0,0,0,0,0,0,0.316,0.391,0.316,0.707,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,,,,0.265,,0.076,0.164,0.39,,0.11,0.03,93.1,,84.7,79.1,0.22,0.266,0.287,0.211,0.324,0.271,,,,0.207,0.345,0.259,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.184,1.83,-1.81,91.9,85.1,,,,0.253,0.36,0.16,0.287,0.447,0.339,,,,,,,,,,,,,,,,,,
2024-06-23,1:38 PM.,ATL,NYY,home,Partly Cloudy.,92,608331,1B,3,0,2,0,0,0,0,0,0,1,0,0.294,0.381,0.294,0.675,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,93.0,96.0,94.0,0.327,0.054,0.21,0.136,0.63,-1.33,1.39,1.7,93.9,88.5,85.7,74.6,0.266,0.36,0.182,0.196,0.283,0.251,0.286,0.476,0.286,0.154,0.285,0.371,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.115,1.47,0.5,93.6,82.1,0.167,0.2,0.358,0.265,0.299,0.137,0.22,0.293,0.297,,,,,,,,,,,,,,,,,,
2024-06-22,7:15 PM.,ATL,NYY,home,Cloudy.,80,450203,1B,3,1,1,0,0,0,0,0,1,0,1,0.214,0.333,0.214,0.547,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,73.0,92.0,86.0,0.289,0.078,0.424,0.11,-1.4,-0.75,0.78,-1.38,94.1,88.5,85.0,81.5,0.281,0.517,0.193,0.292,0.6,0.333,0.286,0.571,0.149,0.2,0.309,0.342,79.0,96.0,88.0,,,,0.099,,0.39,,93.5,,,,,0.333,0.433,0.07,,,,,,,,,,,,,,,,,,,,,
2024-06-21,7:09 PM.,ATL,NYY,home,Partly Cloudy.,87,519242,1B,3,0,0,0,0,0,0,0,0,2,2,0.182,0.286,0.182,0.468,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,,,,0.378,,,0.147,-0.12,,,2.97,94.8,,87.1,,0.281,0.443,0.241,0.159,0.195,0.236,,,,,,,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.403,-1.99,2.16,94.2,78.6,,,,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,
2024-06-20,4:08 PM.,BAL,NYY,home,Partly Cloudy.,90,608344,1B,1,0,0,0,0,0,0,0,1,0,0,0.25,0.364,0.25,0.614,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,86.0,102.0,91.0,0.264,0.109,0.252,0.134,-1.16,-0.64,-0.38,-1.52,91.9,85.9,84.9,77.3,0.296,0.592,0.163,0.282,0.474,0.243,0.327,0.551,0.181,0.283,0.424,0.189,75.0,101.0,89.0,85.0,121.0,119.0,0.2,0.041,-0.49,-3.18,91.5,78.1,,,,0.307,0.485,0.088,0.25,0.438,0.196,,,,,,,,,,,,,,,,,,
2024-06-19,7:09 PM.,BAL,NYY,home,Clear.,81,700249,1B,3,0,1,0,0,0,1,0,1,0,0,0.286,0.333,0.286,0.619,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,97.0,94.0,94.0,0.407,0.075,0.196,0.109,0.56,-3.12,-2.26,-2.05,92.4,88.3,86.1,76.3,0.223,0.379,0.185,0.25,0.542,0.235,0.333,0.81,0.288,0.333,0.517,0.269,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.13,0.86,-0.43,91.5,82.6,0.232,0.411,0.276,0.2,0.24,0.103,,,,,,,,,,,,,,,,,,,,,
2024-06-18,7:08 PM.,BAL,NYY,home,Partly Cloudy.,83,544150,1B,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,74.0,99.0,92.0,0.5,0.195,0.132,0.172,-0.36,0.73,0.41,-0.5,94.8,86.3,86.1,79.0,0.276,0.469,0.228,0.274,0.434,0.228,0.24,0.365,0.308,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
