date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-04-16,6:40 PM.,STL,OAK,home,Partly Cloudy.,68,458681,SS,2,0,0,0,0,0,0,0,1,0,1,0.077,0.143,0.077,0.22,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,85.0,102.0,97.0,102.0,101.0,109.0,,,,91.0,101.0,94.0,0.472,0.223,0.013,,0.063,0.87,-1.03,-1.62,,-2.47,92.3,88.1,84.8,82.0,,,,,0.199,0.393,0.287,0.292,0.292,0.225,0.211,0.342,0.203,0.317,0.426,0.262,0.25,0.25,0.0,112.0,96.0,99.0,66.0,93.0,84.0,0.167,0.062,-0.46,-1.98,91.2,80.4,0.284,0.469,0.11,,,,,,,,,,,,
2024-04-15,6:40 PM.,STL,OAK,home,Partly Cloudy.,61,543243,SS,3,0,0,0,0,0,0,0,0,0,0,0.083,0.12,0.083,0.203,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,107.0,97.0,101.0,152.0,114.0,125.0,,,,92.0,98.0,96.0,0.239,0.178,0.201,0.0,0.064,-0.05,0.19,0.94,-2.42,-2.25,92.4,87.7,88.3,84.8,75.4,,,,0.333,0.567,0.182,0.357,0.714,0.328,0.21,0.452,0.331,0.287,0.494,0.308,0.142,0.205,0.444,119.0,96.0,97.0,93.0,114.0,112.0,0.178,0.139,1.64,0.7,92.7,80.0,0.2,0.385,0.208,,,,,,,,,,,,
2024-04-14,1:07 PM.,WSH,OAK,home,Cloudy.,57,592866,SS,3,0,0,0,0,0,1,0,1,1,1,0.095,0.136,0.095,0.231,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,70.0,102.0,91.0,63.0,110.0,96.0,100.0,99.0,93.0,,,,,,,0.364,,0.347,,0.168,2.46,,0.78,,-0.36,88.9,,82.8,78.7,,0.296,0.407,0.059,0.196,0.271,0.178,0.25,0.341,0.225,,,,,,,0.135,0.162,0.459,,,,90.0,101.0,94.0,0.121,,1.1,,87.7,,0.261,0.391,0.214,,,,,,,,,,,,
2024-04-13,1:07 PM.,WSH,OAK,home,Overcast.,53,669022,3B,2,0,1,0,0,0,0,0,0,1,0,0.111,0.111,0.111,0.222,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,124.0,98.0,103.0,89.0,92.0,92.0,,,,,,,0.553,,0.158,,0.093,-0.02,,-0.77,,-1.35,96.0,,85.9,90.6,,0.255,0.422,0.323,0.281,0.418,0.226,0.28,0.48,0.512,0.218,0.296,0.34,,,,0.333,0.5,0.417,104.0,104.0,102.0,,,,,0.196,,0.62,,82.8,,,,,,,,,,,,,,,
2024-04-11,1:38 PM.,TEX,OAK,away,Roof Closed.,74,592351,3B,3,0,0,0,0,0,0,0,0,2,1,0.063,0.063,0.063,0.126,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,73.0,103.0,91.0,97.0,105.0,105.0,,,,,,,0.444,,0.439,,0.071,-0.71,,0.77,,-1.39,94.9,,88.7,88.6,,0.213,0.344,0.334,0.311,0.443,0.15,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,97.0,97.0,102.0,,,,,0.046,,-0.7,,78.9,,,,,,,,,,,,,,,
2024-04-10,7:06 PM.,TEX,OAK,away,Roof Closed.,74,674003,SS,4,0,1,0,0,0,0,0,0,1,0,0.077,0.077,0.077,0.154,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,94.0,105.0,93.0,49.0,114.0,107.0,,,,70.0,112.0,85.0,0.523,0.007,0.07,,0.273,1.75,-3.68,-0.79,,0.86,89.8,86.4,80.9,82.7,,0.32,0.48,0.182,0.185,0.344,0.213,0.21,0.333,0.338,0.306,0.556,0.129,,,,,,,96.0,103.0,104.0,,,,,0.128,,-2.32,,74.9,,,,,,,,,,,,,,,
2024-04-09,7:09 PM.,TEX,OAK,away,Roof Closed.,74,543135,3B,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,75.0,105.0,98.0,114.0,102.0,102.0,,,,91.0,108.0,99.0,0.374,0.148,0.033,,,0.83,-1.41,-0.69,,,95.4,91.4,,86.3,,0.269,0.462,0.25,0.212,0.335,0.178,,,,0.214,0.471,0.355,0.327,0.624,0.2,,,,99.0,104.0,104.0,,,,,0.137,,-0.79,,76.7,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,
2024-04-07,1:40 PM.,DET,OAK,away,Sunny.,55,656427,3B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,95.0,102.0,102.0,101.0,103.0,107.0,,,,0.441,,0.29,0.218,0.027,0.5,,0.02,2.19,-0.55,93.3,,85.7,84.7,77.4,0.222,0.455,0.363,0.245,0.401,0.238,0.111,0.333,0.111,0.164,0.219,0.436,,,,,,,,,,75.0,85.0,72.0,0.023,,-5.05,,90.6,,0.6,1.2,0.4,,,,,,,,,,,,
2024-04-05,1:10 PM.,DET,OAK,away,Partly Cloudy.,43,669373,3B,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,112.0,104.0,103.0,111.0,99.0,103.0,95.0,91.0,101.0,,,,0.332,,0.149,0.042,0.271,1.84,,0.78,1.26,1.13,96.8,,86.3,88.7,78.5,0.169,0.364,0.346,0.197,0.286,0.277,0.216,0.322,0.461,0.158,0.316,0.175,,,,,,,,,,95.0,105.0,104.0,0.205,,1.25,,96.6,,0.207,0.305,0.16,,,,,,,,,,,,
2024-04-03,12:37 PM.,BOS,OAK,home,Cloudy.,56,601713,3B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,122.0,105.0,108.0,155.0,103.0,111.0,,,,104.0,96.0,82.0,0.486,0.059,0.291,,,0.73,-4.63,-0.1,,,93.9,88.3,,82.6,,0.143,0.393,0.326,0.239,0.399,0.218,,,,0.167,0.4,0.206,0.394,0.879,0.211,0.224,0.436,0.35,118.0,104.0,104.0,,,,,0.163,,0.61,,80.0,,,,,,,,,,,,,,,
2024-04-02,6:40 PM.,BOS,OAK,home,Clear.,64,678394,SS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,114.0,98.0,110.0,,,,,,,0.048,,0.28,,0.269,0.25,,-0.58,,0.15,95.6,,87.6,86.8,,0.268,0.401,0.343,0.12,0.16,0.218,0.177,0.354,0.369,,,,,,,,,,,,,103.0,100.0,101.0,0.403,,-0.24,,95.7,,0.309,0.44,0.111,,,,,,,,,,,,
2024-04-01,6:40 PM.,BOS,OAK,home,Clear.,64,656557,SS,3,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,,,,95.0,93.0,93.0,,0.015,0.414,,,,-0.95,0.54,,,,87.1,,83.2,,,,,,,,,,,,,,0.2,0.4,0.235,0.23,0.357,0.302,,,,93.0,102.0,97.0,0.324,,0.67,,93.5,,0.27,0.325,0.142,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,
2024-03-31,1:07 PM.,CLE,OAK,home,Partly Cloudy.,58,471911,PR,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,62.0,95.0,86.0,96.0,104.0,108.0,,,,,,,0.26,,0.278,,0.23,-0.84,,-0.96,,-1.09,91.6,,86.8,83.5,,0.284,0.52,0.288,0.337,0.554,0.146,0.241,0.472,0.282,0.053,0.158,0.213,,,,0.25,0.313,0.357,103.0,103.0,105.0,90.0,95.0,89.0,0.165,0.067,-1.96,1.49,91.1,80.4,0.304,0.609,0.13,,,,,,,,,,,,
2024-03-30,1:07 PM.,CLE,OAK,home,Cloudy.,60,676440,SS,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,,,,0.434,,0.278,,0.18,-0.69,,1.74,,0.13,94.6,,82.5,86.2,,0.196,0.411,0.299,0.282,0.476,0.213,0.238,0.431,0.291,0.208,0.458,0.184,0.141,0.225,0.368,,,,119.0,109.0,112.0,89.0,64.0,93.0,0.003,0.105,-1.41,-0.9,93.9,81.3,,,,,,,,,,,,,,,
2024-03-29,6:39 PM.,CLE,OAK,home,Partly Cloudy.,54,671106,3B,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,89.0,98.0,86.0,,,,91.0,97.0,96.0,0.484,0.146,0.187,,0.183,-1.54,-0.03,-2.55,,-0.92,91.2,85.3,81.7,78.6,,,,,0.342,0.609,0.147,0.237,0.438,0.269,,,,0.245,0.491,0.202,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,7:10 PM.,CLE,OAK,home,Cloudy.,55,669456,3B,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,0.0,2.76,12.0,102.0,98.0,100.0,0.646,15.0,0.75,7.5,0.0,3.0,0.25,0.333,0.167,0.375,0.386,59.0,101.0,105.0,92.0,103.0,95.0,120.0,103.0,108.0,138.0,91.0,91.0,75.0,107.0,102.0,0.416,0.096,0.247,0.108,0.133,0.62,2.96,6.64,-1.69,-1.65,92.0,86.6,89.0,85.3,82.8,0.125,0.188,0.64,0.308,0.462,0.167,0.375,0.5,0.417,0.0,0.0,0.0,0.25,0.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
