date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C
2023-07-09,1:41 PM.,CLE,KC,away,Partly Cloudy.,73,669456,1B,4,0,1,0,0,0,0,0,0,0,3,0.283,0.336,0.358,0.694,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,0.352,0.269,0.207,,0.035,0.87,0.43,,0.84,,-4.04,91.3,86.5,87.2,,84.6,,,,,0.5,0.571,0.083,0.316,0.465,0.293,0.257,0.434,0.093,0.237,0.368,0.3229999999999999,0.18,0.331,0.326,,,,,,,,,,155.0,104.0,109.0,0.137,-1.29,82.5,,,,,,,,,
2023-07-08,5:10 PM.,CLE,KC,away,Cloudy.,72,668909,DH,1,1,1,0,0,0,0,0,0,0,0,0.284,0.339,0.363,0.702,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.553,,0.221,0.17,0.056,0.35,,,2.27,-1.23,-3.24,95.7,,88.2,,84.9,76.2,,,,0.353,0.588,0.212,,,,0.25,0.404,0.249,0.174,0.391,0.352,0.157,0.241,0.318,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,7:11 PM.,CLE,KC,away,Clear.,75,650644,1B,0,0,0,0,0,0,0,0,0,0,0,0.277,0.333,0.356,0.689,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,0.185,0.123,0.372,0.058,0.244,,-0.65,1.13,1.59,0.15,0.77,,91.8,87.7,,92.4,82.5,78.1,0.202,0.292,0.144,,,,0.261,0.406,0.2339999999999999,0.359,0.436,0.243,0.188,0.323,0.273,0.172,0.345,0.2319999999999999,58.0,95.0,95.0,0.017,-6.33,85.2,0.5,0.625,0.182,,,,,,,,,,,,,,,
2023-07-05,6:40 PM.,MIN,KC,away,Partly Cloudy.,75,641154,3B,3,0,0,0,0,0,0,0,0,1,1,0.277,0.333,0.356,0.689,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.211,0.1,,2.08,1.34,0.25,-0.17,94.9,,88.4,94.5,84.4,82.5,0.278,0.342,0.126,0.257,0.41,0.284,,,,0.268,0.468,0.315,0.202,0.33,0.364,0.173,0.287,0.366,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-02,1:11 PM.,LAD,KC,home,Partly Cloudy.,82,664062,3B,1,0,1,0,0,0,0,0,0,0,0,0.286,0.343,0.367,0.71,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,,,,0.395,,0.183,0.151,,1.42,,,-0.82,-2.12,,92.4,,,,86.8,80.9,,,,,,,,,,0.221,0.436,0.157,0.313,0.656,0.209,0.268,0.439,0.253,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.315,0.27,,,,,,,,,,,,,,,
2023-07-01,7:40 PM.,LAD,KC,home,Clear.,75,628711,2B,2,1,0,0,0,0,0,0,0,0,1,0.278,0.336,0.361,0.697,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,,,,109.0,124.0,127.0,,0.451,0.092,,0.3,0.157,0.02,-0.42,,,0.84,-3.03,92.7,87.1,86.1,,,79.2,,,,0.296,0.593,0.299,0.186,0.322,0.278,0.267,0.503,0.218,,,,,,,,,,,,,,,,,,,,,,0.233,0.457,0.2289999999999999,,,,,,
2023-06-29,1:10 PM.,CLE,KC,home,Sunny.,87,669456,3B,2,0,0,0,0,0,0,0,0,0,1,0.284,0.337,0.368,0.705,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,0.352,0.269,0.207,,0.035,0.87,0.43,,0.84,,-4.04,91.3,86.5,87.2,,84.6,,,,,0.5,0.571,0.083,0.316,0.465,0.293,0.257,0.434,0.093,0.237,0.368,0.3229999999999999,0.18,0.331,0.326,,,,,,,,,,155.0,104.0,109.0,0.137,-1.29,82.5,,,,,,,,,
2023-06-28,7:10 PM.,CLE,KC,home,Clear.,96,671106,P,4,0,0,0,0,0,0,0,0,1,4,0.29,0.343,0.376,0.719,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.089,0.247,,0.213,-0.12,-2.1,,-0.74,,1.49,91.4,86.3,82.7,,79.3,,,,,0.191,0.223,0.33,0.462,0.692,0.17,0.257,0.482,0.177,,,,0.3,0.3,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,6:40 PM.,TB,KC,away,Dome.,72,621107,3B,1,0,1,1,0,0,0,0,0,0,0,0.303,0.357,0.393,0.75,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,86.4,92.2,80.0,79.1,0.259,0.315,0.129,0.192,0.308,0.283,0.307,0.588,0.1669999999999999,0.104,0.208,0.32,0.185,0.339,0.349,0.6,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,6:40 PM.,TB,KC,away,Dome.,72,663556,1B,3,0,0,0,0,0,0,0,0,1,2,0.295,0.351,0.375,0.726,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,,,,0.419,,0.153,0.17,0.258,-0.34,,,-0.27,1.12,2.65,96.8,,86.9,,89.3,83.5,,,,0.153,0.191,0.541,,,,0.269,0.479,0.233,0.197,0.344,0.314,0.261,0.58,0.291,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,1:10 PM.,DET,KC,away,Sunny.,82,571510,2B,3,0,0,0,0,0,0,0,0,1,2,0.306,0.362,0.388,0.75,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,0.07,0.386,,0.284,0.074,0.186,-0.64,,2.52,0.57,-2.52,0.56,91.4,,80.2,90.8,79.6,73.8,0.207,0.207,0.244,0.245,0.367,0.389,,,,0.281,0.509,0.295,0.4,1.0,0.182,0.203,0.338,0.305,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,1:10 PM.,LAA,KC,home,Cloudy.,66,542881,1B,3,0,1,0,0,0,0,0,0,0,0,0.317,0.374,0.402,0.776,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.224,0.007,0.002,0.338,-1.25,0.48,-3.61,-1.06,-0.33,0.08,90.1,85.1,80.0,88.5,78.1,72.9,0.36,0.68,0.102,0.238,0.381,0.3979999999999999,0.239,0.366,0.268,0.301,0.566,0.193,,,,0.2,0.2,0.3329999999999999,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,
2023-06-16,7:10 PM.,LAA,KC,home,Partly Cloudy.,87,663776,2B,2,0,1,0,0,0,0,0,1,0,0,0.316,0.375,0.405,0.78,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.09,0.258,-1.22,,0.36,0.02,0.27,0.3,93.0,,83.0,93.2,86.5,76.5,0.269,0.327,0.129,0.184,0.33,0.432,,,,0.336,0.507,0.156,0.286,0.286,0.237,0.2,0.5,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,7:10 PM.,CIN,KC,home,Partly Cloudy.,77,682227,2B,2,0,1,1,0,0,1,0,0,0,0,0.312,0.365,0.403,0.768,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.372,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,84.0,,81.7,73.1,,,,0.183,0.39,0.3989999999999999,0.252,0.433,0.185,0.269,0.433,0.171,0.333,0.6,0.143,0.0,0.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-11,1:36 PM.,BAL,KC,away,Cloudy.,87,502043,3B,1,0,0,0,0,0,0,0,0,1,1,0.307,0.361,0.387,0.748,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,85.5,91.9,81.6,79.5,0.289,0.459,0.11,0.288,0.453,0.291,0.345,0.552,0.154,0.287,0.55,0.156,0.279,0.419,0.4039999999999999,0.147,0.228,0.471,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:06 PM.,BAL,KC,away,Partly Cloudy.,73,669330,1B,1,0,1,0,0,0,0,0,0,0,0,0.311,0.366,0.392,0.758,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.164,0.078,0.185,0.59,0.67,,1.18,0.41,0.43,92.5,88.7,85.4,,84.0,74.1,,,,0.196,0.382,0.3279999999999999,0.212,0.537,0.193,0.2,0.467,0.266,0.217,0.348,0.184,0.149,0.23,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,6:40 PM.,MIA,KC,away,Roof Closed.,72,666200,2B,3,0,0,0,0,0,0,0,0,1,1,0.301,0.358,0.384,0.742,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,,0.21,0.93,0.74,-0.81,-0.26,,-0.09,96.7,91.4,88.3,96.5,85.1,,0.314,0.686,0.102,0.248,0.429,0.361,,,,0.232,0.384,0.1939999999999999,,,,0.233,0.389,0.518,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,3:10 PM.,COL,KC,home,Partly Cloudy.,89,596295,2B,2,0,1,0,0,0,0,0,0,0,0,0.314,0.372,0.4,0.772,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,,,,0.012,0.439,,0.201,,0.181,-1.99,,-5.34,0.96,,-0.07,90.6,,81.6,90.8,84.8,,0.4,1.0,0.1669999999999999,0.296,0.509,0.1989999999999999,,,,0.344,0.656,0.118,0.226,0.358,0.28,0.275,0.383,0.247,,,,,,,,,,90.0,103.0,104.0,0.168,-0.75,77.6,,,,,,,,,
2023-05-29,1:16 PM.,STL,KC,away,Partly Cloudy.,85,425794,DH,1,0,0,0,0,0,0,0,0,0,3,0.309,0.36,0.397,0.757,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.099,0.226,0.003,0.306,0.05,-1.48,-0.27,-3.36,-13.9,-1.5,-3.6,85.7,82.9,81.4,86.9,75.6,71.5,0.394,0.746,0.093,0.389,0.611,0.1,0.344,0.473,0.152,0.326,0.512,0.1169999999999999,0.291,0.475,0.153,,,,,,,,,,,,,,,,0.002,6.39,65.7,,,,,,,,,
2023-05-26,7:10 PM.,WSH,KC,home,Clear.,79,571578,2B,2,1,1,0,0,0,0,0,2,0,0,0.313,0.365,0.403,0.768,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,0.417,0.169,,0.35,,0.064,-0.69,,-0.89,-0.51,,-2.07,91.8,,81.2,92.1,80.5,,0.32,0.463,0.074,0.29,0.645,0.4,,,,0.327,0.541,0.121,,,,0.233,0.461,0.397,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,7:09 PM.,DET,KC,home,Cloudy.,76,571510,2B,4,0,0,0,0,0,0,0,0,2,3,0.308,0.343,0.4,0.743,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,0.07,0.386,,0.284,0.074,0.186,-0.64,,2.52,0.57,-2.52,0.56,91.4,,80.2,90.8,79.6,73.8,0.207,0.207,0.244,0.245,0.367,0.389,,,,0.281,0.509,0.295,0.4,1.0,0.182,0.203,0.338,0.305,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-21,1:11 PM.,CWS,KC,away,Sunny.,75,458681,3B,3,0,1,0,0,0,0,0,0,0,2,0.328,0.364,0.426,0.79,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.074,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,84.9,91.4,83.0,80.8,0.239,0.394,0.177,0.302,0.372,0.296,0.273,0.512,0.267,0.255,0.52,0.316,0.208,0.453,0.354,0.286,0.446,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,1:10 PM.,SD,KC,away,Cloudy.,62,506433,2B,1,0,0,0,0,0,0,0,0,1,2,0.328,0.365,0.431,0.796,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,93.0,95.0,99.0,0.186,0.167,0.089,0.363,0.051,0.001,-1.74,2.4,0.46,-0.68,1.37,-1.35,94.7,90.9,82.3,94.3,84.0,72.3,0.319,0.418,0.157,,,,0.2,0.32,0.196,0.253,0.538,0.159,0.13,0.203,0.391,0.432,0.703,0.244,95.0,104.0,100.0,0.077,1.21,89.2,0.167,0.217,0.4,105.0,111.0,112.0,0.066,3.06,79.3,,,,,,,,,
2023-05-16,6:41 PM.,SD,KC,away,Clear.,65,607625,2B,3,1,1,0,0,0,1,0,0,2,1,0.333,0.371,0.439,0.81,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.199,0.318,,0.111,0.313,0.059,0.36,,1.87,-0.6,0.26,-2.89,93.4,,86.3,93.2,85.2,79.6,0.208,0.36,0.089,0.303,0.576,0.3429999999999999,,,,0.246,0.464,0.214,0.287,0.384,0.265,0.25,0.417,0.286,,,,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,
2023-05-13,6:10 PM.,MIL,KC,away,Roof Closed.,68,605288,3B,3,0,0,0,0,0,0,0,0,1,2,0.333,0.373,0.444,0.817,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,,,,0.471,0.238,,0.166,0.085,0.04,0.29,,0.46,-0.89,-1.08,-2.07,93.4,,84.3,92.1,82.3,79.4,0.296,0.396,0.129,0.294,0.471,0.2,,,,0.227,0.34,0.237,0.269,0.538,0.127,0.258,0.484,0.284,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,2:10 PM.,CWS,KC,home,Rain.,67,605182,3B,1,0,1,0,0,0,0,0,0,0,0,0.353,0.393,0.471,0.864,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,86.1,93.1,79.4,76.0,0.2,0.2,0.2,0.175,0.206,0.293,0.256,0.395,0.264,0.283,0.494,0.174,0.167,0.167,0.2,0.203,0.366,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,6:40 PM.,CWS,KC,home,Partly Cloudy.,81,458681,3B,4,0,1,0,0,0,1,0,0,2,0,0.34,0.382,0.46,0.842,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.074,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,84.9,91.4,83.0,80.8,0.239,0.394,0.177,0.302,0.372,0.296,0.273,0.512,0.267,0.255,0.52,0.316,0.208,0.453,0.354,0.286,0.446,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,7:10 PM.,OAK,KC,home,Cloudy.,76,666205,2B,3,1,1,0,0,0,1,0,1,0,1,0.348,0.392,0.478,0.87,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,0.517,,0.253,0.149,0.081,-2.52,,,-0.45,-2.07,-3.21,93.5,,87.9,,87.1,81.2,,,,0.333,0.5,0.387,,,,0.395,0.663,0.161,0.268,0.415,0.284,0.293,0.475,0.242,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,6:41 PM.,BAL,KC,home,Clear.,72,502043,2B,1,0,0,0,0,0,0,0,0,0,2,0.349,0.391,0.488,0.879,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,85.5,91.9,81.6,79.5,0.289,0.459,0.11,0.288,0.453,0.291,0.345,0.552,0.154,0.287,0.55,0.156,0.279,0.419,0.4039999999999999,0.147,0.228,0.471,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-30,1:14 PM.,MIN,KC,away,Cloudy.,45,543243,2B,3,0,1,1,0,0,0,0,1,1,0,0.357,0.4,0.5,0.9,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.067,0.61,1.3,-0.46,3.25,0.87,-0.63,92.9,87.6,87.9,92.8,84.3,79.6,0.275,0.413,0.177,0.27,0.405,0.174,0.265,0.368,0.278,0.301,0.422,0.1639999999999999,0.257,0.371,0.282,0.096,0.117,0.413,,,,,,,,,,,,,0.001,-0.41,72.9,,,,,,,,,
2023-04-26,12:42 PM.,AZ,KC,away,Roof Closed.,82,668678,PH,1,0,0,0,0,0,0,0,0,0,2,0.359,0.39,0.487,0.877,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,106.0,99.0,94.0,0.007,0.491,0.092,0.045,,0.139,1.59,-2.24,-3.38,0.34,,1.05,93.6,90.2,86.8,93.0,87.4,,0.286,0.714,0.125,0.21,0.336,0.314,0.352,0.648,0.205,0.238,0.36,0.192,0.21,0.344,0.405,0.25,0.389,0.265,,,,,,,,,,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,,,,
2023-04-24,6:40 PM.,AZ,KC,away,Partly Cloudy.,87,674072,3B,3,0,1,0,0,0,0,0,0,1,1,0.368,0.4,0.5,0.9,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,,,,0.49,,0.127,0.191,0.193,-0.88,,,2.53,0.71,-0.09,90.7,,84.0,,83.1,79.1,,,,0.278,0.444,0.331,,,,0.292,0.523,0.155,0.229,0.325,0.21,0.158,0.281,0.287,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23,1:08 PM.,LAA,KC,away,Sunny.,76,672282,3B,2,0,0,0,0,0,0,0,1,2,2,0.371,0.405,0.514,0.919,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.432,,0.319,0.194,0.054,-0.38,,,0.91,0.14,-2.03,94.3,,84.8,,88.7,74.7,,,,0.242,0.424,0.246,,,,0.291,0.505,0.212,0.191,0.326,0.286,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,,,,,,,
