date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024-07-05,6:45 PM.,STL,WSH,home,Partly Cloudy.,96,543243,PR,0,0,0,0,0,0,0,1,0,0,0,0.083,0.154,0.083,0.237,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,119.0,96.0,97.0,107.0,97.0,101.0,152.0,114.0,125.0,,,,0.239,,0.201,0.139,-0.05,,0.94,0.7,92.4,,84.8,80.0,0.333,0.567,0.182,,,,,,,0.21,0.452,0.331,69.0,91.0,86.0,93.0,114.0,112.0,92.0,98.0,96.0,0.178,0.178,0.064,0.19,1.64,-2.25,87.7,88.3,92.7,0.357,0.714,0.328,0.287,0.494,0.308,0.2,0.385,0.208,0.142,0.205,0.444,,,,0.0,-2.42,75.4,,,,,,,,,
2024-06-29,4:10 PM.,TB,WSH,away,Dome.,72,650644,SS,1,0,0,0,0,0,0,0,0,0,0,0.083,0.154,0.083,0.237,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,104.0,104.0,109.0,68.0,102.0,96.0,152.0,101.0,112.0,57.0,96.0,102.0,0.099,0.02,0.163,0.156,-1.7,-4.86,-1.03,-1.36,92.0,85.6,80.5,77.1,0.294,0.49,0.095,0.25,0.375,0.438,0.375,0.625,0.261,0.25,0.479,0.275,,,,71.0,93.0,83.0,91.0,100.0,101.0,0.24,0.322,,1.08,0.06,,88.1,,92.6,,,,0.232,0.394,0.233,0.241,0.421,0.158,0.267,0.467,0.272,,,,,,,,,,,,,,,
2024-06-26,1:11 PM.,SD,WSH,away,Partly Cloudy.,75,656302,PH,1,1,1,0,0,0,0,0,0,0,0,0.091,0.167,0.091,0.258,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,,,,123.0,95.0,102.0,112.0,100.0,105.0,,,,0.435,,0.471,,0.22,,1.98,,96.9,,87.2,,0.235,0.39,0.203,0.159,0.257,0.447,,,,0.28,0.44,0.286,54.0,72.0,68.0,,,,113.0,89.0,90.0,,0.006,0.009,-5.11,,-4.13,91.8,69.7,,0.25,1.0,0.2,0.25,1.0,0.0,,,,0.2,0.267,0.385,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,
2024-06-19,4:05 PM.,AZ,WSH,home,Partly Cloudy.,88,694297,SS,2,0,0,0,0,0,0,0,1,0,2,0.0,0.091,0.0,0.091,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,,,,0.334,0.006,0.273,0.053,0.37,0.45,-0.12,-1.37,93.8,89.6,84.8,80.8,0.265,0.466,0.224,,,,0.2,0.8,0.0,0.429,0.571,0.295,92.0,102.0,96.0,89.0,106.0,104.0,,,,0.222,,0.112,,-0.09,0.84,,87.5,93.7,0.25,0.289,0.312,,,,0.286,0.365,0.119,0.215,0.455,0.362,,,,,,,,,,,,,,,
2024-06-05,5:30 PM.,NYM,WSH,home,Cloudy.,76,622663,SS,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,,,,101.0,104.0,102.0,143.0,100.0,111.0,,,,0.355,,0.242,,0.15,,0.26,,96.2,,85.6,,0.243,0.392,0.218,0.263,0.342,0.284,,,,,,,87.0,95.0,95.0,90.0,98.0,94.0,92.0,91.0,89.0,0.248,0.081,0.075,1.05,1.24,-3.63,92.6,86.1,95.6,0.358,0.66,0.186,0.2,0.3,0.26,0.278,0.414,0.122,0.139,0.238,0.386,,,,,,,,,,,,,,,
2024-06-03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,656731,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,91.0,77.0,82.0,112.0,99.0,101.0,103.0,103.0,106.0,105.0,93.0,107.0,0.467,0.073,0.132,0.078,0.29,-1.25,-0.85,-0.37,95.7,84.7,85.1,78.0,0.228,0.35,0.292,0.233,0.302,0.291,0.143,0.393,0.429,0.188,0.313,0.333,130.0,94.0,112.0,108.0,104.0,110.0,101.0,96.0,93.0,0.098,0.136,0.015,-1.19,3.24,-4.39,90.1,87.2,94.6,0.5,0.5,0.111,0.326,0.565,0.27,0.206,0.206,0.184,0.25,1.0,0.167,,,,,,,,,,,,,,,
2024-05-22,1:05 PM.,MIN,WSH,home,Sunny.,85,680573,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,,,,0.403,,0.312,0.093,0.82,,0.76,1.68,93.1,,86.4,76.1,0.258,0.356,0.219,0.214,0.313,0.239,,,,0.186,0.326,0.221,103.0,106.0,113.0,,,,,,,,,0.193,,,-3.33,,82.8,,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,6:45 PM.,MIN,WSH,home,Partly Cloudy.,83,657746,SS,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,94.0,110.0,105.0,108.0,103.0,112.0,101.0,103.0,94.0,0.485,0.221,0.234,,1.38,0.2,-0.09,,94.0,88.6,83.1,,0.194,0.379,0.275,0.343,0.6,0.216,0.202,0.387,0.258,,,,,,,110.0,108.0,105.0,,,,0.06,,,,-0.77,,,,92.9,,,,,,,0.345,0.483,0.094,0.207,0.37,0.337,,,,,,,,,,,,,,,
2024-05-18,6:31 PM.,PHI,WSH,away,Rain.,63,650911,PR,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,102.0,102.0,103.0,,,,,,0.169,,,,0.65,,,,84.4,,,,,0.219,0.368,0.308,,,,,,,97.0,105.0,116.0,95.0,101.0,98.0,86.0,52.0,74.0,0.473,0.001,0.357,2.59,-0.55,1.56,86.5,85.1,94.5,0.177,0.22,0.348,,,,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,
2024-05-15,1:10 PM.,CWS,WSH,away,Sunny.,60,676979,SS,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,,,,104.0,103.0,103.0,138.0,102.0,107.0,,,,0.537,,0.098,,1.66,,-2.29,,97.2,,84.3,,0.198,0.295,0.314,,,,,,,,,,66.0,101.0,102.0,123.0,98.0,97.0,94.0,105.0,103.0,0.021,0.284,0.059,-0.14,4.04,-0.36,91.6,91.0,97.9,0.184,0.289,0.339,0.268,0.458,0.334,0.154,0.154,0.321,0.228,0.561,0.422,,,,,,,,,,,,,,,
2024-05-14,3:40 PM.,CWS,WSH,away,Cloudy.,55,623167,PR,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,,,,0.37,,0.087,0.122,-0.64,,-2.65,0.43,91.3,,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,,,,0.246,0.393,0.308,126.0,99.0,104.0,74.0,108.0,87.0,47.0,101.0,90.0,0.002,0.261,0.157,-0.75,2.01,-1.32,87.4,81.3,91.4,0.257,0.436,0.379,0.319,0.536,0.218,,,,,,,,,,,,,,,,,,,,,
2024-05-08,6:45 PM.,BAL,WSH,home,Partly Cloudy.,84,680694,PR,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.131,,0.298,0.172,-1.17,,1.35,-0.48,94.5,,88.2,84.1,0.364,0.545,0.273,0.171,0.244,0.337,,,,0.227,0.5,0.283,,,,83.0,102.0,100.0,,,,0.399,,,,1.65,,,,95.3,,,,,,,0.157,0.229,0.196,,,,,,,,,,,,,,,,,,
2024-04-27,4:10 PM.,MIA,WSH,away,Roof Closed.,72,665795,SS,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,,,,0.274,,0.085,0.217,-1.63,,1.65,-0.03,96.3,,89.2,84.8,0.304,0.543,0.164,0.129,0.226,0.313,,,,0.206,0.426,0.394,96.0,98.0,103.0,110.0,94.0,95.0,,,,0.091,,0.332,,0.07,0.15,,93.0,96.7,0.206,0.321,0.338,,,,0.231,0.333,0.151,,,,,,,,,,,,,,,,,,
2024-04-20,4:05 PM.,HOU,WSH,home,Sunny.,71,669854,PR,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,,,,0.383,,0.302,0.094,-0.42,,2.24,2.55,93.4,,86.4,80.1,0.232,0.497,0.192,0.18,0.284,0.333,,,,0.071,0.071,0.376,119.0,104.0,108.0,,,,,,,,,0.221,,,-0.16,,85.2,,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,6:45 PM.,HOU,WSH,home,Overcast.,56,434378,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,110.0,101.0,97.0,116.0,98.0,102.0,127.0,108.0,112.0,,,,0.487,,0.193,0.219,-0.59,,0.66,-1.46,93.5,,86.7,77.6,0.299,0.497,0.202,0.195,0.322,0.215,,,,0.34,0.56,0.22,115.0,101.0,104.0,,,,,,,,,0.101,,,-0.58,,84.0,,0.235,0.353,0.253,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,6:40 PM.,OAK,WSH,away,Cloudy.,60,621112,2B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,91.0,107.0,106.0,74.0,96.0,90.0,116.0,106.0,108.0,,,,0.195,,0.167,0.101,-2.3,,1.35,2.06,91.9,,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,,,,0.125,0.208,0.25,83.0,110.0,106.0,69.0,107.0,93.0,105.0,106.0,99.0,0.136,0.22,0.181,-0.19,-4.04,1.56,89.1,85.7,91.2,0.164,0.236,0.347,0.299,0.493,0.244,0.478,0.674,0.095,,,,,,,,,,,,,,,,,,
2024-04-07,1:35 PM.,PHI,WSH,home,Partly Cloudy.,59,650911,SS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,102.0,102.0,103.0,,,,,,0.169,,,,0.65,,,,84.4,,,,,0.219,0.368,0.308,,,,,,,97.0,105.0,116.0,95.0,101.0,98.0,86.0,52.0,74.0,0.473,0.001,0.357,2.59,-0.55,1.56,86.5,85.1,94.5,0.177,0.22,0.348,,,,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,
2024-04-06,4:05 PM.,PHI,WSH,home,Overcast.,53,624133,SS,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,,,,0.195,,0.001,0.205,0.67,,-4.62,1.02,91.8,,81.3,74.4,0.224,0.327,0.18,,,,,,,0.189,0.342,0.339,73.0,100.0,98.0,87.0,106.0,104.0,101.0,98.0,93.0,0.315,0.121,0.163,-1.68,0.84,-0.63,86.5,80.0,90.8,0.229,0.323,0.35,0.302,0.642,0.162,0.27,0.381,0.101,,,,,,,,,,,,,,,,,,
2024-03-31,1:41 PM.,CIN,WSH,away,Cloudy.,58,607259,2B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,107.0,102.0,105.0,91.0,110.0,109.0,105.0,110.0,110.0,,,,0.224,,0.061,0.119,0.73,,-0.55,-1.69,92.6,,84.9,80.8,0.219,0.351,0.212,0.233,0.4,0.364,,,,0.342,0.605,0.247,118.0,113.0,116.0,80.0,106.0,97.0,96.0,108.0,104.0,0.176,0.203,0.216,1.32,0.88,1.79,89.1,80.1,92.0,0.186,0.286,0.416,0.281,0.43,0.12,0.24,0.375,0.09,,,,,,,,,,,,,,,,,,
2024-03-30,4:11 PM.,CIN,WSH,away,Partly Cloudy.,75,668881,DH,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,118.0,96.0,101.0,123.0,102.0,104.0,125.0,96.0,103.0,120.0,89.0,103.0,0.552,0.083,0.346,0.018,1.56,-0.79,0.62,-2.87,97.6,87.0,86.8,80.9,0.184,0.273,0.248,0.161,0.3,0.39,0.243,0.405,0.284,0.4,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
