date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2023-07-14,7:21 PM.,ATL,CWS,away,Partly Cloudy.,86,450203,2B,3,0,0,0,0,0,0,0,0,2,0,0.317,0.397,0.383,0.78,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,74.0,95.0,89.0,81.0,89.0,83.0,,,,,,,,,,0.068,0.317,,,,-1.26,,-4.03,,,94.9,,94.2,,,0.292,0.482,0.225,,,,,,,0.177,0.258,0.42,0.474,0.711,0.071,100.0,91.0,88.0,139.0,100.0,111.0,0.432,0.103,1.79,0.86,86.0,82.3,0.25,0.339,0.336,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,
2023-07-09,1:10 PM.,STL,CWS,home,Partly Cloudy.,80,571927,LF,4,1,1,0,0,0,0,0,0,3,2,0.333,0.415,0.404,0.819,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,,,,0.561,,,0.018,,,,0.41,-1.27,,,,94.1,88.9,,,,,0.5,0.75,0.1,,,,0.259,0.407,0.2,0.24,0.397,0.247,106.0,109.0,107.0,108.0,96.0,100.0,0.148,0.274,-0.6,-0.09,84.2,78.5,0.291,0.405,0.289,,,,,,,,,,,,,,,
2023-07-08,1:10 PM.,STL,CWS,home,Cloudy.,65,571945,2B,4,0,0,0,0,0,0,0,0,2,2,0.34,0.426,0.415,0.841,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,,,,0.243,0.26,,0.243,0.002,-0.19,,-1.61,0.62,-0.89,93.3,,92.7,86.4,68.1,0.29,0.495,0.1889999999999999,0.245,0.375,0.2239999999999999,,,,0.261,0.387,0.198,0.34,0.54,0.085,58.0,96.0,93.0,95.0,105.0,102.0,0.198,0.054,-0.92,2.68,84.4,75.9,0.182,0.382,0.085,,,,,,,,,,,,,,,
2023-07-07,7:11 PM.,STL,CWS,home,Cloudy.,72,656756,2B,3,0,2,1,0,0,3,1,1,0,1,0.367,0.456,0.449,0.905,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,0.333,0.5,0.195,,,,,,,0.191,0.357,0.371,0.255,0.374,0.141,99.0,101.0,98.0,116.0,108.0,111.0,0.222,0.229,0.84,0.2,83.5,80.5,0.239,0.405,0.392,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,
2023-07-06,4:11 PM.,TOR,CWS,home,Partly Cloudy.,73,621244,3B,2,0,0,0,0,0,0,0,0,1,0,0.349,0.44,0.419,0.859,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,,,,0.315,0.204,,,,0.72,,0.61,,,94.3,,93.8,,,0.254,0.456,0.276,,,,,,,,,,0.255,0.398,0.131,90.0,104.0,101.0,116.0,104.0,110.0,0.296,0.185,0.31,-0.38,84.1,82.6,0.245,0.409,0.33,,,,,,,,,,0.216,0.357,0.305,,,
2023-07-06,8:00 PM.,TOR,CWS,home,Partly Cloudy.,71,579328,2B,3,0,1,0,0,0,0,0,0,1,0,0.348,0.434,0.413,0.847,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,,,,0.451,,0.259,,0.05,,,1.11,,95.1,,,88.7,,0.27,0.412,0.268,0.225,0.396,0.302,,,,0.284,0.463,0.307,,,,82.0,93.0,83.0,98.0,103.0,105.0,0.193,0.097,0.24,-1.83,88.7,83.1,0.254,0.508,0.193,,,,,,,,,,,,,,,
2023-07-04,7:11 PM.,TOR,CWS,home,Partly Cloudy.,84,605135,2B,3,0,0,0,0,0,0,0,0,0,2,0.366,0.458,0.439,0.897,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,78.0,84.0,84.0,0.393,0.093,0.033,0.136,,-3.9,-3.07,2.11,-0.72,,92.4,82.6,91.9,75.6,,0.333,0.652,0.206,0.227,0.636,0.191,0.375,0.563,0.226,0.192,0.295,0.318,0.22,0.336,0.144,72.0,93.0,91.0,93.0,92.0,100.0,0.126,0.065,0.67,1.71,84.1,70.7,0.189,0.351,0.1009999999999999,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,,,,,,
2023-07-02,1:07 PM.,OAK,CWS,away,Partly Cloudy.,79,621112,2B,4,1,2,1,0,0,2,0,0,1,1,0.395,0.489,0.474,0.963,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,,,,0.24,0.146,,0.181,,-2.52,,-0.75,0.46,,91.9,,91.8,80.8,,0.383,0.553,0.17,0.198,0.308,0.344,,,,0.14,0.326,0.245,0.306,0.435,0.15,67.0,108.0,96.0,89.0,104.0,104.0,0.117,0.112,1.69,2.14,86.0,79.1,0.143,0.286,0.389,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,0.624,0.159,,,,,,
2023-07-01,1:07 PM.,OAK,CWS,away,Sunny.,81,666205,RF,1,0,0,0,0,0,0,0,3,1,0,0.382,0.488,0.441,0.929,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,,,,0.517,,0.253,,-2.52,,,-0.45,,93.5,,,87.1,,0.395,0.663,0.161,0.293,0.475,0.242,,,,0.268,0.415,0.284,,,,74.0,72.0,74.0,97.0,103.0,104.0,0.149,0.081,-2.07,-3.21,87.9,81.2,0.333,0.5,0.387,,,,,,,,,,,,,,,
2023-06-30,6:40 PM.,OAK,CWS,away,Clear.,71,665622,RF,3,0,1,1,0,0,0,0,1,1,4,0.394,0.444,0.455,0.899,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,,,,,,,0.142,0.415,,0.238,,-0.35,,-0.8,-0.8,,96.1,,95.5,85.3,,0.272,0.494,0.121,0.233,0.456,0.484,,,,0.146,0.366,0.308,0.313,0.406,0.141,84.0,86.0,90.0,99.0,96.0,98.0,0.117,0.087,-0.73,1.25,87.3,79.6,0.256,0.282,0.304,,,,,,,,,,,,,,,
2023-06-29,1:09 PM.,LAA,CWS,away,Sunny.,75,663776,2B,4,1,2,0,0,0,2,0,1,2,0,0.4,0.438,0.433,0.871,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,0.285,,-1.22,,0.36,0.02,,93.0,,93.2,86.5,,0.336,0.507,0.156,0.2,0.5,0.306,,,,0.286,0.286,0.237,0.269,0.327,0.129,99.0,98.0,100.0,99.0,96.0,101.0,0.09,0.258,0.27,0.3,83.0,76.5,0.184,0.33,0.432,,,,,,,,,,,,,,,
2023-06-28,6:38 PM.,LAA,CWS,away,Clear.,71,642545,2B,5,1,3,1,0,0,1,1,0,1,0,0.385,0.407,0.423,0.83,642545,jaimebarria,Barria,Right,Jaime Barria,LAA,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.463,0.175,0.302,0.424,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,,,,,,,0.047,0.306,,0.507,,-2.05,,-6.47,0.32,,93.0,,92.2,85.9,,0.362,0.713,0.146,0.242,0.452,0.26,,,,,,,0.389,0.889,0.118,87.0,100.0,98.0,,,,,0.141,,0.67,84.6,,0.227,0.25,0.349,,,,,,,,,,,,,,,
2023-06-27,6:38 PM.,LAA,CWS,away,Clear.,73,660271,3B,1,0,1,0,0,0,0,0,0,0,0,0.333,0.364,0.333,0.697,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,,,,129.0,93.0,108.0,0.06,0.33,0.062,0.356,,1.64,-0.25,-0.53,1.81,,96.8,88.6,94.5,83.7,,0.164,0.236,0.27,0.146,0.339,0.365,0.179,0.205,0.411,0.111,0.167,0.417,0.273,0.409,0.225,,,,87.0,97.0,105.0,0.036,,1.15,,,75.7,,,,96.0,89.0,88.0,0.156,-0.82,88.6,0.31,0.606,0.228,,,,,,
2023-06-26,6:39 PM.,LAA,CWS,away,Clear.,74,672282,2B,0,0,0,0,0,0,0,0,0,0,0,0.3,0.333,0.3,0.633,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,,,,0.432,,0.319,,-0.38,,,0.91,,94.3,,,88.7,,0.291,0.505,0.212,0.0,0.0,0.267,,,,0.191,0.326,0.286,,,,92.0,101.0,97.0,93.0,94.0,105.0,0.194,0.054,0.14,-2.03,84.8,74.7,0.242,0.424,0.246,,,,,,,,,,,,,,,
2023-06-25,1:10 PM.,BOS,CWS,home,Overcast.,86,676710,2B,3,0,1,0,0,0,0,0,0,0,2,0.3,0.333,0.3,0.633,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,111.0,107.0,108.0,,,,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,,0.391,0.077,0.132,0.119,1.44,-0.82,,1.5,-1.47,93.6,82.4,,82.5,79.4,0.163,0.326,0.258,0.15,0.25,0.376,0.214,0.357,0.214,0.34,0.642,0.2,,,,,,,,,,,,,,,,,,,108.0,94.0,95.0,0.281,0.35,88.6,0.289,0.43,0.244,,,,,,
2023-06-24,3:12 PM.,BOS,CWS,home,Sunny.,82,572020,PR,0,1,0,0,0,0,0,1,0,0,0,0.294,0.333,0.294,0.627,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,95.0,103.0,98.0,98.0,92.0,90.0,,,,87.0,93.0,94.0,,,,0.007,0.566,,,0.195,0.04,,-0.01,,-0.31,95.2,,94.9,,81.3,0.269,0.498,0.217,,,,,,,0.231,0.338,0.376,,,,112.0,88.0,93.0,,,,,0.067,,-0.96,84.4,,0.316,0.421,0.467,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,,,,,,
2023-06-21,7:10 PM.,TEX,CWS,home,Clear.,74,527048,2B,2,0,0,0,0,0,0,0,0,0,1,0.294,0.333,0.294,0.627,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,,,,,,,0.428,0.04,,0.01,,3.25,,0.44,2.0,,91.8,,91.6,83.4,,0.167,0.222,0.146,0.0,0.0,0.2,,,,0.063,0.063,0.353,0.244,0.394,0.0969999999999999,71.0,110.0,99.0,78.0,101.0,100.0,0.037,0.265,3.35,-0.75,84.1,79.1,0.316,0.447,0.278,79.0,99.0,88.0,0.221,-2.02,89.2,0.342,0.64,0.1169999999999999,,,,,,
2023-06-20,7:10 PM.,TEX,CWS,home,Clear.,72,543135,RF,4,1,2,0,0,0,1,0,0,1,1,0.333,0.375,0.333,0.708,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,92.0,97.0,93.0,,,,101.0,113.0,109.0,,,,125.0,101.0,106.0,,0.372,0.276,0.04,,0.41,1.26,,-3.23,,95.1,87.9,,83.9,,0.234,0.423,0.183,0.303,0.606,0.1369999999999999,0.196,0.314,0.355,0.2,0.22,0.417,,,,,,,99.0,104.0,102.0,0.135,,0.86,,,76.0,,,,86.0,98.0,92.0,0.176,1.33,90.6,0.238,0.417,0.198,,,,,,
2023-06-19,7:11 PM.,TEX,CWS,home,Clear.,77,571760,2B,4,0,0,0,0,0,0,0,0,1,3,0.273,0.333,0.273,0.606,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,,,,0.579,,0.252,,0.1,,,-1.35,,92.5,,,82.0,,0.236,0.431,0.256,0.259,0.443,0.296,,,,,,,,,,101.0,97.0,92.0,80.0,143.0,68.0,0.0,0.169,-3.87,-0.11,84.0,74.4,0.274,0.452,0.24,,,,,,,,,,,,,,,
2023-06-18,1:11 PM.,SEA,CWS,away,Roof Closed.,58,682243,2B,4,0,0,0,0,0,0,0,0,1,1,0.429,0.5,0.429,0.929,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,,,,,,,0.076,0.585,,0.274,,0.3,,1.22,0.14,,95.1,,95.1,85.0,,0.256,0.45,0.271,0.3,0.475,0.174,,,,0.667,1.333,0.125,0.26,0.36,0.096,90.0,101.0,107.0,113.0,102.0,102.0,0.009,0.056,-8.41,0.66,85.0,78.2,0.167,0.433,0.179,,,,,,,,,,,,,,,
2023-06-17,1:11 PM.,SEA,CWS,away,Roof Closed.,53,669302,2B,3,0,3,0,0,0,2,0,1,0,0,1.0,1.0,1.0,2.0,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.148,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.491,0.177,0.211,0.349,0.322,0.174,0.34,0.35,0.214,0.371,0.306,0.667,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,1:10 PM.,MIL,CWS,away,Partly Cloudy.,74,642547,LF,0,0,0,0,0,0,0,0,0,0,0,0.242,0.342,0.333,0.675,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,,,,0.539,,0.217,,0.05,,,-0.09,,94.3,,,81.4,,0.239,0.424,0.252,0.203,0.384,0.41,,,,0.182,0.341,0.372,,,,84.0,92.0,88.0,104.0,106.0,110.0,0.07,0.175,0.36,0.84,87.7,78.1,0.218,0.291,0.369,,,,,,,,,,,,,,,
2024-06-01,3:10 PM.,MIL,CWS,away,Roof Closed.,71,688107,SS,4,0,0,0,0,0,0,0,0,2,4,0.242,0.342,0.333,0.675,688107,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.91,28.0,102.0,97.0,98.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,82.0,105.0,94.0,101.0,103.0,96.0,124.0,100.0,110.0,,,,,,,0.246,0.198,,0.321,,1.74,,2.44,1.14,,93.3,,92.5,80.6,,0.219,0.219,0.149,,,,,,,,,,0.214,0.214,0.173,75.0,95.0,84.0,,,,,0.143,,1.33,87.9,,0.333,0.4,0.172,66.0,105.0,97.0,0.093,-6.67,88.4,0.6,0.9,0.2,,,,0.19,0.333,0.345
2024-05-28,7:20 PM.,TOR,CWS,home,Rain.,61,592332,2B,1,1,1,0,0,0,0,0,0,0,0,0.276,0.382,0.379,0.761,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,88.0,108.0,106.0,0.054,0.528,0.334,0.084,,0.43,0.51,-3.21,-1.21,,93.9,86.0,93.3,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,0.169,0.262,0.335,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,2:50 PM.,BAL,CWS,home,Overcast.,62,680694,CF,3,0,0,0,0,0,0,0,0,1,1,0.25,0.364,0.357,0.721,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,,,,,,,0.399,0.131,,0.298,,-1.17,,1.65,1.35,,94.5,,95.3,88.2,,0.364,0.545,0.273,0.171,0.244,0.337,,,,0.227,0.5,0.283,0.157,0.229,0.196,,,,124.0,104.0,110.0,0.172,,-0.48,,,84.1,,,,,,,,,,,,,,,,,,
2024-05-23,6:41 PM.,BAL,CWS,home,Clear.,73,680570,PR,0,0,0,0,0,0,0,0,0,0,0,0.28,0.4,0.4,0.8,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,,,,0.012,0.465,,0.158,,-0.38,,5.3,-0.96,,96.1,,96.1,86.5,,0.291,0.413,0.269,0.25,0.563,0.361,,,,0.26,0.38,0.241,0.167,0.333,0.294,140.0,101.0,108.0,114.0,103.0,107.0,0.155,0.21,0.29,1.63,83.1,81.3,0.161,0.306,0.348,,,,,,,,,,,,,,,
2024-05-22,7:08 PM.,TOR,CWS,away,Partly Cloudy.,69,605135,3B,3,0,1,0,0,0,0,0,1,1,0,0.28,0.4,0.4,0.8,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,,,,87.0,90.0,86.0,0.407,0.045,0.043,0.118,,-1.6,-2.64,-0.08,-0.88,,92.6,84.1,92.5,77.2,,0.242,0.394,0.25,0.375,0.781,0.096,0.303,0.364,0.167,0.221,0.351,0.292,0.327,0.423,0.128,75.0,87.0,84.0,101.0,91.0,102.0,0.137,0.053,-0.09,-2.29,84.5,71.0,0.321,0.607,0.158,79.0,101.0,91.0,0.197,0.44,89.6,0.188,0.316,0.268,,,,0.154,0.231,0.458
2024-05-21,7:06 PM.,TOR,CWS,away,Clear.,76,579328,LF,2,0,0,0,0,0,0,0,0,0,1,0.273,0.385,0.409,0.794,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,,,,0.471,,0.235,,-0.08,,,1.31,,95.5,,,88.3,,0.274,0.505,0.28,0.21,0.28,0.297,,,,0.264,0.395,0.274,,,,99.0,93.0,91.0,99.0,105.0,105.0,0.183,0.111,0.02,-0.15,86.7,82.4,0.194,0.25,0.358,,,,,,,,,,,,,,,
2024-05-19,1:38 PM.,NYY,CWS,away,Partly Cloudy.,70,607074,2B,4,0,1,0,1,0,1,0,0,2,4,0.3,0.417,0.45,0.867,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,114.0,98.0,101.0,,,,144.0,104.0,113.0,,,,,,,,0.494,,0.26,,0.05,,,-0.4,,95.4,,,86.8,,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.281,0.531,0.276,,,,129.0,92.0,106.0,103.0,86.0,93.0,0.083,0.129,-1.32,1.44,85.5,81.0,0.188,0.247,0.495,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,
2024-05-17,7:06 PM.,NYY,CWS,away,Cloudy.,69,641482,SS,2,1,0,0,0,0,0,1,2,1,0,0.313,0.45,0.375,0.825,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,,,,,,,0.014,0.442,,0.168,,0.25,,1.37,-1.27,,92.1,,90.3,78.2,,0.235,0.443,0.215,0.364,0.727,0.167,,,,,,,0.143,0.143,0.316,86.0,102.0,94.0,,,,,0.097,,-0.89,83.6,,0.226,0.369,0.326,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,,,,0.284,0.511,0.25
2024-05-15,1:10 PM.,WSH,CWS,home,Sunny.,60,571578,2B,2,0,1,0,0,0,0,0,1,0,2,0.357,0.438,0.429,0.867,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,,,,,,,0.338,0.076,,0.343,0.001,-1.46,,-1.9,0.41,4.71,91.3,,91.5,80.0,63.2,0.311,0.578,0.133,0.216,0.335,0.354,,,,0.5,1.25,0.526,0.339,0.567,0.091,87.0,96.0,96.0,73.0,100.0,97.0,0.016,0.034,-2.3,-5.53,81.0,70.0,0.409,0.773,0.279,76.0,107.0,98.0,0.192,-0.37,85.7,0.301,0.434,0.223,,,,,,
2024-05-14,7:04 PM.,WSH,CWS,home,Cloudy.,55,680730,3B,3,0,0,0,0,0,0,0,0,0,0,0.333,0.385,0.417,0.802,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,89.0,94.0,94.0,,0.486,0.191,0.098,,0.07,-0.6,,-0.73,,92.5,85.6,,84.5,,0.276,0.425,0.12,0.238,0.429,0.364,0.233,0.4,0.372,0.252,0.36,0.263,,,,,,,97.0,96.0,96.0,0.225,,0.47,,,80.5,,,,,,,,,,,,,,,,,,
2024-05-14,3:40 PM.,WSH,CWS,home,Cloudy.,55,592866,3B,2,0,1,1,0,0,0,0,0,0,2,0.444,0.5,0.556,1.056,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,63.0,110.0,96.0,90.0,101.0,94.0,100.0,99.0,93.0,,,,,,,0.121,0.364,,0.347,,2.46,,1.1,0.78,,88.9,,87.7,78.7,,0.196,0.271,0.178,0.296,0.407,0.059,,,,,,,0.261,0.391,0.214,70.0,102.0,91.0,,,,,0.168,,-0.36,82.8,,0.25,0.341,0.225,,,,,,,,,,,,,0.135,0.162,0.459
2024-05-12,1:10 PM.,CLE,CWS,home,Sunny.,78,671106,2B,2,0,2,0,0,0,0,0,1,0,0,0.429,0.5,0.429,0.929,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,60.0,98.0,88.0,,,,89.0,98.0,86.0,,,,,,,,0.484,,0.187,,-1.54,,,-2.55,,91.2,,,78.6,,0.342,0.609,0.147,,,,,,,,,,,,,99.0,92.0,94.0,,,,,0.183,,-0.92,81.7,,0.237,0.438,0.269,91.0,97.0,96.0,0.146,-0.03,85.3,0.245,0.491,0.202,,,,0.273,0.576,0.333
