date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-08-08,6:41 PM.,OAK,TEX,away,Clear.,66,676664,LF,0,1,0,0,0,0,0,0,1,0,0,0.291,0.389,0.376,0.765,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,,,,0.21,0.395,0.283,0.277,0.438,0.225,,,,,,,,,,,,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-07,6:42 PM.,OAK,TEX,away,Clear.,70,686610,LF,1,1,0,0,0,0,1,0,1,0,1,0.291,0.386,0.376,0.762,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.543,0.271,0.166,-0.52,,-0.79,-1.4,93.3,84.2,,81.1,,,,0.218,0.423,0.3279999999999999,0.34,0.515,0.374,93.0,77.0,85.0,,,,,0.02,,-3.62,,74.5,0.275,0.493,0.178,,,,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-06,1:37 PM.,MIA,TEX,home,Roof Closed.,74,645261,LF,4,0,0,0,0,0,0,0,0,2,2,0.293,0.385,0.378,0.763,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.273,-0.27,1.72,0.72,-0.43,98.0,91.1,97.6,89.9,0.237,0.366,0.124,0.227,0.364,0.352,0.282,0.401,0.299,134.0,99.0,105.0,,,,,0.022,,-0.52,,86.1,0.253,0.448,0.267,,,,0.308,0.308,0.182,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,3:09 PM.,MIA,TEX,home,Roof Closed.,74,666277,LF,0,0,0,0,0,0,0,0,0,0,0,0.299,0.393,0.386,0.779,666277,georgesoriano,"Soriano, G",Right,George Soriano,MIA,3.81,4.51,52.0,95.0,98.0,95.0,0.735,9.0,3.98,7.96,1.04,1.07,0.203,0.453,0.149,0.351,0.429,93.0,96.0,98.0,87.0,90.0,82.0,,,,111.0,100.0,108.0,,0.405,0.379,0.215,-0.11,,0.68,0.64,94.6,88.9,,83.3,,,,0.162,0.365,0.38,0.22,0.32,0.3289999999999999,,,,,,,,,,,,,0.315,0.411,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,7:08 PM.,MIA,TEX,home,Roof Closed.,74,666200,LF,1,0,0,0,0,0,0,0,0,0,1,0.299,0.393,0.386,0.779,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,0.04,0.457,0.289,0.21,0.93,-0.81,-0.26,-0.09,96.7,88.3,96.5,85.1,0.314,0.686,0.102,0.233,0.389,0.518,0.248,0.429,0.361,,,,68.0,87.0,76.0,0.004,,0.74,,91.4,,0.232,0.384,0.1939999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,1:07 PM.,CWS,TEX,home,Roof Closed.,74,657053,LF,2,0,0,0,0,0,0,1,2,0,3,0.301,0.394,0.388,0.782,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,,-1.46,0.33,-6.26,,93.6,,92.9,86.6,0.3,0.412,0.095,0.333,1.333,0.357,,,,108.0,99.0,104.0,,,,,0.288,,1.81,,76.1,0.294,0.426,0.217,,,,0.115,0.184,0.356,0.189,-0.3,87.5,0.188,0.348,0.324,,,,,,,96.0,96.0,99.0,,,,,,,,,
2023-08-02,7:07 PM.,CWS,TEX,home,Roof Closed.,74,656302,LF,4,0,1,1,0,0,2,0,0,0,2,0.304,0.392,0.392,0.784,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,0.03,-0.15,,0.4,1.0,95.6,74.6,,86.3,,,,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,,,,,,,,,,,,,0.273,0.436,0.205,,,,0.298,0.538,0.249,,,,,,,0.152,-1.83,80.2,83.0,94.0,99.0,,,,,,,,,,,,
2023-08-01,7:08 PM.,CWS,TEX,home,Roof Closed.,74,669947,LF,2,0,0,0,0,0,0,0,1,0,1,0.305,0.395,0.39,0.785,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,0.435,0.366,0.035,0.27,,-1.82,0.73,92.8,85.4,,85.4,,,,0.354,0.472,0.2339999999999999,0.111,0.111,0.154,104.0,104.0,106.0,,,,,0.165,,-0.51,,74.0,0.266,0.462,0.14,,,,0.245,0.469,0.3429999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,5:40 PM.,SD,TEX,away,Clear.,74,506433,LF,3,0,0,0,0,0,0,0,1,0,0,0.309,0.396,0.394,0.79,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.001,-1.74,0.46,-0.68,-1.35,94.7,82.3,94.3,84.0,0.319,0.418,0.157,0.432,0.703,0.244,,,,97.0,94.0,104.0,93.0,95.0,99.0,0.089,0.051,2.4,1.37,90.9,72.3,0.253,0.538,0.159,0.2,0.32,0.196,0.13,0.203,0.391,0.077,1.21,89.2,0.167,0.217,0.4,0.066,3.06,79.3,105.0,111.0,112.0,95.0,104.0,100.0,,,,,,,,,
2023-07-28,7:01 PM.,SD,TEX,away,Clear.,73,605397,LF,5,0,0,0,0,0,0,0,0,1,3,0.314,0.399,0.401,0.8,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,87.1,92.8,82.2,0.261,0.261,0.125,0.281,0.594,0.3389999999999999,0.267,0.333,0.406,134.0,107.0,110.0,102.0,99.0,98.0,0.204,0.239,1.68,0.77,90.1,81.3,0.205,0.273,0.222,0.302,0.429,0.13,0.207,0.329,0.34,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,7:10 PM.,HOU,TEX,away,Roof Closed.,73,641585,LF,4,0,2,1,0,0,0,0,0,0,0,0.323,0.409,0.413,0.822,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.152,-0.26,,-2.09,2.51,93.0,81.8,,80.1,,,,0.25,0.533,0.298,0.183,0.237,0.308,116.0,98.0,100.0,116.0,108.0,103.0,0.189,0.137,0.33,0.16,86.8,76.0,0.308,0.481,0.106,0.317,0.446,0.22,0.145,0.273,0.422,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,7:10 PM.,HOU,TEX,away,Roof Closed.,73,656232,RF,5,1,2,0,0,0,1,0,0,1,1,0.319,0.407,0.405,0.812,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,73.0,97.0,87.0,78.0,99.0,88.0,99.0,93.0,95.0,0.214,0.306,0.118,0.247,-1.15,-0.12,-3.74,0.83,92.1,87.1,92.1,82.0,0.338,0.477,0.135,0.333,0.722,0.355,0.227,0.352,0.332,101.0,90.0,88.0,,,,0.004,0.111,-0.48,-0.81,84.4,79.5,0.273,0.505,0.159,,,,0.217,0.217,0.302,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,1:39 PM.,LAD,TEX,home,Roof Closed.,74,686218,RF,4,1,0,0,0,0,0,1,1,2,3,0.316,0.408,0.405,0.813,686218,emmetsheehan,Sheehan,Right,Emmet Sheehan,LAD,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,74.0,99.0,100.0,104.0,96.0,95.0,,,,112.0,98.0,103.0,,0.6,0.228,0.172,0.04,,1.57,0.51,95.4,82.9,,85.8,,,,0.091,0.182,0.412,0.178,0.333,0.476,,,,,,,,,,,,,0.24,0.504,0.2019999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,3:07 PM.,LAD,TEX,home,Roof Closed.,72,676272,LF,4,1,1,0,0,0,0,0,0,1,0,0.325,0.413,0.416,0.829,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.16,1.2,1.75,-1.0,0.6,99.0,88.2,98.8,89.7,0.258,0.382,0.178,0.5,0.75,0.25,0.133,0.307,0.3989999999999999,115.0,100.0,110.0,,,,,0.185,,1.25,,80.6,0.258,0.367,0.206,,,,0.184,0.303,0.36,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,7:07 PM.,LAD,TEX,home,Roof Closed.,74,664062,LF,2,0,0,0,0,0,1,0,0,1,0,0.327,0.417,0.42,0.837,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,,1.42,,-0.82,,92.4,,,86.8,,,,0.268,0.439,0.253,,,,107.0,83.0,90.0,,,,,0.151,,-2.12,,80.9,0.221,0.436,0.157,,,,0.313,0.656,0.209,0.272,0.21,83.0,0.181,0.315,0.27,,,,,,,120.0,98.0,106.0,,,,,,,,,
2023-07-19,1:08 PM.,TB,TEX,home,Roof Closed.,74,641793,RF,3,1,1,0,0,0,0,1,1,0,2,0.331,0.424,0.426,0.85,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,0.099,0.312,0.397,,0.57,0.28,0.34,,94.1,,92.9,87.1,0.237,0.342,0.063,0.25,0.417,0.3,,,,,,,,,,,,,,,,0.26,0.44,0.22,,,,,,,0.192,-1.3,84.3,0.268,0.415,0.281,,,,,,,115.0,107.0,118.0,,,,,,,,,
2023-07-18,7:07 PM.,TB,TEX,home,Roof Closed.,74,671737,LF,4,0,2,1,0,0,1,0,0,0,1,0.331,0.423,0.428,0.851,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.001,0.449,,,-0.8,0.0,,,96.1,,97.8,,,,,,,,,,,88.0,107.0,111.0,106.0,99.0,99.0,0.248,0.167,-1.32,0.04,88.9,79.0,0.277,0.559,0.191,0.312,0.581,0.295,0.169,0.338,0.2239999999999999,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,,,,,,,,,,
2023-07-17,7:07 PM.,TB,TEX,home,Roof Closed.,74,663556,LF,0,0,0,0,0,0,0,0,0,0,0,0.326,0.421,0.418,0.839,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,0.419,0.153,0.258,-0.34,,-0.27,2.65,96.8,86.9,,89.3,,,,0.261,0.58,0.291,0.153,0.191,0.541,115.0,101.0,107.0,,,,,0.17,,1.12,,83.5,0.269,0.479,0.233,,,,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-16,1:39 PM.,CLE,TEX,home,Roof Closed.,74,676440,LF,4,0,1,0,0,0,0,0,0,0,1,0.326,0.421,0.418,0.839,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.166,0.6,,1.35,1.07,94.9,83.8,,84.7,,,,0.206,0.355,0.317,0.213,0.298,0.3779999999999999,88.0,98.0,102.0,,,,,0.093,,-1.11,,78.3,0.243,0.348,0.19,,,,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,3:08 PM.,CLE,TEX,home,Roof Closed.,74,668909,LF,3,0,1,0,0,0,0,1,0,1,1,0.328,0.425,0.423,0.848,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.553,0.221,0.056,0.35,,2.27,-3.24,95.7,88.2,,84.9,,,,0.157,0.241,0.318,0.353,0.588,0.212,84.0,90.0,95.0,,,,,0.17,,-1.23,,76.2,0.25,0.404,0.249,,,,0.174,0.391,0.352,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,7:08 PM.,CLE,TEX,home,Roof Closed.,74,650644,LF,3,0,2,0,0,0,1,1,1,0,0,0.328,0.427,0.425,0.852,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.123,0.058,,-0.65,1.59,0.15,,91.8,,92.4,82.5,0.202,0.292,0.144,0.172,0.345,0.2319999999999999,,,,153.0,113.0,120.0,96.0,104.0,103.0,0.372,0.244,1.13,0.77,87.7,78.1,0.359,0.436,0.243,0.261,0.406,0.2339999999999999,0.188,0.323,0.273,0.017,-6.33,85.2,0.5,0.625,0.182,,,,,,,58.0,95.0,95.0,,,,,,,,,
2023-07-08,4:06 PM.,WSH,TEX,away,Cloudy.,87,663623,RF,4,0,1,0,0,0,0,0,0,0,1,0.321,0.414,0.42,0.834,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.051,-0.01,-0.75,,1.21,94.5,87.8,93.9,,0.348,0.525,0.093,,,,0.25,0.5,0.156,110.0,100.0,103.0,,,,,0.306,,0.08,,80.9,0.208,0.376,0.192,,,,0.197,0.362,0.257,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,7:04 PM.,WSH,TEX,away,Clear.,85,592866,LF,4,1,1,0,0,0,0,1,0,0,4,0.323,0.419,0.425,0.844,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,83.3,88.2,80.9,0.325,0.458,0.188,0.313,0.5,0.281,0.315,0.483,0.1989999999999999,97.0,95.0,95.0,,,,,0.069,,-1.93,,76.7,0.283,0.563,0.1669999999999999,,,,0.314,0.629,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,7:12 PM.,BOS,TEX,away,Partly Cloudy.,80,678394,CF,3,0,1,0,0,0,0,0,0,1,1,0.325,0.424,0.431,0.855,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,0.364,0.207,0.175,0.239,-1.91,0.52,-1.86,1.38,95.5,86.2,95.0,85.3,0.278,0.435,0.16,0.3,0.456,0.259,0.196,0.291,0.387,,,,88.0,100.0,88.0,0.015,,-6.73,,89.1,,0.31,0.646,0.1989999999999999,0.462,1.077,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,1:08 PM.,HOU,TEX,home,Roof Closed.,74,664299,LF,4,2,3,0,0,1,5,0,0,0,0,0.325,0.426,0.433,0.859,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.041,0.44,,-0.09,-1.29,92.7,83.7,,79.5,,,,0.211,0.367,0.287,0.28,0.36,0.392,,,,,,,,,,,,,0.236,0.455,0.265,,,,0.268,0.366,0.195,,,,,,,0.075,-1.17,76.6,91.0,99.0,102.0,,,,,,,,,,,,
2023-07-02,1:37 PM.,HOU,TEX,home,Roof Closed.,74,681869,PH,1,0,0,0,0,0,0,0,0,0,0,0.31,0.416,0.397,0.813,681869,shawndubin,Dubin,Right,Shawn Dubin,HOU,7.0,5.16,9.0,96.0,110.0,101.0,0.805,11.0,3.0,12.0,1.0,1.1,0.296,0.37,0.037,0.519,0.395,108.0,104.0,115.0,106.0,91.0,96.0,,,,129.0,90.0,102.0,,0.442,0.093,0.151,-2.7,,2.04,1.44,95.2,88.4,,84.5,,,,0.25,0.25,0.222,0.25,0.25,0.412,112.0,97.0,102.0,108.0,104.0,99.0,0.145,0.169,2.12,-3.74,90.1,81.8,0.375,0.688,0.216,0.2,0.4,0.308,0.5,0.75,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,3:08 PM.,HOU,TEX,home,Roof Closed.,74,686613,LF,4,1,2,0,0,0,1,2,0,1,2,0.313,0.419,0.4,0.819,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,0.01,-0.16,-2.64,,95.7,,96.0,84.6,,,,0.25,0.625,0.3329999999999999,0.121,0.242,0.37,,,,,,,0.235,,-0.4,,91.7,,0.271,0.511,0.223,0.297,0.506,0.208,0.247,0.374,0.303,0.048,0.92,88.2,,,,0.238,-0.77,82.9,112.0,102.0,110.0,92.0,104.0,105.0,,,,,,,,,
2023-06-30,7:08 PM.,HOU,TEX,home,Roof Closed.,74,669854,LF,3,0,1,0,0,0,0,0,1,0,0,0.306,0.417,0.396,0.813,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,4.5,5.13,52.0,96.0,98.0,99.0,0.693,9.0,4.85,8.48,2.08,0.75,0.174,0.521,0.125,0.347,0.392,94.0,102.0,104.0,104.0,92.0,95.0,,,,93.0,99.0,101.0,,0.402,0.486,0.09,-2.87,,1.85,0.46,94.5,85.5,,88.0,,,,0.189,0.321,0.426,0.263,0.316,0.37,109.0,83.0,85.0,,,,,0.022,,-0.98,,80.0,0.343,0.714,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-29,1:08 PM.,DET,TEX,home,Roof Closed.,74,681857,LF,4,0,2,1,0,0,1,0,1,0,2,0.306,0.414,0.398,0.812,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.151,0.85,1.25,-0.14,0.98,94.8,87.8,94.8,84.8,0.278,0.367,0.121,0.217,0.433,0.416,0.208,0.283,0.359,95.0,93.0,95.0,,,,,0.058,,0.83,,78.8,0.171,0.381,0.158,,,,0.167,0.222,0.311,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,7:08 PM.,DET,TEX,home,Roof Closed.,74,666159,CF,0,0,0,0,0,0,0,0,2,0,0,0.298,0.407,0.385,0.792,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,103.0,104.0,100.0,,,,112.0,102.0,107.0,,0.478,0.315,0.036,0.58,,1.21,0.93,93.4,87.7,,81.9,,,,0.185,0.383,0.261,0.111,0.111,0.063,102.0,99.0,101.0,,,,,0.172,,-0.9,,79.5,0.214,0.366,0.182,,,,0.258,0.419,0.094,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,7:10 PM.,CWS,TEX,away,Clear.,74,656629,LF,2,0,0,0,0,0,0,0,2,1,1,0.298,0.397,0.385,0.782,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.074,-0.71,,-1.5,0.15,95.2,88.7,,84.8,,,,0.258,0.516,0.2739999999999999,0.133,0.3,0.3389999999999999,96.0,97.0,97.0,,,,,0.04,,-0.94,,80.6,0.244,0.462,0.264,,,,0.158,0.474,0.1939999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,7:10 PM.,CWS,TEX,away,Clear.,72,656302,LF,3,3,2,0,0,0,0,0,1,0,0,0.304,0.393,0.392,0.785,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,0.03,-0.15,,0.4,1.0,95.6,74.6,,86.3,,,,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,,,,,,,,,,,,,0.273,0.436,0.205,,,,0.298,0.538,0.249,,,,,,,0.152,-1.83,80.2,83.0,94.0,99.0,,,,,,,,,,,,
2023-06-19,7:11 PM.,CWS,TEX,away,Clear.,77,621383,LF,0,0,0,0,0,0,0,0,0,0,0,0.293,0.381,0.384,0.765,621383,tannerbanks,Banks,Left,Tanner Banks,CHW,4.43,4.39,61.0,101.0,88.0,101.0,0.788,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.103,0.37,0.445,64.0,102.0,96.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.028,0.354,0.303,0.165,-0.84,-1.44,1.17,2.23,92.6,86.3,91.4,86.3,0.5,0.5,0.444,0.225,0.408,0.263,0.162,0.324,0.188,113.0,106.0,109.0,,,,,0.151,,-3.1,,80.9,0.291,0.494,0.244,,,,0.31,0.69,0.243,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,1:38 PM.,TOR,TEX,home,Roof Closed.,74,605135,LF,0,0,0,0,0,0,0,0,0,0,0,0.293,0.381,0.384,0.765,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.393,0.093,0.136,0.065,-3.9,2.11,-0.72,1.71,92.4,84.1,91.9,75.6,0.22,0.336,0.144,0.227,0.636,0.191,0.189,0.351,0.1009999999999999,93.0,92.0,100.0,95.0,105.0,102.0,0.153,0.126,-1.13,0.67,87.8,70.7,0.333,0.652,0.206,0.274,0.496,0.253,0.192,0.295,0.318,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,,78.0,84.0,84.0,,,,,,,,,
