date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2023-04-04,6:43 PM.,MIN,MIA,home,Clear.,83,628317,RF,3,1,1,0,0,1,1,0,0,2,0,0.188,0.278,0.375,0.653,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,,,,0.274,,0.306,0.036,,0.35,,-0.07,-2.4,,91.0,,,81.6,76.4,0.275,0.451,0.251,0.206,0.471,0.288,,,,0.333,0.667,0.063,,,,73.0,107.0,96.0,0.064,-0.88,90.3,0.385,0.538,0.128,,,,0.182,0.263,0.35,138.0,107.0,112.0,0.319,1.6,84.1,,,,,,,,,,,,
2023-04-03,6:42 PM.,MIN,MIA,home,Partly Cloudy.,83,641816,RF,4,0,2,0,0,0,0,0,0,1,2,0.154,0.267,0.154,0.421,641816,tylermahle,Mahle,Right,Tyler Mahle,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,,,,,,,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,0.518,0.021,0.264,,,1.08,12.66,-0.02,,,92.6,84.7,,83.8,,0.25,0.455,0.179,0.219,0.313,0.255,,,,,,,,,,,,,,,,,,,,,,0.211,0.579,0.372,100.0,116.0,112.0,0.197,-1.89,84.9,,,,,,,,,,,,
2023-04-02,1:41 PM.,NYM,MIA,home,Roof Closed.,72,673540,RF,3,0,0,0,0,0,0,0,1,2,2,0.0,0.182,0.0,0.182,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.116,0.027,,0.17,2.52,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.399,0.173,0.333,0.952,0.245,,,,0.125,0.5,0.444,0.244,0.339,0.182,,,,,,,,,,0.237,0.95,83.2,0.11,0.147,0.595,,,,,,,,,,,,,,,,,,
2023-03-31,6:44 PM.,NYM,MIA,home,Partly Cloudy.,80,656849,RF,4,0,0,0,0,0,0,0,0,1,1,0.0,0.143,0.0,0.143,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,,,,0.273,,0.197,0.088,0.189,-0.83,,-2.58,2.63,-1.35,92.7,,85.3,85.3,78.6,0.287,0.425,0.281,0.268,0.472,0.3939999999999999,0.325,0.55,0.309,0.2,0.2,0.365,,,,97.0,97.0,95.0,0.253,0.66,91.5,0.314,0.486,0.165,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,4:13 PM.,NYM,MIA,home,Roof Closed.,76,453286,RF,2,0,0,0,0,0,0,0,1,0,1,0.0,0.333,0.0,0.333,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.463,0.104,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,83.8,84.0,75.4,0.255,0.458,0.238,0.25,0.545,0.364,0.207,0.283,0.275,0.187,0.373,0.326,0.135,0.243,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,4:10 PM.,WSH,MIA,home,Roof Closed.,72,680730,RF,2,0,1,0,0,0,0,0,0,1,3,0.24,0.255,0.38,0.635,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,,,,0.486,,0.098,0.225,,0.07,,-0.73,0.47,,92.5,,,84.5,80.5,0.276,0.425,0.12,0.238,0.429,0.364,,,,0.252,0.36,0.263,,,,,,,,,,,,,,,,0.233,0.4,0.372,89.0,94.0,94.0,0.191,-0.6,85.6,,,,,,,,,,,,
2024-04-23,7:19 PM.,ATL,MIA,away,Clear.,71,608331,RF,3,0,0,0,0,0,0,0,0,1,1,0.229,0.245,0.375,0.62,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,93.0,96.0,94.0,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,0.5,1.39,1.7,93.9,88.5,85.7,82.1,74.6,0.266,0.36,0.182,0.22,0.293,0.297,0.196,0.283,0.251,0.154,0.285,0.371,0.286,0.476,0.286,90.0,98.0,94.0,0.158,1.47,93.6,0.265,0.299,0.137,,,,,,,,,,,,,,,,,,,,,,0.167,0.2,0.358
2024-04-20,6:40 PM.,CHC,MIA,away,Overcast.,42,684007,RF,4,0,2,0,0,0,0,0,0,0,1,0.244,0.261,0.4,0.661,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,103.0,105.0,104.0,50.0,107.0,96.0,0.52,0.005,0.077,0.032,0.039,0.36,-6.3,0.14,-0.59,0.48,91.7,89.8,81.6,81.6,72.7,0.229,0.47,0.176,,,,0.194,0.226,0.333,0.444,0.556,0.0,0.333,1.333,0.143,76.0,102.0,91.0,0.021,0.77,88.7,0.25,0.333,0.37,,,,0.204,0.283,0.431,81.0,106.0,100.0,0.306,1.39,82.9,,,,0.0,-76.55,53.9,,,,0.267,0.311,0.347
2024-04-17,12:10 PM.,SF,MIA,home,Roof Closed.,72,676775,PH,1,0,1,0,0,0,0,0,0,0,0,0.22,0.238,0.39,0.628,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,,,,,,,89.0,101.0,95.0,127.0,98.0,106.0,,,,0.263,,0.139,,,-0.92,,-1.39,,,95.7,,,87.9,,0.214,0.5,0.272,0.321,0.607,0.356,,,,,,,,,,91.0,97.0,93.0,0.192,-2.92,94.8,0.41,0.692,0.066,,,,0.215,0.355,0.282,131.0,97.0,113.0,0.405,0.24,88.9,,,,,,,,,,,,
2024-04-15,6:41 PM.,SF,MIA,home,Partly Cloudy.,76,690986,RF,4,1,1,0,0,1,1,0,0,2,2,0.2,0.22,0.375,0.595,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,93.0,107.0,97.0,,,,0.577,,0.003,0.223,0.197,0.2,,-11.71,-0.22,-1.64,92.5,,84.8,88.2,80.6,0.249,0.425,0.23,0.333,0.667,0.5,0.287,0.435,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,0.452,0.277,,,
2024-04-13,4:10 PM.,ATL,MIA,home,Sunny.,81,519242,RF,4,1,1,0,0,0,0,0,0,1,2,0.194,0.216,0.306,0.522,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,,0.403,,0.147,-0.12,,2.16,,2.97,94.8,,87.1,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,0.159,0.195,0.236,,,,,,,113.0,100.0,96.0,0.072,-1.99,94.2,0.327,0.551,0.133,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,7:10 PM.,ATL,MIA,home,Clear.,77,608331,RF,4,0,1,0,0,0,0,0,0,1,0,0.188,0.212,0.313,0.525,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,93.0,96.0,94.0,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,0.5,1.39,1.7,93.9,88.5,85.7,82.1,74.6,0.266,0.36,0.182,0.22,0.293,0.297,0.196,0.283,0.251,0.154,0.285,0.371,0.286,0.476,0.286,90.0,98.0,94.0,0.158,1.47,93.6,0.265,0.299,0.137,,,,,,,,,,,,,,,,,,,,,,0.167,0.2,0.358
2024-04-09,7:08 PM.,NYY,MIA,away,Partly Cloudy.,65,607074,RF,2,0,1,0,0,0,0,0,0,1,1,0.179,0.207,0.321,0.528,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,144.0,104.0,113.0,100.0,83.0,82.0,0.494,0.035,0.26,0.083,0.129,0.05,-3.11,-0.4,-1.32,1.44,95.4,91.8,85.5,86.8,81.0,0.262,0.514,0.214,0.199,0.361,0.393,0.188,0.247,0.495,0.281,0.531,0.276,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,6:07 PM.,NYY,MIA,away,Overcast.,60,641482,RF,3,0,0,0,0,0,0,0,0,1,0,0.154,0.185,0.308,0.493,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,99.0,98.0,101.0,109.0,100.0,102.0,0.442,0.28,0.168,,0.097,0.25,1.32,-1.27,,-0.89,92.1,87.5,83.6,78.2,,0.235,0.443,0.215,0.364,0.727,0.167,0.226,0.369,0.326,,,,0.249,0.378,0.251,86.0,116.0,113.0,0.014,1.37,90.3,0.143,0.143,0.316,,,,,,,,,,,,,,,,,,,,,,0.284,0.511,0.25
2024-04-06,1:15 PM.,STL,MIA,away,Partly Cloudy.,57,571927,RF,4,0,1,0,0,0,0,0,0,0,2,0.174,0.208,0.348,0.556,571927,stevenmatz,Matz,Left,Steven Matz,STL,5.08,4.65,44.1,104.0,86.0,100.0,0.832,6.7,3.05,9.95,1.42,1.12,0.271,0.357,0.207,0.214,0.456,99.0,107.0,102.0,108.0,102.0,106.0,,,,85.0,90.0,94.0,,,,,,0.069,0.076,0.257,,,-1.16,-1.14,-2.61,,,83.3,88.1,77.6,,,,0.385,0.462,0.192,0.3,0.567,0.272,0.385,0.385,0.048,,,,78.0,105.0,100.0,0.598,0.6,93.9,0.247,0.412,0.15,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,3:20 PM.,STL,MIA,away,Overcast.,49,458681,RF,1,0,0,0,0,0,0,0,0,1,0,0.158,0.2,0.368,0.568,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,102.0,101.0,109.0,91.0,101.0,94.0,0.472,0.223,0.013,0.062,0.063,0.87,-1.03,-1.62,-1.98,-2.47,92.3,88.1,84.8,82.0,80.4,0.199,0.393,0.287,,,,0.292,0.292,0.225,0.211,0.342,0.203,0.317,0.426,0.262,66.0,93.0,84.0,0.167,-0.46,91.2,0.284,0.469,0.11,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.0
2024-04-03,1:10 PM.,LAA,MIA,home,Roof Closed.,72,663776,RF,3,1,1,1,0,0,0,0,0,0,1,0.167,0.211,0.389,0.6,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,150.0,98.0,105.0,,,,0.16,,0.293,0.09,0.283,-2.18,,0.27,2.03,0.73,93.7,,82.9,86.8,76.3,0.381,0.524,0.16,0.265,0.434,0.243,0.208,0.292,0.39,0.118,0.118,0.279,,,,63.0,96.0,88.0,0.174,-1.81,93.7,0.413,0.565,0.142,,,,,,,,,,,,,,,,,,,,,,0.235,0.471,0.281
2024-04-02,6:41 PM.,LAA,MIA,home,Partly Cloudy.,79,542881,RF,2,0,0,0,0,0,0,0,1,0,2,0.133,0.188,0.333,0.521,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,80.0,141.0,142.0,99.0,100.0,96.0,0.396,0.185,0.013,0.001,0.371,-0.73,-0.41,-0.06,-3.14,1.32,89.4,84.3,78.9,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,0.185,0.259,0.396,,,,0.264,0.455,0.247,66.0,95.0,83.0,0.033,-3.87,88.1,0.261,0.696,0.152,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,6:42 PM.,LAA,MIA,home,Partly Cloudy.,77,681217,PH,1,0,0,0,0,0,0,0,0,0,0,0.154,0.154,0.385,0.539,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.37,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,68.0,91.0,86.0,92.0,94.0,91.0,110.0,79.0,90.0,,,,0.425,,0.263,0.03,,1.15,,0.89,0.48,,93.7,,,80.0,78.4,0.167,0.417,0.313,,,,,,,,,,,,,102.0,101.0,92.0,0.09,-16.7,93.7,1.0,2.0,0.25,,,,0.2,0.467,0.3,122.0,123.0,131.0,0.192,-2.09,85.7,,,,,,,,,,0.0,0.0,0.444
2024-03-31,1:41 PM.,PIT,MIA,home,Sunny.,77,663559,RF,4,1,1,0,0,1,1,0,0,2,0,0.167,0.167,0.417,0.584,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,91.0,96.0,96.0,,,,0.484,,0.216,0.152,,0.38,,0.27,-1.24,,91.8,,,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,,,,0.305,0.61,0.207,,,,99.0,101.0,99.0,0.142,1.23,92.0,0.26,0.448,0.157,,,,0.333,1.333,0.125,43.0,95.0,70.0,0.006,-7.04,86.9,,,,,,,,,,,,
2024-03-30,4:11 PM.,PIT,MIA,home,Cloudy.,75,683003,RF,2,0,0,0,0,0,0,0,0,1,0,0.125,0.125,0.125,0.25,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,95.0,96.0,98.0,132.0,102.0,109.0,130.0,103.0,111.0,,,,0.493,,0.348,0.093,0.066,0.15,,1.12,-2.53,-2.91,97.3,,89.9,88.8,81.5,0.224,0.425,0.257,0.208,0.354,0.373,0.317,0.561,0.229,0.348,0.87,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,7:12 PM.,PIT,MIA,home,Partly Cloudy.,73,527048,RF,4,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.334,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,70.0,101.0,93.0,0.053,0.221,0.0,0.141,0.227,-8.23,-0.61,-51.06,0.62,-1.27,91.3,87.9,83.4,82.8,77.9,0.458,0.917,0.043,,,,0.28,0.448,0.341,0.246,0.354,0.29,0.28,0.57,0.212,78.0,101.0,93.0,0.358,0.57,90.7,0.275,0.383,0.097,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,4:10 PM.,PIT,MIA,home,Roof Closed.,72,656605,RF,2,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,129.0,100.0,109.0,96.0,99.0,98.0,0.304,0.122,0.25,0.096,0.008,0.3,-1.0,-1.04,-0.11,-12.5,94.4,90.4,89.8,84.7,78.4,0.257,0.4,0.24,0.338,0.636,0.248,0.667,1.333,0.0,0.233,0.442,0.293,0.272,0.593,0.195,82.0,102.0,94.0,0.22,-0.26,93.4,0.266,0.405,0.125,,,,,,,,,,,,,,,,,,,,,,0.204,0.331,0.25
