date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-07-19,7:11 PM.,SD,CLE,home,Clear.,74,663362,RF,4,1,1,0,0,0,0,0,0,0,1,0.275,0.373,0.451,0.824,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,115.0,101.0,107.0,83.0,98.0,90.0,0.19,0.086,0.198,,,-0.77,1.88,0.5,,,90.6,87.0,,79.3,,0.265,0.513,0.224,0.231,0.385,0.144,,,,,,,,,,73.0,108.0,102.0,0.144,0.64,90.0,0.303,0.404,0.067,,,,,,,,,,,,,,,,,,,0.227,0.454,0.201,77.6,0.382,-1.09,0.246,0.394,0.275
2024-07-14,1:40 PM.,TB,CLE,away,Dome.,72,686752,CF,4,0,2,0,0,0,0,0,0,2,1,0.277,0.382,0.468,0.85,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,119.0,95.0,106.0,100.0,103.0,100.0,0.506,0.06,0.173,0.027,0.235,1.07,-0.88,0.51,-1.47,-0.47,94.9,91.6,85.8,89.0,80.6,0.181,0.33,0.316,0.276,0.586,0.141,0.216,0.353,0.286,0.267,0.407,0.317,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,4:10 PM.,TB,CLE,away,Dome.,72,641793,RF,5,1,1,0,0,1,1,0,0,1,2,0.256,0.373,0.465,0.838,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,102.0,99.0,98.0,,,,0.221,,0.399,,,0.58,,0.45,,,92.4,,,85.7,,0.245,0.358,0.191,,,,,,,0.257,0.427,0.227,,,,67.0,103.0,91.0,0.148,-0.6,91.6,0.265,0.439,0.141,,,,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,
2024-07-12,6:50 PM.,TB,CLE,away,Dome.,72,671737,DH,4,0,0,0,0,0,0,0,0,2,1,0.263,0.391,0.421,0.812,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,,-0.04,1.02,,-1.5,,96.4,90.9,,,79.1,0.269,0.5,0.21,0.205,0.357,0.324,,,,,,,0.241,0.483,0.346,,,,,,,,,,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,
2024-07-11,1:09 PM.,DET,CLE,away,Sunny.,83,656427,CF,4,0,0,0,0,0,0,0,0,0,1,0.294,0.429,0.471,0.9,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,95.0,102.0,102.0,,,,0.441,,0.29,,0.027,0.5,,0.02,,-0.55,93.3,,85.7,84.7,,0.245,0.401,0.238,,,,0.111,0.333,0.111,0.222,0.455,0.363,0.164,0.219,0.436,75.0,85.0,72.0,0.023,-5.05,90.6,0.6,1.2,0.4,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
2024-07-10,6:40 PM.,DET,CLE,away,Overcast.,67,681857,RF,4,0,1,1,0,0,2,0,0,0,0,0.333,0.474,0.533,1.007,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,111.0,97.0,103.0,,,,0.234,,0.278,0.06,0.223,-0.39,,2.08,-3.32,-0.05,94.2,,86.5,84.8,79.0,0.277,0.386,0.101,,,,0.222,0.344,0.429,0.143,0.194,0.455,0.304,0.652,0.295,75.0,103.0,95.0,0.205,1.85,94.2,0.284,0.385,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,6:40 PM.,DET,CLE,away,Cloudy.,83,628317,LF,6,1,1,0,0,1,1,0,0,0,6,0.346,0.5,0.538,1.038,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,101.0,95.0,98.0,65.0,94.0,79.0,0.225,0.016,0.359,0.016,,-2.6,1.08,-0.34,-4.36,,90.8,84.8,,81.4,76.4,0.359,0.667,0.13,0.333,0.333,0.391,,,,0.31,0.569,0.268,0.5,0.75,0.0,59.0,104.0,93.0,0.072,-0.02,90.4,0.294,0.324,0.133,,,,,,,,,,110.0,105.0,110.0,0.312,-0.22,83.9,0.217,0.42,0.303,0.241,0.379,0.207,,,,,,
2024-07-08,6:40 PM.,DET,CLE,away,Partly Cloudy.,88,672456,RF,4,0,2,0,0,0,0,0,0,0,0,0.4,0.571,0.5,1.071,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,110.0,99.0,104.0,,,,0.421,,0.28,,0.109,-0.19,,0.02,,-2.78,94.8,,86.0,83.5,,0.27,0.486,0.18,,,,0.289,0.474,0.329,0.235,0.391,0.259,0.269,0.615,0.224,90.0,101.0,97.0,0.078,1.09,94.1,0.32,0.32,0.038,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,,,,,,,
2024-07-07,1:40 PM.,SF,CLE,home,Sunny.,80,806185,3B,1,1,1,0,0,0,0,0,2,0,0,0.375,0.583,0.5,1.083,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,,,,0.446,,0.184,0.187,0.184,-0.02,,-0.26,0.82,-0.87,95.8,,88.1,86.4,80.5,0.216,0.44,0.182,,,,0.269,0.365,0.349,0.244,0.512,0.487,0.145,0.218,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,4:11 PM.,SF,CLE,home,Partly Cloudy.,79,690986,2B,2,1,0,0,0,0,0,0,2,0,0,0.333,0.524,0.467,0.991,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,93.0,107.0,97.0,,,,0.577,,0.003,0.223,0.197,0.2,,-11.71,-0.22,-1.64,92.5,,84.8,88.2,80.6,0.249,0.425,0.23,,,,0.287,0.435,0.215,0.333,0.667,0.5,,,,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,7:36 PM.,SF,CLE,home,Partly Cloudy.,74,669062,CF,2,0,1,1,0,0,0,0,3,1,0,0.385,0.529,0.538,1.067,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,95.0,94.0,91.0,137.0,101.0,110.0,,,,0.497,,0.164,0.001,0.338,0.99,,-1.06,3.94,0.1,96.9,,85.5,83.3,81.1,0.184,0.311,0.291,,,,0.21,0.35,0.302,0.244,0.415,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,1:10 PM.,CWS,CLE,home,Cloudy.,80,694363,CF,4,2,2,1,0,0,0,0,1,0,3,0.364,0.417,0.455,0.872,694363,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.3,4.71,73.1,100.0,75.0,93.0,0.779,6.87,4.05,9.08,1.1,0.77,0.284,0.401,0.147,0.263,0.408,71.0,99.0,94.0,,,,71.0,97.0,86.0,85.0,104.0,102.0,,,,0.375,,0.284,,0.294,-0.54,,0.49,,-0.49,92.5,,84.1,86.0,,0.274,0.487,0.162,,,,0.244,0.372,0.312,0.25,0.316,0.288,,,,68.0,101.0,88.0,0.047,-0.83,91.8,0.313,0.5,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,1:41 PM.,TOR,CLE,home,Cloudy.,78,579328,3B,4,0,2,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.572,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,111.0,100.0,106.0,,,,0.471,,0.235,0.183,0.111,-0.08,,1.31,0.02,-0.15,95.5,,86.7,88.3,82.4,0.274,0.505,0.28,,,,0.194,0.25,0.358,0.21,0.28,0.297,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,4:11 PM.,TOR,CLE,home,Partly Cloudy.,89,621244,DH,3,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,,,,84.0,108.0,99.0,0.183,0.035,,0.286,0.16,-1.26,-1.83,,0.28,0.88,94.1,91.4,84.8,,83.2,0.305,0.558,0.189,0.36,0.48,0.123,0.171,0.364,0.269,,,,,,,85.0,103.0,95.0,0.337,1.02,93.4,0.268,0.366,0.125,0.188,0.404,0.31,,,,,,,,,,,,,,,,,,,,,,,,
