date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023-05-16,6:39 PM.,MIA,WSH,away,Roof Closed.,72,666200,DH,0,1,0,0,0,0,0,0,0,0,0,0.25,0.308,0.25,0.558,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,88.3,96.5,85.1,0.232,0.384,0.1939999999999999,,,,0.233,0.389,0.518,0.248,0.429,0.361,,,,,,,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,
2023-05-12,7:06 PM.,NYM,WSH,home,Partly Cloudy.,81,656731,PR,0,0,0,0,0,0,0,0,0,0,0,0.25,0.308,0.25,0.558,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.206,0.149,-0.4,,,-1.04,-0.09,94.9,,87.9,,84.4,0.314,0.494,0.184,,,,0.264,0.445,0.311,0.264,0.396,0.241,101.0,91.0,96.0,0.086,-0.05,77.2,,,,0.167,0.167,0.354,,,,,,,116.0,83.0,118.0,0.002,5.58,86.1,,,
2023-05-10,12:44 PM.,SF,WSH,away,Cloudy.,57,640455,3B,1,0,0,0,0,0,0,0,0,0,1,0.25,0.308,0.25,0.558,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,86.6,94.0,82.3,0.235,0.39,0.233,,,,0.122,0.143,0.367,0.224,0.342,0.183,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,
2023-05-06,5:10 PM.,AZ,WSH,away,Clear.,85,674072,3B,4,1,1,0,0,0,0,0,0,2,0,0.261,0.32,0.261,0.581,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,,,,0.49,,0.127,0.193,-0.88,,,2.53,-0.09,90.7,,84.0,,83.1,0.292,0.523,0.155,,,,0.158,0.281,0.287,0.278,0.444,0.331,95.0,101.0,102.0,0.191,0.71,79.1,,,,0.229,0.325,0.21,,,,,,,,,,,,,,,
2023-04-29,6:05 PM.,PIT,WSH,home,Cloudy.,69,592826,3B,1,0,1,0,0,0,0,0,0,0,0,0.263,0.333,0.263,0.596,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,0.125,-1.31,,6.0,2.19,-1.78,93.2,,88.6,92.9,83.2,0.314,0.51,0.222,,,,0.192,0.308,0.319,0.25,0.375,0.257,,,,,,,,,,,,,94.0,146.0,144.0,0.003,-2.3,80.6,,,,,,,,,
2023-04-27,7:11 PM.,NYM,WSH,away,Partly Cloudy.,55,664192,2B,2,0,0,0,0,0,0,0,0,0,0,0.222,0.3,0.222,0.522,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,,,,79.0,99.0,90.0,,,,74.0,97.0,88.0,0.517,,0.228,,0.007,,2.74,0.95,,0.25,,90.4,81.8,90.0,,,,,0.133,0.2,0.107,,,,,,,74.0,96.0,93.0,0.247,-2.14,77.9,0.293,0.478,0.151,0.289,0.421,0.3,,,,,,,,,,,,,,,
2023-04-14,7:06 PM.,CLE,WSH,home,Cloudy.,73,615698,PR,0,0,0,0,0,0,0,0,0,0,0,0.25,0.333,0.25,0.583,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,103.0,94.0,93.0,0.416,0.01,0.241,,0.101,-2.44,-0.89,0.18,,-2.42,93.8,88.1,86.1,93.7,,0.333,0.667,0.2,0.33,0.495,0.221,,,,0.344,0.625,0.182,103.0,110.0,111.0,0.109,1.28,82.0,0.277,0.428,0.1689999999999999,0.188,0.313,0.158,,,,,,,113.0,104.0,104.0,0.123,-1.13,86.8,0.241,0.362,0.225
2023-04-11,6:39 PM.,LAA,WSH,away,Partly Cloudy.,63,660271,2B,2,0,0,0,0,0,0,0,1,0,3,0.25,0.333,0.25,0.583,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,0.06,0.33,0.156,0.356,,1.64,-0.82,-0.53,1.81,,96.8,88.6,,94.5,83.7,0.164,0.236,0.27,0.31,0.606,0.228,0.146,0.339,0.365,,,,87.0,97.0,105.0,0.036,1.15,75.7,0.273,0.409,0.225,0.111,0.167,0.417,,,,,,,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.411
2023-04-10,6:38 PM.,LAA,WSH,away,Clear.,66,660761,2B,4,1,1,0,0,0,0,0,1,2,3,0.286,0.333,0.286,0.619,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,99.0,68.0,88.0,0.052,0.398,0.015,0.267,0.269,-0.97,0.89,-3.55,-3.72,-2.55,92.3,88.1,82.0,90.8,81.5,0.273,0.477,0.222,0.0,0.0,0.5,0.591,1.091,0.25,0.31,0.548,0.385,,,,,,,0.444,0.778,0.067,,,,,,,,,,,,,,,,,,
2023-04-09,1:11 PM.,COL,WSH,away,Partly Cloudy.,63,663372,PR,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,,,,0.173,0.278,,0.313,0.147,-0.01,,-4.88,1.27,2.91,94.8,,84.1,94.3,88.6,0.25,0.295,0.225,,,,0.178,0.289,0.163,0.08,0.08,0.421,91.0,110.0,117.0,0.089,-2.31,79.7,0.475,0.675,0.15,0.333,0.4,0.118,,,,,,,,,,,,,,,
2023-04-08,6:10 PM.,COL,WSH,away,Cloudy.,65,596295,2B,4,0,1,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,,,,0.012,0.439,,0.201,0.181,-1.99,,-5.34,0.96,-0.07,90.6,,81.6,90.8,84.8,0.344,0.656,0.118,,,,0.275,0.383,0.247,0.296,0.509,0.1989999999999999,,,,,,,0.4,1.0,0.1669999999999999,0.226,0.358,0.28,90.0,103.0,104.0,0.168,-0.75,77.6,,,,,,,,,
2023-04-05,1:05 PM.,TB,WSH,home,Partly Cloudy.,83,663556,2B,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.666,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,,,,0.419,,0.153,0.258,-0.34,,,-0.27,2.65,96.8,,86.9,,89.3,0.269,0.479,0.233,,,,0.261,0.58,0.291,0.153,0.191,0.541,115.0,101.0,107.0,0.17,1.12,83.5,,,,0.197,0.344,0.314,,,,,,,,,,,,,,,
2023-04-04,7:05 PM.,TB,WSH,home,Partly Cloudy.,80,676596,2B,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.666,676596,joshfleming,Fleming,Left,Josh Fleming,TBR,4.7,5.37,51.2,101.0,86.0,97.0,0.837,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,73.0,104.0,94.0,42.0,104.0,88.0,93.0,99.0,98.0,,,,,,,0.44,0.049,,,0.29,2.77,,0.64,,-1.13,91.5,,82.9,90.3,,0.0,0.0,0.385,,,,,,,0.352,0.507,0.154,97.0,99.0,102.0,0.221,-0.59,76.5,0.244,0.465,0.193,0.278,0.472,0.139,,,,,,,,,,,,,,,
2023-03-28,12:04 PM.,NYY,WSH,home,Partly Cloudy.,55,641482,3B,0,0,0,0,0,0,0,0,1,0,0,0.225,0.295,0.325,0.62,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.288,0.158,0.028,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,83.4,89.3,76.9,0.213,0.352,0.249,0.26,0.545,0.206,0.2,0.2,0.429,0.5,0.6,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
