date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/07/02,6:00 PM.,CHC,CLE,away,Rain.,65,592791,LF,4,0,0,0,0,0,1,1,0,3,2,.270,.308,.378,.686,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,0.102,0.342,0.149,0.031,-0.69,0.9,-0.12,-0.22,93.7,86.5,93.9,80.5,0.198,0.349,0.2,0.28,0.44,0.106,0.261,0.553,0.204,0.296,0.394,0.133,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.27399999999999997,117.0,113.0,122.0,0.154,0.75,80.9,0.233,0.333,0.27399999999999997,,,,,,,,,,,,,,,
2023/06/30,1:20 PM.,CHC,CLE,away,Cloudy.,86,657006,P,3,0,1,0,0,0,0,0,1,2,0,.303,.343,.424,.767,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,0.018,0.626,0.006,0.01,0.67,0.89,2.44,-1.94,91.8,87.5,92.2,80.7,0.0,0.0,0.33299999999999996,0.4,0.4,0.1,0.275,0.393,0.203,0.25,0.333,0.16699999999999998,,,,,,,,,,123.0,104.0,111.0,0.339,0.54,83.3,0.217,0.346,0.311,,,,,,,,,,,,,,,
2023/06/28,7:10 PM.,KC,CLE,away,Clear.,96,680735,1B,1,0,0,0,0,0,0,0,0,0,1,.300,.323,.433,.756,680735,austincox,Cox,Left,Austin Cox,KCR,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.351,0.103,0.371,0.42,80.0,99.0,95.0,87.0,104.0,109.0,75.0,98.0,93.0,,,,,0.486,0.152,0.152,0.04,,1.57,-0.04,91.5,82.9,,77.8,0.211,0.368,0.212,0.176,0.176,0.19399999999999998,0.246,0.377,0.29,,,,118.0,105.0,104.0,0.192,1.14,86.7,0.185,0.333,0.368,101.0,113.0,111.0,0.017,0.86,83.4,0.333,0.333,0.0,,,,,,,,,,,,,,,
2023/06/24,4:11 PM.,MIL,CLE,home,Partly Cloudy.,74,642547,RF,3,0,2,0,0,0,1,0,0,1,3,.310,.333,.448,.781,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,,0.512,0.124,0.146,0.89,,0.2,0.15,94.4,88.6,,76.9,0.214,0.381,0.33799999999999997,0.224,0.388,0.312,0.213,0.387,0.292,,,,,,,,,,,,,115.0,99.0,104.0,0.218,0.36,82.4,0.203,0.392,0.46,,,,,,,,,,,,,,,
2023/06/23,7:10 PM.,MIL,CLE,home,Cloudy.,68,489119,C,1,0,1,0,0,0,0,0,0,0,0,.269,.296,.423,.719,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,0.046,0.195,0.022,0.246,0.46,-2.53,2.01,0.6,90.4,83.7,90.7,75.8,,,,0.219,0.281,0.239,0.198,0.453,0.134,0.333,0.375,0.125,101.0,103.0,101.0,0.443,1.07,87.1,0.232,0.446,0.172,113.0,108.0,103.0,0.049,0.62,79.1,0.192,0.308,0.349,,,,,,,,,,,,,,,
2023/06/22,1:11 PM.,OAK,CLE,home,Cloudy.,71,676664,1B,0,0,0,0,0,0,0,0,0,0,0,.240,.269,.400,.669,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,0.001,0.501,,0.151,-0.84,0.63,,0.36,93.1,84.1,92.1,,,,,0.277,0.438,0.225,0.256,0.478,0.217,,,,,,,,,,,,,93.0,102.0,106.0,0.346,-0.06,81.4,0.21,0.395,0.28300000000000003,,,,,,,,,,,,,,,
2023/06/20,7:01 PM.,OAK,CLE,home,Cloudy.,80,686610,C,1,0,0,0,0,0,0,0,0,1,2,.240,.269,.400,.669,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,,0.543,0.02,0.166,-0.52,,-3.62,-1.4,93.3,84.2,,74.5,0.333,0.833,0.0,0.34,0.515,0.374,0.275,0.493,0.17800000000000002,,,,,,,,,,,,,96.0,99.0,100.0,0.271,-0.79,81.1,0.218,0.423,0.32799999999999996,,,,,,,,,,,,,,,
2023/06/18,1:10 PM.,AZ,CLE,away,Roof Closed.,78,605200,1B,0,0,0,0,0,0,0,0,0,0,0,.250,.280,.417,.697,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,89.0,99.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,0.325,0.226,0.061,0.248,-0.05,-1.5,-0.55,-1.19,89.3,80.7,89.6,77.0,0.188,0.5,0.2,0.275,0.477,0.37200000000000005,0.21,0.355,0.18100000000000002,0.381,0.552,0.096,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145,113.0,105.0,101.0,0.027,-1.83,80.8,0.25,0.5,0.16699999999999998,,,,,,,,,,,,,,,
2023/06/17,7:10 PM.,AZ,CLE,away,Roof Closed.,78,674072,PH,1,0,0,0,0,0,0,0,0,1,1,.250,.280,.417,.697,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,0.49,0.191,0.193,-0.88,,0.71,-0.09,90.7,84.0,,79.1,0.229,0.325,0.21,0.278,0.444,0.331,0.292,0.523,0.155,,,,,,,,,,,,,92.0,101.0,93.0,0.127,2.53,83.1,0.158,0.281,0.287,,,,,,,,,,,,,,,
2023/06/16,6:42 PM.,AZ,CLE,away,Roof Closed.,78,668678,C,1,0,1,0,0,0,0,0,0,0,0,.261,.292,.435,.727,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,0.007,0.491,,0.139,1.59,-3.38,,1.05,93.6,86.8,93.0,,0.21,0.344,0.405,0.21,0.336,0.314,0.238,0.36,0.192,0.286,0.714,0.125,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,105.0,116.0,112.0,0.045,0.34,87.4,0.25,0.389,0.265,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,,,,
2023/06/15,5:41 PM.,SD,CLE,away,Partly Cloudy.,68,677960,C,4,2,2,1,0,1,3,0,0,0,0,.227,.261,.409,.670,677960,ryanweathers,Weathers,Left,Ryan Weathers,- - -,6.55,4.67,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,67.0,97.0,88.0,,,,91.0,99.0,93.0,,,,0.01,0.551,,0.236,-1.58,9.15,,-1.24,95.1,86.8,94.9,,,,,0.304,0.507,0.27899999999999997,0.35,0.592,0.20600000000000002,0.0,0.0,0.0,,,,,,,,,,105.0,99.0,100.0,0.203,-1.09,80.8,0.229,0.521,0.261,,,,,,,,,,,,,,,
2023/06/13,6:40 PM.,SD,CLE,away,Cloudy.,65,605397,C,1,0,1,0,0,0,0,0,0,0,0,.167,.211,.167,.378,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,0.054,0.245,0.239,0.114,1.77,3.35,0.77,-0.63,93.1,87.1,92.8,81.3,0.207,0.329,0.34,0.267,0.333,0.406,0.205,0.273,0.222,0.261,0.261,0.125,102.0,99.0,98.0,0.204,1.68,90.1,0.302,0.429,0.13,117.0,110.0,111.0,0.145,-2.03,82.2,0.281,0.594,0.33899999999999997,,,,,,,,,,,,,,,
2023/06/09,7:10 PM.,HOU,CLE,home,Clear.,70,664299,C,2,1,0,0,0,0,0,0,0,1,3,.118,.167,.118,.285,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,,0.584,,0.041,0.44,,,-1.29,92.7,83.7,,,0.268,0.366,0.195,0.28,0.36,0.392,0.236,0.455,0.265,,,,,,,,,,,,,108.0,95.0,102.0,0.3,-0.09,79.5,0.211,0.367,0.287,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,
2023/06/06,7:10 PM.,BOS,CLE,home,Partly Cloudy.,68,572020,C,0,0,0,0,0,0,0,0,0,0,0,.133,.188,.133,.321,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,0.007,0.566,,0.067,0.04,-0.01,,-0.96,95.2,84.4,94.9,,0.231,0.338,0.376,0.316,0.421,0.467,0.269,0.498,0.217,,,,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,,,,,,,,,,87.0,93.0,94.0,0.195,-0.31,81.3,,,,,,,,,
2023/06/02,7:11 PM.,MIN,CLE,away,Partly Cloudy.,83,641927,C,0,0,0,0,0,0,0,0,0,0,0,.133,.188,.133,.321,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,,0.457,0.067,0.28,0.75,,1.44,1.08,91.3,83.7,,77.5,0.194,0.306,0.161,0.226,0.35,0.298,0.232,0.425,0.27699999999999997,,,,,,,,,,,,,83.0,99.0,96.0,0.196,-0.7,81.0,0.255,0.48,0.32899999999999996,,,,,,,,,,,,,,,
2023/05/28,1:40 PM.,STL,CLE,home,Partly Cloudy.,71,656756,1B,2,0,0,0,0,0,0,0,0,1,2,.133,.188,.133,.321,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,0.426,0.106,0.222,0.229,-0.68,1.22,0.84,0.2,93.4,83.5,93.3,80.5,0.191,0.357,0.371,0.239,0.405,0.392,0.333,0.5,0.195,0.255,0.374,0.141,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/27,7:16 PM.,STL,CLE,home,Partly Cloudy.,67,656427,C,1,0,0,0,0,0,0,0,0,0,0,.154,.214,.154,.368,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,0.02,0.417,,0.033,-0.44,-2.28,,0.86,93.1,85.3,90.1,,0.204,0.372,0.402,0.154,0.154,0.083,0.29,0.411,0.20800000000000002,0.333,0.333,0.1,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,98.0,101.0,102.0,0.246,-1.15,84.2,0.339,0.558,0.265,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,
2023/05/24,1:10 PM.,CWS,CLE,home,Partly Cloudy.,67,656629,C,2,0,0,0,0,0,0,0,0,2,2,.167,.231,.167,.398,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.074,-0.71,,-0.94,0.15,95.2,88.7,,80.6,0.158,0.474,0.19399999999999998,0.133,0.3,0.33899999999999997,0.244,0.462,0.264,,,,,,,,,,,,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,0.516,0.27399999999999997,,,,,,,,,,,,,,,
2023/05/17,7:10 PM.,CWS,CLE,away,Partly Cloudy.,50,605182,C,2,1,1,0,0,0,0,0,0,0,0,.200,.273,.200,.473,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,0.024,0.479,0.016,0.128,-0.21,1.47,0.55,1.69,94.3,86.1,93.1,76.0,0.167,0.167,0.2,0.175,0.206,0.293,0.283,0.494,0.174,0.2,0.2,0.2,90.0,100.0,100.0,0.082,-0.07,84.9,0.256,0.395,0.264,113.0,97.0,104.0,0.271,0.5,79.4,0.203,0.366,0.306,,,,,,,,,,,,,,,
2023/05/16,7:11 PM.,CWS,CLE,away,Partly Cloudy.,61,458681,C,2,0,0,0,0,0,0,0,0,0,2,.125,.222,.125,.347,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,0.126,0.437,0.074,0.07,-0.4,1.21,-2.24,-1.23,92.4,84.9,91.4,80.8,0.208,0.453,0.354,0.302,0.372,0.29600000000000004,0.255,0.52,0.316,0.239,0.394,0.177,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,97.0,98.0,106.0,0.063,-3.65,83.0,0.286,0.446,0.308,,,,,,,,,,,,,,,
2023/05/13,6:09 PM.,LAA,CLE,home,Partly Cloudy.,65,672282,C,1,0,0,0,0,0,0,0,0,1,0,.167,.286,.167,.453,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,0.432,0.194,0.054,-0.38,,0.14,-2.03,94.3,84.8,,74.7,0.191,0.326,0.28600000000000003,0.242,0.424,0.24600000000000002,0.291,0.505,0.212,,,,,,,,,,,,,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,
2023/05/10,1:10 PM.,DET,CLE,home,Clear.,62,593958,C,3,0,1,0,0,0,0,0,1,0,1,.200,.333,.200,.533,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,0.093,0.454,,0.189,0.65,1.11,,0.71,92.2,85.9,92.4,,,,,0.233,0.292,0.317,0.278,0.431,0.222,0.165,0.228,0.135,90.0,101.0,98.0,0.192,0.51,88.8,0.2,0.471,0.19399999999999998,103.0,107.0,106.0,0.072,3.12,84.5,0.089,0.178,0.395,,,,,,,,,,,,,,,
2023/05/08,6:10 PM.,DET,CLE,home,Cloudy.,55,666214,1B,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,0.416,0.158,0.175,-2.53,,-0.86,-0.22,93.4,85.0,,77.5,0.247,0.356,0.285,0.189,0.392,0.318,0.374,0.682,0.19,,,,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/01,7:09 PM.,NYY,CLE,away,Cloudy.,58,593334,DH,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,0.105,0.277,0.409,0.209,-1.75,0.95,1.5,1.01,92.3,85.8,92.4,82.9,0.174,0.344,0.39299999999999996,0.2,0.306,0.322,0.321,0.741,0.19,0.15,0.325,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
