date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C
2023/06/12,7:12 PM.,COL,BOS,home,Partly Cloudy.,73,657756,2B,4,1,2,1,0,1,1,0,0,1,0,.258,.289,.409,.698,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,,,,,,,,0.544,,0.018,0.133,-1.53,,,-8.0,0.41,92.6,,80.6,,78.7,0.5,0.6,0.231,0.338,0.605,0.18600000000000003,0.204,0.265,0.22699999999999998,,,,,,,93.0,104.0,102.0,0.305,-2.41,85.3,0.313,0.616,0.262,,,,,,,,,,,,,,,,,,,,,
2023/06/10,7:36 PM.,NYY,BOS,away,Clear.,75,593334,2B,4,0,1,0,0,0,0,0,0,1,3,.247,.280,.360,.640,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,0.105,0.277,,0.409,0.209,-1.75,,0.95,1.5,1.01,92.3,,85.8,92.4,82.9,0.174,0.344,0.39299999999999996,0.321,0.741,0.19,0.2,0.306,0.322,0.15,0.325,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/09,7:07 PM.,NYY,BOS,away,Cloudy.,68,543037,2B,4,0,0,0,0,0,0,0,0,1,4,.247,.281,.365,.646,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,,,,125.0,104.0,108.0,,,,107.0,103.0,102.0,,0.53,0.07,,0.071,1.66,0.61,,,-0.54,96.7,92.7,89.1,,,0.215,0.269,0.244,0.201,0.332,0.228,0.235,0.51,0.28600000000000003,,,,0.262,0.377,0.311,136.0,105.0,114.0,0.208,1.69,89.1,0.186,0.251,0.327,,,,,,,,,,,,,114.0,103.0,113.0,0.121,0.94,82.9,,,
2023/06/08,7:10 PM.,CLE,BOS,away,Overcast.,64,650644,2B,4,1,1,1,0,0,0,0,0,1,2,.259,.294,.383,.677,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,96.0,104.0,103.0,0.185,0.123,0.372,0.244,,-0.65,1.13,1.59,0.77,,91.8,87.7,,92.4,78.1,0.188,0.323,0.273,0.359,0.436,0.243,,,,0.202,0.292,0.14400000000000002,0.261,0.406,0.23399999999999999,128.0,111.0,116.0,0.058,0.15,82.5,0.172,0.345,0.23199999999999998,0.017,-6.33,85.2,58.0,95.0,95.0,0.5,0.625,0.182,,,,,,,,,,,,
2023/06/07,7:10 PM.,CLE,BOS,away,Overcast.,65,676440,2B,1,0,0,0,0,0,0,0,0,0,1,.260,.296,.377,.673,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,,,,,0.471,,0.093,0.166,0.6,,,-1.11,1.07,94.9,,83.8,,78.3,0.271,0.479,0.233,0.243,0.348,0.19,0.213,0.298,0.37799999999999995,,,,,,,110.0,106.0,115.0,0.27,1.35,84.7,0.206,0.355,0.317,,,,,,,,,,,,,,,,,,,,,
2023/06/05,4:06 PM.,TB,BOS,home,Overcast.,58,663556,2B,2,0,1,1,0,0,0,0,0,1,0,.263,.300,.382,.682,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,,,,0.419,,0.17,0.258,-0.34,,,1.12,2.65,96.8,,86.9,,83.5,0.197,0.344,0.314,0.269,0.479,0.233,0.153,0.191,0.541,,,,,,,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,0.58,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,
2023/05/06,7:16 PM.,PHI,BOS,away,Partly Cloudy.,72,663559,2B,4,2,2,1,0,0,2,0,0,1,2,.257,.295,.365,.660,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,,,,0.072,0.444,,0.225,0.046,-0.08,,-1.63,-0.85,-0.8,90.7,,84.6,90.7,76.5,0.267,0.493,0.209,0.305,0.435,0.156,0.273,0.364,0.33299999999999996,0.333,0.571,0.133,,,,77.0,105.0,100.0,0.189,-1.91,84.5,0.288,0.746,0.19899999999999998,0.024,3.65,85.0,,,,0.0,0.0,0.33299999999999996,,,,,,,,,,,,
2023/05/05,7:08 PM.,PHI,BOS,away,Partly Cloudy.,59,554430,2B,1,0,0,0,0,0,0,0,0,0,1,.243,.284,.343,.627,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.435,0.144,0.115,0.004,1.69,-0.63,1.62,-1.61,-6.22,95.8,90.9,90.8,95.2,81.4,0.264,0.473,0.33,0.199,0.333,0.314,,,,0.252,0.308,0.192,0.27,0.426,0.228,107.0,101.0,111.0,0.123,0.36,84.4,0.198,0.36,0.392,,,,,,,,,,,,,,,,,,,,,
2023/05/02,7:11 PM.,TOR,BOS,home,Rain.,50,579328,2B,4,1,1,0,0,1,1,0,0,0,3,.246,.288,.348,.636,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,,,,,0.451,,0.193,0.097,0.05,,,0.24,-1.83,95.1,,88.7,,83.1,0.284,0.463,0.307,0.27,0.412,0.268,0.254,0.508,0.193,,,,,,,101.0,105.0,108.0,0.259,1.11,88.7,0.225,0.396,0.302,,,,,,,,,,,,,,,,,,,,,
2023/05/01,7:10 PM.,TOR,BOS,home,Partly Cloudy.,59,621244,SS,0,0,0,0,0,0,0,0,0,0,0,.246,.290,.308,.598,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.296,0.185,0.72,,0.61,0.31,-0.38,94.3,,84.1,93.8,82.6,,,,0.254,0.456,0.276,0.245,0.409,0.33,0.255,0.398,0.131,,,,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,
2023/04/30,1:36 PM.,CLE,BOS,home,Drizzle.,51,671106,SS,3,1,2,1,0,0,2,0,1,1,0,.246,.290,.308,.598,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.089,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,82.7,,,,,,0.257,0.482,0.177,0.191,0.223,0.33,,,,0.462,0.692,0.17,108.0,98.0,101.0,0.247,-0.74,79.3,0.3,0.3,0.368,,,,,,,,,,,,,,,,,,,,,
2023/04/29,4:12 PM.,CLE,BOS,home,Overcast.,49,668676,SS,4,2,3,0,0,0,2,0,1,0,0,.226,.262,.274,.536,668676,zachplesac,Plesac,Right,Zach Plesac,CLE,7.59,5.48,21.1,103.0,81.0,98.0,0.82,5.91,2.11,15.61,1.27,1.79,0.151,0.488,0.093,0.256,0.435,71.0,101.0,86.0,126.0,83.0,92.0,63.0,98.0,84.0,,,,,,,,0.397,,0.041,0.154,-3.51,,,-3.19,-5.14,91.0,,83.6,,78.8,,,,0.5,0.676,0.132,0.385,0.846,0.136,,,,,,,98.0,110.0,116.0,0.408,-1.04,84.7,0.275,0.431,0.247,,,,,,,,,,,,,,,,,,,,,
2023/04/26,1:05 PM.,BAL,BOS,away,Partly Cloudy.,61,669330,2B,2,0,0,0,0,0,0,0,0,1,4,.190,.217,.241,.458,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,85.0,100.0,96.0,,0.377,0.195,0.078,0.185,0.59,0.67,,0.41,0.43,92.5,88.7,85.4,,74.1,0.217,0.348,0.184,0.2,0.467,0.266,0.196,0.382,0.32799999999999996,,,,0.212,0.537,0.193,88.0,108.0,103.0,0.164,1.18,84.0,0.149,0.23,0.28,,,,,,,,,,,,,,,,,,,,,
2023/04/25,6:35 PM.,BAL,BOS,away,Partly Cloudy.,59,680694,2B,3,1,1,0,0,0,1,0,0,1,0,.196,.224,.250,.474,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.224,,0.173,0.083,-1.0,,1.53,3.99,-0.36,94.5,,90.8,95.0,84.8,0.142,0.165,0.35600000000000004,0.366,0.602,0.15,0.259,0.37,0.114,0.23,0.367,0.15,,,,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,,,,,,,
2023/04/24,6:36 PM.,BAL,BOS,away,Partly Cloudy.,59,665152,2B,0,0,0,0,0,0,0,0,0,0,0,.189,.218,.245,.463,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.371,0.239,0.089,0.123,0.43,0.02,1.81,-2.29,-1.4,94.6,88.8,85.3,91.9,78.1,0.347,0.592,0.24,0.252,0.409,0.262,0.26,0.377,0.27,0.269,0.38,0.081,0.222,0.416,0.27699999999999997,116.0,98.0,105.0,0.033,-1.43,82.8,0.25,0.417,0.244,,,,,,,,,,,,,,,,,,,,,
2023/04/22,6:10 PM.,MIL,BOS,away,Roof Closed.,62,489119,2B,2,1,1,0,0,0,0,0,0,0,0,.189,.218,.245,.463,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.195,0.443,0.022,0.246,0.46,1.07,-2.53,2.01,0.6,90.4,87.1,83.7,90.7,75.8,,,,0.198,0.453,0.134,0.219,0.281,0.239,0.333,0.375,0.125,0.232,0.446,0.172,113.0,108.0,103.0,0.049,0.62,79.1,0.192,0.308,0.349,,,,,,,,,,,,,,,,,,,,,
2023/04/20,1:37 PM.,MIN,BOS,home,Sunny.,55,628317,3B,1,1,1,1,0,0,0,0,0,0,0,.176,.208,.235,.443,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,,,,0.064,0.274,,0.036,,0.35,,-0.88,-2.4,,91.0,,,90.3,76.4,0.333,0.667,0.063,0.275,0.451,0.251,,,,0.385,0.538,0.128,,,,105.0,99.0,103.0,0.306,-0.07,81.6,0.206,0.471,0.28800000000000003,0.319,1.6,84.1,138.0,107.0,112.0,0.182,0.263,0.35,,,,,,,,,,,,
2023/04/17,12:06 PM.,LAA,BOS,home,Cloudy.,50,660271,2B,3,0,0,0,0,0,0,0,0,0,1,.160,.192,.200,.392,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,96.0,89.0,88.0,0.06,0.33,0.156,0.036,,1.64,-0.82,-0.53,1.15,,96.8,88.6,,94.5,75.7,0.111,0.167,0.41700000000000004,0.164,0.236,0.27,,,,0.273,0.409,0.225,0.31,0.606,0.228,136.0,97.0,112.0,0.356,1.81,83.7,0.146,0.339,0.365,0.062,-0.25,88.6,129.0,93.0,108.0,0.179,0.205,0.41100000000000003,,,,,,,,,,,,
2023/04/16,1:34 PM.,LAA,BOS,home,Cloudy.,54,672282,2B,3,0,1,0,0,0,0,0,0,1,2,.170,.204,.213,.417,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,,,,0.432,,0.194,0.054,-0.38,,,0.14,-2.03,94.3,,84.8,,74.7,0.191,0.326,0.28600000000000003,0.291,0.505,0.212,0.242,0.424,0.24600000000000002,,,,,,,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,,,,
2023/04/15,4:10 PM.,LAA,BOS,home,Cloudy.,56,542881,2B,3,0,0,0,0,0,0,0,0,1,1,.159,.196,.205,.401,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.374,0.224,0.002,0.338,-1.25,0.48,-3.61,-0.33,0.08,90.1,85.1,80.0,88.5,72.9,,,,0.301,0.566,0.193,0.238,0.381,0.39799999999999996,0.36,0.68,0.102,0.239,0.366,0.268,105.0,76.0,95.0,0.007,-1.06,78.1,0.2,0.2,0.33299999999999996,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,
2023/04/14,7:11 PM.,LAA,BOS,home,Partly Cloudy.,58,663776,2B,4,0,0,0,0,0,0,0,0,2,2,.171,.209,.220,.429,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,,,,0.111,0.256,,0.09,0.258,-1.22,,0.36,0.27,0.3,93.0,,83.0,93.2,76.5,0.286,0.286,0.237,0.336,0.507,0.156,0.184,0.33,0.43200000000000005,0.269,0.327,0.129,,,,123.0,100.0,107.0,0.285,0.02,86.5,0.2,0.5,0.306,,,,,,,,,,,,,,,,,,,,,
2023/04/13,1:10 PM.,TB,BOS,away,Dome.,72,605488,2B,3,1,1,1,0,0,0,0,0,1,1,.189,.231,.243,.474,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,86.0,116.0,116.0,,,,105.0,108.0,107.0,,,,,,,,0.406,,,0.343,2.63,,,,5.88,91.7,,80.4,,,,,,0.143,0.286,0.17600000000000002,0.048,0.048,0.5,,,,,,,115.0,114.0,117.0,0.251,3.79,82.2,0.0,0.0,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,
2023/04/11,6:40 PM.,TB,BOS,away,Dome.,72,663556,2B,3,0,0,0,0,0,0,0,0,2,0,.176,.222,.206,.428,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,,,,0.419,,0.17,0.258,-0.34,,,1.12,2.65,96.8,,86.9,,83.5,0.197,0.344,0.314,0.269,0.479,0.233,0.153,0.191,0.541,,,,,,,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,0.58,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,
2023/04/10,6:40 PM.,TB,BOS,away,Dome.,72,656222,2B,3,0,1,0,0,0,0,0,0,0,2,.194,.242,.226,.468,656222,jalenbeeks,Beeks,Left,Jalen Beeks,TBR,5.95,3.61,42.1,95.0,89.0,90.0,0.729,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.438,112.0,95.0,96.0,,,,65.0,95.0,83.0,,,,92.0,105.0,98.0,,0.435,0.107,,0.443,-0.49,2.73,,,-0.18,94.3,85.7,89.6,,,,,,0.243,0.419,0.252,0.267,0.373,0.317,,,,0.125,0.125,0.588,106.0,71.0,93.0,0.015,-16.85,81.8,1.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
2023/04/09,1:10 PM.,DET,BOS,away,Sunny.,55,571510,2B,4,0,0,0,0,0,0,0,0,0,1,.179,.233,.214,.447,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,,,,0.07,0.386,,0.074,0.186,-0.64,,2.52,-2.52,0.56,91.4,,80.2,90.8,73.8,0.4,1.0,0.182,0.281,0.509,0.295,0.245,0.367,0.389,0.207,0.207,0.244,,,,95.0,95.0,96.0,0.284,0.57,79.6,0.203,0.338,0.305,,,,,,,,,,,,,,,,,,,,,
2023/04/08,4:11 PM.,DET,BOS,away,Sunny.,50,666214,2B,5,1,2,0,0,0,0,0,0,0,2,.208,.269,.250,.519,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,,0.416,0.251,0.158,0.175,-2.53,-0.57,,-0.86,-0.22,93.4,86.0,85.0,,77.5,0.247,0.356,0.285,0.374,0.682,0.19,0.189,0.392,0.318,,,,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/06,1:13 PM.,DET,BOS,away,Cloudy.,47,605513,2B,3,1,0,0,0,0,0,0,1,0,2,.158,.238,.211,.449,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,DET,7.26,6.12,31.0,100.0,98.0,97.0,0.801,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,,,,0.193,0.405,,0.068,0.11,-1.03,,0.8,-6.82,-2.39,92.9,,87.5,93.4,78.6,0.5,0.8,0.235,0.273,0.527,0.228,0.143,0.286,0.235,0.304,0.391,0.115,,,,104.0,98.0,100.0,0.223,-1.38,83.8,0.29,0.452,0.294,,,,,,,,,,,,,,,,,,,,,
2023/04/05,1:35 PM.,PIT,BOS,home,Cloudy.,41,656605,2B,3,0,2,0,0,0,1,1,0,1,0,.188,.235,.250,.485,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,99.0,98.0,99.0,0.228,0.261,0.242,0.08,0.028,0.66,-0.07,1.66,-1.97,-2.63,95.2,89.7,90.7,93.9,78.0,0.273,0.614,0.235,0.176,0.351,0.302,0.36,0.6,0.21100000000000002,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,142.0,104.0,123.0,0.161,-0.5,82.8,0.221,0.324,0.272,,,,,,,,,,,,,,,,,,,,,
2023/04/04,7:10 PM.,PIT,BOS,home,Cloudy.,50,672710,2B,1,0,0,0,0,0,0,0,0,1,1,.077,.143,.154,.297,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,,,,,,,,0.402,,0.117,0.039,-2.43,,,-1.73,2.33,94.3,,89.4,,76.8,0.222,0.593,0.447,0.381,0.598,0.09699999999999999,0.273,0.273,0.059000000000000004,,,,,,,108.0,105.0,111.0,0.443,0.86,83.6,0.0,0.0,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,
2023/04/03,7:13 PM.,PIT,BOS,home,Clear.,50,670912,2B,3,0,0,0,0,0,0,0,1,0,1,.083,.154,.167,.321,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,,,,0.05,0.392,,0.149,0.041,-1.25,,0.93,0.82,-0.07,95.8,,88.1,95.7,80.9,0.193,0.352,0.308,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.276,0.345,0.065,,,,103.0,98.0,104.0,0.367,0.8,88.2,0.21,0.349,0.326,,,,,,,,,,,,,,,,,,,,,
2023/04/02,1:36 PM.,BAL,BOS,home,Sunny.,43,608344,2B,2,0,0,0,0,0,0,0,0,1,4,.111,.111,.222,.333,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.143,0.211,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,84.2,91.9,77.2,0.229,0.343,0.23,0.247,0.459,0.204,0.324,0.568,0.168,0.28,0.36,0.195,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,4:12 PM.,BAL,BOS,home,Partly Cloudy.,56,665152,2B,3,0,0,0,0,0,0,0,0,2,1,.143,.143,.286,.429,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.371,0.239,0.089,0.123,0.43,0.02,1.81,-2.29,-1.4,94.6,88.8,85.3,91.9,78.1,0.347,0.592,0.24,0.252,0.409,0.262,0.26,0.377,0.27,0.269,0.38,0.081,0.222,0.416,0.27699999999999997,116.0,98.0,105.0,0.033,-1.43,82.8,0.25,0.417,0.244,,,,,,,,,,,,,,,,,,,,,
2023/03/30,2:12 PM.,BAL,BOS,home,Sunny.,38,502043,2B,4,0,1,1,0,0,2,0,0,1,4,.250,.250,.500,.750,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.134,0.166,0.084,0.17,-0.69,-1.02,-0.08,0.01,-0.29,92.1,89.8,85.5,91.9,79.5,0.279,0.419,0.40399999999999997,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.289,0.459,0.11,0.345,0.552,0.154,110.0,105.0,107.0,0.184,2.01,81.6,0.147,0.228,0.47100000000000003,,,,,,,,,,,,,,,,,,,,,
2023/03/28,1:08 PM.,ATL,BOS,home,Partly Cloudy.,87,450203,2B,1,0,0,0,0,0,0,0,1,0,0,.333,.344,.500,.844,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.432,0.103,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,86.0,94.2,82.3,0.177,0.258,0.42,0.292,0.482,0.225,0.25,0.339,0.336,0.474,0.711,0.071,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
