date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff
2023/04/16,2:24 PM.,PHI,CIN,home,Partly Cloudy.,57,605400,CF,2,0,0,0,0,0,0,0,0,0,2,.216,.293,.324,.617,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,85.9,91.8,,,0.246,0.503,0.217,0.279,0.416,0.106,0.246,0.508,0.301,,,,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,0.316,0.47,79.4,118.0,105.0,113.0,,,,,,,,,,,,
2023/04/15,4:11 PM.,PHI,CIN,home,Partly Cloudy.,79,621381,SS,4,1,1,0,0,0,2,1,1,2,2,.229,.308,.343,.651,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,,0.004,1.08,-0.5,0.27,2.22,,-9.98,93.4,87.6,86.5,93.2,83.1,,0.186,0.371,0.311,0.344,0.459,0.156,0.296,0.556,0.25,0.133,0.256,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/14,6:40 PM.,PHI,CIN,home,Partly Cloudy.,81,592836,SS,3,1,1,0,0,0,0,0,1,2,1,.226,.294,.355,.649,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.176,0.176,0.026,0.057,,-0.82,-0.44,0.53,-1.43,-1.07,,92.8,87.1,,92.4,82.5,74.8,0.257,0.541,0.254,0.273,0.429,0.1,0.284,0.441,0.158,0.158,0.632,0.342,0.212,0.485,0.36,,,,,,,,,,0.332,0.48,87.9,0.205,0.295,0.244,104.0,97.0,100.0,,,
2023/04/13,6:41 PM.,PHI,CIN,home,Clear.,82,663559,SS,3,1,1,1,0,0,1,0,1,0,1,.214,.267,.357,.624,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.333,0.571,0.133,,,,0.288,0.746,0.19899999999999998,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,
2023/04/12,7:21 PM.,ATL,CIN,away,Clear.,75,675911,SS,4,0,0,0,0,0,0,0,0,2,1,.200,.231,.320,.551,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,,0.073,0.4,,,1.67,,0.97,97.2,,87.0,,85.6,,0.256,0.431,0.287,,,,,,,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,
2023/04/11,7:20 PM.,ATL,CIN,away,Clear.,71,657140,CF,3,1,1,0,0,1,3,0,1,0,1,.238,.273,.381,.654,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.063,-1.42,,-5.6,-16.59,,0.41,93.3,,88.3,92.7,87.1,,0.3,0.5,0.23800000000000002,0.568,0.676,0.079,,,,,,,0.162,0.382,0.314,0.0,0.0,0.091,0.473,0.97,84.0,120.0,98.0,103.0,,,,,,,,,,,,
2023/04/10,7:20 PM.,ATL,CIN,away,Clear.,65,693821,SS,4,1,2,0,0,0,0,0,0,1,0,.222,.222,.222,.444,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.286,0.495,0.19399999999999998,0.28,0.402,0.134,,,,0.21,0.393,0.337,,,,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,,,,
2023/04/09,1:21 PM.,PHI,CIN,away,Sunny.,58,592836,CF,0,0,0,0,0,0,0,0,0,0,0,.143,.143,.143,.286,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.176,0.176,0.026,0.057,,-0.82,-0.44,0.53,-1.43,-1.07,,92.8,87.1,,92.4,82.5,74.8,0.257,0.541,0.254,0.273,0.429,0.1,0.284,0.441,0.158,0.158,0.632,0.342,0.212,0.485,0.36,,,,,,,,,,0.332,0.48,87.9,0.205,0.295,0.244,104.0,97.0,100.0,,,
2023/04/08,4:07 PM.,PHI,CIN,away,Cloudy.,53,663559,CF,2,0,0,0,0,0,0,0,0,1,1,.143,.143,.143,.286,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.333,0.571,0.133,,,,0.288,0.746,0.19899999999999998,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,
2023/04/07,3:06 PM.,PHI,CIN,away,Partly Cloudy.,57,554430,SS,4,0,1,0,0,0,1,0,0,0,3,.167,.167,.167,.334,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,90.8,95.2,84.4,81.4,0.199,0.333,0.314,0.252,0.308,0.192,0.27,0.426,0.228,0.198,0.36,0.392,0.264,0.473,0.33,,,,,,,,,,,,,,,,,,,,,
2023/04/03,6:41 PM.,CHC,CIN,home,Clear.,71,592767,CF,1,0,1,0,0,0,0,0,0,0,0,.125,.125,.125,.250,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,0.389,,0.117,,,,,-0.51,-1.32,,,,,88.6,,91.9,,,,,,0.314,0.6,0.17300000000000001,0.293,0.463,0.21600000000000003,,,,0.229,0.399,0.36,,,,0.494,-0.09,78.6,105.0,102.0,103.0,,,,,,,,,,,,
2023/04/01,4:11 PM.,PIT,CIN,home,Cloudy.,45,448179,SS,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,0.249,0.454,0.218,0.105,0.105,0.226,0.39,0.701,0.19899999999999998,0.5,0.929,0.125,0.283,0.47,0.174,0.263,0.421,0.037000000000000005,0.008,-3.65,67.1,,,,,,,,,,,,,,,
2023/03/30,4:11 PM.,PIT,CIN,home,Sunny.,61,656605,SS,4,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,.000,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,,,,,,,,,,,,,,,,,,
