date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
2023/05/10,12:44 PM.,WSH,SF,home,Cloudy.,57,680686,CF,4,0,1,0,0,0,0,0,0,0,1,.182,.217,.273,.490,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,84.0,92.0,96.0,,,,95.0,95.0,83.0,0.166,0.181,0.299,,0.016,-1.21,-0.09,-0.07,,0.6,93.5,88.8,88.6,85.1,,0.291,0.557,0.20199999999999999,0.163,0.233,0.429,0.221,0.358,0.349,0.243,0.461,0.205,0.286,0.357,0.1,96.0,95.0,97.0,93.0,101.0,90.0,0.176,0.161,0.15,0.24,93.1,82.2,0.313,0.385,0.138,,,,,,,,,,,,
2023/05/09,6:45 PM.,WSH,SF,home,Partly Cloudy.,57,571578,CF,3,0,1,0,0,0,0,0,1,0,2,.175,.214,.275,.489,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,84.0,99.0,100.0,,,,,,,0.169,,0.35,,0.064,-0.69,,-0.51,,-2.07,91.8,,81.2,80.5,,0.327,0.541,0.121,0.233,0.461,0.397,,,,,,,0.29,0.645,0.4,,,,86.0,102.0,93.0,0.417,,-0.89,,92.1,,0.32,0.463,0.07400000000000001,,,,,,,,,,,,
2023/05/08,6:47 PM.,WSH,SF,home,Partly Cloudy.,57,663623,CF,3,0,2,1,0,0,0,0,0,0,0,.162,.184,.270,.454,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,,,,,,,,,,0.356,,,,0.051,-0.01,,,,1.21,94.5,,87.8,,,0.208,0.376,0.192,,,,0.197,0.362,0.257,,,,0.25,0.5,0.156,110.0,100.0,103.0,101.0,101.0,98.0,0.287,0.306,-0.75,0.08,93.9,80.9,0.348,0.525,0.09300000000000001,,,,,,,,,,,,
2023/05/07,1:05 PM.,MIL,SF,home,Partly Cloudy.,60,605288,2B,4,0,1,0,0,0,1,0,0,1,4,.118,.143,.206,.349,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,,,,0.238,,0.166,,0.04,0.29,,-0.89,,-2.07,93.4,,84.3,82.3,,0.227,0.34,0.237,0.258,0.484,0.284,0.269,0.538,0.127,,,,0.294,0.471,0.2,67.0,100.0,95.0,86.0,104.0,100.0,0.471,0.085,0.46,-1.08,92.1,79.4,0.296,0.396,0.129,,,,,,,,,,,,
2023/05/06,4:16 PM.,MIL,SF,home,Cloudy.,59,607067,2B,3,1,1,0,0,1,1,0,0,0,1,.100,.129,.200,.329,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,82.0,111.0,99.0,97.0,109.0,109.0,,,,87.0,99.0,95.0,0.193,0.265,0.109,,,2.43,-0.01,-0.31,,,93.2,86.7,,83.1,,0.135,0.27,0.264,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,0.245,0.519,0.293,,,,101.0,105.0,105.0,96.0,105.0,99.0,0.299,0.079,0.31,-0.94,92.6,78.8,0.253,0.42,0.136,,,,0.44,0.84,0.184,62.0,96.0,91.0,0.056,-5.76,86.0
2023/05/05,7:20 PM.,MIL,SF,home,Cloudy.,55,669203,2B,3,1,1,0,0,0,0,2,1,2,1,.074,.107,.074,.181,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,,,,144.0,110.0,127.0,,,,127.0,101.0,103.0,,0.554,0.085,,0.112,,1.51,1.12,,1.07,,94.4,89.3,86.0,,,,,0.159,0.275,0.43799999999999994,0.133,0.211,0.488,0.209,0.34,0.22699999999999998,0.204,0.258,0.306,160.0,104.0,113.0,103.0,97.0,90.0,0.077,0.171,-2.42,1.35,95.3,79.8,0.291,0.564,0.129,,,,,,,,,,,,
2023/05/03,1:10 PM.,HOU,SF,away,Roof Closed.,73,664285,2B,1,0,0,0,0,0,0,0,0,1,0,.042,.042,.042,.084,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,,,,,,,99.0,99.0,95.0,0.001,0.034,0.087,,0.157,-16.35,0.45,-0.32,,0.73,95.7,89.1,90.1,84.7,,,,,0.189,0.405,0.43799999999999994,0.158,0.211,0.402,0.182,0.182,0.435,0.231,0.342,0.311,118.0,98.0,106.0,97.0,98.0,96.0,0.468,0.253,0.93,1.07,95.3,80.2,0.274,0.455,0.126,,,,,,,,,,,,
2023/05/02,7:10 PM.,HOU,SF,away,Cloudy.,76,686613,2B,3,0,0,0,0,0,0,0,0,0,3,.043,.043,.043,.086,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,112.0,102.0,110.0,,,,0.461,0.235,0.017,0.238,,0.01,-0.4,-2.64,-0.77,,95.7,91.7,,84.6,82.9,0.271,0.511,0.223,0.25,0.625,0.33299999999999996,0.247,0.374,0.303,0.297,0.506,0.20800000000000002,0.121,0.242,0.37,,,,90.0,103.0,93.0,0.002,,-0.16,,96.0,,,,,,,,,,,92.0,104.0,105.0,0.048,0.92,88.2
2023/05/01,7:11 PM.,HOU,SF,away,Roof Closed.,73,677651,CF,3,0,0,0,0,0,0,0,0,0,2,.050,.050,.050,.100,677651,luisgarcia,"Garcia, L",Right,Luis Garcia,HOU,4.0,4.01,27.0,101.0,92.0,97.0,0.707,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,53.0,106.0,89.0,79.0,94.0,89.0,87.0,103.0,111.0,,,,107.0,105.0,98.0,0.312,0.427,0.126,,0.059,-2.31,1.28,1.15,,-1.19,92.7,85.4,84.4,78.4,,0.407,0.741,0.121,0.1,0.3,0.32,0.25,0.5,0.182,0.192,0.308,0.419,0.222,0.333,0.385,99.0,94.0,99.0,,,,,0.076,,-0.26,,76.2,,,,,,,,,,,,,,,
2023/04/30,2:05 PM.,SD,SF,away,Sunny.,80,506433,CF,3,0,0,0,0,0,0,0,0,1,2,.059,.059,.059,.118,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,125.0,98.0,108.0,105.0,111.0,112.0,93.0,95.0,99.0,0.167,0.089,0.363,0.066,0.001,-1.74,2.4,-0.68,3.06,-1.35,94.7,90.9,82.3,84.0,79.3,0.253,0.538,0.159,0.432,0.703,0.244,0.13,0.203,0.391,0.2,0.32,0.196,,,,97.0,94.0,104.0,101.0,106.0,102.0,0.186,0.051,0.46,1.37,94.3,72.3,0.319,0.418,0.157,,,,0.167,0.217,0.4,95.0,104.0,100.0,0.077,1.21,89.2
2023/04/29,4:05 PM.,SD,SF,away,Cloudy.,81,605397,2B,0,0,0,0,0,0,0,0,0,0,0,.071,.071,.071,.142,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,80.0,105.0,98.0,117.0,110.0,111.0,,,,102.0,99.0,98.0,0.245,0.204,0.145,,0.114,1.77,1.68,-2.03,,-0.63,93.1,90.1,87.1,82.2,,0.205,0.273,0.222,0.281,0.594,0.33899999999999997,0.207,0.329,0.34,0.302,0.429,0.13,0.267,0.333,0.406,134.0,107.0,110.0,109.0,98.0,78.0,0.054,0.239,3.35,0.77,92.8,81.3,0.261,0.261,0.125,,,,,,,,,,,,
2023/04/23,4:10 PM.,NYM,SF,home,Partly Cloudy.,61,656731,CF,2,0,0,0,0,0,1,0,0,1,1,.071,.071,.071,.142,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,86.0,95.0,89.0,96.0,103.0,106.0,,,,,,,0.557,,0.206,,0.149,-0.4,,-1.04,,-0.09,94.9,,87.9,84.4,,0.314,0.494,0.184,0.264,0.445,0.311,0.167,0.167,0.354,,,,0.264,0.396,0.24100000000000002,101.0,91.0,96.0,,,,,0.086,,-0.05,,77.2,,,,,,,,,,116.0,83.0,118.0,0.002,5.58,86.1
2023/04/22,1:06 PM.,NYM,SF,home,Sunny.,66,656849,CF,2,0,0,0,0,0,0,0,0,0,1,.083,.083,.083,.166,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,76.0,95.0,87.0,105.0,99.0,102.0,,,,,,,0.273,,0.197,,0.189,-0.83,,-2.58,,-1.35,92.7,,85.3,85.3,,0.287,0.425,0.281,0.268,0.472,0.39399999999999996,0.2,0.2,0.365,,,,0.325,0.55,0.309,89.0,97.0,99.0,97.0,97.0,95.0,0.253,0.088,0.66,2.63,91.5,78.6,0.314,0.486,0.165,,,,,,,,,,,,
2023/04/21,7:17 PM.,NYM,SF,home,Partly Cloudy.,62,664192,CF,3,0,1,0,0,0,0,0,0,2,1,.100,.100,.100,.200,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,,,,,,,,,,74.0,97.0,88.0,,0.228,,,0.007,,2.74,,,0.25,,90.4,81.8,,,,,,,,,0.289,0.421,0.3,0.133,0.2,0.107,,,,74.0,96.0,93.0,79.0,99.0,90.0,0.517,0.247,0.95,-2.14,90.0,77.9,0.293,0.478,0.151,,,,,,,,,,,,
2023/04/20,6:47 PM.,NYM,SF,home,Clear.,59,673540,CF,4,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,109.0,97.0,97.0,100.0,93.0,102.0,,,,93.0,95.0,93.0,0.37,0.25,0.116,,,0.17,2.52,-0.96,,,95.7,90.8,,82.7,,0.244,0.399,0.17300000000000001,0.333,0.952,0.245,0.125,0.5,0.444,0.244,0.339,0.182,,,,91.0,90.0,87.0,,,,,0.027,,-0.23,,72.8,,,,0.237,0.95,83.2,0.11,0.147,0.595,,,,,,
2023/04/19,1:11 PM.,MIA,SF,away,Roof Closed.,72,669432,CF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.549,0.176,0.294,0.379,111.0,110.0,117.0,89.0,106.0,102.0,88.0,99.0,95.0,,,,,,,0.43,,0.127,,0.255,0.64,,0.06,,-2.86,93.2,,85.7,82.6,,0.217,0.348,0.261,0.143,0.143,0.25,,,,,,,0.32,0.48,0.37799999999999995,,,,100.0,106.0,109.0,0.188,,4.0,,92.6,,0.133,0.133,0.125,,,,,,,,,,,,
2023/04/18,6:41 PM.,MIA,SF,away,Roof Closed.,72,665795,CF,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,,,,,,,0.279,,0.081,,0.314,0.19,,-0.71,,1.29,96.2,,92.9,88.2,,0.211,0.366,0.191,0.222,0.444,0.306,0.24,0.38,0.38,,,,0.186,0.3,0.363,109.0,102.0,103.0,109.0,86.0,82.0,0.093,0.234,-0.3,-0.37,96.1,84.6,0.28,0.44,0.233,,,,,,,,,,,,
2023/03/30,1:10 PM.,NYY,SF,away,Sunny.,39,543037,CF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.208,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,89.1,82.9,0.201,0.332,0.228,0.186,0.251,0.327,0.215,0.269,0.244,0.262,0.377,0.311,0.235,0.51,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
