date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/06/28,12:20 PM.,ATL,MIN,away,Sunny.,85,663465,3B,4,0,0,0,0,0,0,0,0,3,1,.318,.348,.477,.825,663465,kolbyallard,Allard,Left,Kolby Allard,ATL,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.437,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,,,,101.0,115.0,116.0,0.452,0.221,,0.236,0.09,-0.95,-0.75,,1.71,-5.89,90.5,82.9,82.6,,72.6,0.286,0.464,0.24,0.4,0.4,0.28600000000000003,0.4,1.0,0.14300000000000002,,,,0.222,0.333,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/27,7:21 PM.,ATL,MIN,away,Partly Cloudy.,86,693821,3B,3,0,1,0,0,0,0,0,0,1,0,.333,.364,.500,.864,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,,0.137,-1.13,,0.97,,1.3,90.7,,85.0,82.7,,0.286,0.495,0.19399999999999998,,,,0.188,0.235,0.23600000000000002,0.21,0.393,0.337,,,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,
2023/06/25,12:10 PM.,DET,MIN,away,Partly Cloudy.,82,547179,3B,4,2,3,0,0,0,1,0,1,0,0,.333,.357,.506,.863,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,116.0,102.0,106.0,89.0,75.0,71.0,0.347,0.009,0.297,0.011,0.216,1.17,-7.35,0.34,-4.26,0.26,94.3,90.8,84.5,84.7,82.3,0.211,0.333,0.171,0.6,1.2,0.16699999999999998,0.186,0.403,0.314,0.293,0.61,0.214,0.667,1.667,0.182,82.0,108.0,100.0,0.12,0.73,93.7,0.333,0.4,0.038,,,,,,,,,,,,,,,,,,
2023/06/24,7:15 PM.,DET,MIN,away,Partly Cloudy.,84,681857,3B,4,0,1,0,0,0,0,0,0,1,4,.312,.329,.494,.823,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,132.0,98.0,104.0,,,,0.285,,0.306,0.058,0.151,0.85,,-0.14,0.83,0.98,94.8,,87.8,84.8,78.8,0.171,0.381,0.158,,,,0.208,0.283,0.359,0.217,0.433,0.41600000000000004,0.167,0.222,0.311,82.0,108.0,100.0,0.2,1.25,94.8,0.278,0.367,0.121,,,,,,,,,,,,,,,,,,
2023/06/23,6:41 PM.,DET,MIN,away,Cloudy.,68,666214,3B,4,1,1,0,0,1,1,0,0,1,2,.315,.333,.507,.840,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.416,0.251,,0.158,0.175,-2.53,-0.57,,-0.86,-0.22,93.4,86.0,85.0,,77.5,0.374,0.682,0.19,0.271,0.5,0.29100000000000004,0.189,0.392,0.318,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/22,12:11 PM.,BOS,MIN,home,Cloudy.,86,621057,3B,4,0,2,0,0,0,1,1,0,0,1,.319,.338,.478,.816,621057,justingarza,Garza,Right,Justin Garza,BOS,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.082,0.393,0.418,91.0,106.0,106.0,,,,92.0,79.0,82.0,105.0,99.0,105.0,101.0,84.0,85.0,0.046,0.202,0.16,,0.134,2.63,-1.33,-7.27,,2.22,93.4,88.3,84.8,84.1,,0.0,0.0,0.28600000000000003,0.273,0.455,0.2,0.214,0.214,0.429,0.45,0.75,0.185,,,,105.0,103.0,100.0,0.459,-0.64,94.6,0.241,0.552,0.141,,,,,,,,,,,,,,,,,,
2023/06/21,6:43 PM.,BOS,MIN,home,Partly Cloudy.,90,676477,3B,4,1,1,1,0,0,0,0,0,0,1,.308,.328,.477,.805,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,,0.241,-2.31,,0.44,,-2.21,94.6,,82.7,79.6,,,,,,,,0.312,0.559,0.32,0.167,0.333,0.47200000000000003,,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.538,0.184,,,,,,,,,,,,,,,,,,
2023/06/20,6:41 PM.,BOS,MIN,home,Clear.,89,676710,SS,4,1,3,0,0,1,1,0,0,0,1,.311,.333,.475,.808,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,113.0,110.0,113.0,108.0,94.0,95.0,0.391,0.281,0.132,,,1.44,0.35,1.5,,,93.6,88.6,,82.5,,0.163,0.326,0.258,0.289,0.43,0.244,,,,0.15,0.25,0.376,0.34,0.642,0.2,,,,,,,,,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,92.0,101.0,103.0,0.119,-1.47,79.4,,,
2023/06/18,1:11 PM.,DET,MIN,home,Partly Cloudy.,72,676684,3B,2,0,1,0,0,0,1,0,0,1,1,.281,.305,.404,.709,676684,willvest,Vest,Right,Will Vest,DET,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.372,0.248,0.14,0.341,0.445,81.0,104.0,97.0,,,,98.0,110.0,105.0,104.0,97.0,104.0,,,,0.513,,0.332,,0.124,2.09,,0.82,,-2.74,95.2,,87.2,86.1,,0.209,0.363,0.22399999999999998,,,,0.259,0.407,0.212,0.213,0.246,0.282,,,,93.0,110.0,100.0,0.031,2.49,95.0,0.167,0.167,0.3,,,,,,,,,,,,,,,,,,
2023/06/17,1:10 PM.,DET,MIN,home,Cloudy.,81,666214,3B,2,1,0,0,0,0,0,0,1,2,0,.273,.298,.400,.698,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.416,0.251,,0.158,0.175,-2.53,-0.57,,-0.86,-0.22,93.4,86.0,85.0,,77.5,0.374,0.682,0.19,0.271,0.5,0.29100000000000004,0.189,0.392,0.318,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/16,7:11 PM.,DET,MIN,home,Clear.,77,676684,3B,3,0,0,0,0,0,0,0,1,1,1,.283,.296,.415,.711,676684,willvest,Vest,Right,Will Vest,DET,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.372,0.248,0.14,0.341,0.445,81.0,104.0,97.0,,,,98.0,110.0,105.0,104.0,97.0,104.0,,,,0.513,,0.332,,0.124,2.09,,0.82,,-2.74,95.2,,87.2,86.1,,0.209,0.363,0.22399999999999998,,,,0.259,0.407,0.212,0.213,0.246,0.282,,,,93.0,110.0,100.0,0.031,2.49,95.0,0.167,0.167,0.3,,,,,,,,,,,,,,,,,,
2023/06/15,6:12 PM.,DET,MIN,home,Clear.,71,571510,3B,4,1,1,0,0,0,0,0,0,2,2,.300,.300,.440,.740,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,,,,0.386,,0.284,0.074,0.186,-0.64,,0.57,-2.52,0.56,91.4,,80.2,79.6,73.8,0.281,0.509,0.295,,,,0.245,0.367,0.389,0.203,0.338,0.305,0.4,1.0,0.182,76.0,100.0,90.0,0.07,2.52,90.8,0.207,0.207,0.244,,,,,,,,,,,,,,,,,,
2023/06/14,12:11 PM.,MIL,MIN,home,Overcast.,83,607067,DH,2,0,0,0,0,0,0,0,0,1,1,.304,.304,.457,.761,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,0.193,0.265,0.109,0.079,,2.43,-0.01,-0.31,-0.94,,93.2,86.7,,83.1,78.8,0.135,0.27,0.264,0.245,0.519,0.293,,,,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,96.0,105.0,99.0,0.299,0.31,92.6,0.253,0.42,0.136,62.0,96.0,91.0,0.056,-5.76,86.0,0.44,0.84,0.184,,,,,,,,,
2023/06/13,6:41 PM.,MIL,MIN,home,Partly Cloudy.,84,669203,3B,3,0,1,0,0,0,0,0,0,1,1,.318,.318,.477,.795,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,127.0,101.0,103.0,,0.554,0.085,0.171,0.112,,1.51,1.12,1.35,1.07,,94.4,89.3,86.0,79.8,,,,0.209,0.34,0.22699999999999998,0.204,0.258,0.306,0.159,0.275,0.43799999999999994,0.133,0.211,0.488,103.0,97.0,90.0,0.077,-2.42,95.3,0.291,0.564,0.129,,,,,,,,,,,,,,,,,,
2023/06/11,1:39 PM.,TOR,MIN,away,Roof Closed.,68,592332,3B,4,0,3,0,0,0,2,0,0,1,1,.317,.317,.488,.805,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,,0.108,,,1.13,,-0.97,,,94.7,,,83.6,,0.243,0.409,0.172,,,,,,,0.348,0.565,0.353,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,,,,,,,
2023/06/09,7:07 PM.,TOR,MIN,away,Cloudy.,70,579328,3B,4,1,4,0,0,0,0,0,0,0,0,.270,.270,.459,.729,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.097,0.05,,1.11,0.24,-1.83,95.1,,88.7,88.7,83.1,0.27,0.412,0.268,,,,0.254,0.508,0.193,0.225,0.396,0.302,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/08,1:10 PM.,TB,MIN,away,Dome.,72,630023,3B,4,0,0,0,0,0,0,0,0,2,0,.182,.182,.394,.576,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,,,,61.0,101.0,89.0,97.0,98.0,95.0,,,,0.018,,0.258,,,1.57,,-2.31,,,92.9,,,88.8,,0.0,0.0,0.25,,,,,,,0.361,0.705,0.153,,,,105.0,99.0,95.0,0.469,-0.31,92.4,0.297,0.491,0.11,119.0,99.0,83.0,0.256,0.57,85.0,0.185,0.337,0.315,,,,,,,,,
2023/06/07,6:40 PM.,TB,MIN,away,Dome.,72,542888,3B,4,0,1,0,0,0,1,0,0,1,1,.207,.207,.448,.655,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,1.38,2.65,52.0,108.0,105.0,108.0,0.766,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.437,,,,,,,107.0,122.0,119.0,109.0,123.0,132.0,101.0,103.0,103.0,0.208,0.376,0.074,,,2.69,2.25,-2.41,,,94.5,91.4,,85.2,,0.089,0.2,0.32299999999999995,0.191,0.294,0.29,,,,0.353,0.412,0.207,,,,107.0,103.0,102.0,0.341,2.2,94.7,0.213,0.262,0.204,,,,,,,,,,,,,,,,,,
2023/06/04,1:12 PM.,CLE,MIN,home,Partly Cloudy.,85,663474,DH,4,0,0,0,0,0,0,0,0,3,2,.200,.200,.480,.680,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.06,4.64,16.0,94.0,100.0,94.0,0.77,9.0,7.31,6.75,0.56,0.65,0.25,0.386,0.114,0.295,0.397,,,,113.0,107.0,103.0,99.0,92.0,93.0,89.0,86.0,91.0,,,,0.633,,0.2,0.167,,-0.33,,1.5,-0.41,,92.4,,,85.2,78.8,0.22,0.39,0.174,,,,,,,0.083,0.167,0.5770000000000001,0.286,0.429,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/03,6:16 PM.,CLE,MIN,home,Clear.,88,671106,3B,4,0,1,0,0,0,0,0,0,1,2,.238,.238,.571,.809,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.089,0.247,,0.213,-0.12,-2.1,-0.74,,1.49,91.4,86.3,82.7,79.3,,0.257,0.482,0.177,0.462,0.692,0.17,0.191,0.223,0.33,0.3,0.3,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/02,7:11 PM.,CLE,MIN,home,Partly Cloudy.,83,650644,3B,4,0,0,0,0,0,0,0,0,0,2,.235,.235,.647,.882,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,96.0,104.0,103.0,0.123,0.372,0.058,0.244,,-0.65,1.13,0.15,0.77,,91.8,87.7,,82.5,78.1,0.359,0.436,0.243,0.261,0.406,0.23399999999999999,,,,0.172,0.345,0.23199999999999998,0.188,0.323,0.273,75.0,101.0,89.0,0.185,1.59,92.4,0.202,0.292,0.14400000000000002,58.0,95.0,95.0,0.017,-6.33,85.2,0.5,0.625,0.182,,,,,,,,,
2023/06/01,6:41 PM.,CLE,MIN,home,Partly Cloudy.,85,676440,3B,4,1,1,0,0,1,2,0,0,1,2,.308,.308,.846,1.154,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.471,,0.27,0.093,0.166,0.6,,1.35,-1.11,1.07,94.9,,83.8,84.7,78.3,0.243,0.348,0.19,,,,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/30,7:10 PM.,HOU,MIN,away,Roof Closed.,73,656232,3B,4,1,1,1,0,0,0,0,0,3,5,.333,.333,.778,1.111,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,101.0,90.0,88.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.004,0.118,0.111,0.247,-1.15,-0.48,-3.74,-0.81,0.83,92.1,84.4,87.1,82.0,79.5,0.273,0.505,0.159,,,,0.227,0.352,0.332,0.333,0.722,0.355,0.217,0.217,0.302,78.0,99.0,88.0,0.214,-0.12,92.1,0.338,0.477,0.135,,,,,,,,,,,,,,,,,,
2023/05/29,3:10 PM.,HOU,MIN,away,Roof Closed.,73,641585,3B,5,1,2,0,0,1,4,0,0,0,5,.400,.400,1.000,1.400,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.189,0.091,0.137,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,81.8,80.1,76.0,0.308,0.481,0.106,0.317,0.446,0.22,0.183,0.237,0.308,0.25,0.533,0.298,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
