date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO
2023/05/15,6:46 PM.,SF,PHI,away,Clear.,60,622072,PH,1,0,0,0,0,0,0,0,0,1,1,.179,.220,.436,.656,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,110.0,93.0,95.0,,0.261,0.292,,-0.8,-0.33,,85.2,82.4,,,,0.288,0.441,0.25,0.273,0.388,0.154,,,,80.0,95.0,88.0,0.446,,0.12,,91.5,,0.234,0.433,0.242,,,,,,,,,,,,,,,,,,0.001,,,-5.8,,,83.6,,,,,,,,,
2023/05/14,1:10 PM.,COL,PHI,away,Cloudy.,55,607536,DH,1,0,0,0,0,0,0,0,0,1,1,.184,.225,.447,.672,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,65.0,99.0,96.0,0.184,0.236,0.122,1.13,-0.2,-3.3,88.8,84.2,84.1,0.239,0.431,0.127,0.246,0.549,0.2,0.435,0.681,0.139,,,,67.0,103.0,88.0,0.283,,-0.86,,88.7,,0.349,0.529,0.091,0.261,0.41,0.32,,,,,,,,,,,,,,,0.176,,,-1.91,,,80.6,,,,96.0,105.0,105.0,,,
2023/05/13,6:12 PM.,COL,PHI,away,Overcast.,57,663372,1B,4,1,2,1,0,0,1,0,0,1,2,.189,.231,.459,.690,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,0.147,-0.01,1.27,2.91,94.8,84.1,88.6,0.25,0.295,0.225,0.178,0.289,0.163,0.08,0.08,0.42100000000000004,91.0,110.0,117.0,103.0,99.0,95.0,0.173,0.089,-4.88,-2.31,94.3,79.7,0.475,0.675,0.15,0.333,0.4,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/01,7:10 PM.,LAD,PHI,away,Partly Cloudy.,59,664062,P,4,0,0,0,0,0,0,0,0,0,1,.152,.200,.424,.624,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,,1.42,-0.82,,92.4,,86.8,0.221,0.436,0.157,0.268,0.439,0.253,,,,107.0,83.0,90.0,,,,,0.151,,-2.12,,80.9,,,,0.313,0.656,0.209,,,,,,,,,,,120.0,98.0,106.0,0.272,,,0.21,,,83.0,,0.181,0.315,0.27,,,,,,
2023/04/30,6:10 PM.,HOU,PHI,away,Roof Closed.,73,664353,DH,4,1,1,0,0,1,1,0,0,2,0,.172,.226,.483,.709,664353,joseurquidy,Urquidy,Right,José Urquidy,HOU,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.202,0.266,0.391,93.0,107.0,106.0,104.0,100.0,102.0,120.0,100.0,108.0,0.385,0.188,0.216,-1.58,-1.1,1.98,93.1,86.1,80.6,0.287,0.632,0.193,0.262,0.476,0.368,0.172,0.259,0.35200000000000004,95.0,106.0,104.0,83.0,109.0,99.0,0.096,0.115,-1.38,0.77,93.8,79.6,0.405,0.432,0.059000000000000004,0.174,0.261,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/29,4:10 PM.,HOU,PHI,away,Roof Closed.,73,664299,1B,3,1,1,0,0,1,2,0,1,0,1,.160,.222,.400,.622,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,0.041,0.44,-0.09,-1.29,92.7,83.7,79.5,0.236,0.455,0.265,0.211,0.367,0.287,0.28,0.36,0.392,,,,,,,,,,,,,,,,0.268,0.366,0.195,,,,,,,,,,,,,,,0.075,,,-1.17,,,76.6,,,,91.0,99.0,102.0,,,
2023/04/27,1:06 PM.,SEA,PHI,home,Cloudy.,55,669923,1B,3,0,1,0,0,0,1,0,0,0,0,.136,.174,.273,.447,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,0.018,1.34,1.03,-5.31,96.1,86.6,86.3,0.234,0.392,0.28,0.264,0.377,0.22,0.5,0.9,0.125,,,,106.0,110.0,109.0,0.216,,0.43,,95.8,,0.261,0.383,0.131,0.265,0.458,0.159,,,,,,,,,,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.143,0.286,0.35700000000000004,,,,,,
2023/04/23,12:05 PM.,COL,PHI,home,Sunny.,63,570632,1B,3,1,1,0,0,1,1,0,0,1,2,.105,.150,.263,.413,570632,joseurena,Ureña,Right,José Ureña,- - -,6.45,5.77,44.2,99.0,90.0,93.0,0.803,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.093,0.411,0.372,61.0,98.0,82.0,90.0,95.0,88.0,101.0,103.0,105.0,0.217,0.253,0.243,-4.06,-0.94,-0.46,95.4,87.4,86.2,0.351,1.0,0.075,0.214,0.452,0.36,0.22,0.39,0.258,,,,107.0,98.0,98.0,0.288,,-1.62,,95.0,,0.339,0.589,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,CWS,PHI,away,Clear.,54,608337,1B,2,0,0,0,0,0,0,0,0,1,0,.063,.118,.063,.181,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.283,-0.85,-0.25,-0.2,93.1,80.9,84.0,0.262,0.546,0.2,0.236,0.438,0.345,0.209,0.442,0.35200000000000004,81.0,76.0,78.0,,,,,0.015,,-3.72,,77.9,,,,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/16,2:24 PM.,CIN,PHI,away,Partly Cloudy.,57,570666,SS,2,0,0,0,0,0,0,0,0,0,4,.071,.133,.071,.204,570666,luiscessa,Cessa,Right,Luis Cessa,CIN,9.0,9.18,26.0,102.0,84.0,98.0,0.876,3.81,4.15,15.92,1.04,1.52,0.213,0.398,0.167,0.333,0.432,88.0,105.0,110.0,50.0,97.0,77.0,102.0,103.0,104.0,0.235,0.376,0.222,-1.2,-2.29,-1.48,91.9,86.3,81.2,0.355,0.581,0.053,0.389,0.5,0.125,0.346,0.462,0.259,,,,87.0,105.0,96.0,0.166,,-7.56,,92.0,,0.522,0.957,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,4:11 PM.,CIN,PHI,away,Partly Cloudy.,79,668933,1B,2,0,0,0,0,0,0,0,0,1,1,.083,.154,.083,.237,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,166.0,102.0,114.0,,0.373,0.0,,-0.37,-25.75,,90.4,88.3,,,,0.221,0.461,0.32899999999999996,,,,,,,57.0,90.0,82.0,0.097,,-1.17,,96.5,,0.286,0.429,0.1,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,
2023/04/13,6:41 PM.,CIN,PHI,away,Clear.,82,666157,PH,1,0,0,0,0,0,0,0,0,1,1,.100,.182,.100,.282,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,103.0,106.0,100.0,,,,0.464,,0.125,-0.45,,-4.06,93.2,87.3,,0.297,0.578,0.19,,,,0.471,0.706,0.326,97.0,94.0,97.0,92.0,102.0,101.0,0.053,0.358,-7.52,-2.74,93.4,79.6,0.7,1.0,0.0,0.286,0.536,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/12,4:07 PM.,MIA,PHI,home,Sunny.,84,665795,1B,2,1,1,0,0,0,0,0,0,1,0,.111,.200,.111,.311,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,0.279,0.081,0.314,0.19,-0.71,1.29,96.2,92.9,88.2,0.211,0.366,0.191,0.222,0.444,0.306,0.186,0.3,0.363,109.0,102.0,103.0,109.0,86.0,82.0,0.093,0.234,-0.3,-0.37,96.1,84.6,0.28,0.44,0.233,0.24,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/10,6:42 PM.,MIA,PHI,home,Clear.,64,645261,1B,5,0,0,0,0,0,0,0,0,1,2,.000,.125,.000,.125,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.273,-0.27,0.72,-0.43,98.0,91.1,89.9,0.253,0.448,0.267,0.227,0.364,0.35200000000000004,0.282,0.401,0.299,134.0,99.0,105.0,115.0,106.0,108.0,0.29,0.022,1.72,-0.52,97.6,86.1,0.237,0.366,0.124,0.308,0.308,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/07,3:06 PM.,CIN,PHI,home,Partly Cloudy.,57,668881,1B,2,0,0,0,0,0,0,0,1,1,0,.000,.333,.000,.333,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.404,0.053,-0.95,0.16,-2.39,98.3,91.1,87.3,0.265,0.518,0.252,0.229,0.416,0.392,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
